	kallisto_quant_sample140	kallisto_quant_sample145	kallisto_quant_sample150	kallisto_quant_sample173	kallisto_quant_sample178
XM_029343467.2	49	0	0	56	42
XM_029339996.2	271	247	132	224	403
XM_044319002.1	490.395	73.9831	399.664	139.807	364.301
XM_044312192.1	19.288	12.953	74.4893	6.07639	116.341
XM_029342756.2	4	0	9	23	11
XM_044328466.1	0	0	0	0	0
XM_044313577.1	57.5418	8.87801	90.8463	87.7691	515.636
XM_029350640.2	469	1062	304	1115	963
XM_029343569.2	37.2627	5.00057	9.00363	11.0056	32.0385
XM_029349896.2	0	123.03	16.815	0	27.3829
XR_003826448.2	4	1073	328	561.425	265.359
XM_029347731.2	0	0	13	1.12519	5.15978
XM_044319990.1	0	34.0228	0	63.4035	23.2871
XM_044315600.1	0	0	6	36	5
XM_044318601.1	30	65	25	37.2256	16.1567
XM_044309697.1	1153	665	677	764	839
XM_029342385.2	68.2146	21.5933	0	19.0052	62.2392
XM_044325174.1	25	74.9342	29.4583	124.686	82.7437
XM_044325822.1	9	4	18.2371	27	27.291
XM_044324264.1	0	14.0244	0	18.5908	8.01291
XM_044319735.1	39.2776	33.265	15.217	5.43479e-06	1.92201e-05
XM_044321132.1	5	0	5.85666	12.1248	0
XM_029330380.2	421.372	172.043	124.633	196.897	258.478
XM_029334401.2	62	61	15	73	107
XM_029330658.2	356	191	142	172	264
XM_029355746.2	4775	4166	2689	4255	4094
XR_006396636.1	20	5	24	8	29.2181
XM_044316821.1	335	213	185	350	300
XM_029335672.1	3813	3823	2372	3330	3757
XM_044327776.1	4.82676	0	0	10.2704	0
XM_044310406.1	3	25.7891	39.9255	2.31716	22.3964
XM_044311800.1	48.8255	46.0057	17.8939	98.8787	52.8136
XM_044324228.1	19.299	48.3189	122.819	260.59	314.811
XM_029331604.2	60.2955	104.058	97.4377	252.98	71.536
XM_044312991.1	159	83	63	32	217
XR_006396931.1	321.594	141.638	100.228	190.066	221.12
XM_044327559.1	646.427	323.962	363.249	686.944	526.416
XM_044326294.1	0	0	0	0	0
XR_006393814.1	0	0	0	0	0
XM_044325825.1	43	414	1	2	1
XM_029350189.2	52	36	14	60	60
XM_044309647.1	349.167	177.872	254.781	242.852	346.372
XM_029333468.2	328.753	327.668	51.0396	5.87531	13.7006
XM_044315677.1	39.509	23	22	51	96.6416
XR_006395117.1	19.4824	9.17721	237.092	15.3155	4.09459e-06
XM_029339289.2	503.965	385	364.589	485.978	456.239
XR_006397320.1	210.681	90.5031	78.9856	73.8839	211.09
XM_029327029.2	266.141	303	58.2775	183.123	104
XR_003824613.2	5.96287	19.517	7.23016	7.27837	26.7357
XM_029338864.2	10273	13979	8373	15354	12574
XM_044325258.1	1.20215	0	3	3.71258	33.9073
XM_029337783.2	0	0	0	0	7.03999e-06
XM_044308534.1	0	0	12	0	0
XM_044327056.1	528.48	865.761	680.612	2785.89	1736.05
XM_029350008.2	13	0	9	1	30
XM_044321277.1	398.722	195.621	193.519	212.555	168.382
XM_044327063.1	6.82753e-06	62.2603	186.667	1.76135e-06	8.69096e-08
XM_044310761.1	0	0	7	14	17
XM_044307743.1	0	0	10.691	0	24.7715
XM_044314786.1	12.9191	4.56257	4.46079	18.9894	23.5218
XM_044324985.1	0	4.96653	1.44894	0	26.0683
XM_044325958.1	19.9654	3.27266	0	0	16.1513
XM_044317765.1	309	154	303	253	592
XM_029334874.2	736	473	409	618	773
XM_029325495.2	75.9752	8	44.3737	16.8014	32.8269
XM_044316672.1	1	4	1	1	0
XR_003824298.2	30	6.70536	0	0	87.1635
XM_044309757.1	32.3904	12.3148	86.8542	103.144	109.277
XM_044316141.1	0	0	0	0	0
XM_044325166.1	10.9384	2.41367	57.5984	30.5659	159.041
XM_044319676.1	765.611	279.058	284.913	615.298	305.701
XM_044317090.1	2.95545	0	18.2747	2.08262	6.29566
XM_029344614.2	155.278	29.967	313.668	327.07	330.451
XM_029346093.2	1637.42	425.471	0.0663549	1288	1560
XM_044309270.1	0	0	0	0	0
XM_029323470.2	901	487	554	810	891
XM_029351258.2	29	0	9	4	51
XM_044326931.1	822.641	381.986	482.454	318.674	399.686
XM_029351002.2	154	158	173	106	123
XM_044324996.1	0	14.3835	15.4094	21.3424	14.2156
XR_003827814.2	10.5287	12.3886	7.93616	17.1827	24.9169
XM_044321031.1	38.2725	5.02831	48.3552	29.0695	26.9314
XM_029352302.2	3614	4303	2486	2680	1751
XM_029335317.2	945.401	173.114	186.944	1091.81	6.23846e-05
XM_044325598.1	0	0	3.56693	21.6286	0
XM_044312427.1	2365.21	3006.71	2432.87	15	1500.24
XM_044316620.1	0	0	0	0	0
XR_006392362.1	87.6548	33.1369	34.3299	40.0457	55.3578
XM_044312791.1	9	13	1	97	23
XM_044323348.1	0	0	0	0	0
XM_044329223.1	4	0	6.51945	0	24.5659
XM_029349470.2	1336	949	713	1416	1367
XM_029338085.2	0.000878092	0.00142642	7.20842e-05	0.000509519	0.0012279
XM_029350666.2	775.111	42.846	0.0831356	354.525	787.266
XM_044312075.1	0	0	0	8	0
XM_044328598.1	0	0	0	5.60663e-08	0
XM_044324896.1	0	0	0	0	0
XM_029355289.2	0	0	0	4	18.626
XM_029349363.2	478.917	317.593	268.584	429.806	482.45
XM_044314939.1	0	20	5	0	4
XM_044310584.1	0	9.45907e-06	0	9.86188	4.50505e-07
XM_029348289.2	111	0	103	224	359
XM_044312989.1	138.428	158.539	183.779	168.151	187.784
XM_044315068.1	0	0	0	0	0
XR_003824976.2	0	0	0	0	0
XM_044319106.1	616.41	212.368	408.932	531.913	580.45
XM_044314239.1	24.8153	131.944	77.3887	21.297	87.4976
XM_029337049.2	10.1076	0	0	44	0
XR_003824995.2	80.0795	0	42.7407	16.1601	139.876
XM_044323544.1	10.3686	0	0	0	10.8454
XR_003827487.2	65	183	70	23	45
XM_029329145.2	0	0	0	0	0
XR_006394889.1	0	0	0	0	0
XR_006396951.1	12	1.20237	8	4	29
XM_029348161.2	4148.43	4306	3470.89	4733.55	4494.01
XM_044323652.1	2	0	0	1	2
XM_044314941.1	0	0	0	0	0
XM_029345375.2	171	262	179	89	79
XM_029357031.2	357	244	132	383	225
XR_006395228.1	19.5754	200.442	110.245	117.346	63.4987
XR_003822947.2	11	2.13537	10	13	9.02356
XR_006395843.1	60	33	8	7	9
XM_029349461.2	1784	1598	1055	1541	1247
XR_006397094.1	8	8	0	4	4
XM_044315553.1	0	0	0	0	18.116
XM_029355086.2	62.5558	9.30304	20.3934	101.913	0
XM_029354190.2	17827	22517	8742	17090	13773
XR_006397598.1	2	0	0	0	10
XM_044319127.1	0	0	7.02798	10	0
XM_029350837.2	528	464	160	314	308
XM_044308299.1	0	0	0	0	0
XM_029356503.2	0	0	0	0	0
XM_044314320.1	0	0	0	0	0
XM_029335576.2	0	0	0	0	96.2287
XR_003824480.2	75	211	68	296	249
XR_006394880.1	0	0	9.65908	0	2.465
XM_029338291.2	218	61	125	220	134
XR_006397916.1	0	0	0	0	1
XM_029354479.2	122.259	137.159	218.232	92.4467	462.348
XM_044326486.1	219.674	137.116	152.596	117.44	195.992
XM_044324230.1	0	0	0	0	0
XM_044317357.1	0	11.4398	5.10071	13.2355	0
XM_029335774.2	1.08888	1.02698	0	13.6444	4.3497
XM_029328645.2	0	0	0	0	0
XM_029347365.2	36	16	4	31	12
XM_044319665.1	0	0	0	0	0
XM_044322375.1	11	0	13	0	59
XM_044317004.1	555	440	118.348	287.25	202.977
XM_044322312.1	23.5747	3.42123	7.40583	6.18032	4.19814
XR_006397254.1	68.782	15.6607	11	8.13537	17.0219
XM_029336324.2	20.2415	40.6146	7.23019e-08	116.178	0
XM_044324907.1	0	0.00123261	1.52294e-08	0	1.26026e-05
XM_044310061.1	0	0	8	0	4.53552
XM_044309736.1	0	0	0	6.49963	1.40275
XM_044314569.1	5.23668	29.0908	0	10.705	0
XM_044318692.1	591.354	1.00659e-07	0	245.163	0
XR_003826026.2	0	0	0	0	0
XM_044308714.1	14.8424	29.6172	55.5094	27.5894	55.9455
XR_006391711.1	0	0	0	0	0
XM_029342171.2	869	625	344	886	643
XM_044321627.1	0.937128	164.229	0	0	0
XM_044310335.1	0	1.02042	0	0	0
XM_029330552.2	10	1	0	0	2
XR_003824773.2	327	2368	1171	1081	540
XR_006397629.1	0	0	0	0	0
XM_044311744.1	0	3	0	6	0
XM_029355630.2	472.331	359.593	338.348	509.035	78.7764
XM_044324359.1	0	61.7468	0	0	389.325
XM_044325831.1	3.31606	7.80489	47.2057	11.3754	51.1868
XR_006391637.1	118	114	414	575.967	168
XM_044319204.1	7	0	0	0	5.45801
XM_044317138.1	139.606	182.307	75.5807	457.731	387.526
XM_044314171.1	166.458	103.421	96.5479	71.2228	111
XM_044318311.1	148.602	16.5537	18.2428	41.4156	35.1074
XM_044317846.1	0	0	76.9441	227.626	0.347827
XM_044306925.1	24	0	6	44.1047	0
XM_029331518.2	998.226	1397.98	972.986	415.507	679.082
XM_029329843.2	1456.88	1348.38	1795.43	1493.81	848.288
XR_006394560.1	6.42731	0	44.725	20.8847	15.2073
XM_044329058.1	493.809	360.203	157.604	312.856	277.772
XR_006396998.1	188	39	8	0	94
XM_044328729.1	35.5209	56.9499	0.00222833	159.969	123.34
XM_044323410.1	0	0	13.5	0	10.4694
XM_029344652.2	129	60	69	114	87
XM_029346361.2	946.188	1296.99	508.39	1063.76	729.632
XM_029353439.2	0	0	0	0	0
XM_029339169.2	0	190.504	32.0437	0	232.632
XM_044313460.1	21.7213	4.33414	6.87512	7.0493	17.893
XM_044308403.1	0	4.1719	0	0	0
XM_029350824.2	640.119	294.083	658.011	510.331	359.681
XM_044321850.1	0	0	0	0	0
XM_029357572.2	303.037	39.4135	111.664	0	315.296
XM_029344605.2	579.722	433.144	312.462	659.93	606.549
XR_006395953.1	0	0	0	0	0
XM_044318696.1	212.4	0	17.2097	84.7002	39.6104
XM_044322957.1	0	0	0	0	1.00657
XM_044308199.1	34.5314	18.4113	74.0873	88.1559	25.6467
XM_029327790.2	342.577	401.762	125	557.697	399
XM_044322778.1	80.4385	64.2303	30.856	57.506	169.966
XM_044323500.1	0	3	2	0	13.3376
XM_029328686.2	308.876	327.091	199.761	288.367	374.964
XM_044309751.1	0	37.6533	2	8	0
XM_044328489.1	179	326	431	772	665
XM_044326051.1	0	2.82739	0	0	14.5688
XM_044326435.1	8.57968	0	0	1.24476	4.56345
XM_044308483.1	546.126	328.927	471.611	1011.73	1129.01
XM_044322019.1	190.264	8.96068e-06	3.88479e-07	253.698	5.81874e-06
XR_006395733.1	0	0	120.735	0	237.358
XM_029348489.2	82	35.2048	37	44	103.426
XM_044328558.1	679.752	442.213	482.786	906.45	1003.89
XM_044315327.1	58.6436	1004.62	75.5877	216.498	75.1494
XM_044307409.1	0	1.67371	0	0	0
XM_044312245.1	66	44	46	34	49
XM_044318720.1	152.993	957.266	135.898	54.1847	28.124
XM_044325312.1	71.7597	22.9527	33.6233	0	0
XR_003826176.2	2	9	6	0	8
XM_044308797.1	95.2685	128.041	38.182	103.445	142.114
XM_044310971.1	0.5	0	0	0	0
XM_029355337.2	1583.02	1438.92	995.467	1905.5	2090.59
XM_044329155.1	0	0	1.79075e-05	85.4769	0
XM_044321794.1	22.605	0	5.41321	0	0
XM_029352556.2	315.203	212.343	302.723	188.432	217.492
XM_044319915.1	11.584	21.291	59.6408	100.889	80.06
XM_029329992.2	740	494	461	814	769
XR_006397559.1	4.13869	0	0	0	4.18647
XR_006393791.1	0	0	0	0	0
XM_029340252.2	249	140	170	213	295
XM_029339750.2	0	0	0	18.331	46.9234
XR_006393492.1	0	0	0	0	0
XM_029357590.2	1115	552	688	1595	1251
XM_029357225.2	69.0529	13.3968	0	41.9108	83.2884
XM_044308310.1	119	0.0213628	0	110	124
XR_006397802.1	140.643	188.903	101.369	163.548	162.031
XM_044327370.1	12.2033	7	25	24	21.9688
XR_006393162.1	0	0	0	0	50.2958
XM_044311585.1	0	22.3543	0	23.3862	141.309
XM_044325295.1	333.416	218.229	255.518	336.46	212.842
XR_006397197.1	0	31.8525	24.245	0	24.6042
XR_006391691.1	0	4	0	5	17
XM_029324712.2	109.869	136.649	132.716	153	78.8315
XM_029324173.2	0	0	0	0	0
XM_029349324.2	322.661	358	217	427.018	515.788
XM_044310416.1	0	0	0	3.76406	11.8899
XM_044310248.1	0	2	11.1416	0	0
XM_044313679.1	5.89589	0	0.413496	119.982	11.8177
XM_029347926.2	1669	1140	941	1906	1879
XM_044311118.1	1192	44.5815	802.982	283	5
XM_044324339.1	0	0.0301158	61.5567	15.7264	86.9063
XR_006394405.1	42.4765	0	25.8995	0	126.774
XM_044323393.1	10.991	9.73452	4.33926	4.14234	1.48914
XM_029355427.2	234	258	174	405	471
XM_044311085.1	0	0	0	0	0
XM_044313227.1	2222	1188	943	1962	1925
XM_029337503.2	467.524	241.034	63.4681	494.85	713.182
XM_029333175.2	0	0	0	7.20103	0
XM_044323751.1	53	2.4934	26.8101	19.4425	138.045
XM_029354445.2	0	0	0	0	12.2523
XM_029348429.2	616	663	720	665	679
XM_044328964.1	3.52271	0	0	0	0
XM_044313500.1	37.8863	41.552	3.83583	19.1175	0
XM_044326109.1	9.65659	0	4.37731	8.35872	2.21375
XM_029350244.2	1.03084e-08	3.85323e-05	0.0104047	0	96.3176
XM_029352105.2	871	701	669	2922	2635
XM_044325720.1	321.144	296.651	261.889	394.024	261.846
XM_029358324.2	1714.18	1190.97	625.826	1731.43	1360.46
XM_044324416.1	206.77	124.343	150.842	41.3599	385.169
XM_044311449.1	0	0	0	0	0
XR_006391650.1	164.338	87.2376	10.3633	27.8106	46.2574
XR_006396913.1	0	0	0	2	0
XM_044323036.1	361.482	197.777	195.403	257.049	538.404
XM_044318111.1	132	134	61	90	140
XM_029344499.2	823	594	448	658	782
XM_029336907.2	6.34872	0	17.9304	20.5662	26.8059
XM_029334505.2	3352.63	2108.49	1225.36	2622.44	1525.69
XM_044328087.1	5	0	0	0	4.05871
XM_044318225.1	95.5103	19.1572	4.43692e-07	0	96.7664
XR_006392400.1	68.7619	76.5277	6.04606	1.00491	2.44786
XM_029352131.2	573.789	311.621	349.819	329.598	342.708
XM_029345484.2	408	333	283	370	536
XM_044313851.1	2.69825	10.5207	0	60.2364	36.0707
XM_029350754.2	67.7479	0.000965387	26.2767	65.7545	0
XM_044314319.1	0	0	0	0	0
XR_006395844.1	0	0	12.6466	1	11.7138
XM_044323870.1	2.19754	3.07439	19.5011	5	5.02812
XM_044326689.1	0	0	6	0	10
XM_029324871.2	3361.14	2374	2130.37	3525	3535.46
XM_044317734.1	136.278	52.9088	63.3458	23.032	49.4012
XM_044321365.1	312.898	38.7592	40.3283	151.085	98.789
XM_029347305.2	3	5	23.2738	2.00141	5.00969
XM_029336675.2	10.0372	0	5.1146	0	18.082
XR_003824760.2	79.7877	100.518	75.3001	206.943	117.047
XM_029355767.2	124.036	4.2485	68.2961	39.3637	16.5539
XM_044318999.1	2624	1792	1333	2609	6865
XM_044324216.1	11.3914	0	27.5253	58.8693	55.2946
XR_006394861.1	55.4334	6.61052	27.261	13.5224	33.6043
XM_029358714.2	100.277	121.993	38.6206	130.689	60.4269
XM_029330065.2	34.5638	17	16.0878	37.3557	49.6667
XM_044314433.1	0	3.12526	0	58.7926	1.81891
XM_044327857.1	71	9	11	89	32
XM_044325403.1	0	0	0	0	0
XM_044312329.1	23.83	0	35.54	65.6674	0
XM_044317680.1	0	29.9503	0	45.1738	96.9887
XM_029342847.2	84.5748	12.3279	82.4585	163.773	0
XM_029328935.2	1843	1098	1088	1560	1660
XM_044312171.1	2	0	0	0	1
XM_044318987.1	224.122	177.672	176.628	419	408.707
XM_029344611.2	1.56065e-07	0	0	0	0
XM_044328282.1	274.124	124.684	76.945	50.7581	49.1073
XM_044325552.1	0	0	0	0	0
XM_044327947.1	22.0217	18.0054	26.1964	54.172	53.7435
XR_006397057.1	0	19	3	8	2
XR_006398204.1	427.262	139.547	296.121	206.684	393.885
XM_044326699.1	11.8297	52.4647	18.8983	15.638	27.4443
XM_044314358.1	737.373	47.7965	919.565	128.807	3673.91
XM_044322151.1	0	3	0	0	0
XM_029336321.2	0	16.7056	156.283	29.9589	25.5783
XM_044325417.1	650	202.308	461.283	1012.26	1836.17
XM_029336953.2	0	0	3	0	6
XM_029344141.2	25	0	8	35	20
XM_044318182.1	1874	6440	1160	896	621
XM_029340341.2	43	62	89.9054	152	137
XR_003824417.2	0	0	0	0	0
XM_029355441.2	4.9078e-05	0	1.26451e-06	7.81905e-07	3.13133e-07
XR_006393307.1	0	22.3658	17	24	15.7239
XM_044322696.1	305.509	145.609	149.747	233.357	468.495
XM_044329162.1	0	0	0	0	1
XM_044310637.1	2.2303	0	0	0	11.5132
XR_003827237.2	6	5	0	1	3
XM_029346285.2	182	139	243	177	182
XM_044319859.1	597	332	317	450	375
XM_044314241.1	0	29.5661	0	206.85	26.3144
XM_044320003.1	0.000650674	126.185	8.41731e-05	165.934	66.4213
XM_029350101.2	2912	2155	1200	2037	1538
XM_044311239.1	0	0	0	0	10.8284
XM_044314071.1	445	301	248	340	354
XM_029339717.2	0	0	0	0	34.8361
XM_029353894.2	18.9042	0.937707	10.5855	4.76625	19.8904
XM_029323596.2	0	0.00135509	123.314	0	12.8256
XM_044320008.1	11.1654	11.6393	10.4513	3.02812	15.567
XM_044317851.1	522	664.539	315.85	784.463	311.395
XM_029337886.2	260	19	87	259.637	224
XM_044321372.1	20.1923	0	5.72125	20.1676	20.43
XM_044308179.1	303	137	149	171	257
XM_044320196.1	0	0	0	0	3.47499e-08
XM_029330168.2	0	0	4	5	13
XM_044319433.1	0	27	11	45	0
XR_003828434.2	175	106.34	125.384	206.043	433.529
XM_044323586.1	0	6	4.42686	0	1
XM_044319372.1	120.432	124.589	79.727	123.415	110.069
XM_044321438.1	0	0	6.29991	0	0
XR_006397576.1	0	0	0	0	0
XR_006393374.1	29	33	41	33	21
XM_044308658.1	0	0	0	0	0
XM_044312572.1	0	0	0	0	0
XM_044324238.1	157.161	0.00738043	122.926	20.9246	0
XM_044324573.1	1514	1494.56	811	2221.91	1055
XM_029346974.2	140.995	329.988	178	273.19	177.995
XM_044325650.1	0	0	0	0	0
XM_044328665.1	473.516	148.241	241.729	114.184	204.653
XM_044316044.1	15	0	2	12	143.305
XM_044315332.1	0	5.92667	5	3.86702	0
XM_044313665.1	2.85392	6.88993	35.4284	22.1368	18.695
XM_029330863.2	0	0	12.5948	14.0911	0
XM_044324818.1	273.698	251.769	225.228	369.736	317.87
XM_029329969.2	0	41.3072	0	54.211	81.3889
XM_044319500.1	0	0	49	81	107
XR_003828247.1	1291	1908	637	999	946
XR_006391408.1	0	0	0	12.3585	0
XM_029353918.2	1	15	6	20	68
XM_044310563.1	20	0	2	19	1
XM_044311758.1	1	39	0	2	44
XM_044324497.1	0	0	0	0	0
XM_029342293.2	11.013	0	0	2.22229	11
XM_044315210.1	6.09515	0	10	7.04902	0
XR_006395564.1	10.2474	0	3	0	2.05792
XR_006394394.1	3	0	8	20.4891	1
XM_044322774.1	63.1522	118.154	0	0	1.05438e-06
XM_029340677.2	0	0	0	3.77544	13.3763
XM_044324838.1	0	0	0	0	0
XM_044328258.1	100.148	72.7065	34.0115	91.5955	77.6581
XM_029339348.2	2179	3217.92	1720	3302.56	3179.11
XM_044316578.1	7891	6298.77	4643	9921.32	3314
XM_029355760.2	35.5049	31.7281	73.02	206.593	134.871
XM_044317107.1	0	1	0	1	8
XM_029329337.2	11	15	12	17	7
XM_044307132.1	0	0	0	0	0
XM_044325023.1	54.5867	32.7954	54.9306	55	225.909
XR_006393143.1	754.748	997.07	1007.87	163.038	1125.91
XM_029352385.2	9407	7236	4009	7741	3018
XM_044323855.1	190	141	116	234	81
XM_029346966.2	9.04903	32.2264	17.6852	33.5194	9.37483
XM_029348212.2	342.878	461.622	335.079	334.248	379.38
XM_044310100.1	0	0.00428954	0	814.998	9.07391e-05
XM_044313071.1	18.0903	21.8913	7.06404	19.7117	2.84069
XR_006397426.1	193	421.948	41	114	55
XM_029333550.2	164.748	169	105.363	79.5097	222.858
XM_044320119.1	6	0	2	0	45
XM_044315706.1	576.601	605.802	229.587	814.606	568.827
XM_044307333.1	883.447	445.926	489.973	655.87	1026.45
XM_044312041.1	0	0	0	0	1
XM_044328684.1	0	9.55959	7.01863	11.6147	0
XM_044314412.1	295.941	191.676	270.639	450.102	835.766
XM_044322032.1	290.588	123.346	185.537	228.263	259.21
XM_044316248.1	76	59	34	31	48
XM_044312247.1	0	0	0	0	0
XM_029327526.2	114.287	110.091	73.1414	0	27
XM_044326336.1	0	19.2183	0	26.4668	25.6274
XM_044321736.1	305.795	169.27	270.99	278.177	394.991
XM_029330633.2	1544	1180	896	1404	1185
XM_029342837.2	1131	536	1003	1352	1617.03
XR_006394241.1	1.66017	0	0	0	0
XR_006393481.1	20.1081	0.5	7.11761	13.975	30.4877
XM_029333273.2	0	118.679	162.374	237.689	1219.75
XR_003827355.2	97.7968	110.875	198.614	114.227	80.579
XM_044310397.1	0	0	0	0	2
XM_029355639.2	11.4594	4.1024	4.68614	2.42078	10.7133
XM_044324258.1	193.693	36.7931	37.7898	232.356	173.706
XM_029330700.2	796	797.66	729	878.262	1070
XM_044314055.1	0	0	0	0	0
XM_044311018.1	589.809	1057.07	392.45	701.169	782.829
XR_006395127.1	0	3	2.89253	15.767	16
XM_029335899.2	2566.74	2432.29	1619.99	2571.83	2781.26
XM_029342039.2	0	0	0	0	0
XM_044308064.1	213.262	14.9329	14.569	80.9416	306.444
XM_044311645.1	0	10.7586	0	0	0
XR_006391983.1	218.518	152.339	83.286	177.741	389.315
XM_029326820.2	1	0	0	12	18
XM_029336515.2	314.094	91.6471	0	328.227	103.581
XM_044322087.1	357.069	236.669	132.541	679.467	400.19
XM_029328479.2	1762.79	3514.42	658.909	2982.92	1489.36
XM_044318011.1	0	57.1081	0	6.52439	0
XR_006393257.1	113.005	54.5089	123.496	183.222	320.734
XR_006395197.1	59	75	27	75	63
XM_044326232.1	8.88352	10.9898	8.36852	23.5561	47.6556
XR_006396097.1	0	0	0	0	0
XM_044320767.1	0	2.5362	0	4	9.42746
XM_029343504.2	172.941	77.3217	44.7398	89.1783	84.5578
XR_006395304.1	5	3	1	0	10
XM_029343974.2	1.4222	255.321	92.2168	0	119.355
XM_044324812.1	940.016	877.417	638.207	414.578	620.171
XM_044329291.1	180.766	205.172	183.644	309.312	396.06
XM_029345193.2	0	0	0	3.80334e-07	19.8218
XM_044315760.1	95.0735	83.3713	84.291	68.5472	135.611
XM_044328885.1	83.3299	13.3589	38.5425	57.9553	230.85
XM_029331345.2	156.894	277.014	109.396	479.036	286.559
XR_006393593.1	180.98	0	50.3798	1.02724	9.59952
XM_029342279.2	44.3293	70.686	35.8016	0	0
XM_044320275.1	95.6092	161	178	39	84.2985
XM_029358577.2	127.867	136.351	121.694	168.855	389.726
XM_029328730.2	51.1218	53.2593	104.344	32.8769	65.6774
XM_044309657.1	0	0	0	0	0
XR_006396371.1	25.1832	27.0734	20.262	7.66083	8.83298
XM_029343737.2	238.747	46.3525	88.0565	237.957	214.535
XM_044327737.1	0	21.0287	0	0	3
XM_029339104.2	61.151	159.298	170.026	31.3411	211.611
XM_044315436.1	462.927	870.424	54.0426	662.71	672.589
XM_029337100.2	60.3515	0	0	152.736	311.258
XM_029331517.2	24113	19969	17440	21794	15221
XM_029330236.2	425.148	518.68	386	578.21	258.016
XM_029334802.2	1225.01	2491.79	847.83	1557.95	693.196
XM_044313691.1	0	3.12797	3.14201	0	0
XM_029327253.2	221	120	150	140	247
XM_044321329.1	85	4	131	87.0182	93
XM_044316962.1	33.7454	64.1674	0	125	109.422
XM_029333237.2	481.75	166.609	424.74	455.015	733.961
XR_006395384.1	0	0	0	0	10
XR_006394037.1	4	6	8	4	3
XM_044316937.1	77.9643	57.6146	44.9495	109.91	117.727
XM_029330007.2	49.1033	88.4349	0	0	9.0236
XM_029332212.2	3166	4533	1467	3270	2941
XM_029347826.2	2378.73	1287	459.374	1530	1291.11
XM_044329009.1	5.55892	35.21	18.7742	38.3255	8.60454
XM_044318556.1	24.3279	5.0496	0	16	10
XM_044317425.1	3059	1939	1782	3265	3106
XM_044308895.1	248.994	173.674	135.438	285.079	950.084
XM_044320418.1	92.5435	272.156	26.9144	128.322	9.57142
XM_044329182.1	28.2556	15.2152	15.3134	16.6013	26.7109
XM_044307959.1	0	0	0	0	2.18904
XR_006394638.1	3255	2984	1854	4127	2692
XM_044307383.1	1380	1268	827	1167	1268
XM_044323240.1	0	0	0	0	0
XM_029337034.2	0	0	23.3533	30.7441	78.149
XM_029339898.2	0	1.02746e-07	69.0663	134.421	0
XM_044321366.1	1372.1	781.053	966.615	1124.26	1308.66
XR_006391826.1	0	0	0	0	24.6244
XM_029358232.2	2970	2969	1932	2739	1895
XM_044321412.1	186.666	107.535	0.00246983	1283.64	1990.57
XM_044314020.1	13.3651	9.28222	8.73241	8.48971	0
XM_044307286.1	702.207	365.99	329.901	728.267	729.997
XM_029344580.2	22.6856	90.2468	94.358	0	7.30281e-06
XR_003822879.2	0	0	4	0	6
XM_029347073.2	56.2274	49.787	8	22.0378	85
XM_044314070.1	209.838	703.006	392.863	809.696	469.698
XM_044318116.1	0	0	8	0	0
XM_044319409.1	0	10	7	0	5
XM_029339089.2	798.397	745.811	295.602	758.953	519.785
XM_029351353.2	0	0.000159757	0	0	0
XM_044309385.1	0	0	0	0	0
XM_044321180.1	634.72	728.908	252.17	449.357	453.475
XR_006393869.1	0	10.6268	0	14.2272	9.82732
XM_044328910.1	107	29	51	112	137
XM_029342329.2	542.09	354.983	280.47	265.1	1087.03
XM_029326686.2	0	30.1613	8.51971	0	6.38057e-07
XM_044309124.1	25.5559	0.0166456	34.0867	25.6133	8.52933
XM_029357056.2	131	69	52	190	421
XM_029335109.2	337.98	420.587	420.305	189.897	174.429
XM_029330162.2	48.4706	56	87.4122	144	60
XM_044318209.1	1097.33	466.425	404.552	835.73	1187.09
XM_029327318.2	16	1	0	12.8243	10
XR_003823489.2	0	0	3	0	0
XM_029355493.2	766.158	362.609	565.03	1391.03	843.398
XM_044315167.1	0	259.999	0	156.524	1.3455e-05
XM_044328784.1	0	0	0	0	0
XM_044321100.1	0	0	4.97815	5.63774	47.8318
XM_029338683.2	246.086	175.457	121.451	38.4301	0.221741
XM_044308119.1	335	446.588	184	318	234
XM_029331084.2	190	101	97	126	101
XM_029339125.2	111.075	0	0	57.3092	271.587
XM_029356300.2	1474.22	1304.94	1356.31	1329.13	1495.42
XM_029355835.2	166.425	137.777	212.212	142.196	142.39
XM_029343800.2	21.734	7.79273	0	0	13.5006
XM_029334049.2	0	0	9.29584	16.3369	11.8085
XM_029325021.2	835	620.596	352	730.593	817.765
XM_029348034.2	17.3449	0	100.008	384.72	337.477
XM_029338624.2	40.9919	15.6866	21.5356	0	0
XR_003822856.2	0	0	0	0	0
XM_044328143.1	0	0	0	0	5.34281
XR_006394947.1	0	3.17178	0	13.3596	49.7155
XM_044313378.1	9	4	4	1.27878	33
XM_029326317.2	202.493	81	57	345	178.877
XR_006394196.1	0	0	0	0	0.398307
XM_044312392.1	722.213	1090.13	267.197	336.163	349.831
XM_029332245.2	296	374.532	40.4375	0	66.5378
XM_044309586.1	1539.56	188.759	207.352	904.156	430.116
XM_029352787.2	285	271	251.334	321	209.664
XM_044318898.1	0	0	0	0	0
XM_044312134.1	59	20	9.49084	0	37.9947
XM_029343380.2	389.328	257.67	285.867	547.829	638.349
XM_044306759.1	9	44	18	3	49
XM_029348470.2	166	78	113.783	13.5249	42.5549
XM_044322100.1	344.425	396.962	226.414	141.197	283.521
XM_044328102.1	0	3	0	0	45.3009
XM_044316542.1	712	277	96	436.593	169.006
