"","miRNA","lncRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","PCC.cor","p_value","adjusted_p_value"
"185","Cluster_11134","lncRNA_2848",150,-20.6,"2 16","144 166",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"186","Cluster_11134","lncRNA_2848",150,-20.6,"2 16","1548 1570",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"187","Cluster_11134","lncRNA_2848",150,-20.6,"2 16","1566 1588",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"188","Cluster_11134","lncRNA_2848",150,-20.6,"2 16","1638 1660",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"189","Cluster_11134","lncRNA_2848",150,-20.6,"2 16","1782 1804",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"190","Cluster_11134","lncRNA_2848",150,-20.6,"2 16","1800 1822",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"191","Cluster_11134","lncRNA_2848",150,-20.6,"2 16","1872 1894",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"192","Cluster_11134","lncRNA_2848",150,-20.6,"2 16","2087 2109",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"193","Cluster_11134","lncRNA_2848",150,-20.6,"2 16","567 589",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"194","Cluster_11134","lncRNA_2848",150,-20.6,"2 16","72 94",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"195","Cluster_11134","lncRNA_2848",150,-20.6,"2 16","765 787",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"196","Cluster_11134","lncRNA_2848",150,-20.6,"2 16","783 805",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"197","Cluster_11134","lncRNA_2848",150,-20.8,"2 16","1116 1138",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"198","Cluster_11134","lncRNA_2848",150,-21.2,"2 16","504 526",15,"66.67%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"199","Cluster_11134","lncRNA_2848",152,-23.09,"2 21","678 697",19,"63.16%","89.47%",-0.833834852321873,0.372281008071436,0.98228265447747
"200","Cluster_11134","lncRNA_2848",154,-20.71,"2 16","1008 1030",15,"73.33%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"201","Cluster_11134","lncRNA_2848",154,-20.71,"2 16","1170 1192",15,"73.33%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"202","Cluster_11134","lncRNA_2848",154,-20.71,"2 16","1314 1336",15,"73.33%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"203","Cluster_11134","lncRNA_2848",154,-20.71,"2 16","1746 1768",15,"73.33%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"204","Cluster_11134","lncRNA_2848",154,-20.71,"2 16","342 364",15,"73.33%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"205","Cluster_11134","lncRNA_2848",154,-20.85,"2 16","1908 1930",15,"73.33%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"206","Cluster_11134","lncRNA_2848",154,-22.82,"2 16","1071 1093",15,"73.33%","93.33%",-0.833834852321873,0.372281008071436,0.98228265447747
"207","Cluster_11134","lncRNA_2848",155,-20.54,"2 19","1333 1354",18,"72.22%","88.89%",-0.833834852321873,0.372281008071436,0.98228265447747
"208","Cluster_11134","lncRNA_2848",155,-20.54,"2 19","1765 1786",18,"72.22%","88.89%",-0.833834852321873,0.372281008071436,0.98228265447747
"209","Cluster_11134","lncRNA_2848",155,-20.54,"2 19","910 931",18,"72.22%","88.89%",-0.833834852321873,0.372281008071436,0.98228265447747
"210","Cluster_11134","lncRNA_2848",155,-21.42,"2 18","2000 2020",16,"75.00%","87.50%",-0.833834852321873,0.372281008071436,0.98228265447747
"211","Cluster_11134","lncRNA_2891",159,-23.4,"2 21","1687 1705",19,"78.95%","84.21%",0.749242240562981,0.460835766657296,0.98228265447747
"212","Cluster_11134","lncRNA_2907",155,-21.51,"2 21","69 91",20,"65.00%","80.00%",-0.253369504208262,0.836922310261711,0.995313587247997
"213","Cluster_11134","lncRNA_2962",170,-27.39,"2 21","3453 3473",19,"78.95%","89.47%",0.503049284876942,0.664422833849751,0.98228265447747
"214","Cluster_11134","lncRNA_2963",170,-27.39,"2 21","3196 3216",19,"78.95%","89.47%",0.503049284876942,0.664422833849751,0.98228265447747
"215","Cluster_11134","lncRNA_3080",152,-21.19,"2 19","5351 5371",17,"70.59%","82.35%",0.056661943387739,0.963908556515766,0.999683876482755
"216","Cluster_11134","lncRNA_3208",151,-20.75,"2 12","9016 9037",10,"90.00%","100.00%",-0.00668893013583099,0.995741663064875,0.999683876482755
"217","Cluster_11134","lncRNA_3236",151,-22.66,"2 20","406 427",18,"66.67%","72.22%",0.0617891886440859,0.960638707372119,0.999683876482755
"218","Cluster_11134","lncRNA_325",168,-23.68,"2 21","17034 17055",19,"68.42%","89.47%",0.253003298252224,0.837163296134612,0.995313587247997
"219","Cluster_11134","lncRNA_329",168,-23.68,"2 21","544 565",19,"68.42%","89.47%",0.234367621863256,0.849396120118526,0.995313587247997
"220","Cluster_11134","lncRNA_3329",167,-29.92,"2 20","19837 19858",18,"72.22%","88.89%",0.0258906140376534,0.9835156811962,0.999683876482755
"221","Cluster_11134","lncRNA_3330",167,-29.92,"2 20","18622 18643",18,"72.22%","88.89%",0.0243988030988053,0.984465697999367,0.999683876482755
"222","Cluster_11134","lncRNA_3331",167,-29.92,"2 20","18616 18637",18,"72.22%","88.89%",0.0243988030988053,0.984465697999367,0.999683876482755
"223","Cluster_11134","lncRNA_3382",146,-20.54,"2 21","3606 3623",19,"68.42%","78.95%",0.897281985201909,0.29107705736319,0.98228265447747
"224","Cluster_11134","lncRNA_3388",159,-21.26,"2 21","1399 1422",21,"61.90%","85.71%",0.408423054024115,0.732157645015622,0.984974563056852
"225","Cluster_11134","lncRNA_3389",165,-28.39,"2 21","1069 1090",20,"80.00%","85.00%",-0.445490084093936,0.706058905926785,0.98228265447747
"226","Cluster_11134","lncRNA_3414",158,-20.06,"2 21","86 106",19,"68.42%","84.21%",0.165262362807944,0.894305822314408,0.999683876482755
"227","Cluster_11134","lncRNA_3415",158,-20.06,"2 21","86 106",19,"68.42%","84.21%",0.165262362807944,0.894305822314408,0.999683876482755
"228","Cluster_11134","lncRNA_3416",158,-20.06,"2 21","76 96",19,"68.42%","84.21%",0.165262362807944,0.894305822314408,0.999683876482755
"229","Cluster_11134","lncRNA_3470",155,-22.28,"2 21","9000 9025",23,"60.87%","78.26%",-0.0501320820892225,0.968071541873081,0.999683876482755
"230","Cluster_11134","lncRNA_3528",159,-24.62,"2 21","1867 1893",24,"66.67%","75.00%",-0.0316903152499481,0.979821940367365,0.999683876482755
"231","Cluster_11134","lncRNA_3554",167,-20.42,"2 20","5914 5935",18,"77.78%","83.33%",0.674308992570661,0.528883194729445,0.98228265447747
"232","Cluster_11134","lncRNA_3567",152,-20.96,"2 13","11747 11768",11,"81.82%","100.00%",0.664313778197138,0.53744775728732,0.98228265447747
"233","Cluster_11134","lncRNA_3572",158,-20.02,"2 20","5670 5695",22,"68.18%","77.27%",-0.294201848639485,0.80989241219934,0.994248178674756
"234","Cluster_11134","lncRNA_3577",148,-21.35,"2 20","2608 2633",22,"68.18%","77.27%",0.765523516692767,0.444960123496836,0.98228265447747
"235","Cluster_11134","lncRNA_3577",148,-21.35,"2 20","3028 3053",22,"68.18%","77.27%",0.765523516692767,0.444960123496836,0.98228265447747
"236","Cluster_11134","lncRNA_3621",161,-23.59,"2 21","2718 2737",19,"73.68%","84.21%",-0.13814292896394,0.911773335881634,0.999683876482755
"237","Cluster_11134","lncRNA_3652",142,-20.94,"2 20","659 681",19,"57.89%","73.68%",0.851579791591372,0.351289842043843,0.98228265447747
"238","Cluster_11134","lncRNA_371",166,-21.77,"2 15","1298 1319",13,"92.31%","100.00%",-0.993846925971524,0.0706584538070941,0.98228265447747
"239","Cluster_11134","lncRNA_3721",153,-21.33,"2 19","2633 2656",19,"73.68%","73.68%",-0.863055894356812,0.337095002949152,0.98228265447747
"240","Cluster_11134","lncRNA_3722",153,-21.33,"2 19","2633 2656",19,"73.68%","73.68%",-0.861794032113706,0.338682028612603,0.98228265447747
"241","Cluster_11134","lncRNA_382",146,-22.56,"2 16","1664 1687",16,"68.75%","81.25%",-0.0214032028554315,0.98637325733997,0.999683876482755
"242","Cluster_11134","lncRNA_384",163,-25.25,"2 21","1787 1809",20,"75.00%","80.00%",-0.0448851457299781,0.971415625214439,0.999683876482755
"243","Cluster_11134","lncRNA_386",160,-22.37,"2 21","1259 1280",19,"63.16%","84.21%",0.712381330949396,0.495233347319575,0.98228265447747
"244","Cluster_11134","lncRNA_3989",153,-20.84,"2 18","2961 2982",16,"68.75%","81.25%",0.713290722504677,0.494407864016499,0.98228265447747
"245","Cluster_11134","lncRNA_4002",157,-20.8,"2 21","12489 12510",20,"65.00%","90.00%",-0.165049392185348,0.894443291421653,0.999683876482755
"246","Cluster_11134","lncRNA_4030",162,-26.24,"2 21","2461 2486",23,"69.57%","82.61%",0.213681230779874,0.86290922762524,0.995971053942317
"247","Cluster_11134","lncRNA_4042",168,-29.19,"2 21","169 188",19,"84.21%","89.47%",NA,NA,NA
"248","Cluster_11134","lncRNA_4152",160,-22.74,"2 21","2698 2719",19,"68.42%","78.95%",0.212818070941649,0.863471669703611,0.995971053942317
"249","Cluster_11134","lncRNA_4153",160,-22.74,"2 21","2698 2719",19,"68.42%","78.95%",0.212818070941649,0.863471669703611,0.995971053942317
"250","Cluster_11134","lncRNA_4320",156,-20.68,"2 21","10704 10725",19,"68.42%","73.68%",0.898562368989079,0.289225157692694,0.98228265447747
"251","Cluster_11134","lncRNA_4324",162,-21.28,"2 21","587 607",19,"73.68%","84.21%",-0.00769789689663445,0.995099318228689,0.999683876482755
"252","Cluster_11134","lncRNA_4492",154,-20.28,"2 20","276 300",21,"66.67%","76.19%",0.307787938154181,0.800822535246526,0.994248178674756
"253","Cluster_11134","lncRNA_4625",160,-21.68,"2 21","3712 3733",19,"63.16%","84.21%",-0.190865479759339,0.877741145462938,0.997338204978291
"254","Cluster_11134","lncRNA_4663",163,-26.82,"2 21","3270 3293",21,"61.90%","90.48%",0.0617777761165035,0.960645986719473,0.999683876482755
"255","Cluster_11134","lncRNA_4759",154,-20.28,"2 21","570 590",19,"63.16%","84.21%",0.968588973526721,0.159985120199209,0.98228265447747
"256","Cluster_11134","lncRNA_4768",161,-21.19,"2 20","64 88",21,"76.19%","80.95%",-0.0104401316423902,0.993353485025628,0.999683876482755
"257","Cluster_11134","lncRNA_4798",159,-24.47,"2 21","1493 1520",25,"68.00%","72.00%",0.794375348068915,0.415596717172389,0.98228265447747
"258","Cluster_11134","lncRNA_4817",155,-23.76,"2 21","5701 5724",21,"57.14%","85.71%",0.0789858101139636,0.949663639332343,0.999683876482755
"259","Cluster_11134","lncRNA_4891",153,-22,"2 21","2189 2210",20,"65.00%","85.00%",0.399181814644875,0.738588447545569,0.98544930497746
"260","Cluster_11134","lncRNA_4929",156,-22.26,"2 13","3976 3997",11,"90.91%","100.00%",-0.408338402658767,0.732216683187001,0.984996512914975
"261","Cluster_11134","lncRNA_4929",156,-22.26,"2 13","62 83",11,"90.91%","100.00%",-0.408338402658767,0.732216683187001,0.984996512914975
"262","Cluster_11134","lncRNA_5005",149,-24.42,"2 21","3561 3584",22,"68.18%","72.73%",-0.0201797993806632,0.987152268626486,0.999683876482755
"263","Cluster_11134","lncRNA_5006",149,-24.42,"2 21","3561 3584",22,"68.18%","72.73%",-0.0177260125890099,0.988714678851654,0.999683876482755
"264","Cluster_11134","lncRNA_5007",149,-24.42,"2 21","3561 3584",22,"68.18%","72.73%",-0.0774458136374517,0.950647044347669,0.999683876482755
"265","Cluster_11134","lncRNA_5007",149,-24.42,"2 21","6890 6913",22,"68.18%","72.73%",-0.0774458136374517,0.950647044347669,0.999683876482755
"266","Cluster_11134","lncRNA_5008",149,-24.42,"2 21","3530 3553",22,"68.18%","72.73%",-0.0177260125890099,0.988714678851654,0.999683876482755
"267","Cluster_11134","lncRNA_5009",149,-24.42,"2 21","3336 3359",22,"68.18%","72.73%",-0.158078662433758,0.898940083588663,0.999683876482755
"268","Cluster_11134","lncRNA_5009",149,-24.42,"2 21","7 30",22,"68.18%","72.73%",-0.158078662433758,0.898940083588663,0.999683876482755
"269","Cluster_11134","lncRNA_5075",161,-24.11,"2 20","1053 1073",18,"77.78%","83.33%",0.790462762447061,0.419680239866294,0.98228265447747
"270","Cluster_11134","lncRNA_5201",153,-20.96,"2 15","167 189",14,"78.57%","92.86%",0.112871187214294,0.927990515938464,0.999683876482755
"271","Cluster_11134","lncRNA_5202",153,-20.96,"2 15","167 189",14,"78.57%","92.86%",0.112871187214294,0.927990515938464,0.999683876482755
"272","Cluster_11134","lncRNA_5308",157,-21.74,"2 20","3482 3506",21,"71.43%","80.95%",0.0575034620898742,0.963371954099793,0.999683876482755
"273","Cluster_11134","lncRNA_5390",161,-20.36,"2 21","46 65",19,"73.68%","84.21%",-0.865102011726666,0.334507158902243,0.98228265447747
"274","Cluster_11134","lncRNA_5416",155,-21.97,"2 20","420 439",18,"77.78%","83.33%",0.331660853794085,0.784782071194328,0.991447649500496
"275","Cluster_11134","lncRNA_5431",151,-25.92,"2 21","5793 5816",21,"57.14%","80.95%",-0.362815831869669,0.763630811848426,0.987285251460546
"276","Cluster_11134","lncRNA_5432",151,-25.92,"2 21","4846 4869",21,"57.14%","80.95%",0.525543400621005,0.647724089749361,0.98228265447747
"277","Cluster_11134","lncRNA_5455",153,-20.98,"2 15","1330 1352",14,"85.71%","85.71%",0.923207962098176,0.251114846719662,0.98228265447747
"278","Cluster_11134","lncRNA_5484",164,-21.37,"2 21","20315 20336",19,"68.42%","84.21%",0.884139372678602,0.309491138044123,0.98228265447747
"279","Cluster_11134","lncRNA_5485",164,-21.37,"2 21","18780 18801",19,"68.42%","84.21%",0.884139372678602,0.309491138044123,0.98228265447747
"280","Cluster_11134","lncRNA_5577",162,-20.81,"2 21","179 203",22,"77.27%","77.27%",-0.156462137220304,0.8999821637096,0.999683876482755
"281","Cluster_11134","lncRNA_5608",163,-22.87,"2 21","9716 9738",20,"65.00%","90.00%",0.0826304788293674,0.947335756912703,0.999683876482755
"282","Cluster_11134","lncRNA_5609",163,-22.87,"2 21","7438 7460",20,"65.00%","90.00%",0.0695720058200983,0.955673277489485,0.999683876482755
"283","Cluster_11134","lncRNA_5678",153,-23.67,"2 20","87 110",20,"70.00%","80.00%",-0.0747582693595334,0.952362964810802,0.999683876482755
"284","Cluster_11134","lncRNA_5685",150,-20.93,"2 20","10421 10443",19,"63.16%","78.95%",0.202530807725093,0.870166745167008,0.996776044313064
"285","Cluster_11134","lncRNA_5723",168,-22.76,"2 21","450 471",19,"68.42%","89.47%",0.033487469677538,0.978677228145919,0.999683876482755
"286","Cluster_11134","lncRNA_5735",159,-23.98,"2 21","3080 3106",24,"66.67%","75.00%",0.011212233450311,0.992861920928178,0.999683876482755
"287","Cluster_11134","lncRNA_5965",150,-20.39,"2 18","43 64",17,"70.59%","88.24%",NA,NA,NA
"288","Cluster_11134","lncRNA_6136",153,-23.04,"2 21","35 54",19,"63.16%","84.21%",-0.85454119606767,0.347676833231174,0.98228265447747
"289","Cluster_11134","lncRNA_6184",168,-25.43,"2 19","2303 2323",17,"82.35%","94.12%",0.051815708474636,0.966998316691152,0.999683876482755
"290","Cluster_11134","lncRNA_6200",154,-20.66,"2 21","3102 3125",21,"66.67%","80.95%",0.869668423549836,0.328665210930691,0.98228265447747
"291","Cluster_11134","lncRNA_641",157,-21.75,"2 14","8866 8887",12,"83.33%","100.00%",-0.859537930382868,0.341502874838349,0.98228265447747
"292","Cluster_11134","lncRNA_6436",156,-23.01,"2 20","639 661",20,"70.00%","85.00%",-0.0170632898167901,0.989136645122595,0.999683876482755
"293","Cluster_11134","lncRNA_6528",155,-21.05,"2 21","1936 1959",21,"61.90%","80.95%",0.211447067241399,0.864364804801482,0.995971053942317
"294","Cluster_11134","lncRNA_6558",155,-20.26,"2 21","1843 1867",22,"63.64%","77.27%",0.829648617567531,0.377081561815716,0.98228265447747
"295","Cluster_11134","lncRNA_6574",154,-22.58,"2 21","2903 2923",19,"68.42%","78.95%",0.87513295759722,0.32154761087602,0.98228265447747
"296","Cluster_11134","lncRNA_658",168,-25.16,"2 21","2212 2233",19,"68.42%","89.47%",0.023752166037442,0.984877479302848,0.999683876482755
"297","Cluster_11134","lncRNA_658",168,-25.16,"2 21","9789 9810",19,"68.42%","89.47%",0.023752166037442,0.984877479302848,0.999683876482755
"298","Cluster_11134","lncRNA_660",168,-25.16,"2 21","314 335",19,"68.42%","89.47%",0.0265872511517422,0.983072035478965,0.999683876482755
"299","Cluster_11134","lncRNA_660",168,-25.16,"2 21","7891 7912",19,"68.42%","89.47%",0.0265872511517422,0.983072035478965,0.999683876482755
"300","Cluster_11134","lncRNA_6724",147,-21.81,"2 21","19339 19361",20,"55.00%","80.00%",0.323174835846248,0.790499615757314,0.992479716833636
"301","Cluster_11134","lncRNA_6741",163,-22.1,"2 21","3300 3322",20,"70.00%","85.00%",0.0541337145925894,0.965520552833909,0.999683876482755
"302","Cluster_11134","lncRNA_6742",163,-22.1,"2 21","3295 3317",20,"70.00%","85.00%",0.190842975455433,0.877755740426699,0.997338204978291
"303","Cluster_11134","lncRNA_6743",163,-22.1,"2 21","3295 3317",20,"70.00%","85.00%",0.190842975455433,0.877755740426699,0.997338204978291
"304","Cluster_11134","lncRNA_6744",163,-22.1,"2 21","3295 3317",20,"70.00%","85.00%",0.190842975455433,0.877755740426699,0.997338204978291
"305","Cluster_11134","lncRNA_6745",163,-22.1,"2 21","3275 3297",20,"70.00%","85.00%",0.190842975455433,0.877755740426699,0.997338204978291
"306","Cluster_11134","lncRNA_6866",157,-25.37,"2 20","120 143",20,"70.00%","85.00%",0.255228368462607,0.835698694756702,0.995313587247997
"307","Cluster_11134","lncRNA_687",152,-21.44,"2 21","4013 4034",19,"63.16%","73.68%",0.156724882202381,0.899812805712019,0.999683876482755
"308","Cluster_11134","lncRNA_7004",150,-27.52,"2 21","2249 2274",23,"60.87%","78.26%",0.294457205328117,0.809722312337719,0.994248178674756
"309","Cluster_11134","lncRNA_7053",152,-23.69,"2 17","96 117",15,"73.33%","80.00%",-0.0195622829453675,0.987545469442176,0.999683876482755
"310","Cluster_11134","lncRNA_7098",155,-21.27,"2 21","348 370",20,"65.00%","80.00%",0.286986293336551,0.814693160718785,0.994248178674756
"311","Cluster_11134","lncRNA_7102",152,-21.84,"2 13","6274 6295",11,"81.82%","100.00%",0.0185212451392152,0.98820833490801,0.999683876482755
"312","Cluster_11134","lncRNA_7113",161,-26.03,"2 19","350 372",18,"66.67%","94.44%",0.827583578834024,0.379429917667813,0.98228265447747
"313","Cluster_11134","lncRNA_7114",159,-24.57,"2 17","316 338",16,"75.00%","93.75%",0.535636671402239,0.640143342152486,0.98228265447747
"314","Cluster_11134","lncRNA_7116",159,-24.57,"2 17","1134 1156",16,"75.00%","93.75%",0.893616905714836,0.296318614994194,0.98228265447747
"315","Cluster_11134","lncRNA_7116",159,-24.57,"2 17","2216 2238",16,"75.00%","93.75%",0.893616905714836,0.296318614994194,0.98228265447747
"316","Cluster_11134","lncRNA_7117",159,-24.57,"2 17","744 766",16,"75.00%","93.75%",0.886121766990173,0.306779066715881,0.98228265447747
"317","Cluster_11134","lncRNA_7284",151,-22.12,"2 21","2940 2957",19,"68.42%","78.95%",0.0656856812614112,0.958153067488865,0.999683876482755
"318","Cluster_11134","lncRNA_7296",157,-22.35,"2 19","8564 8588",20,"70.00%","80.00%",0.820319637008428,0.387591072750313,0.98228265447747
"319","Cluster_11134","lncRNA_7297",157,-22.35,"2 19","125 149",20,"70.00%","80.00%",0.828805847959212,0.378041506403842,0.98228265447747
"320","Cluster_11134","lncRNA_7391",159,-27.28,"2 21","689 712",21,"61.90%","85.71%",-0.0642945306695031,0.959040577812791,0.999683876482755
"321","Cluster_11134","lncRNA_7412",149,-20.52,"2 20","1354 1374",18,"72.22%","72.22%",0.290917253985836,0.812079126039686,0.994248178674756
