# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/01.61-lncRNA-pipeline/Peve_lncRNA_fixed.gtf" "-o" "../output/01.61-lncRNA-pipeline/Peve_counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam
lncRNA_288	Porites_evermani_scaffold_1000	117650	120068	+	2419	0	0	0	0	0
lncRNA_289	Porites_evermani_scaffold_1000	117650	130508	+	12859	0	0	0	0	0
lncRNA_290	Porites_evermani_scaffold_1000	117651	129316	+	11666	0	0	0	0	0
lncRNA_291	Porites_evermani_scaffold_1000	117651	130508	+	12858	0	0	0	0	0
lncRNA_292	Porites_evermani_scaffold_1000	117768	125191	+	7424	0	0	0	0	0
lncRNA_293	Porites_evermani_scaffold_1000	117768	130508	+	12741	0	0	0	0	0
lncRNA_294	Porites_evermani_scaffold_1000	125806	129316	+	3511	0	0	0	0	0
lncRNA_295	Porites_evermani_scaffold_1000	5674	19682	+	14009	9	6	10	36	76
lncRNA_296	Porites_evermani_scaffold_1000	25802	26600	+	799	0	0	0	0	0
lncRNA_297	Porites_evermani_scaffold_1000	64855	65740	+	886	6	0	10	0	0
lncRNA_298	Porites_evermani_scaffold_1000	81597	83661	+	2065	2	2	0	2	37
lncRNA_299	Porites_evermani_scaffold_1000	86285	103843	+	17559	107	36	157	91	151
lncRNA_300	Porites_evermani_scaffold_1000	100165	106838	+	6674	4	6	44	6	20
lncRNA_301	Porites_evermani_scaffold_1000	107390	117003	+	9614	999	568	595	321	1969
lncRNA_302	Porites_evermani_scaffold_1000	124915	129638	+	4724	0	0	0	0	0
lncRNA_303	Porites_evermani_scaffold_1000	160977	163688	+	2712	6	0	0	2	0
lncRNA_304	Porites_evermani_scaffold_1000	7599	7816	+	218	0	0	0	0	0
lncRNA_305	Porites_evermani_scaffold_1000	77847	78134	+	288	86	53	0	34	41
lncRNA_306	Porites_evermani_scaffold_1000	78399	78871	+	473	168	37	2	40	78
lncRNA_307	Porites_evermani_scaffold_1001	5839	15982	+	10144	16	2	0	0	0
lncRNA_308	Porites_evermani_scaffold_1001	37423	38648	+	1226	0	0	0	0	5
lncRNA_309	Porites_evermani_scaffold_1001	44513	45108	+	596	0	0	22	0	0
lncRNA_310	Porites_evermani_scaffold_1001	51313	54123	+	2811	0	6	0	19	0
lncRNA_311	Porites_evermani_scaffold_1001	71545	73746	+	2202	0	0	8	0	0
lncRNA_312	Porites_evermani_scaffold_1001	75597	76173	+	577	0	0	0	0	0
lncRNA_313	Porites_evermani_scaffold_1001	76344	76639	+	296	0	0	0	0	0
lncRNA_314	Porites_evermani_scaffold_1001	76715	77140	+	426	14	0	0	0	0
lncRNA_315	Porites_evermani_scaffold_1001	79958	80592	+	635	0	0	0	0	0
lncRNA_316	Porites_evermani_scaffold_1001	90468	91441	+	974	0	0	0	0	1
lncRNA_317	Porites_evermani_scaffold_1001	117071	117453	+	383	1	0	0	3	0
lncRNA_318	Porites_evermani_scaffold_1001	149778	151448	+	1671	0	0	0	0	2
lncRNA_319	Porites_evermani_scaffold_1001	60013	61961	+	1949	0	0	0	0	0
lncRNA_320	Porites_evermani_scaffold_1001	69697	70057	+	361	0	0	0	4	0
lncRNA_321	Porites_evermani_scaffold_1001	99257	100574	+	1318	12	0	0	0	11
lncRNA_322	Porites_evermani_scaffold_1001	127108	128335	+	1228	0	0	2	0	0
lncRNA_323	Porites_evermani_scaffold_1001	131848	132436	+	589	0	0	0	0	0
lncRNA_324	Porites_evermani_scaffold_1001	158622	158840	+	219	15	0	0	0	23
lncRNA_325	Porites_evermani_scaffold_1002	48412	50724	+	2313	11	1	12	0	7
lncRNA_326	Porites_evermani_scaffold_1002	115121	115799	+	679	13	2	0	12	15
lncRNA_327	Porites_evermani_scaffold_1003	50051	50904	+	854	103	10	75	23	66
lncRNA_328	Porites_evermani_scaffold_1003	138	18873	+	18736	183	37	186	178	186
lncRNA_329	Porites_evermani_scaffold_1003	13223	18873	+	5651	0	0	0	0	0
lncRNA_330	Porites_evermani_scaffold_1003	54691	55544	+	854	392	81	143	92	195
lncRNA_331	Porites_evermani_scaffold_1003	69331	80464	+	11134	549	411	1103	510	797
lncRNA_332	Porites_evermani_scaffold_1003	108859	114807	+	5949	114	10	79	98	96
lncRNA_333	Porites_evermani_scaffold_1003	116444	120989	+	4546	20	18	51	78	44
lncRNA_334	Porites_evermani_scaffold_1003	121328	133099	+	11772	59	47	60	47	39
lncRNA_335	Porites_evermani_scaffold_1003	128854	133099	+	4246	0	0	0	0	0
lncRNA_336	Porites_evermani_scaffold_1003	61270	61535	+	266	4	0	34	14	3
lncRNA_337	Porites_evermani_scaffold_1004	11538	11917	+	380	0	0	0	0	0
lncRNA_338	Porites_evermani_scaffold_1004	112933	113308	+	376	0	0	0	0	0
lncRNA_339	Porites_evermani_scaffold_1004	117278	118705	+	1428	0	8	0	5	73
lncRNA_340	Porites_evermani_scaffold_1004	128399	129079	+	681	4	34	2	0	47
lncRNA_341	Porites_evermani_scaffold_1004	59937	63373	+	3437	119	28	2	8	1
lncRNA_342	Porites_evermani_scaffold_1004	150694	151135	+	442	0	0	0	0	0
lncRNA_343	Porites_evermani_scaffold_1004	155561	156605	+	1045	0	0	0	0	0
lncRNA_344	Porites_evermani_scaffold_1004	89150	89358	+	209	0	0	26	1	3
lncRNA_345	Porites_evermani_scaffold_1005	28089	31480	+	3392	0	0	14	0	4
lncRNA_346	Porites_evermani_scaffold_1005	34818	43843	+	9026	0	4	26	0	0
lncRNA_347	Porites_evermani_scaffold_1005	57592	58669	+	1078	0	0	0	0	0
lncRNA_348	Porites_evermani_scaffold_1005	59172	60605	+	1434	0	0	0	0	0
lncRNA_349	Porites_evermani_scaffold_1005	59477	60180	+	704	0	0	0	0	0
lncRNA_350	Porites_evermani_scaffold_1005	63085	63872	+	788	0	0	0	0	0
lncRNA_351	Porites_evermani_scaffold_1005	68875	69196	+	322	0	0	0	0	0
lncRNA_352	Porites_evermani_scaffold_1005	69387	69846	+	460	0	0	0	0	0
lncRNA_353	Porites_evermani_scaffold_1005	86037	86490	+	454	0	0	0	0	0
lncRNA_354	Porites_evermani_scaffold_1005	94867	95992	+	1126	2	0	0	1	0
lncRNA_355	Porites_evermani_scaffold_1005	97706	98831	+	1126	0	0	0	1	0
lncRNA_356	Porites_evermani_scaffold_1005	108796	109141	+	346	0	0	0	4	0
lncRNA_357	Porites_evermani_scaffold_1005	109114	110031	+	918	0	0	0	0	7
lncRNA_358	Porites_evermani_scaffold_1005	110486	111196	+	711	7	4	0	0	4
lncRNA_359	Porites_evermani_scaffold_1005	137517	138588	+	1072	0	0	0	0	0
lncRNA_360	Porites_evermani_scaffold_1005	140388	141540	+	1153	0	0	0	0	0
lncRNA_361	Porites_evermani_scaffold_1005	150513	150963	+	451	0	0	0	0	0
lncRNA_362	Porites_evermani_scaffold_1005	151082	152503	+	1422	4	8	0	2	1
lncRNA_363	Porites_evermani_scaffold_1006	13605	19671	+	6067	256	36	1006	166	519
lncRNA_364	Porites_evermani_scaffold_1006	91381	111511	+	20131	0	0	0	0	0
lncRNA_365	Porites_evermani_scaffold_1006	91430	107907	+	16478	0	0	0	0	0
lncRNA_366	Porites_evermani_scaffold_1006	91430	111511	+	20082	0	0	0	0	0
lncRNA_367	Porites_evermani_scaffold_1006	114662	147972	+	33311	214	158	163	87	187
lncRNA_368	Porites_evermani_scaffold_1006	114680	146177	+	31498	0	0	0	0	0
lncRNA_369	Porites_evermani_scaffold_1006	119211	143324	+	24114	0	0	0	0	0
lncRNA_370	Porites_evermani_scaffold_1006	53782	54468	+	687	3	0	135	2	23
lncRNA_371	Porites_evermani_scaffold_1006	55978	56257	+	280	18	11	62	4	24
lncRNA_372	Porites_evermani_scaffold_1007	1063	2221	+	1159	0	0	10	4	4
lncRNA_373	Porites_evermani_scaffold_1007	3291	24435	+	21145	533	56	551	254	888
lncRNA_374	Porites_evermani_scaffold_1007	49798	55579	+	5782	44	20	14	32	109
lncRNA_375	Porites_evermani_scaffold_1007	58129	64375	+	6247	570	134	399	519	725
lncRNA_376	Porites_evermani_scaffold_1007	59596	64375	+	4780	0	0	0	0	0
lncRNA_377	Porites_evermani_scaffold_1007	68343	83813	+	15471	0	0	0	0	0
lncRNA_378	Porites_evermani_scaffold_1007	68343	83813	+	15471	0	0	0	0	0
lncRNA_379	Porites_evermani_scaffold_1007	68348	83813	+	15466	0	0	0	0	0
lncRNA_380	Porites_evermani_scaffold_1007	68367	83813	+	15447	0	0	0	0	0
lncRNA_381	Porites_evermani_scaffold_1007	88085	89327	+	1243	0	0	0	10	0
lncRNA_382	Porites_evermani_scaffold_1007	96141	104507	+	8367	158	58	382	58	342
lncRNA_383	Porites_evermani_scaffold_1007	100174	104507	+	4334	0	0	0	0	0
lncRNA_384	Porites_evermani_scaffold_1007	104673	118766	+	14094	0	0	0	0	0
lncRNA_385	Porites_evermani_scaffold_1007	104693	118766	+	14074	0	0	0	0	0
lncRNA_386	Porites_evermani_scaffold_1007	124286	124869	+	584	1	0	16	1	6
lncRNA_387	Porites_evermani_scaffold_1007	148604	151985	+	3382	150	16	254	34	239
lncRNA_388	Porites_evermani_scaffold_1007	160272	162216	+	1945	252	60	206	0	2
lncRNA_389	Porites_evermani_scaffold_1007	84295	84691	+	397	56	21	1	2	68
lncRNA_390	Porites_evermani_scaffold_1007	95167	95413	+	247	0	0	32	0	5
lncRNA_391	Porites_evermani_scaffold_1007	141302	141511	+	210	18	0	31	29	16
lncRNA_392	Porites_evermani_scaffold_1007	144685	146427	+	1743	40	12	142	19	261
lncRNA_393	Porites_evermani_scaffold_1008	35227	36029	+	803	0	0	0	0	0
lncRNA_394	Porites_evermani_scaffold_1008	51965	53779	+	1815	3	11	11	0	0
lncRNA_395	Porites_evermani_scaffold_1008	147915	149786	+	1872	0	0	0	0	0
lncRNA_396	Porites_evermani_scaffold_1009	66694	71857	+	5164	2	0	28	5	16
lncRNA_397	Porites_evermani_scaffold_1009	133617	135621	+	2005	56	3	150	18	33
lncRNA_398	Porites_evermani_scaffold_1009	9368	10441	+	1074	12	8	0	1	49
lncRNA_399	Porites_evermani_scaffold_1009	35934	37276	+	1343	2068	805	40	1818	543
lncRNA_400	Porites_evermani_scaffold_1009	85764	86685	+	922	0	0	0	0	0
lncRNA_401	Porites_evermani_scaffold_1009	129467	130247	+	781	0	6	0	2	0
lncRNA_402	Porites_evermani_scaffold_1009	137336	142524	+	5189	14	0	102	0	30
lncRNA_403	Porites_evermani_scaffold_1009	149802	158358	+	8557	8	73	268	4	38
lncRNA_404	Porites_evermani_scaffold_1009	75837	76095	+	259	2	0	56	0	22
lncRNA_405	Porites_evermani_scaffold_101	22	1677	+	1656	249	12	0	12	42
lncRNA_406	Porites_evermani_scaffold_101	14684	17888	+	3205	11	15	68	29	6
lncRNA_407	Porites_evermani_scaffold_101	21087	23871	+	2785	0	5	0	0	0
lncRNA_408	Porites_evermani_scaffold_101	41523	51473	+	9951	106	16	30	8	102
lncRNA_409	Porites_evermani_scaffold_101	248237	257700	+	9464	4237	1934	1203	1990	3953
lncRNA_410	Porites_evermani_scaffold_101	275969	276890	+	922	12	10	48	0	9
lncRNA_411	Porites_evermani_scaffold_101	296192	296706	+	515	0	0	0	0	0
lncRNA_412	Porites_evermani_scaffold_101	308511	309079	+	569	50	9	1	5	32
lncRNA_413	Porites_evermani_scaffold_101	392689	392990	+	302	0	4	19	0	0
lncRNA_414	Porites_evermani_scaffold_101	36468	41180	+	4713	11	16	79	12	22
lncRNA_415	Porites_evermani_scaffold_101	53122	55942	+	2821	52	37	102	8	118
lncRNA_416	Porites_evermani_scaffold_101	112585	115490	+	2906	35	11	796	23	80
lncRNA_417	Porites_evermani_scaffold_101	193885	201856	+	7972	19	0	27	8	26
lncRNA_418	Porites_evermani_scaffold_101	204308	208526	+	4219	21	70	72	23	11
lncRNA_419	Porites_evermani_scaffold_101	238747	245968	+	7222	467	537	132	146	655
lncRNA_420	Porites_evermani_scaffold_101	319895	325818	+	5924	22	12	38	13	41
lncRNA_421	Porites_evermani_scaffold_101	328213	328863	+	651	81	13	104	72	176
lncRNA_422	Porites_evermani_scaffold_101	356334	372621	+	16288	459	107	389	159	647
lncRNA_423	Porites_evermani_scaffold_101	357935	372621	+	14687	0	0	0	0	0
lncRNA_424	Porites_evermani_scaffold_101	393610	413572	+	19963	2	0	0	0	0
lncRNA_425	Porites_evermani_scaffold_101	393619	413572	+	19954	0	0	0	0	0
lncRNA_426	Porites_evermani_scaffold_101	393628	425666	+	32039	1264	141	1060	458	1173
lncRNA_427	Porites_evermani_scaffold_101	393647	413572	+	19926	0	0	0	0	0
lncRNA_428	Porites_evermani_scaffold_101	393653	413572	+	19920	0	0	0	0	0
lncRNA_429	Porites_evermani_scaffold_101	508042	511967	+	3926	287	108	206	61	256
lncRNA_430	Porites_evermani_scaffold_101	509836	510412	+	577	0	0	0	0	0
lncRNA_431	Porites_evermani_scaffold_101	93773	94029	+	257	4	0	34	4	5
lncRNA_432	Porites_evermani_scaffold_101	148468	148853	+	386	12	4	74	4	6
lncRNA_433	Porites_evermani_scaffold_101	149393	149930	+	538	11	5	78	2	15
lncRNA_434	Porites_evermani_scaffold_101	178966	179252	+	287	24	2	30	2	32
lncRNA_435	Porites_evermani_scaffold_101	231304	232530	+	1227	466	153	594	178	595
lncRNA_436	Porites_evermani_scaffold_101	310158	310492	+	335	79	13	151	41	97
lncRNA_437	Porites_evermani_scaffold_101	352709	352922	+	214	0	0	36	0	0
lncRNA_438	Porites_evermani_scaffold_101	377108	377549	+	442	29	10	183	7	23
lncRNA_439	Porites_evermani_scaffold_101	488998	489315	+	318	1	0	54	0	8
lncRNA_440	Porites_evermani_scaffold_101	506815	507049	+	235	0	0	28	0	0
lncRNA_441	Porites_evermani_scaffold_1010	108940	114530	+	5591	11	0	0	7	25
lncRNA_442	Porites_evermani_scaffold_1010	111907	117110	+	5204	0	0	0	0	0
lncRNA_443	Porites_evermani_scaffold_1010	114683	117110	+	2428	0	0	0	0	0
lncRNA_444	Porites_evermani_scaffold_1010	132612	145501	+	12890	362	12	773	858	260
lncRNA_445	Porites_evermani_scaffold_1010	23937	26609	+	2673	3	2	31	28	1
lncRNA_446	Porites_evermani_scaffold_1010	82442	86650	+	4209	69	71	208	179	119
lncRNA_447	Porites_evermani_scaffold_1010	88569	106355	+	17787	258	23	628	302	282
lncRNA_448	Porites_evermani_scaffold_1010	90052	103813	+	13762	0	0	0	0	0
lncRNA_449	Porites_evermani_scaffold_1010	76422	76828	+	407	7	4	49	14	2
lncRNA_450	Porites_evermani_scaffold_1010	140329	140547	+	219	0	0	0	0	0
lncRNA_451	Porites_evermani_scaffold_1011	33328	38887	+	5560	255	38	2	118	298
lncRNA_452	Porites_evermani_scaffold_1011	64592	65881	+	1290	2	4	0	3	22
lncRNA_453	Porites_evermani_scaffold_1011	70866	71422	+	557	0	2	0	3	3
lncRNA_454	Porites_evermani_scaffold_1011	99445	118070	+	18626	68	21	108	16	60
lncRNA_455	Porites_evermani_scaffold_1011	29029	33063	+	4035	1527	366	643	723	1652
lncRNA_456	Porites_evermani_scaffold_1011	30599	34529	+	3931	21	7	16	19	31
lncRNA_457	Porites_evermani_scaffold_1011	121752	122198	+	447	0	1	46	2	12
lncRNA_458	Porites_evermani_scaffold_1011	140614	141103	+	490	0	0	0	0	0
lncRNA_459	Porites_evermani_scaffold_1011	161809	162199	+	391	0	0	0	0	0
lncRNA_460	Porites_evermani_scaffold_1011	4977	7007	+	2031	2056	434	490	595	2045
lncRNA_461	Porites_evermani_scaffold_1011	88195	89259	+	1065	112	20	2	8	79
lncRNA_462	Porites_evermani_scaffold_1011	139077	139698	+	622	37	12	4	0	4
lncRNA_463	Porites_evermani_scaffold_1011	155450	155947	+	498	4	0	40	0	18
lncRNA_464	Porites_evermani_scaffold_1012	3930	8450	+	4521	0	0	0	4	4
lncRNA_465	Porites_evermani_scaffold_1012	22470	27379	+	4910	0	0	0	17	0
lncRNA_466	Porites_evermani_scaffold_1012	31907	37335	+	5429	0	12	0	6	0
lncRNA_467	Porites_evermani_scaffold_1012	47352	54427	+	7076	245	221	871	223	268
lncRNA_468	Porites_evermani_scaffold_1012	80865	85476	+	4612	3	0	0	2	20
lncRNA_469	Porites_evermani_scaffold_1012	94095	98683	+	4589	1677	934	2976	1027	2722
lncRNA_470	Porites_evermani_scaffold_1012	108720	121371	+	12652	1	59	1055	3	172
lncRNA_471	Porites_evermani_scaffold_1012	54716	56145	+	1430	279	207	1308	206	436
lncRNA_472	Porites_evermani_scaffold_1013	440	1203	+	764	0	0	0	0	0
lncRNA_473	Porites_evermani_scaffold_1013	6624	11785	+	5162	0	2	0	21	41
lncRNA_474	Porites_evermani_scaffold_1013	8752	11603	+	2852	0	0	0	0	0
lncRNA_475	Porites_evermani_scaffold_1013	54054	54611	+	558	0	0	0	0	0
lncRNA_476	Porites_evermani_scaffold_1013	61454	61991	+	538	0	0	0	0	2
lncRNA_477	Porites_evermani_scaffold_1013	64662	68723	+	4062	0	6	20	2	35
lncRNA_478	Porites_evermani_scaffold_1013	86866	91943	+	5078	0	0	0	2	4
lncRNA_479	Porites_evermani_scaffold_1013	123437	123998	+	562	0	0	0	0	0
lncRNA_480	Porites_evermani_scaffold_1013	148822	153032	+	4211	31	1	0	41	24
lncRNA_481	Porites_evermani_scaffold_1014	27066	39958	+	12893	118	22	142	23	172
lncRNA_482	Porites_evermani_scaffold_1014	33570	38578	+	5009	0	0	0	0	0
lncRNA_483	Porites_evermani_scaffold_1014	83512	95550	+	12039	16	8	56	8	19
lncRNA_484	Porites_evermani_scaffold_1014	105572	106040	+	469	720	534	1709	596	669
lncRNA_485	Porites_evermani_scaffold_1014	41840	56023	+	14184	0	0	0	0	0
lncRNA_486	Porites_evermani_scaffold_1014	41840	56023	+	14184	0	0	0	0	0
lncRNA_487	Porites_evermani_scaffold_1014	42107	51462	+	9356	0	0	0	0	0
lncRNA_488	Porites_evermani_scaffold_1014	106186	109731	+	3546	1350	552	1920	1015	998
lncRNA_489	Porites_evermani_scaffold_1014	112610	115047	+	2438	8	0	76	2	8
lncRNA_490	Porites_evermani_scaffold_1014	122994	129761	+	6768	71	35	0	20	2
lncRNA_491	Porites_evermani_scaffold_1014	160340	162433	+	2094	0	0	0	0	0
lncRNA_492	Porites_evermani_scaffold_1014	160340	162433	+	2094	0	0	0	0	0
lncRNA_493	Porites_evermani_scaffold_1014	160340	162433	+	2094	0	0	0	0	0
lncRNA_494	Porites_evermani_scaffold_1014	1257	1727	+	471	58	25	85	64	61
lncRNA_495	Porites_evermani_scaffold_1015	2200	12935	+	10736	0	0	0	0	0
lncRNA_496	Porites_evermani_scaffold_1015	2200	24759	+	22560	0	0	0	0	0
lncRNA_497	Porites_evermani_scaffold_1015	2200	24759	+	22560	0	0	0	0	0
lncRNA_498	Porites_evermani_scaffold_1015	2206	24759	+	22554	0	0	0	0	0
lncRNA_499	Porites_evermani_scaffold_1015	2334	24759	+	22426	0	0	0	0	0
lncRNA_500	Porites_evermani_scaffold_1015	2334	24759	+	22426	0	0	0	0	0
lncRNA_501	Porites_evermani_scaffold_1015	6629	20128	+	13500	0	0	0	0	0
lncRNA_502	Porites_evermani_scaffold_1015	6908	18358	+	11451	0	0	0	0	0
lncRNA_503	Porites_evermani_scaffold_1015	28548	55158	+	26611	659	3202	1183	430	951
lncRNA_504	Porites_evermani_scaffold_1015	49601	55158	+	5558	0	0	0	0	0
lncRNA_505	Porites_evermani_scaffold_1015	121604	125799	+	4196	36	19	25	64	45
lncRNA_506	Porites_evermani_scaffold_1015	90511	91697	+	1187	8	0	0	0	0
lncRNA_507	Porites_evermani_scaffold_1015	132284	137653	+	5370	1856	137	3275	1311	1152
lncRNA_508	Porites_evermani_scaffold_1016	81378	82283	+	906	1	0	0	2	1
lncRNA_509	Porites_evermani_scaffold_1016	82877	83247	+	371	8	0	0	3	0
lncRNA_510	Porites_evermani_scaffold_1016	85714	86619	+	906	1	0	0	2	1
lncRNA_511	Porites_evermani_scaffold_1016	87213	87583	+	371	6	0	0	7	0
lncRNA_512	Porites_evermani_scaffold_1016	25369	26143	+	775	127	5	741	97	230
lncRNA_513	Porites_evermani_scaffold_1016	8854	9109	+	256	181	60	162	353	1
lncRNA_514	Porites_evermani_scaffold_1017	1951	9756	+	7806	29	17	14	3	18
lncRNA_515	Porites_evermani_scaffold_1017	4722	9756	+	5035	0	0	0	0	0
lncRNA_516	Porites_evermani_scaffold_1017	63814	65341	+	1528	0	0	0	0	0
lncRNA_517	Porites_evermani_scaffold_1017	82475	82997	+	523	2	1	0	0	4
lncRNA_518	Porites_evermani_scaffold_1017	95801	96192	+	392	0	5	0	0	0
lncRNA_519	Porites_evermani_scaffold_1017	103190	103890	+	701	2	3	0	0	0
lncRNA_520	Porites_evermani_scaffold_1017	116488	117448	+	961	0	0	0	0	0
lncRNA_521	Porites_evermani_scaffold_1017	128837	135444	+	6608	27	10	1	37	11
lncRNA_522	Porites_evermani_scaffold_1017	128861	132695	+	3835	0	0	0	0	0
lncRNA_523	Porites_evermani_scaffold_1017	156794	161692	+	4899	62	52	79	35	21
lncRNA_524	Porites_evermani_scaffold_1017	46364	46814	+	451	0	2	26	22	33
lncRNA_525	Porites_evermani_scaffold_1017	125033	127343	+	2311	348	275	511	420	433
lncRNA_526	Porites_evermani_scaffold_1018	19709	42647	+	22939	42	12	36	34	28
lncRNA_527	Porites_evermani_scaffold_1018	62056	90992	+	28937	124	95	461	97	101
lncRNA_528	Porites_evermani_scaffold_1018	46589	58026	+	11438	0	0	0	0	4
lncRNA_529	Porites_evermani_scaffold_1018	46758	58026	+	11269	0	0	0	0	0
lncRNA_530	Porites_evermani_scaffold_1018	92512	97420	+	4909	6	4	16	0	0
lncRNA_531	Porites_evermani_scaffold_1018	104417	108674	+	4258	0	0	0	0	0
lncRNA_532	Porites_evermani_scaffold_1018	143087	146019	+	2933	6	0	0	1	0
lncRNA_533	Porites_evermani_scaffold_1018	118698	118936	+	239	26	0	1	0	0
lncRNA_534	Porites_evermani_scaffold_1018	139658	140347	+	690	90	20	44	22	0
lncRNA_535	Porites_evermani_scaffold_1019	4699	6650	+	1952	784	601	1193	518	765
lncRNA_536	Porites_evermani_scaffold_1019	92235	118291	+	26057	87	41	2	22	114
lncRNA_537	Porites_evermani_scaffold_1019	110096	118291	+	8196	0	0	0	0	0
lncRNA_538	Porites_evermani_scaffold_1019	58284	62103	+	3820	56681	10432	8954	28277	74124
lncRNA_539	Porites_evermani_scaffold_1019	75790	82403	+	6614	4596	1398	988	1358	274
lncRNA_540	Porites_evermani_scaffold_1019	77192	93367	+	16176	3	0	0	0	0
lncRNA_541	Porites_evermani_scaffold_1019	83165	97903	+	14739	0	0	0	0	0
lncRNA_542	Porites_evermani_scaffold_1019	101174	101723	+	550	0	0	0	0	0
lncRNA_543	Porites_evermani_scaffold_1019	104429	104978	+	550	0	0	0	0	0
lncRNA_544	Porites_evermani_scaffold_1019	118350	148762	+	30413	108	26	5	12	73
lncRNA_545	Porites_evermani_scaffold_1019	118691	156835	+	38145	96	0	1	4	0
lncRNA_546	Porites_evermani_scaffold_1019	119466	134933	+	15468	0	0	0	0	0
lncRNA_547	Porites_evermani_scaffold_1019	119466	148761	+	29296	0	0	0	0	0
lncRNA_548	Porites_evermani_scaffold_102	5428	5917	+	490	2	0	16	4	0
lncRNA_549	Porites_evermani_scaffold_102	24899	29082	+	4184	32	6	135	55	45
lncRNA_550	Porites_evermani_scaffold_102	29596	40269	+	10674	57	14	261	36	82
lncRNA_551	Porites_evermani_scaffold_102	120166	120490	+	325	0	0	0	12	17
lncRNA_552	Porites_evermani_scaffold_102	188706	190129	+	1424	2394	2205	1614	1176	3122
lncRNA_553	Porites_evermani_scaffold_102	243839	244923	+	1085	1	14	0	0	2
lncRNA_554	Porites_evermani_scaffold_102	337900	341372	+	3473	2	0	14	0	0
lncRNA_555	Porites_evermani_scaffold_102	364414	366521	+	2108	2	3	0	2	0
lncRNA_556	Porites_evermani_scaffold_102	389260	404573	+	15314	0	0	0	0	0
lncRNA_557	Porites_evermani_scaffold_102	389283	404573	+	15291	0	0	0	0	0
lncRNA_558	Porites_evermani_scaffold_102	484965	492127	+	7163	61	42	357	86	47
lncRNA_559	Porites_evermani_scaffold_102	109712	113469	+	3758	0	0	0	0	0
lncRNA_560	Porites_evermani_scaffold_102	139803	146013	+	6211	6	0	0	3	2
lncRNA_561	Porites_evermani_scaffold_102	149732	150062	+	331	0	0	0	0	0
lncRNA_562	Porites_evermani_scaffold_102	151063	177573	+	26511	0	0	0	0	0
lncRNA_563	Porites_evermani_scaffold_102	151063	177573	+	26511	0	0	0	0	0
lncRNA_564	Porites_evermani_scaffold_102	155709	177573	+	21865	0	0	0	0	0
lncRNA_565	Porites_evermani_scaffold_102	180935	188484	+	7550	204	131	571	226	281
lncRNA_566	Porites_evermani_scaffold_102	202215	202887	+	673	3	0	0	0	2
lncRNA_567	Porites_evermani_scaffold_102	224428	224866	+	439	0	0	0	0	0
lncRNA_568	Porites_evermani_scaffold_102	263623	264760	+	1138	6	0	80	0	1
lncRNA_569	Porites_evermani_scaffold_102	287805	307177	+	19373	23	6	145	19	31
lncRNA_570	Porites_evermani_scaffold_102	320196	321780	+	1585	0	0	0	0	0
lncRNA_571	Porites_evermani_scaffold_102	373910	380248	+	6339	0	45	0	0	2
lncRNA_572	Porites_evermani_scaffold_102	406919	419814	+	12896	2383	1586	1482	495	3281
lncRNA_573	Porites_evermani_scaffold_102	431372	441019	+	9648	0	0	0	0	0
lncRNA_574	Porites_evermani_scaffold_102	431376	441019	+	9644	0	0	0	0	0
lncRNA_575	Porites_evermani_scaffold_102	443099	462354	+	19256	16052	3377	1565	4758	26235
lncRNA_576	Porites_evermani_scaffold_102	447931	469509	+	21579	59	20	27	26	46
lncRNA_577	Porites_evermani_scaffold_102	465498	469509	+	4012	0	0	0	0	0
lncRNA_578	Porites_evermani_scaffold_102	477117	484857	+	7741	84	41	198	46	52
lncRNA_579	Porites_evermani_scaffold_102	46084	46681	+	598	52	34	166	2	113
lncRNA_580	Porites_evermani_scaffold_102	59033	60288	+	1256	125	69	319	40	275
lncRNA_581	Porites_evermani_scaffold_102	147177	147558	+	382	0	0	0	0	36
lncRNA_582	Porites_evermani_scaffold_102	180054	180491	+	438	105	42	166	69	80
lncRNA_583	Porites_evermani_scaffold_102	202932	203185	+	254	0	0	33	0	8
lncRNA_584	Porites_evermani_scaffold_102	209323	210137	+	815	5	8	2	67	0
lncRNA_585	Porites_evermani_scaffold_102	263124	263332	+	209	0	0	19	0	0
lncRNA_586	Porites_evermani_scaffold_102	267980	268446	+	467	18	0	32	0	30
lncRNA_587	Porites_evermani_scaffold_102	314994	315673	+	680	275	194	226	86	162
