"","X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"40",42,13332,"Cluster_4629","Peve_00010246",-0.207273055601144,0.867082288631313,0.996797108809734,157,-24.94,"2 21","200 219",19,"68.42%","84.21%","Q6AYD3","Proliferation-associated protein 2G4","Rattus norvegicus (Rat)","negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of cell differentiation [GO:0045597]; regulation of translation [GO:0006417]; rRNA processing [GO:0006364]","GO:0003676; GO:0003714; GO:0003723; GO:0005634; GO:0005730; GO:0005737; GO:0006364; GO:0006417; GO:0031625; GO:0043066; GO:0045597; GO:0045892; GO:1990904"
"41",43,14492,"Cluster_589","Peve_00017735",0.159680919674548,0.897906931664995,0.999448381576871,162,-23.3,"2 20","560 582",19,"73.68%","84.21%",NA,NA,NA,NA,NA
"42",44,14502,"Cluster_4629","Peve_00017735",0.997938030915672,0.0408894104551393,0.909359886114279,145,-20.33,"2 20","661 685",21,"66.67%","71.43%",NA,NA,NA,NA,NA
"43",45,14929,"Cluster_10934","Peve_00013607",-0.186191770769431,0.880770853788395,0.998936964780341,164,-25.04,"2 18","857 880",18,"77.78%","88.89%","O57382","Tolloid-like protein 2 (EC 3.4.24.-) (Metalloprotease xolloid) (Xenopus tolloid)","Xenopus laevis (African clawed frog)","cell differentiation [GO:0030154]; proteolysis [GO:0006508]","GO:0004222; GO:0005509; GO:0005576; GO:0006508; GO:0008270; GO:0030154"
"44",46,18660,"Cluster_9149","Peve_00018389",-0.0144469601543533,0.990802459552625,0.999448381576871,146,-26.79,"2 15","284 305",13,"69.23%","84.62%","G1SMR7",NA,NA,NA,NA
"45",47,18847,"Cluster_11135","Peve_00018385",0.539061895281283,0.637557768857293,0.978262075707395,172,-21.96,"2 17","846 867",15,"86.67%","100.00%","P50398","Rab GDP dissociation inhibitor alpha (Rab GDI alpha) (Guanosine diphosphate dissociation inhibitor 1) (GDI-1)","Rattus norvegicus (Rat)","negative regulation of axonogenesis [GO:0050771]; negative regulation of protein targeting to membrane [GO:0090315]; positive regulation of axon extension [GO:0045773]; protein transport [GO:0015031]; Rab protein signal transduction [GO:0032482]; response to calcium ion [GO:0051592]; vesicle-mediated transport [GO:0016192]","GO:0005093; GO:0005096; GO:0005737; GO:0005794; GO:0015031; GO:0016192; GO:0030424; GO:0030496; GO:0031267; GO:0032482; GO:0032991; GO:0043005; GO:0043025; GO:0043209; GO:0045773; GO:0050771; GO:0051592; GO:0090315; GO:0099523"
"46",48,19746,"Cluster_11134","Peve_00028856",-0.0195622829453675,0.987545469442176,0.999448381576871,155,-20.67,"2 20","28 49",18,"72.22%","72.22%",NA,NA,NA,NA,NA
"47",49,19881,"Cluster_11134","Peve_00028855",-0.0195622829453675,0.987545469442176,0.999448381576871,155,-20.67,"2 20","28 49",18,"72.22%","72.22%",NA,NA,NA,NA,NA
"48",50,20027,"Cluster_589","Peve_00001499",-0.934753615028442,0.231240264998328,0.978262075707395,160,-23.07,"2 18","778 800",17,"76.47%","88.24%",NA,NA,NA,NA,NA
"49",51,20366,"Cluster_8884","Peve_00023082",0.195666758587174,0.874625817801006,0.997476741937264,172,-20.23,"2 19","599 621",19,"89.47%","89.47%",NA,NA,NA,NA,NA
"50",52,20367,"Cluster_8887","Peve_00023082",-0.0823630340017489,0.947506599925429,0.999448381576871,172,-20.23,"2 19","599 621",19,"89.47%","89.47%",NA,NA,NA,NA,NA
"51",53,20368,"Cluster_8888","Peve_00023082",-0.734978994113776,0.474383987054699,0.978262075707395,172,-20.47,"2 19","599 621",19,"89.47%","89.47%",NA,NA,NA,NA,NA
"52",54,20398,"Cluster_4735","Peve_00023083",0.738667385884432,0.470910881271277,0.978262075707395,152,-22.04,"2 21","796 817",19,"63.16%","73.68%",NA,NA,NA,NA,NA
"53",55,21521,"Cluster_4115","Peve_00001149",-0.89741603213802,0.290883690589596,0.978262075707395,161,-20.54,"2 19","529 552",19,"73.68%","84.21%",NA,NA,NA,NA,NA
"54",56,21602,"Cluster_589","Peve_00001144",-0.232675687588727,0.850503866504239,0.995934364227446,145,-20.94,"2 10","739 760",8,"100.00%","100.00%",NA,NA,NA,NA,NA
"55",57,22755,"Cluster_9149","Peve_00005492",-0.263309258144145,0.83037207981889,0.995934364227446,148,-20.86,"2 21","547 568",19,"57.89%","73.68%",NA,NA,NA,NA,NA
"56",58,22955,"Cluster_1167","Peve_00039164",-0.498667552497731,0.667645721478609,0.978262075707395,156,-23.78,"2 17","262 283",15,"80.00%","80.00%",NA,NA,NA,NA,NA
"57",59,23086,"Cluster_29","Peve_00030011",-0.62077240343352,0.573638206347232,0.978262075707395,157,-21.35,"2 20","932 955",20,"75.00%","80.00%","Q6IPU0","Centromere protein P (CENP-P)","Homo sapiens (Human)","CENP-A containing chromatin assembly [GO:0034080]","GO:0000775; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0034080"
"58",60,23691,"Cluster_7053","Peve_00039167",0.985904950443676,0.107013819384959,0.978262075707395,167,-21.07,"2 20","640 661",18,"66.67%","94.44%","P0CZ23","Acyl-coenzyme A oxidase 3, peroxisomal (AOX 3) (Acyl-CoA oxidase 3) (EC 1.3.3.6) (Medium-chain acyl-CoA oxidase) (AtCX3)","Arabidopsis thaliana (Mouse-ear cress)","fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; lipid homeostasis [GO:0055088]; medium-chain fatty acid metabolic process [GO:0051791]","GO:0003997; GO:0005504; GO:0005576; GO:0005777; GO:0006635; GO:0033540; GO:0050660; GO:0051791; GO:0055088; GO:0071949"
"59",61,24771,"Cluster_7053","Peve_00027337",-0.955159070421268,0.191367763024833,0.978262075707395,174,-23.71,"2 21","889 909",19,"84.21%","89.47%",NA,NA,NA,NA,NA
"60",62,24959,"Cluster_8988","Peve_00026950",-0.905823201447666,0.278506848201881,0.978262075707395,166,-20.47,"2 20","516 538",19,"73.68%","89.47%",NA,NA,NA,NA,NA
"61",63,26105,"Cluster_1167","Peve_00027602",-0.488318552853167,0.675220836384604,0.978262075707395,145,-20.42,"2 19","555 577",18,"66.67%","72.22%",NA,NA,NA,NA,NA
"62",64,26458,"Cluster_15890","Peve_00027609",-0.636113669286926,0.561081863769882,0.978262075707395,170,-21.41,"2 21","916 936",19,"78.95%","89.47%",NA,NA,NA,NA,NA
"63",65,26490,"Cluster_9149","Peve_00012530",-0.842643270773274,0.361996620360583,0.978262075707395,150,-20.76,"2 15","968 989",13,"76.92%","84.62%","Q9H173","Nucleotide exchange factor SIL1 (BiP-associated protein) (BAP)","Homo sapiens (Human)","cotranslational protein targeting to membrane [GO:0006613]; intracellular protein transport [GO:0006886]; protein folding [GO:0006457]","GO:0000774; GO:0005615; GO:0005783; GO:0005788; GO:0006457; GO:0006613; GO:0006886; GO:0042802; GO:0051082"
"64",66,26494,"Cluster_10934","Peve_00012530",0.909492486295747,0.272940990557926,0.978262075707395,159,-21.34,"2 21","698 721",21,"71.43%","76.19%","Q9H173","Nucleotide exchange factor SIL1 (BiP-associated protein) (BAP)","Homo sapiens (Human)","cotranslational protein targeting to membrane [GO:0006613]; intracellular protein transport [GO:0006886]; protein folding [GO:0006457]","GO:0000774; GO:0005615; GO:0005783; GO:0005788; GO:0006457; GO:0006613; GO:0006886; GO:0042802; GO:0051082"
"65",67,27552,"Cluster_4629","Peve_00020071",-0.953710125485242,0.194458893587065,0.978262075707395,157,-23.58,"2 20","347 371",21,"76.19%","76.19%",NA,NA,NA,NA,NA
"66",68,27725,"Cluster_1167","Peve_00020387",0.997608159669892,0.0440400511406639,0.923878309135209,156,-20.73,"2 21","935 956",19,"68.42%","73.68%","C3YWU0","Alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase)","Branchiostoma floridae (Florida lancelet) (Amphioxus)","fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139]","GO:0004560; GO:0005576; GO:0005764; GO:0006004; GO:0016139"
"67",69,27856,"Cluster_29","Peve_00020382",-0.0230715466621076,0.985310893859818,0.999448381576871,159,-21.68,"2 21","29 53",22,"68.18%","77.27%",NA,NA,NA,NA,NA
"68",70,27936,"Cluster_11134","Peve_00020383",0.670361831724153,0.53227780786993,0.978262075707395,167,-21.66,"2 17","674 696",16,"87.50%","93.75%",NA,NA,NA,NA,NA
"69",71,28407,"Cluster_4629","Peve_00024685",-0.541494717457592,0.635717235347563,0.978262075707395,159,-25.2,"2 20","687 708",18,"66.67%","83.33%",NA,NA,NA,NA,NA
"70",72,28581,"Cluster_2787","Peve_00013726",0.867933894665659,0.330895275232091,0.978262075707395,165,-20.65,"2 21","508 527",19,"78.95%","84.21%",NA,NA,NA,NA,NA
"71",73,29121,"Cluster_2787","Peve_00041345",0.883199615485101,0.310769186952407,0.978262075707395,153,-21.51,"2 21","347 366",19,"73.68%","73.68%","Q96MS0","Roundabout homolog 3 (Roundabout-like protein 3)","Homo sapiens (Human)","axon guidance [GO:0007411]; axon midline choice point recognition [GO:0016199]; dendrite self-avoidance [GO:0070593]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]","GO:0005886; GO:0007156; GO:0007411; GO:0016020; GO:0016199; GO:0030424; GO:0070593; GO:0098632"
"72",74,29189,"Cluster_8988","Peve_00041348",0.339743343905754,0.779319578105575,0.993357725916099,163,-23.67,"2 21","632 654",20,"70.00%","85.00%","P35546","Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]","Mus musculus (Mouse)","activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; anatomical structure morphogenesis [GO:0009653]; cellular response to retinoic acid [GO:0071300]; embryonic epithelial tube formation [GO:0001838]; enteric nervous system development [GO:0048484]; glial cell-derived neurotrophic factor receptor signaling pathway [GO:0035860]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; innervation [GO:0060384]; MAPK cascade [GO:0000165]; membrane protein proteolysis [GO:0033619]; nervous system development [GO:0007399]; neural crest cell migration [GO:0001755]; neuron cell-cell adhesion [GO:0007158]; neuron differentiation [GO:0030182]; neuron maturation [GO:0042551]; Peyer's patch morphogenesis [GO:0061146]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of cell migration [GO:0030335]; positive regulation of cell size [GO:0045793]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001241]; positive regulation of gene expression [GO:0010628]; positive regulation of kinase activity [GO:0033674]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of metanephric glomerulus development [GO:0072300]; positive regulation of neuron maturation [GO:0014042]; positive regulation of neuron projection development [GO:0010976]; positive regulation of peptidyl-serine phosphorylation of STAT protein [GO:0033141]; positive regulation of protein kinase B signaling [GO:0051897]; regulation of axonogenesis [GO:0050770]; regulation of cell adhesion [GO:0030155]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; retina development in camera-type eye [GO:0060041]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; ureter maturation [GO:0035799]; ureteric bud development [GO:0001657]","GO:0000165; GO:0001657; GO:0001755; GO:0001838; GO:0004714; GO:0005509; GO:0005524; GO:0005769; GO:0005886; GO:0006919; GO:0007156; GO:0007158; GO:0007169; GO:0007399; GO:0009410; GO:0009653; GO:0010008; GO:0010628; GO:0010976; GO:0014042; GO:0030155; GO:0030182; GO:0030335; GO:0030424; GO:0030425; GO:0033141; GO:0033619; GO:0033630; GO:0033674; GO:0035799; GO:0035860; GO:0042551; GO:0043025; GO:0043235; GO:0043410; GO:0045121; GO:0045793; GO:0045893; GO:0048265; GO:0048484; GO:0050770; GO:0051897; GO:0060041; GO:0060384; GO:0061146; GO:0071300; GO:0072300; GO:0098797; GO:2001241"
"73",75,29350,"Cluster_4080","Peve_00044641",0.967032058835356,0.163923591756877,0.978262075707395,158,-21.17,"2 20","417 441",21,"66.67%","80.95%","Q80T79","CUB and sushi domain-containing protein 3 (CUB and sushi multiple domains protein 3)","Mus musculus (Mouse)","negative regulation of complement activation, classical pathway [GO:0045959]; regulation of dendrite development [GO:0050773]","GO:0005615; GO:0005886; GO:0045959; GO:0050773"
"74",76,30063,"Cluster_796","Peve_00020926",0.99976239721897,0.0138780829858655,0.720093853779252,161,-25.6,"2 21","197 216",19,"78.95%","78.95%",NA,NA,NA,NA,NA
"75",77,31160,"Cluster_6914","Peve_00012096",0.491149649949668,0.673153635859973,0.978262075707395,162,-22.58,"2 20","427 448",19,"73.68%","84.21%","O08912","Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]","Mus musculus (Mouse)","protein O-linked glycosylation [GO:0006493]; protein O-linked glycosylation via serine [GO:0018242]; protein O-linked glycosylation via threonine [GO:0018243]","GO:0004653; GO:0005576; GO:0005794; GO:0006493; GO:0018242; GO:0018243; GO:0030145; GO:0030246; GO:0032580; GO:0048471"
"76",78,31235,"Cluster_1167","Peve_00012094",0.903208049381211,0.282411016339115,0.978262075707395,160,-25.03,"2 21","632 653",19,"68.42%","78.95%",NA,NA,NA,NA,NA
"77",79,31311,"Cluster_11134","Peve_00012093",0.135349197658078,0.913568746942343,0.999448381576871,154,-22.61,"2 16","35 58",16,"81.25%","81.25%","Q1LZ71","Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2)","Bos taurus (Bovine)","apoptotic signaling pathway [GO:0097190]; cerebellar granular layer development [GO:0021681]; cerebellar Purkinje cell differentiation [GO:0021702]; cerebellar Purkinje cell layer development [GO:0021680]; cerebellum development [GO:0021549]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of neuron apoptotic process [GO:0043524]; neuron apoptotic process [GO:0051402]; regulation of neuron apoptotic process [GO:0043523]; response to ischemia [GO:0002931]","GO:0002931; GO:0005783; GO:0005794; GO:0016020; GO:0021549; GO:0021680; GO:0021681; GO:0021702; GO:0043523; GO:0043524; GO:0045121; GO:0045211; GO:0051402; GO:0097190; GO:1902042; GO:2001234"
"78",80,32093,"Cluster_2882","Peve_00043872",-0.221661772972479,0.857703825740684,0.995934364227446,142,-21.59,"2 20","623 651",25,"60.00%","64.00%","P35555","Fibrillin-1 [Cleaved into: Asprosin]","Homo sapiens (Human)","activation of protein kinase A activity [GO:0034199]; anatomical structure morphogenesis [GO:0009653]; camera-type eye development [GO:0043010]; cell adhesion mediated by integrin [GO:0033627]; cellular response to insulin-like growth factor stimulus [GO:1990314]; cellular response to transforming growth factor beta stimulus [GO:0071560]; embryonic eye morphogenesis [GO:0048048]; glucose homeostasis [GO:0042593]; glucose metabolic process [GO:0006006]; heart development [GO:0007507]; metanephros development [GO:0001656]; negative regulation of osteoclast development [GO:2001205]; negative regulation of osteoclast differentiation [GO:0045671]; positive regulation of appetite [GO:0032100]; post-embryonic eye morphogenesis [GO:0048050]; protein kinase A signaling [GO:0010737]; sequestering of BMP in extracellular matrix [GO:0035582]; sequestering of TGFbeta in extracellular matrix [GO:0035583]; skeletal system development [GO:0001501]","GO:0001501; GO:0001527; GO:0001656; GO:0005178; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005788; GO:0006006; GO:0007507; GO:0008201; GO:0009653; GO:0010737; GO:0030023; GO:0031012; GO:0032100; GO:0033627; GO:0034199; GO:0035582; GO:0035583; GO:0042593; GO:0042802; GO:0043010; GO:0044877; GO:0045671; GO:0048048; GO:0048050; GO:0062023; GO:0071560; GO:1990314; GO:2001205"
"79",81,32430,"Cluster_9149","Peve_00015373",-0.716432687710147,0.491547372396074,0.978262075707395,155,-23.3,"2 17","95 117",16,"75.00%","87.50%","A5A761","Sideroflexin-1","Sus scrofa (Pig)","L-alanine transport [GO:0015808]; L-serine transport [GO:0015825]; mitochondrial transmembrane transport [GO:1990542]; one-carbon metabolic process [GO:0006730]; serine import into mitochondrion [GO:0140300]","GO:0005743; GO:0006730; GO:0015180; GO:0015194; GO:0015808; GO:0015825; GO:0022857; GO:0022889; GO:0140300; GO:1990542"
"80",82,32777,"Cluster_6904","Peve_00018631",0.942871445939377,0.216227680823179,0.978262075707395,151,-20.95,"2 17","522 544",16,"75.00%","81.25%","P97259","Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.155) (Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase) (GlcNAc-T V) (GNT-V) (Mannoside acetylglucosaminyltransferase 5) (N-acetylglucosaminyl-transferase V) [Cleaved into: Secreted alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (Secreted beta-1,6-N-acetylglucosaminyltransferase V) (Secreted GNT-V)]","Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)","negative regulation of protein tyrosine phosphatase activity [GO:1903614]; positive regulation of cell migration [GO:0030335]; positive regulation of receptor signaling pathway via STAT [GO:1904894]; protein N-linked glycosylation via asparagine [GO:0018279]","GO:0000139; GO:0004864; GO:0005576; GO:0018279; GO:0030144; GO:0030145; GO:0030335; GO:1903614; GO:1904894"
