"","X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"103",103,28938,"Cluster_19193","FUN_003480",-0.220683230958403,0.721315034372877,0.998649612991003,152,-20.06,"2 13","37 58",11,"90.91%","90.91%",NA,NA,NA,NA,NA,NA
"104",104,29016,"Cluster_19193","FUN_003489",0.764055103675283,0.132601517273294,0.998649612991003,152,-20.06,"2 13","631 652",11,"90.91%","90.91%",NA,NA,NA,NA,NA,NA
"105",105,29019,"Cluster_1862","FUN_003488",-0.731186231379746,0.16038871994947,0.998649612991003,173,-20.12,"2 23","800 825",23,"69.57%","86.96%",NA,NA,NA,NA,NA,NA
"106",106,29198,"Cluster_15340","FUN_000125",-0.141518761427455,0.820415988455126,0.998649612991003,154,-20.65,"2 20","358 381",20,"65.00%","80.00%","ntLink_4:182213-182976","P84239","Histone H3","Urechis caupo (Innkeeper worm) (Spoonworm)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"107",107,29735,"Cluster_10051","FUN_014343",0.938315097289955,0.0182197517071088,0.847898695599974,157,-20.65,"2 21","255 276",20,"70.00%","85.00%",NA,NA,NA,NA,NA,NA
"108",108,30166,"Cluster_10093","FUN_034272",-0.364967721908798,0.545841537469677,0.998649612991003,171,-26.19,"2 21","549 571",20,"75.00%","90.00%",NA,NA,NA,NA,NA,NA
"109",109,30319,"Cluster_5981","FUN_034276",0.0177529708093456,0.977397402916637,0.998649612991003,156,-20.33,"2 21","798 820",21,"76.19%","76.19%",NA,NA,NA,NA,NA,NA
"110",110,30571,"Cluster_17791","FUN_002469",-0.303325228300241,0.619801088103513,0.998649612991003,168,-20.86,"2 19","415 436",17,"82.35%","94.12%","ntLink_8:1923224-1935684","Q7Z6Z7","E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)","Homo sapiens (Human)","base-excision repair [GO:0006284]; cell differentiation [GO:0030154]; circadian regulation of gene expression [GO:0032922]; Golgi organization [GO:0007030]; histone ubiquitination [GO:0016574]; membrane fusion [GO:0061025]; negative regulation of mitochondrial fusion [GO:0010637]; positive regulation of mitophagy in response to mitochondrial depolarization [GO:0098779]; positive regulation of protein targeting to mitochondrion [GO:1903955]; positive regulation of protein ubiquitination [GO:0031398]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]","GO:0000139; GO:0000209; GO:0003677; GO:0003723; GO:0004842; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006284; GO:0006513; GO:0007030; GO:0010637; GO:0016020; GO:0016567; GO:0016574; GO:0030154; GO:0031398; GO:0032922; GO:0034774; GO:0043161; GO:0061025; GO:0061630; GO:0070062; GO:0098779; GO:1903955; GO:1904813"
"111",111,31045,"Cluster_1826","FUN_012371",-0.537423770052848,0.350268836878277,0.998649612991003,168,-22.41,"2 20","82 101",18,"83.33%","88.89%",NA,NA,NA,NA,NA,NA
"112",112,31087,"Cluster_1951","FUN_012370",-0.657925494517357,0.227440723894224,0.998649612991003,174,-20.3,"2 21","177 197",19,"84.21%","89.47%",NA,NA,NA,NA,NA,NA
"113",113,31109,"Cluster_15340","FUN_012370",-0.566424687536755,0.319479427101301,0.998649612991003,162,-25.65,"2 21","225 245",19,"73.68%","84.21%",NA,NA,NA,NA,NA,NA
"114",114,31162,"Cluster_1826","FUN_012372",-0.251286783988181,0.683451556408269,0.998649612991003,168,-22.41,"2 20","82 101",18,"83.33%","88.89%",NA,NA,NA,NA,NA,NA
"115",115,31948,"Cluster_3250","FUN_029385",0.918700592430811,0.0274850568020725,0.914225011702335,157,-22.39,"2 20","682 707",22,"72.73%","77.27%",NA,NA,NA,NA,NA,NA
"116",116,31992,"Cluster_4254","FUN_029382",-0.690168836978037,0.197119397993106,0.998649612991003,171,-23.56,"2 20","880 901",18,"83.33%","83.33%",NA,NA,NA,NA,NA,NA
"117",117,32705,"Cluster_14402","FUN_012598",-0.209618009017461,0.735073690871462,0.998649612991003,172,-25.43,"2 19","910 930",17,"88.24%","94.12%",NA,NA,NA,NA,NA,NA
"118",118,34197,"Cluster_17776","FUN_009195",0.644732185371047,0.240186877618569,0.998649612991003,150,-21.73,"2 16","340 363",16,"75.00%","81.25%",NA,NA,NA,NA,NA,NA
"119",119,34229,"Cluster_15340","FUN_009194",-0.566424687536755,0.319479427101301,0.998649612991003,162,-21.71,"2 21","322 342",19,"73.68%","84.21%",NA,NA,NA,NA,NA,NA
"120",120,35155,"Cluster_5981","FUN_028523",-0.213897293640758,0.729748702106089,0.998649612991003,147,-21.99,"2 21","665 688",20,"65.00%","70.00%",NA,NA,NA,NA,NA,NA
"121",121,35886,"Cluster_2859","FUN_024945",0.574754865779806,0.310769205080368,0.998649612991003,151,-20.71,"2 13","158 181",12,"91.67%","91.67%",NA,NA,NA,NA,NA,NA
"122",122,36812,"Cluster_18711","FUN_038227",-0.211399366149957,0.732856420336297,0.998649612991003,172,-21.45,"2 21","148 169",19,"78.95%","84.21%",NA,NA,NA,NA,NA,NA
"123",123,38265,"Cluster_2859","FUN_027628",0.403874546819026,0.500114386021807,0.998649612991003,166,-21.33,"2 20","588 611",19,"78.95%","84.21%",NA,NA,NA,NA,NA,NA
"124",124,38319,"Cluster_10228","FUN_038483",-0.688755532323002,0.198422796625911,0.998649612991003,155,-23.81,"2 22","177 203",24,"66.67%","75.00%",NA,NA,NA,NA,NA,NA
"125",125,39273,"Cluster_19193","FUN_039689",-0.212235030498096,0.731816562396769,0.998649612991003,159,-22.78,"2 21","783 805",20,"65.00%","85.00%",NA,NA,NA,NA,NA,NA
"126",126,39687,"Cluster_14768","FUN_027086",-0.173504790357875,0.780200291099976,0.998649612991003,162,-23.55,"2 20","946 967",19,"73.68%","84.21%","ptg000020l:16604073-16630810","Q14562","ATP-dependent RNA helicase DHX8 (EC 3.6.4.13) (DEAH box protein 8) (RNA helicase HRH1)","Homo sapiens (Human)","mRNA splicing, via spliceosome [GO:0000398]; RNA processing [GO:0006396]; RNA splicing [GO:0008380]; spliceosomal complex disassembly [GO:0000390]","GO:0000390; GO:0000398; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005681; GO:0005829; GO:0006396; GO:0008380; GO:0016604; GO:0016887; GO:0042802; GO:0071007; GO:0071013"
"127",127,40485,"Cluster_1862","FUN_037352",-0.278914218357511,0.649535044299477,0.998649612991003,170,-20.15,"2 23","334 357",21,"71.43%","80.95%",NA,NA,NA,NA,NA,NA
"128",128,40547,"Cluster_15340","FUN_037353",0.355507562973902,0.557077832895695,0.998649612991003,175,-24.55,"2 20","558 579",18,"83.33%","88.89%",NA,NA,NA,NA,NA,NA
"129",129,40767,"Cluster_4254","FUN_005477",-0.15434363818833,0.804266622738193,0.998649612991003,150,-20.04,"2 16","428 452",17,"76.47%","76.47%",NA,NA,NA,NA,NA,NA
"130",130,41655,"Cluster_1862","FUN_026023",-0.188679511817941,0.76119888232579,0.998649612991003,161,-20.19,"2 23","751 777",24,"62.50%","79.17%","ptg000020l:3647247-3714965","Q94K49","Protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1 (EC 3.1.-.-)","Arabidopsis thaliana (Mouse-ear cress)","epigenetic regulation of gene expression [GO:0040029]","GO:0003682; GO:0004518; GO:0005634; GO:0035098; GO:0035102; GO:0040029; GO:0046872"
"131",131,42100,"Cluster_10093","FUN_007834",0.50341383900947,0.387242219363194,0.998649612991003,160,-23.56,"2 21","652 671",19,"78.95%","84.21%",NA,NA,NA,NA,NA,NA
"132",132,42450,"Cluster_10057","FUN_034078",0.311616579973485,0.609755648058165,0.998649612991003,150,-20.4,"2 11","170 191",9,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"133",133,42575,"Cluster_15340","FUN_018466",0.0799658774998039,0.898292897663972,0.998649612991003,149,-24.01,"2 21","729 751",21,"66.67%","76.19%",NA,NA,NA,NA,NA,NA
"134",134,42620,"Cluster_16409","FUN_018465",0.223133743562934,0.718272737304838,0.998649612991003,153,-21.05,"2 15","757 781",16,"81.25%","81.25%",NA,NA,NA,NA,NA,NA
"135",135,43088,"Cluster_16409","FUN_020652",0.912436100242777,0.0306925837127653,0.922979388371587,170,-23.37,"2 20","523 545",19,"78.95%","89.47%",NA,NA,NA,NA,NA,NA
"136",136,43485,"Cluster_19193","FUN_043328",0.965914639369325,0.00751541039444425,0.677079544727381,173,-22.26,"2 19","931 954",19,"84.21%","89.47%",NA,NA,NA,NA,NA,NA
"137",137,43588,"Cluster_15316","FUN_007169",0.428761223151362,0.471305319921508,0.998649612991003,143,-24.1,"2 21","751 782",29,"55.17%","65.52%",NA,NA,NA,NA,NA,NA
"138",138,43600,"Cluster_18728","FUN_007169",-0.347431000225946,0.566705111029605,0.998649612991003,147,-24.86,"2 21","816 838",20,"65.00%","70.00%",NA,NA,NA,NA,NA,NA
"139",139,44644,"Cluster_15775","FUN_034923",0.952463395955054,0.0123525010315663,0.766084851142397,175,-21.08,"2 22","665 686",20,"80.00%","90.00%","ptg000025l:1824007-1829900","B8WI85","Uncharacterized skeletal organic matrix protein 7 (Uncharacterized SOMP-7)","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0005576"
"140",140,44679,"Cluster_14768","FUN_036564",-0.631052897637042,0.253599861859297,0.998649612991003,152,-22.51,"2 20","868 886",18,"66.67%","83.33%","ptg000025l:19736218-19844604","P04323","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","Drosophila melanogaster (Fruit fly)","DNA integration [GO:0015074]; proteolysis [GO:0006508]","GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575"
"141",141,45279,"Cluster_19193","FUN_042053",-0.0682784761916291,0.913132739036078,0.998649612991003,141,-23.69,"2 21","685 707",21,"61.90%","71.43%",NA,NA,NA,NA,NA,NA
"142",142,45301,"Cluster_10419","FUN_042052",-0.124110708510177,0.842383963368966,0.998649612991003,162,-22.71,"2 21","842 868",24,"75.00%","75.00%","ptg000035l:10100859-10102858","Q0P4H0","tRNA-specific adenosine deaminase 2 (EC 3.5.4.33) (Deaminase domain-containing protein 1) (tRNA-specific adenosine-34 deaminase subunit ADAT2)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","tRNA wobble adenosine to inosine editing [GO:0002100]","GO:0002100; GO:0008251; GO:0008270"
"143",143,45390,"Cluster_17776","FUN_042054",-0.240491524889522,0.696774435790616,0.998649612991003,158,-25.86,"2 20","918 940",19,"73.68%","78.95%",NA,NA,NA,NA,NA,NA
"144",144,45608,"Cluster_10051","FUN_040565",0.142308002913325,0.819421265458819,0.998649612991003,167,-21.29,"2 20","937 958",18,"72.22%","88.89%",NA,NA,NA,NA,NA,NA
"145",145,45615,"Cluster_14768","FUN_040565",-0.460533732089179,0.435072798195923,0.998649612991003,158,-24.79,"2 19","114 134",17,"70.59%","82.35%",NA,NA,NA,NA,NA,NA
"146",146,45833,"Cluster_3366","FUN_026199",-0.280130151053268,0.648048582200861,0.998649612991003,169,-23.94,"2 18","606 629",16,"81.25%","93.75%",NA,NA,NA,NA,NA,NA
"147",147,45834,"Cluster_3367","FUN_026199",-0.631477452655553,0.253180621148176,0.998649612991003,169,-25.17,"2 18","606 629",16,"81.25%","93.75%",NA,NA,NA,NA,NA,NA
"148",148,46036,"Cluster_5981","FUN_023340",-0.808764733806857,0.0974581539328724,0.998649612991003,174,-21.86,"2 20","451 474",19,"84.21%","89.47%","ptg000017l:6475216-6477550","Q8CGW4","Transcription factor SOX-30","Mus musculus (Mouse)","negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of Wnt signaling pathway [GO:0030178]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proacrosomal vesicle fusion [GO:0120211]; regulation of transcription by RNA polymerase II [GO:0006357]; response to corticosteroid [GO:0031960]; spermatid development [GO:0007286]","GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006357; GO:0007286; GO:0008013; GO:0010369; GO:0030178; GO:0031960; GO:0043231; GO:0045944; GO:0120211; GO:1990837"
"149",149,46236,"Cluster_10228","FUN_040698",0.0434581955557902,0.944684728836472,0.998649612991003,164,-22.76,"2 22","7 30",21,"76.19%","76.19%",NA,NA,NA,NA,NA,NA
"150",150,46275,"Cluster_10228","FUN_040695",-0.0877080888548334,0.888469937048299,0.998649612991003,167,-23.81,"2 21","219 243",21,"76.19%","80.95%",NA,NA,NA,NA,NA,NA
"151",151,46553,"Cluster_15340","FUN_026193",0.00785942943207461,0.989993166671444,0.998929520526841,149,-20.08,"2 21","607 633",25,"64.00%","72.00%",NA,NA,NA,NA,NA,NA
"152",152,46945,"Cluster_15775","FUN_027826",0.915440855529146,0.0291399046285765,0.922979388371587,150,-20.73,"2 22","966 997",29,"65.52%","68.97%",NA,NA,NA,NA,NA,NA
"153",153,47418,"Cluster_17776","FUN_000329",-0.119053047449204,0.848775797532878,0.998649612991003,156,-20.57,"2 17","301 322",15,"80.00%","80.00%","ntLink_6:1590513-1593894","O15182","Centrin-3","Homo sapiens (Human)","cell division [GO:0051301]; centrosome cycle [GO:0007098]; mRNA transport [GO:0051028]; protein transport [GO:0015031]","GO:0005509; GO:0005730; GO:0005737; GO:0005813; GO:0005814; GO:0005815; GO:0007098; GO:0008017; GO:0015031; GO:0031683; GO:0032391; GO:0036064; GO:0044615; GO:0051028; GO:0051301; GO:0070390"
"154",154,47662,"Cluster_1951","FUN_008664",0.423524760093641,0.477336895898717,0.998649612991003,163,-20.46,"2 17","756 778",16,"87.50%","87.50%",NA,NA,NA,NA,NA,NA
"155",155,47689,"Cluster_15928","FUN_008664",0.88089978514717,0.0484493357400938,0.96546924320845,162,-22.36,"2 21","280 304",22,"77.27%","77.27%",NA,NA,NA,NA,NA,NA
"156",156,47818,"Cluster_1951","FUN_029038",-0.366814360202625,0.543653363504648,0.998649612991003,162,-20.07,"2 15","274 295",13,"84.62%","100.00%","ptg000022l:7525415-7534384","Q63881","Potassium voltage-gated channel subfamily D member 2 (RK5) (Shal1) (Voltage-gated potassium channel subunit Kv4.2)","Rattus norvegicus (Rat)","action potential [GO:0001508]; cardiac muscle cell action potential [GO:0086001]; cellular response to hypoxia [GO:0071456]; cellular response to mechanical stimulus [GO:0071260]; cellular response to xenobiotic stimulus [GO:0071466]; locomotor rhythm [GO:0045475]; neuronal action potential [GO:0019228]; potassium ion transmembrane transport [GO:0071805]; potassium ion transport [GO:0006813]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]; sensory perception of pain [GO:0019233]","GO:0001508; GO:0005216; GO:0005249; GO:0005250; GO:0005267; GO:0005886; GO:0005901; GO:0006813; GO:0008076; GO:0014069; GO:0016020; GO:0019228; GO:0019233; GO:0030315; GO:0030425; GO:0032809; GO:0034705; GO:0034765; GO:0042383; GO:0043005; GO:0043025; GO:0043197; GO:0043204; GO:0044853; GO:0044877; GO:0045211; GO:0045475; GO:0046872; GO:0051260; GO:0070161; GO:0071260; GO:0071456; GO:0071466; GO:0071805; GO:0086001; GO:0097038; GO:0098978; GO:0098982; GO:0099634; GO:1905030"
"157",157,47859,"Cluster_2859","FUN_029039",-0.846554552558228,0.0704705078781739,0.983915773335456,155,-21.05,"2 12","766 788",10,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"158",158,49444,"Cluster_15928","FUN_010651",0.398624012478123,0.506237800248633,0.998649612991003,168,-20.59,"2 21","518 539",19,"73.68%","84.21%",NA,NA,NA,NA,NA,NA
"159",159,49495,"Cluster_1951","FUN_028342",-0.14475795326979,0.816334192033941,0.998649612991003,158,-20.19,"2 21","811 834",21,"76.19%","76.19%",NA,NA,NA,NA,NA,NA
"160",160,49661,"Cluster_5899","FUN_041307",-0.707568223851635,0.181274805069886,0.998649612991003,171,-20.49,"2 20","974 995",18,"83.33%","83.33%",NA,NA,NA,NA,NA,NA
"161",161,49741,"Cluster_5981","FUN_041301",-0.213897293640758,0.729748702106089,0.998649612991003,153,-20.5,"2 21","698 718",19,"73.68%","73.68%",NA,NA,NA,NA,NA,NA
"162",162,50091,"Cluster_5900","FUN_002951",-0.637408755587966,0.247343202584838,0.998649612991003,143,-22.01,"2 17","642 666",18,"66.67%","72.22%",NA,NA,NA,NA,NA,NA
"163",163,50324,"Cluster_5899","FUN_043040",0.813952617212121,0.0935970028055814,0.998649612991003,166,-20.73,"2 20","118 143",22,"77.27%","77.27%",NA,NA,NA,NA,NA,NA
"164",164,50609,"Cluster_15340","FUN_013679",-0.0918669021188754,0.883196162864185,0.998649612991003,163,-21.12,"2 20","309 330",18,"72.22%","83.33%",NA,NA,NA,NA,NA,NA
"165",165,51043,"Cluster_15928","FUN_023693",-0.724828653542227,0.165938168231459,0.998649612991003,161,-21.6,"2 20","572 595",20,"75.00%","85.00%","ptg000017l:10692340-10694777","Q7Z402","Transmembrane channel-like protein 7","Homo sapiens (Human)","","GO:0005886; GO:0008381"
"166",166,51300,"Cluster_5900","FUN_025938",0.42191848797614,0.479190349767585,0.998649612991003,166,-20.74,"2 21","101 124",21,"76.19%","85.71%","ptg000020l:2213960-2221154","Q8T6A5","Tubulin alpha-1 chain (EC 3.6.5.-)","Aplysia californica (California sea hare)","microtubule-based process [GO:0007017]","GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0016787; GO:0046872"
"167",167,51569,"Cluster_4220","FUN_025933",-0.173012811600752,0.780817224333032,0.998649612991003,167,-27.67,"2 21","236 259",21,"76.19%","80.95%",NA,NA,NA,NA,NA,NA
"168",168,51608,"Cluster_4220","FUN_025932",0.431889526668384,0.46770990021781,0.998649612991003,167,-27.67,"2 21","952 975",21,"76.19%","80.95%","ptg000020l:2150388-2158515","Q6NUT3","Major facilitator superfamily domain-containing protein 12","Homo sapiens (Human)","carbohydrate transport [GO:0008643]; cysteine transmembrane transport [GO:1903712]; melanin biosynthetic process [GO:0042438]; negative regulation of melanin biosynthetic process [GO:0048022]; organic substance transport [GO:0071702]; pigment metabolic process involved in pigmentation [GO:0043474]; regulation of melanin biosynthetic process [GO:0048021]","GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0008643; GO:0015293; GO:0033162; GO:0033229; GO:0042438; GO:0042470; GO:0043474; GO:0048021; GO:0048022; GO:0071702; GO:1903712"
"169",169,51712,"Cluster_18728","FUN_037438",0.31002871005405,0.611677245674905,0.998649612991003,150,-21.8,"2 21","9 29",19,"68.42%","73.68%",NA,NA,NA,NA,NA,NA
"170",170,51877,"Cluster_3250","FUN_023525",-0.351968953401104,0.561292022247435,0.998649612991003,174,-25.03,"2 21","744 764",19,"84.21%","89.47%",NA,NA,NA,NA,NA,NA
"171",171,52636,"Cluster_15316","FUN_019311",-0.291642390740641,0.634002601458744,0.998649612991003,172,-21.79,"2 21","639 660",19,"78.95%","84.21%",NA,NA,NA,NA,NA,NA
"172",172,52783,"Cluster_5981","FUN_018665",0.071814518632548,0.90864157103301,0.998649612991003,168,-21.94,"2 22","848 871",21,"71.43%","85.71%",NA,NA,NA,NA,NA,NA
"173",173,53027,"Cluster_15340","FUN_025203",0.121125147906077,0.846156610695496,0.998649612991003,152,-24.73,"2 20","271 292",19,"73.68%","78.95%",NA,NA,NA,NA,NA,NA
"174",174,53134,"Cluster_5981","FUN_022439",-0.0270722258105251,0.965534782468811,0.998649612991003,157,-20.81,"2 22","48 70",20,"60.00%","80.00%",NA,NA,NA,NA,NA,NA
"175",175,53134,"Cluster_5981","FUN_022439",-0.0270722258105251,0.965534782468811,0.998649612991003,157,-20.81,"2 22","48 70",20,"60.00%","80.00%",NA,NA,NA,NA,NA,NA
"176",176,53311,"Cluster_18728","FUN_009177",-0.39012885511521,0.516177450788231,0.998649612991003,146,-20.57,"2 11","654 675",9,"88.89%","100.00%","ptg000004l:3570216-3580169","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"177",177,53359,"Cluster_3250","FUN_022711",-0.194345997721773,0.754117643538803,0.998649612991003,160,-20.2,"2 18","267 289",17,"76.47%","88.24%",NA,NA,NA,NA,NA,NA
"178",178,53472,"Cluster_1862","FUN_022431",-0.278914218357511,0.649535044299477,0.998649612991003,171,-25.31,"2 23","385 411",24,"75.00%","87.50%",NA,NA,NA,NA,NA,NA
"179",179,53688,"Cluster_14768","FUN_025425",0.480109410966438,0.413077602778012,0.998649612991003,163,-21.59,"2 20","720 740",18,"66.67%","88.89%",NA,NA,NA,NA,NA,NA
"180",180,54462,"Cluster_10057","FUN_030602",-0.108502780017074,0.862121520488858,0.998649612991003,158,-23.78,"2 21","22 49",25,"72.00%","72.00%",NA,NA,NA,NA,NA,NA
"181",181,54845,"Cluster_4220","FUN_036760",0.209033795293954,0.735801055704581,0.998649612991003,157,-20.34,"2 16","57 80",16,"87.50%","87.50%",NA,NA,NA,NA,NA,NA
