"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"254","FUN_005177","GO:0015031","protein transport",328,277,242.28,0.00655,"Biological Processes",0.844512195121951
"255","FUN_005177","GO:0032869","cellular response to insulin stimulus",45,42,33.24,0.04689,"Biological Processes",0.933333333333333
"256","FUN_005178","GO:0016567","protein ubiquitination",341,253,251.88,0.02111,"Biological Processes",0.741935483870968
"257","FUN_005198","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"258","FUN_005199","GO:0006281","DNA repair",146,131,107.84,0.02744,"Biological Processes",0.897260273972603
"259","FUN_005220","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"260","FUN_005223","GO:0015031","protein transport",328,277,242.28,0.00655,"Biological Processes",0.844512195121951
"261","FUN_005251","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"262","FUN_005260","GO:0006281","DNA repair",146,131,107.84,0.02744,"Biological Processes",0.897260273972603
"263","FUN_005262","GO:0006281","DNA repair",146,131,107.84,0.02744,"Biological Processes",0.897260273972603
"264","FUN_005264","GO:0006281","DNA repair",146,131,107.84,0.02744,"Biological Processes",0.897260273972603
"265","FUN_005276","GO:0007049","cell cycle",973,589,718.71,0.00906,"Biological Processes",0.605344295991778
"266","FUN_005282","GO:0007049","cell cycle",973,589,718.71,0.00906,"Biological Processes",0.605344295991778
"267","FUN_005285","GO:0007049","cell cycle",973,589,718.71,0.00906,"Biological Processes",0.605344295991778
"268","FUN_005292","GO:0007049","cell cycle",973,589,718.71,0.00906,"Biological Processes",0.605344295991778
"269","FUN_005296","GO:0007049","cell cycle",973,589,718.71,0.00906,"Biological Processes",0.605344295991778
"270","FUN_005297","GO:0007049","cell cycle",973,589,718.71,0.00906,"Biological Processes",0.605344295991778
"271","FUN_005316","GO:0000398","mRNA splicing, via spliceosome",80,78,59.09,0.00206,"Biological Processes",0.975
"272","FUN_005316","GO:0006457","protein folding",67,61,49.49,0.00055,"Biological Processes",0.91044776119403
"273","FUN_005320","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"274","FUN_005320","GO:0006325","chromatin organization",154,133,113.75,0.00213,"Biological Processes",0.863636363636364
"275","FUN_005322","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"276","FUN_005322","GO:0006325","chromatin organization",154,133,113.75,0.00213,"Biological Processes",0.863636363636364
"277","FUN_005324","GO:0006325","chromatin organization",154,133,113.75,0.00213,"Biological Processes",0.863636363636364
"278","FUN_005327","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"279","FUN_005327","GO:0006325","chromatin organization",154,133,113.75,0.00213,"Biological Processes",0.863636363636364
"280","FUN_005329","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"281","FUN_005329","GO:0006325","chromatin organization",154,133,113.75,0.00213,"Biological Processes",0.863636363636364
"282","FUN_005330","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"283","FUN_005330","GO:0006325","chromatin organization",154,133,113.75,0.00213,"Biological Processes",0.863636363636364
"284","FUN_005365","GO:0006412","translation",228,184,168.41,0.00618,"Biological Processes",0.807017543859649
"285","FUN_005390","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"286","FUN_005454","GO:0006457","protein folding",67,61,49.49,0.00055,"Biological Processes",0.91044776119403
"287","FUN_005455","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"288","FUN_005479","GO:0071364","cellular response to epidermal growth factor stimul...",10,10,7.39,0.04822,"Biological Processes",1
"289","FUN_005479","GO:0090630","activation of GTPase activity",16,16,11.82,0.00779,"Biological Processes",1
"290","FUN_005720","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"291","FUN_005730","GO:0008360","regulation of cell shape",26,26,19.21,5e-04,"Biological Processes",1
"292","FUN_005808","GO:0006511","ubiquitin-dependent protein catabolic process",234,186,172.85,0.00143,"Biological Processes",0.794871794871795
"293","FUN_005815","GO:0006886","intracellular protein transport",141,127,104.15,1.3e-05,"Biological Processes",0.900709219858156
"294","FUN_005821","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"295","FUN_005822","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"296","FUN_005856","GO:0006511","ubiquitin-dependent protein catabolic process",234,186,172.85,0.00143,"Biological Processes",0.794871794871795
"297","FUN_005879","GO:0034599","cellular response to oxidative stress",27,24,19.94,0.03548,"Biological Processes",0.888888888888889
"298","FUN_005881","GO:0034599","cellular response to oxidative stress",27,24,19.94,0.03548,"Biological Processes",0.888888888888889
"299","FUN_005913","GO:0000398","mRNA splicing, via spliceosome",80,78,59.09,0.00206,"Biological Processes",0.975
"300","FUN_005914","GO:0002181","cytoplasmic translation",33,33,24.38,0.00227,"Biological Processes",1
"301","FUN_005992","GO:0010976","positive regulation of neuron projection developmen...",34,31,25.11,0.0474,"Biological Processes",0.911764705882353
"302","FUN_005999","GO:0001764","neuron migration",39,32,28.81,0.01059,"Biological Processes",0.82051282051282
"303","FUN_005999","GO:0035082","axoneme assembly",46,42,33.98,0.04758,"Biological Processes",0.91304347826087
"304","FUN_006071","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"305","FUN_006107","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"306","FUN_006135","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"307","FUN_006149","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"308","FUN_006172","GO:0007264","small GTPase-mediated signal transduction",98,84,72.39,0.00558,"Biological Processes",0.857142857142857
"309","FUN_006172","GO:0016192","vesicle-mediated transport",401,281,296.2,0.0211,"Biological Processes",0.70074812967581
"310","FUN_006173","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"311","FUN_006248","GO:0006979","response to oxidative stress",83,74,61.31,0.0016,"Biological Processes",0.891566265060241
"312","FUN_006248","GO:0043065","positive regulation of apoptotic process",88,77,65,0.01263,"Biological Processes",0.875
"313","FUN_006336","GO:0010629","negative regulation of gene expression",543,413,401.09,0.02375,"Biological Processes",0.760589318600368
"314","FUN_006358","GO:0006979","response to oxidative stress",83,74,61.31,0.0016,"Biological Processes",0.891566265060241
"315","FUN_006428","GO:0015031","protein transport",328,277,242.28,0.00655,"Biological Processes",0.844512195121951
"316","FUN_006428","GO:0042147","retrograde transport, endosome to Golgi",17,17,12.56,0.01054,"Biological Processes",1
"317","FUN_006435","GO:0015031","protein transport",328,277,242.28,0.00655,"Biological Processes",0.844512195121951
"318","FUN_006436","GO:0006511","ubiquitin-dependent protein catabolic process",234,186,172.85,0.00143,"Biological Processes",0.794871794871795
"319","FUN_006437","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"320","FUN_006438","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"321","FUN_006453","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"322","FUN_006572","GO:0007049","cell cycle",973,589,718.71,0.00906,"Biological Processes",0.605344295991778
"323","FUN_006573","GO:0006281","DNA repair",146,131,107.84,0.02744,"Biological Processes",0.897260273972603
"324","FUN_006619","GO:0006457","protein folding",67,61,49.49,0.00055,"Biological Processes",0.91044776119403
"325","FUN_006619","GO:0006986","response to unfolded protein",39,32,28.81,0.0194,"Biological Processes",0.82051282051282
"326","FUN_006638","GO:0015031","protein transport",328,277,242.28,0.00655,"Biological Processes",0.844512195121951
"327","FUN_006650","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"328","FUN_006656","GO:0007420","brain development",199,139,146.99,0.00387,"Biological Processes",0.698492462311558
"329","FUN_006726","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"330","FUN_006743","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"331","FUN_006744","GO:0007015","actin filament organization",66,62,48.75,0.03917,"Biological Processes",0.939393939393939
"332","FUN_006750","GO:0015031","protein transport",328,277,242.28,0.00655,"Biological Processes",0.844512195121951
"333","FUN_006751","GO:0000398","mRNA splicing, via spliceosome",80,78,59.09,0.00206,"Biological Processes",0.975
"334","FUN_006791","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"335","FUN_006846","GO:0006325","chromatin organization",154,133,113.75,0.00213,"Biological Processes",0.863636363636364
"336","FUN_006858","GO:0007030","Golgi organization",38,36,28.07,0.00349,"Biological Processes",0.947368421052632
"337","FUN_006919","GO:0006281","DNA repair",146,131,107.84,0.02744,"Biological Processes",0.897260273972603
"338","FUN_006919","GO:0006325","chromatin organization",154,133,113.75,0.00213,"Biological Processes",0.863636363636364
"339","FUN_006942","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"340","FUN_006985","GO:0006511","ubiquitin-dependent protein catabolic process",234,186,172.85,0.00143,"Biological Processes",0.794871794871795
"341","FUN_006985","GO:0016567","protein ubiquitination",341,253,251.88,0.02111,"Biological Processes",0.741935483870968
"342","FUN_006985","GO:0070936","protein K48-linked ubiquitination",18,17,13.3,0.04044,"Biological Processes",0.944444444444444
"343","FUN_007005","GO:0006511","ubiquitin-dependent protein catabolic process",234,186,172.85,0.00143,"Biological Processes",0.794871794871795
"344","FUN_007005","GO:0016567","protein ubiquitination",341,253,251.88,0.02111,"Biological Processes",0.741935483870968
"345","FUN_007016","GO:0006099","tricarboxylic acid cycle",14,14,10.34,0.01431,"Biological Processes",1
"346","FUN_007020","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"347","FUN_007020","GO:0031397","negative regulation of protein ubiquitination",12,11,8.86,0.04827,"Biological Processes",0.916666666666667
"348","FUN_007022","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"349","FUN_007022","GO:0031397","negative regulation of protein ubiquitination",12,11,8.86,0.04827,"Biological Processes",0.916666666666667
"350","FUN_007026","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"351","FUN_007026","GO:0002181","cytoplasmic translation",33,33,24.38,0.00227,"Biological Processes",1
"352","FUN_007027","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"353","FUN_007027","GO:0002181","cytoplasmic translation",33,33,24.38,0.00227,"Biological Processes",1
"354","FUN_007028","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"355","FUN_007028","GO:0002181","cytoplasmic translation",33,33,24.38,0.00227,"Biological Processes",1
"356","FUN_007029","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"357","FUN_007029","GO:0002181","cytoplasmic translation",33,33,24.38,0.00227,"Biological Processes",1
"358","FUN_007053","GO:0000122","negative regulation of transcription by RNA polymer...",155,126,114.49,0.01816,"Biological Processes",0.812903225806452
"359","FUN_007053","GO:0043433","negative regulation of DNA-binding transcription fa...",245,173,180.97,0.02717,"Biological Processes",0.706122448979592
"360","FUN_007054","GO:0010629","negative regulation of gene expression",543,413,401.09,0.02375,"Biological Processes",0.760589318600368
"361","FUN_007054","GO:0043065","positive regulation of apoptotic process",88,77,65,0.01263,"Biological Processes",0.875
"362","FUN_007055","GO:0008360","regulation of cell shape",26,26,19.21,5e-04,"Biological Processes",1
"363","FUN_007075","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"364","FUN_007100","GO:0006281","DNA repair",146,131,107.84,0.02744,"Biological Processes",0.897260273972603
"365","FUN_007100","GO:0006886","intracellular protein transport",141,127,104.15,1.3e-05,"Biological Processes",0.900709219858156
"366","FUN_007100","GO:0016567","protein ubiquitination",341,253,251.88,0.02111,"Biological Processes",0.741935483870968
"367","FUN_007181","GO:0050821","protein stabilization",31,29,22.9,0.00576,"Biological Processes",0.935483870967742
"368","FUN_007332","GO:0006511","ubiquitin-dependent protein catabolic process",234,186,172.85,0.00143,"Biological Processes",0.794871794871795
"369","FUN_007334","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"370","FUN_007708","GO:0006511","ubiquitin-dependent protein catabolic process",234,186,172.85,0.00143,"Biological Processes",0.794871794871795
"371","FUN_007714","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
"372","FUN_007749","GO:0006508","proteolysis",667,531,492.68,0.02972,"Biological Processes",0.796101949025487
