mRNA	GO
FUN_000602	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_000603	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_000606	GO:0000139; GO:0002950; GO:0005783; GO:0005789; GO:0005829; GO:0005886; GO:0006686; GO:0016020; GO:0030148; GO:0033188; GO:0046513; GO:0047493; GO:1905373; GO:2000303
FUN_000608	GO:0003779; GO:0005634; GO:0005737; GO:0005856; GO:0006887; GO:0007010; GO:0016709; GO:0030042; GO:0046872; GO:0048513; GO:0071949
FUN_000615	GO:0005829; GO:0031313; GO:0031901; GO:0031902; GO:0035014; GO:0043551; GO:0045022
FUN_000616	
FUN_000617	GO:0004180; GO:0004181; GO:0005886; GO:0006508; GO:0008233; GO:0016020; GO:0016805; GO:0042135; GO:0046872; GO:0050129
FUN_000620	GO:0005789; GO:0005829; GO:0005886; GO:0006506; GO:0016020; GO:0016254; GO:0051377
FUN_000621	GO:0005524; GO:0140662
FUN_000628	GO:0005789; GO:0005829; GO:0005886; GO:0006506; GO:0016780; GO:0051377
FUN_000629	GO:0005524; GO:0140662
FUN_000632	GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0008340; GO:0016192; GO:0016887; GO:0031072; GO:0034620; GO:0042026; GO:0042594; GO:0044183; GO:0051082; GO:0051085; GO:0051787; GO:0140662
FUN_000637	GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0008340; GO:0016192; GO:0016887; GO:0031072; GO:0034620; GO:0042026; GO:0042594; GO:0044183; GO:0051082; GO:0051085; GO:0051787; GO:0140662
FUN_000639	GO:0004402; GO:0005634; GO:0005739; GO:0006044; GO:0006517; GO:0006612; GO:0007568; GO:0009100; GO:0010524; GO:0010616; GO:0016231; GO:0031343; GO:0032024; GO:0042802; GO:0043243; GO:0045862; GO:0046060; GO:0046326; GO:0048545; GO:0051054; GO:0051901; GO:0051928; GO:0060051; GO:0060124; GO:0070265; GO:0102166; GO:0102167; GO:0102571
FUN_000641	GO:0000122; GO:0000785; GO:0000977; GO:0000981; GO:0001227; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0005886; GO:0006355; GO:0006366; GO:0006954; GO:0008270; GO:0016567; GO:0045347; GO:0051865; GO:0061630
FUN_000644	GO:0005797; GO:0006486; GO:0007399; GO:0008417; GO:0018392; GO:0032580; GO:0036065; GO:0036071; GO:0046920
FUN_000859	GO:0004573; GO:0005783; GO:0005789; GO:0006487; GO:0009311
FUN_000867	GO:0004252; GO:0005615; GO:0006508; GO:0007586
FUN_000870	GO:0002181; GO:0003723; GO:0003924; GO:0005525; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0007165; GO:0016020; GO:0043231; GO:0046872
FUN_000871	GO:0005886; GO:0006897; GO:0020016
FUN_000873	GO:0003831; GO:0005794; GO:0005975; GO:0006024; GO:0006029; GO:0006487; GO:0008378; GO:0016020; GO:0030145; GO:0030166; GO:0032580; GO:0046525; GO:0048147; GO:0070085; GO:0097435
FUN_000891	GO:0004995; GO:0005634; GO:0005737; GO:0005886; GO:0007568; GO:0010460; GO:0016020; GO:0032355; GO:0032590; GO:0032809; GO:0042053; GO:0042220; GO:0042538; GO:0043278; GO:0045777; GO:0060259; GO:0070474; GO:0097225; GO:1902093
FUN_000894	GO:0003677; GO:0006325; GO:0006357; GO:0035098; GO:0046872
FUN_000895	GO:0000381; GO:0003723; GO:0005654; GO:0005737; GO:0010608; GO:0035198; GO:0046872; GO:1903799
FUN_000898	GO:0001544; GO:0001547; GO:0005829; GO:0005884; GO:0006915; GO:0007049; GO:0008017; GO:0008093; GO:0008360; GO:0008593; GO:0016020; GO:0030728; GO:0051015; GO:0051726; GO:0051764; GO:0071711
FUN_000908	GO:0000122; GO:0000976; GO:0003677; GO:0003684; GO:0003697; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006606; GO:0007623; GO:0009416; GO:0009881; GO:0014823; GO:0016607; GO:0016922; GO:0019900; GO:0019901; GO:0019902; GO:0019915; GO:0032515; GO:0032868; GO:0032922; GO:0042593; GO:0042752; GO:0042754; GO:0043153; GO:0045892; GO:0071949; GO:2000118; GO:2000323; GO:2000850
FUN_000910	GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0007268; GO:0007269; GO:0007317; GO:0008021; GO:0008345; GO:0014059; GO:0016020; GO:0016079; GO:0016192; GO:0017156; GO:0017158; GO:0019905; GO:0030276; GO:0030424; GO:0030672; GO:0031045; GO:0031340; GO:0031594; GO:0042803; GO:0043195; GO:0048488; GO:0048791; GO:0050803; GO:0060024; GO:0070382; GO:0071277; GO:0150007; GO:1900073
FUN_000912	
FUN_000916	GO:0000149; GO:0001778; GO:0001786; GO:0005509; GO:0005516; GO:0005544; GO:0005546; GO:0005764; GO:0005765; GO:0005777; GO:0005778; GO:0005829; GO:0005886; GO:0006909; GO:0008021; GO:0014059; GO:0016192; GO:0017156; GO:0017158; GO:0019905; GO:0030276; GO:0030670; GO:0030672; GO:0031045; GO:0032009; GO:0036465; GO:0042734; GO:0042995; GO:0045956; GO:0046850; GO:0048791; GO:0050764; GO:0050796; GO:0070062; GO:0070092; GO:0070382; GO:0071277; GO:0090119; GO:0090385; GO:0098686; GO:1900242; GO:1990926; GO:1990927
FUN_000922	GO:0005764; GO:0005769; GO:0005770; GO:0005829; GO:0006622; GO:0008333; GO:0031313; GO:0031901; GO:0031902; GO:0035091; GO:0042802; GO:0045022
FUN_000930	GO:0000287; GO:0019700; GO:0050194
FUN_000931	GO:0005789; GO:0006695; GO:0047598; GO:0050661
FUN_000935	GO:0000122; GO:0000380; GO:0000387; GO:0003729; GO:0004857; GO:0005102; GO:0005634; GO:0005829; GO:0030182; GO:0030277; GO:0030512; GO:0032797; GO:0034719; GO:0140416; GO:1990447
FUN_000942	GO:0000209; GO:0004842; GO:0016567; GO:0017148; GO:0030371; GO:0043161; GO:0046872; GO:0061630
FUN_000960	GO:0003723; GO:0003994; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0005829; GO:0006099; GO:0006101; GO:0006417; GO:0006879; GO:0009791; GO:0010040; GO:0010468; GO:0030350; GO:0043231; GO:0046872; GO:0047780; GO:0048027; GO:0050892; GO:0051536; GO:0051538; GO:0051539
FUN_000968	GO:0001561; GO:0004601; GO:0008219; GO:0009627; GO:0009737; GO:0012511; GO:0016702; GO:0020037; GO:0031408; GO:0034614; GO:0042742; GO:0046872; GO:0050832; GO:0071446; GO:0071732; GO:1902609
FUN_000973	GO:0000492; GO:0005737; GO:0006364; GO:0070286; GO:0097255; GO:1990904
FUN_000977	GO:0004715; GO:0005524
FUN_000988	GO:0003779; GO:0005737; GO:0005856
FUN_000992	GO:0001501; GO:0001508; GO:0001664; GO:0001750; GO:0003924; GO:0003925; GO:0005246; GO:0005525; GO:0005737; GO:0005765; GO:0005834; GO:0005886; GO:0007165; GO:0007188; GO:0007207; GO:0007213; GO:0007507; GO:0007603; GO:0008217; GO:0009649; GO:0010259; GO:0016004; GO:0031683; GO:0032024; GO:0045202; GO:0045634; GO:0046872; GO:0048066; GO:0060158; GO:0070062; GO:0071467; GO:0086100; GO:0099103; GO:0099105; GO:0099107; GO:1904888; GO:1990806
FUN_001006	GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0006886; GO:0006888; GO:0007030; GO:0030126; GO:0030134; GO:0032580; GO:0033116
FUN_001013	GO:0005634; GO:0005737; GO:0015631; GO:0031625; GO:0044548
FUN_001021	GO:0004995; GO:0005886; GO:0061827; GO:0070472; GO:0097225; GO:1902093
FUN_001022	GO:0001527; GO:0005201; GO:0005509; GO:0005576; GO:0009653; GO:0031012
FUN_001023	GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711; GO:0090527
FUN_001024	GO:0001501; GO:0001527; GO:0001656; GO:0005178; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005788; GO:0006006; GO:0007507; GO:0008201; GO:0009653; GO:0010737; GO:0030023; GO:0031012; GO:0032100; GO:0033627; GO:0034199; GO:0035582; GO:0035583; GO:0042593; GO:0042802; GO:0043010; GO:0044877; GO:0045671; GO:0048048; GO:0048050; GO:0062023; GO:0071560; GO:1990314; GO:2001205
FUN_001025	GO:0003964; GO:0006313
FUN_001032	GO:0004966; GO:0005886; GO:0007188; GO:0007218; GO:0008528
FUN_001036	GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
FUN_001040	GO:0004806; GO:0005576; GO:0016042; GO:0043231
FUN_001049	GO:0005509; GO:0005576; GO:0006631; GO:0009104; GO:0031410; GO:0043231; GO:0050528; GO:0050728
FUN_001053	GO:0003723; GO:0004518; GO:0005634; GO:0005737; GO:0005829; GO:0006402; GO:0016442; GO:0031047
FUN_001059	GO:0001561; GO:0003824; GO:0005739; GO:0005777; GO:0006103; GO:0006720; GO:0008198; GO:0019606; GO:0031406; GO:0031418; GO:0048244; GO:0097089; GO:0097731
FUN_001061	GO:0003810; GO:0005912; GO:0009887; GO:0010838; GO:0016020; GO:0018149; GO:0030216; GO:0031424; GO:0042802; GO:0045787; GO:0046872
FUN_001068	GO:0005635; GO:0005643; GO:0005829; GO:0006913; GO:0006999; GO:0015031; GO:0016020; GO:0017056; GO:0031965; GO:0034399; GO:0044611; GO:0051028; GO:0051292
FUN_001083	GO:0004995; GO:0005886; GO:0014057; GO:0014827; GO:0016020; GO:0016497; GO:0033685; GO:0035106; GO:0036126; GO:0043117; GO:0043270; GO:0051602; GO:0061827; GO:0070459; GO:0070472; GO:0070474; GO:0097225; GO:1902093
FUN_001084	GO:0004966; GO:0005886; GO:0007188; GO:0007218; GO:0008528
FUN_001091	GO:0003964
FUN_001110	GO:0005249; GO:0005251; GO:0005789; GO:0005886; GO:0008076; GO:0014059; GO:0016020; GO:0019228; GO:0019233; GO:0030027; GO:0030424; GO:0030425; GO:0031258; GO:0032809; GO:0033010; GO:0034765; GO:0042734; GO:0043204; GO:0043679; GO:0044224; GO:0051260; GO:0071805
FUN_001114	GO:0000302; GO:0003341; GO:0003351; GO:0004550; GO:0005576; GO:0005929; GO:0006165; GO:0006183; GO:0006228; GO:0006241; GO:0007286; GO:0021591; GO:0036126; GO:0051649; GO:0060271; GO:1902176
FUN_001121	GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:0016020
FUN_001122	GO:0005730; GO:0005886; GO:0006364; GO:0030686; GO:0032040
FUN_001136	GO:0001696; GO:0004969; GO:0005886; GO:0045907
FUN_001141	GO:0000786; GO:0003677; GO:0003713; GO:0004402; GO:0005634; GO:0006334; GO:0016573; GO:0045892; GO:0045893; GO:0046872; GO:0061733; GO:0070776
FUN_001142	GO:0005634; GO:0005741; GO:0008630; GO:0016607; GO:0042803; GO:0046982; GO:0097192; GO:2001243
FUN_001147	GO:0004180; GO:0005615; GO:0005737; GO:0005764; GO:0005783; GO:0005794; GO:0006508; GO:0042803; GO:0043171; GO:0046872; GO:0070573
FUN_001150	GO:0005886; GO:0016020; GO:0030672; GO:0032418; GO:0043231; GO:0051036; GO:0062196; GO:0072384; GO:0098574; GO:0099078; GO:1903744
FUN_001151	GO:0004842; GO:0005829; GO:0005856; GO:0005886; GO:0006511; GO:0007399; GO:0008092; GO:0010977; GO:0010989; GO:0016567; GO:0031648; GO:0032803; GO:0042632; GO:0045732; GO:0046872; GO:0061630
FUN_001154	GO:0016020
FUN_001155	GO:0001782; GO:0001783; GO:0001836; GO:0001974; GO:0002262; GO:0002352; GO:0005739; GO:0005741; GO:0005783; GO:0005829; GO:0006915; GO:0007420; GO:0007568; GO:0008053; GO:0008285; GO:0008630; GO:0008635; GO:0009410; GO:0009620; GO:0010046; GO:0010225; GO:0010248; GO:0010332; GO:0010524; GO:0010629; GO:0014070; GO:0018105; GO:0031018; GO:0031072; GO:0031100; GO:0031334; GO:0032469; GO:0032471; GO:0033137; GO:0034620; GO:0034644; GO:0035108; GO:0042542; GO:0042802; GO:0042803; GO:0043065; GO:0044325; GO:0044346; GO:0044877; GO:0045471; GO:0045862; GO:0046872; GO:0046902; GO:0046930; GO:0046982; GO:0048597; GO:0050673; GO:0051087; GO:0051400; GO:0051726; GO:0051881; GO:0060068; GO:0060402; GO:0070059; GO:0070242; GO:0071260; GO:0090200; GO:0090201; GO:0097136; GO:0097145; GO:0097190; GO:0097192; GO:0097202; GO:1900103; GO:1901029; GO:1901030; GO:1902262; GO:1903896
FUN_001157	GO:0000381; GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0006376; GO:0045202; GO:0071625; GO:0099153; GO:1990904
FUN_001158	GO:0006601; GO:0030731; GO:0032259
FUN_001160	GO:0001676; GO:0004095; GO:0005739; GO:0005741; GO:0005743; GO:0006006; GO:0006631; GO:0006635; GO:0006641; GO:0009410; GO:0009437; GO:0010876; GO:0010883; GO:0014070; GO:0016020; GO:0030855; GO:0031667; GO:0032000; GO:0042755; GO:0042802; GO:0043231; GO:0043279; GO:0045471; GO:0046320; GO:0046677; GO:0050796; GO:0071398; GO:0097421; GO:1904772; GO:1990698
FUN_001166	GO:0005886; GO:0016020; GO:0042590
FUN_001173	GO:0001533; GO:0005509; GO:0005576; GO:0005829; GO:0046914
FUN_001175	GO:0005886; GO:0016020; GO:0042590
FUN_001184	GO:0000139; GO:0005198; GO:0005829; GO:0006886; GO:0006888; GO:0006891; GO:0030126
FUN_001185	GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
FUN_001189	GO:0000139; GO:0001503; GO:0001707; GO:0002062; GO:0005783; GO:0005789; GO:0005794; GO:0006024; GO:0006487; GO:0008217; GO:0008375; GO:0010467; GO:0015012; GO:0015014; GO:0015020; GO:0016757; GO:0030210; GO:0033692; GO:0042044; GO:0042311; GO:0042328; GO:0042803; GO:0043541; GO:0044344; GO:0046872; GO:0046982; GO:0050508; GO:0050509; GO:0050891; GO:0051923; GO:0055078; GO:0060047; GO:0060350
FUN_001190	GO:0005789; GO:0006888; GO:0015031; GO:0030127; GO:0030134; GO:0070971
FUN_001193	GO:0004989; GO:0005886; GO:0007189; GO:0008226; GO:0016020; GO:0071418; GO:0071927; GO:0071928
FUN_001196	GO:0000082; GO:0004722; GO:0005737; GO:0005739; GO:0005829; GO:0006470; GO:0017018; GO:0045087; GO:0046872
FUN_001201	GO:0004771; GO:0005764; GO:0016042
FUN_001202	GO:0005576; GO:0016042; GO:0016788; GO:0043231
FUN_001204	GO:0004465; GO:0005576; GO:0016042; GO:0043231; GO:0070268
FUN_001205	GO:0004465; GO:0005576; GO:0016042; GO:0043231; GO:0070268
FUN_001207	GO:0005524; GO:0005832; GO:0016887; GO:0051082; GO:0140662
FUN_001214	GO:0000278; GO:0000775; GO:0000922; GO:0004722; GO:0005634; GO:0005829; GO:0017018; GO:0046872; GO:0046982; GO:1900227
FUN_001217	GO:0005739; GO:0005743; GO:0009083; GO:0015658; GO:0015803; GO:0120161
FUN_001218	GO:0000139; GO:0006486; GO:0008194; GO:0008378; GO:0016757; GO:0030311; GO:0106327; GO:0106328
FUN_001219	GO:0005739; GO:0005743; GO:0009083; GO:0015658; GO:0015803; GO:0120161
FUN_001222	GO:0004252; GO:0005576; GO:0005615; GO:0006508; GO:0007586; GO:0022617; GO:0046872; GO:0062023; GO:0072562
FUN_001225	GO:0001666; GO:0001921; GO:0004175; GO:0004222; GO:0005768; GO:0005769; GO:0005886; GO:0006915; GO:0007507; GO:0008217; GO:0008270; GO:0009410; GO:0009897; GO:0010467; GO:0010613; GO:0010814; GO:0010815; GO:0010816; GO:0016020; GO:0016485; GO:0016486; GO:0030141; GO:0031175; GO:0031410; GO:0031982; GO:0033093; GO:0034959; GO:0035050; GO:0035994; GO:0042447; GO:0042733; GO:0042802; GO:0042803; GO:0043583; GO:0043950; GO:0045745; GO:0046686; GO:0048471; GO:0060037; GO:0060385; GO:0070372; GO:0097492; GO:0097746; GO:1902287
FUN_001228	GO:0005634; GO:0005829; GO:0008430; GO:0015031; GO:0016020; GO:0018549
FUN_001233	GO:0003677; GO:0005634; GO:0010468
FUN_001234	GO:0004252; GO:0005787; GO:0006465
FUN_001235	GO:0000118; GO:0000122; GO:0000776; GO:0000785; GO:0001701; GO:0002218; GO:0002230; GO:0002244; GO:0003677; GO:0003682; GO:0003713; GO:0003714; GO:0003723; GO:0005634; GO:0005654; GO:0005667; GO:0005730; GO:0006260; GO:0006355; GO:0006476; GO:0007568; GO:0008104; GO:0010243; GO:0010817; GO:0010971; GO:0016575; GO:0016580; GO:0017053; GO:0021895; GO:0030336; GO:0030512; GO:0030516; GO:0031453; GO:0032991; GO:0042754; GO:0043066; GO:0043619; GO:0044877; GO:0045666; GO:0045892; GO:0045944; GO:0048511; GO:0051595; GO:0061629; GO:0071333; GO:0140416; GO:1900181; GO:1901675; GO:1902455; GO:1902459; GO:1903351; GO:2000678
FUN_001241	GO:0000175; GO:0000289; GO:0004535; GO:0005634; GO:0005737; GO:0006397; GO:0030014; GO:0031047; GO:0046872
FUN_001257	GO:0004930; GO:0005886; GO:0007601; GO:0007602; GO:0009881
FUN_001267	GO:0005497; GO:0005739; GO:0005741; GO:0005783; GO:0005829; GO:0006626; GO:0006700; GO:0006783; GO:0006820; GO:0006821; GO:0007568; GO:0008202; GO:0008347; GO:0008503; GO:0009410; GO:0010042; GO:0010266; GO:0010940; GO:0014012; GO:0015485; GO:0016020; GO:0030325; GO:0031397; GO:0032374; GO:0032570; GO:0032720; GO:0033574; GO:0042127; GO:0042632; GO:0043065; GO:0043231; GO:0044325; GO:0045019; GO:0048266; GO:0050810; GO:0051901; GO:0051928; GO:0060242; GO:0060252; GO:0060253; GO:0070062; GO:0071222; GO:0071294; GO:0071476; GO:0072656; GO:0120020; GO:1903147; GO:1903579; GO:1905144; GO:2000379; GO:2000853
FUN_001270	GO:0005112; GO:0005654; GO:0005737; GO:0005829; GO:0008198; GO:0008270; GO:0016706; GO:0019826; GO:0031406; GO:0036138; GO:0036139; GO:0036140; GO:0042264; GO:0042803; GO:0043433; GO:0045663; GO:0045746; GO:0048471; GO:0051059; GO:0061428; GO:0062101; GO:0071532; GO:2001214
FUN_001274	GO:0003824
FUN_001286	GO:0009734; GO:0010928; GO:0071470; GO:2000028
FUN_001288	GO:0009734; GO:0010928; GO:0071470; GO:2000028
FUN_001289	GO:0001570; GO:0001701; GO:0003007; GO:0003713; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006357; GO:0007179; GO:0007296; GO:0008270; GO:0021852; GO:0030374; GO:0030521; GO:0033233; GO:0045582; GO:0045747; GO:0045944; GO:0046332; GO:0048146; GO:0048589; GO:0048844; GO:0060395; GO:0090398; GO:1903508
FUN_001295	
FUN_001312	GO:0004180; GO:0004181; GO:0005886; GO:0006508; GO:0008236; GO:0008239; GO:0016020; GO:0016805; GO:0046872
FUN_001326	GO:0004771; GO:0005764; GO:0016042
FUN_001330	GO:0002526; GO:0002544; GO:0005886; GO:0006954; GO:0015939; GO:0016020; GO:0017159; GO:0033089; GO:0034235; GO:0045087; GO:0098609; GO:1902177
FUN_001332	GO:0004180; GO:0004181; GO:0005886; GO:0006508; GO:0008236; GO:0008239; GO:0016020; GO:0016805; GO:0046872
FUN_001336	GO:0005886; GO:0010008; GO:0010348; GO:0015385; GO:0016323; GO:0030317; GO:0030672; GO:0031966; GO:0042802; GO:0061178; GO:0072583; GO:0097228; GO:2001206
FUN_001343	GO:0006487; GO:0008250
FUN_001344	GO:0000086; GO:0003682; GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0005654; GO:0005759; GO:0005813; GO:0005829; GO:0005876; GO:0006468; GO:0006915; GO:0007095; GO:0008353; GO:0010971; GO:0018105; GO:0018107; GO:0030332; GO:0030496; GO:0030544; GO:0030855; GO:0034501; GO:0035173; GO:0042752; GO:0043066; GO:0048144; GO:0048511; GO:0051301; GO:0072686; GO:0090166; GO:0097125; GO:0106310; GO:1900182; GO:1905448
FUN_001355	GO:0003964
FUN_001356	GO:0008957; GO:0042207
FUN_001360	GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
FUN_001365	GO:0000502; GO:0001671; GO:0005634; GO:0005737; GO:0005789; GO:0005829; GO:0008285; GO:0016234; GO:0030308; GO:0030433; GO:0030544; GO:0031396; GO:0031398; GO:0031593; GO:0031625; GO:0031965; GO:0032091; GO:0032436; GO:0032781; GO:0032880; GO:0042026; GO:0043130; GO:0043161; GO:0048471; GO:0051082; GO:0051087; GO:0061077; GO:0070628; GO:0090084; GO:0090086; GO:0140036; GO:1903644
FUN_001369	GO:0001540; GO:0004972; GO:0005509; GO:0005516; GO:0005737; GO:0005789; GO:0005886; GO:0006812; GO:0007268; GO:0007420; GO:0008021; GO:0008542; GO:0009986; GO:0010524; GO:0014069; GO:0015276; GO:0016594; GO:0016595; GO:0017146; GO:0018964; GO:0022849; GO:0030425; GO:0035235; GO:0038023; GO:0042165; GO:0042391; GO:0043005; GO:0043083; GO:0043195; GO:0043197; GO:0044877; GO:0045202; GO:0045211; GO:0045471; GO:0045944; GO:0048167; GO:0048168; GO:0051290; GO:0051968; GO:0055074; GO:0060076; GO:0060079; GO:0097060; GO:0097553; GO:0098655; GO:0098976; GO:1903428; GO:1904062; GO:1905429; GO:2000463; GO:2001056
FUN_001371	GO:0004995; GO:0005886; GO:0007186; GO:0007217; GO:0007218; GO:0008188; GO:0016020; GO:0042048; GO:0050805; GO:0050911; GO:1904058
FUN_001372	GO:0004930; GO:0005886; GO:0007186; GO:0008188; GO:0015629; GO:0031628; GO:0042277; GO:0043408; GO:0045761; GO:2000479
FUN_001376	GO:0004995; GO:0005886; GO:0016497; GO:0061827; GO:0070472; GO:0097225; GO:1902093
FUN_001383	GO:0004995; GO:0005886; GO:0061827; GO:0070472; GO:0097225; GO:1902093
FUN_001386	GO:0005886; GO:0022857; GO:0071705
FUN_001387	GO:0004930; GO:0005886; GO:0007186; GO:0030030; GO:0042277
FUN_001394	GO:0005737
FUN_001396	GO:0000266; GO:0005743; GO:0006096; GO:0006541; GO:0006839; GO:0008271; GO:0009409; GO:0015078; GO:0015131; GO:0015140; GO:0015183; GO:0015297; GO:0015740; GO:0017077; GO:0022857; GO:0030225; GO:0042803; GO:0071333; GO:0072593; GO:0140787; GO:1990542; GO:1990845
FUN_001401	GO:0000122; GO:0005634; GO:0008284; GO:0016580; GO:0030336; GO:0030512; GO:0045596; GO:1902455; GO:1902459
FUN_001404	GO:0004721; GO:0004725; GO:0005737; GO:0006470; GO:0008330; GO:0017017; GO:0017018; GO:0030587; GO:0043409; GO:0072718
FUN_001406	GO:0003723; GO:0007399; GO:0030154; GO:1990904
FUN_001417	GO:0000122; GO:0000289; GO:0000932; GO:0001222; GO:0001829; GO:0003712; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006357; GO:0010606; GO:0016020; GO:0030014; GO:0030015; GO:0031047; GO:0033147; GO:0090503; GO:2000036
FUN_001419	GO:0003964; GO:0006313
FUN_001422	GO:0001822; GO:0005576; GO:0005634; GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0015031; GO:0016020; GO:0030902; GO:0030916; GO:0032391; GO:0032991; GO:0034451; GO:0035580; GO:0035869; GO:0036038; GO:0036064; GO:0042462; GO:0042802; GO:0043010; GO:0045893; GO:0048793; GO:0060271; GO:0070201; GO:0090316; GO:0097711; GO:1905349; GO:1905515
FUN_001427	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001428	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001429	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001430	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001432	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001433	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001434	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001435	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001437	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001439	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001440	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001441	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001442	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001443	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001444	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001445	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001449	GO:0005576; GO:0042151; GO:0044179; GO:0090729
FUN_001453	GO:0002003; GO:0004180; GO:0004197; GO:0005576; GO:0005615; GO:0005764; GO:0005783; GO:0005788; GO:0005886; GO:0005938; GO:0006508; GO:0008234; GO:0010757; GO:0030134; GO:0031410; GO:0032091; GO:0033116; GO:0035580; GO:0043231; GO:0051603; GO:0060441; GO:0062023; GO:0070062; GO:1901214; GO:1904813
