HOG	OG	Gene Tree Parent Clade	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
N1.HOG0000021	OG0000018	n0	FUN_039823-T1		
N1.HOG0000022	OG0000019	n0	FUN_042180-T1, FUN_013727-T1, FUN_013839-T1, FUN_013691-T1, FUN_013987-T1, FUN_011070-T1, FUN_011474-T1, FUN_011530-T1, FUN_011505-T1, FUN_011506-T1, FUN_011531-T1, FUN_011069-T1, FUN_011475-T1, FUN_011188-T1, FUN_011132-T1, FUN_011557-T1, FUN_040399-T1, FUN_019159-T1, FUN_042139-T1, FUN_027565-T1, FUN_027715-T1, FUN_013965-T1, FUN_027677-T1, FUN_027477-T1, FUN_013732-T1, FUN_027410-T1, FUN_027676-T1, FUN_027476-T1, FUN_027714-T1, FUN_027564-T1, FUN_013964-T1, FUN_013763-T1, FUN_027541-T1, FUN_027360-T1, FUN_027301-T1, FUN_013954-T1, FUN_013916-T1, FUN_013881-T1, FUN_027612-T1, FUN_042245-T1, FUN_015799-T1, FUN_042138-T1, FUN_015796-T1, FUN_015746-T1, FUN_015491-T1, FUN_015766-T1, FUN_015697-T1, FUN_015544-T1, FUN_015715-T1, FUN_015625-T1, FUN_042279-T1, FUN_015652-T1, FUN_013834-T1, FUN_013794-T1, FUN_013986-T1, FUN_014036-T1, FUN_029805-T1, FUN_029857-T1, FUN_029824-T1, FUN_029847-T1, FUN_029873-T1, FUN_042229-T1, FUN_015516-T1, FUN_015575-T1		
N1.HOG0000023	OG0000020	n0	FUN_041178-T1, FUN_033653-T1, FUN_036516-T1, FUN_030573-T1, FUN_041120-T1, FUN_043924-T1, FUN_041028-T1, FUN_030545-T1, FUN_041177-T1, FUN_018614-T1, FUN_034640-T1, FUN_017736-T1, FUN_033654-T1, FUN_010134-T1, FUN_044742-T1, FUN_010489-T1, FUN_027598-T1, FUN_011099-T1, FUN_023819-T1, FUN_024824-T1, FUN_029350-T1, FUN_018371-T1, FUN_005744-T1, FUN_023910-T1, FUN_022025-T1, FUN_041029-T1, FUN_043925-T1, FUN_041119-T1, FUN_030546-T1, FUN_030574-T1, FUN_013822-T1, FUN_014082-T1, FUN_014081-T1, FUN_025054-T1, FUN_040357-T1, FUN_027599-T1, FUN_023811-T1, FUN_019180-T1, FUN_000506-T1, FUN_036632-T1, FUN_036670-T1, FUN_036708-T1, FUN_013851-T1, FUN_011078-T1, FUN_012897-T1, FUN_012893-T1, FUN_007232-T1, FUN_044582-T1, FUN_028683-T1, FUN_026661-T1, FUN_028789-T1, FUN_002141-T1, FUN_018761-T1, FUN_012203-T1, FUN_012917-T1, FUN_017735-T1, FUN_034641-T1, FUN_003288-T1, FUN_014838-T1, FUN_019493-T1, FUN_010133-T1, FUN_034763-T1, FUN_027248-T1		
N1.HOG0000024	OG0000021	n0	FUN_012954-T1, FUN_012943-T1, FUN_007248-T1, FUN_043866-T1, FUN_043871-T1, FUN_042532-T1, FUN_042733-T1, FUN_019193-T1, FUN_043844-T1, FUN_007297-T1, FUN_019246-T1, FUN_002284-T1, FUN_002237-T1, FUN_002298-T1, FUN_036688-T1, FUN_039223-T1, FUN_039249-T1, FUN_039183-T1, FUN_039150-T1, FUN_039184-T1, FUN_039185-T1, FUN_044371-T1, FUN_044361-T1, FUN_003377-T1, FUN_017739-T1, FUN_007277-T1, FUN_039524-T1, FUN_017717-T1, FUN_002220-T1, FUN_005761-T1, FUN_039222-T1, FUN_041039-T1, FUN_010549-T1, FUN_036722-T1, FUN_036614-T1, FUN_030502-T1, FUN_036649-T1, FUN_041104-T1, FUN_044336-T1, FUN_002179-T1, FUN_030597-T1, FUN_003352-T1, FUN_005792-T1, FUN_039119-T1, FUN_023832-T1, FUN_030558-T1, FUN_039149-T1, FUN_021080-T1, FUN_021058-T1, FUN_030079-T1, FUN_025164-T1, FUN_025186-T1, FUN_010143-T1, FUN_025205-T1, FUN_021071-T1, FUN_005760-T1, FUN_007311-T1, FUN_030596-T1, FUN_041105-T1, FUN_039628-T1, FUN_039118-T1, FUN_030557-T1		
N1.HOG0000025	OG0000022	n0		Pocillopora_meandrina_HIv1___RNAseq.g23298.t1	
N1.HOG0000026	OG0000023	n0	FUN_042484-T1, FUN_042475-T1, FUN_042490-T1, FUN_042489-T1, FUN_042481-T1, FUN_042482-T1, FUN_028621-T1, FUN_026616-T1, FUN_027470-T1, FUN_005287-T1, FUN_009785-T1, FUN_009786-T1, FUN_013978-T1, FUN_027720-T1, FUN_033154-T1, FUN_027580-T1, FUN_003653-T1, FUN_005954-T1, FUN_019507-T1, FUN_043901-T1, FUN_028422-T1, FUN_027646-T1, FUN_013762-T1, FUN_019727-T1, FUN_019764-T1, FUN_015383-T1, FUN_015793-T1, FUN_011266-T1, FUN_042191-T1, FUN_015520-T1, FUN_042241-T1, FUN_042242-T1, FUN_027692-T1, FUN_027560-T1, FUN_012987-T1, FUN_027684-T1, FUN_014238-T1, FUN_013885-T1, FUN_013915-T1, FUN_013914-T1, FUN_011229-T1, FUN_012910-T1, FUN_033337-T1, FUN_039404-T1, FUN_031205-T1, FUN_005419-T1, FUN_042439-T1, FUN_014371-T1, FUN_043905-T1, FUN_015519-T1, FUN_013741-T1, FUN_013830-T1, FUN_031483-T1, FUN_042954-T1, FUN_014230-T1, FUN_040516-T1, FUN_013930-T1, FUN_011443-T1, FUN_013774-T1, FUN_041271-T1, FUN_042483-T1		
N1.HOG0000027	OG0000024	n0	FUN_043886-T1, FUN_043940-T1, FUN_044237-T1, FUN_044199-T1, FUN_044243-T1, FUN_043943-T1, FUN_042798-T1, FUN_007197-T1, FUN_043668-T1, FUN_007202-T1, FUN_007192-T1, FUN_037883-T1, FUN_007189-T1, FUN_044302-T1, FUN_043877-T1, FUN_042795-T1, FUN_042788-T1, FUN_044119-T1, FUN_043879-T1, FUN_037887-T1, FUN_042793-T1, FUN_044242-T1, FUN_043882-T1, FUN_043935-T1, FUN_016172-T1, FUN_044211-T1, FUN_044135-T1, FUN_044204-T1, FUN_044229-T1, FUN_044206-T1, FUN_000032-T1, FUN_044227-T1, FUN_043893-T1, FUN_044215-T1, FUN_044295-T1, FUN_042801-T1, FUN_043896-T1, FUN_044222-T1, FUN_034770-T1, FUN_042790-T1, FUN_044131-T1, FUN_044053-T1, FUN_044209-T1, FUN_033657-T1, FUN_003723-T1, FUN_003722-T1, FUN_044303-T1, FUN_043939-T1, FUN_044238-T1, FUN_043887-T1, FUN_033658-T1, FUN_044118-T1, FUN_043890-T1, FUN_044244-T1, FUN_044234-T1, FUN_019006-T1, FUN_044219-T1, FUN_042799-T1, FUN_044233-T1, FUN_042786-T1		
N1.HOG0000028	OG0000025	n0	FUN_018445-T1, FUN_018735-T1, FUN_040520-T1, FUN_040378-T1, FUN_040511-T1, FUN_040518-T1, FUN_040535-T1, FUN_040535-T2, FUN_018910-T1, FUN_040498-T1, FUN_040351-T1, FUN_026295-T1, FUN_037362-T1, FUN_040509-T1, FUN_031456-T1, FUN_018294-T1, FUN_018776-T1, FUN_018693-T1, FUN_045527-T1, FUN_031399-T1, FUN_045527-T2, FUN_031377-T1, FUN_035562-T1, FUN_018473-T1, FUN_039427-T1, FUN_018198-T1, FUN_018481-T1, FUN_035590-T1, FUN_031398-T1, FUN_018472-T1, FUN_035563-T1, FUN_018623-T1, FUN_018799-T1, FUN_018507-T1, FUN_018155-T1, FUN_018202-T1, FUN_018219-T1, FUN_018333-T1, FUN_018236-T1, FUN_018358-T1, FUN_018312-T2, FUN_018312-T1, FUN_018658-T1, FUN_018273-T1, FUN_018200-T1, FUN_023541-T1, FUN_018348-T1, FUN_018273-T2, FUN_018433-T1, FUN_009756-T1, FUN_009756-T2, FUN_009730-T1, FUN_009718-T1, FUN_018408-T1, FUN_004009-T1, FUN_018893-T1, FUN_040521-T1, FUN_018468-T1, FUN_040523-T1, FUN_040379-T1		
N1.HOG0000029	OG0000026	n0	FUN_002843-T1, FUN_010226-T1, FUN_002949-T1, FUN_002876-T1, FUN_039015-T1, FUN_002652-T1, FUN_019355-T1, FUN_028529-T1, FUN_019348-T1, FUN_019374-T1, FUN_019253-T1, FUN_006020-T1, FUN_006344-T1, FUN_019819-T1, FUN_027793-T1, FUN_019265-T1, FUN_020922-T1, FUN_020926-T1, FUN_006309-T1, FUN_020026-T1, FUN_028707-T1, FUN_027769-T1, FUN_019320-T1, FUN_020962-T1, FUN_019866-T1, FUN_020953-T1, FUN_028605-T1, FUN_019268-T1, FUN_020987-T1, FUN_028675-T1, FUN_028569-T1, FUN_019576-T1, FUN_006024-T1, FUN_019643-T1, FUN_019766-T1, FUN_019590-T1, FUN_028673-T1, FUN_020964-T1, FUN_028603-T1, FUN_028542-T1, FUN_019867-T1, FUN_020954-T1, FUN_020988-T1, FUN_019277-T1, FUN_020936-T1, FUN_019618-T1, FUN_019734-T1, FUN_019686-T1, FUN_028741-T1, FUN_028627-T1, FUN_020025-T1, FUN_028674-T1, FUN_028604-T1, FUN_028708-T1, FUN_028774-T1, FUN_002925-T1, FUN_020612-T1, FUN_019578-T1		
N1.HOG0000030	OG0000027	n2	FUN_029680-T1, FUN_029707-T1, FUN_029707-T2, FUN_029674-T1		
N1.HOG0000031	OG0000027	n6	FUN_029591-T1, FUN_029666-T1	Pocillopora_meandrina_HIv1___RNAseq.g26191.t1	
N1.HOG0000032	OG0000027	n18	FUN_001559-T1		
N1.HOG0000033	OG0000027	n26	FUN_029705-T1, FUN_029681-T1	Pocillopora_meandrina_HIv1___RNAseq.g2270.t1a	
N1.HOG0000034	OG0000027	n30	FUN_029565-T1, FUN_029565-T2		
N1.HOG0000035	OG0000027	n32	FUN_029566-T1		
N1.HOG0000036	OG0000027	n34	FUN_029678-T1, FUN_029676-T1, FUN_029559-T1, FUN_029609-T1, FUN_029604-T1, FUN_029575-T1, FUN_029582-T1, FUN_029611-T1, FUN_029592-T1, FUN_029655-T1, FUN_029589-T1, FUN_029602-T1, FUN_029596-T1, FUN_029652-T1, FUN_029646-T1, FUN_029607-T1, FUN_029598-T1, FUN_029594-T1, FUN_029564-T1, FUN_029560-T1, FUN_029578-T1, FUN_029600-T1		
N1.HOG0000037	OG0000028	n0	FUN_018203-T1, FUN_018748-T1, FUN_018727-T1, FUN_018671-T1, FUN_018652-T1, FUN_018194-T1, FUN_018511-T1, FUN_018447-T1, FUN_018319-T1, FUN_018249-T1, FUN_018152-T1, FUN_018140-T1, FUN_018150-T1, FUN_018146-T1, FUN_018149-T1, FUN_018147-T1, FUN_018341-T1, FUN_018173-T1, FUN_018148-T1, FUN_018266-T1, FUN_018338-T1, FUN_018204-T2, FUN_018184-T1, FUN_018713-T1, FUN_018646-T1, FUN_018298-T1, FUN_018297-T1, FUN_018207-T1, FUN_018344-T1, FUN_018322-T1, FUN_018212-T1, FUN_018164-T1, FUN_018323-T1, FUN_018296-T1, FUN_018181-T1, FUN_018343-T1, FUN_018145-T1, FUN_018272-T1, FUN_018268-T1, FUN_018742-T1, FUN_018271-T1, FUN_018182-T1, FUN_018274-T1, FUN_018319-T2, FUN_018307-T1, FUN_018469-T1, FUN_018277-T1, FUN_018222-T2, FUN_018653-T1, FUN_018749-T1, FUN_018729-T1, FUN_018174-T1, FUN_018745-T1, FUN_018667-T1, FUN_018204-T1, FUN_018214-T1, FUN_018320-T1, FUN_018206-T1		
N1.HOG0000038	OG0000030	n0	FUN_000016-T1, FUN_000017-T1, FUN_000018-T1, FUN_000021-T1, FUN_000023-T1, FUN_000024-T1, FUN_000025-T1, FUN_000026-T1, FUN_000027-T1, FUN_044003-T1, FUN_000022-T1, FUN_044278-T1, FUN_044006-T1, FUN_000030-T1, FUN_044279-T1, FUN_044001-T1, FUN_043995-T1, FUN_044005-T1, FUN_000015-T1, FUN_000020-T1, FUN_000014-T1, FUN_000011-T1, FUN_019278-T1, FUN_026605-T1, FUN_005754-T1, FUN_002758-T1, FUN_007742-T1, FUN_019603-T1, FUN_019604-T1, FUN_040892-T1, FUN_011502-T1, FUN_043998-T1, FUN_043996-T1, FUN_044280-T1, FUN_044000-T1, FUN_002757-T1, FUN_043997-T1, FUN_017317-T1, FUN_000029-T1, FUN_017330-T1, FUN_017329-T1, FUN_043999-T1, FUN_017320-T1, FUN_017289-T1, FUN_044286-T1, FUN_044285-T1, FUN_044431-T1, FUN_002863-T1, FUN_027419-T1, FUN_013988-T1, FUN_037038-T1, FUN_044007-T1, FUN_000010-T1, FUN_000012-T1		
N1.HOG0000039	OG0000031	n0	FUN_002494-T1, FUN_002625-T1, FUN_002503-T1, FUN_002523-T1, FUN_002561-T1, FUN_002501-T1, FUN_002484-T1, FUN_002499-T1, FUN_002475-T1, FUN_002558-T1, FUN_002534-T1, FUN_002628-T2, FUN_002554-T1, FUN_002531-T1, FUN_006784-T1, FUN_006788-T1, FUN_002539-T1, FUN_002481-T1, FUN_002543-T2, FUN_002543-T5, FUN_002513-T1, FUN_002553-T1, FUN_002529-T1, FUN_002567-T1, FUN_002560-T1, FUN_018022-T1, FUN_002622-T1, FUN_002628-T1, FUN_002543-T3, FUN_002504-T1, FUN_002517-T1, FUN_002565-T1, FUN_002575-T1, FUN_002495-T1, FUN_002490-T1, FUN_002527-T1, FUN_002536-T1, FUN_002560-T2, FUN_002476-T1, FUN_002492-T1, FUN_002626-T1, FUN_002526-T1, FUN_002546-T1, FUN_002508-T2, FUN_002543-T1, FUN_002573-T1, FUN_002572-T1, FUN_002508-T1, FUN_002480-T1, FUN_002480-T2, FUN_002515-T1, FUN_002543-T4	Pocillopora_meandrina_HIv1___RNAseq.g284.t1	
N1.HOG0000040	OG0000033	n0	FUN_002339-T1, FUN_002331-T1, FUN_002337-T1, FUN_002341-T1, FUN_002333-T1, FUN_002329-T1, FUN_002327-T1, FUN_002345-T1, FUN_002335-T1, FUN_043226-T1, FUN_043227-T1, FUN_043228-T1, FUN_011783-T1, FUN_011812-T1, FUN_023456-T1, FUN_023456-T2, FUN_015329-T1, FUN_002861-T1, FUN_002829-T1, FUN_016881-T1, FUN_032984-T1, FUN_036531-T1, FUN_040972-T1, FUN_032977-T1, FUN_016752-T1, FUN_026602-T1, FUN_026613-T1, FUN_026615-T1, FUN_045223-T1, FUN_033316-T1, FUN_029688-T1, FUN_029682-T1, FUN_029704-T1, FUN_029686-T1, FUN_016776-T1, FUN_016766-T1, FUN_016751-T1, FUN_016768-T1, FUN_016770-T1, FUN_016844-T1, FUN_016758-T1, FUN_016848-T1, FUN_016748-T1, FUN_016774-T1, FUN_009763-T1, FUN_009617-T1, FUN_009637-T1, FUN_009631-T1, FUN_029691-T1, FUN_033117-T1, FUN_033116-T1, FUN_033287-T1		
N1.HOG0000041	OG0000034	n0	FUN_020008-T1, FUN_036562-T1, FUN_013294-T1, FUN_027875-T1, FUN_010503-T1, FUN_009238-T1, FUN_025488-T1, FUN_025487-T1, FUN_027671-T1, FUN_027429-T1, FUN_012053-T1, FUN_018607-T1, FUN_045086-T1, FUN_015800-T1, FUN_045023-T1, FUN_011135-T1, FUN_027625-T1, FUN_019647-T1, FUN_041229-T1, FUN_036561-T1, FUN_034733-T1, FUN_018704-T1, FUN_027415-T1, FUN_019648-T1, FUN_027498-T1, FUN_017326-T1, FUN_017322-T1, FUN_017324-T1, FUN_017323-T1, FUN_017328-T1, FUN_037351-T1, FUN_005755-T1, FUN_013989-T1, FUN_027289-T1, FUN_003677-T1, FUN_011141-T1, FUN_040903-T1, FUN_003157-T1, FUN_029304-T1, FUN_034734-T1, FUN_041241-T1, FUN_027874-T1, FUN_005732-T1, FUN_019858-T1, FUN_042217-T1, FUN_031581-T1, FUN_033141-T1, FUN_007650-T1, FUN_011563-T1, FUN_004644-T1, FUN_019678-T1		
N1.HOG0000042	OG0000035	n0	FUN_025011-T1, FUN_024985-T1, FUN_024979-T1, FUN_024965-T1, FUN_024958-T1, FUN_024956-T1, FUN_024996-T1, FUN_024992-T1, FUN_024983-T1, FUN_024970-T1, FUN_024968-T1, FUN_025025-T1, FUN_024993-T1, FUN_025026-T1, FUN_025023-T1, FUN_025027-T1, FUN_025024-T1, FUN_024957-T1, FUN_025013-T1, FUN_024953-T1, FUN_025015-T1, FUN_024986-T1, FUN_024988-T1, FUN_024978-T1, FUN_024966-T1, FUN_024969-T1, FUN_024982-T1, FUN_024974-T1, FUN_024949-T1, FUN_024960-T1, FUN_025030-T1, FUN_024977-T1, FUN_025004-T1, FUN_024998-T1, FUN_024964-T1, FUN_025010-T1, FUN_024962-T1, FUN_024947-T1, FUN_024971-T1, FUN_025018-T1, FUN_024952-T1, FUN_024991-T1, FUN_024980-T1, FUN_024994-T1, FUN_024990-T1, FUN_024955-T1, FUN_024997-T1, FUN_025021-T1, FUN_024987-T1, FUN_024981-T1, FUN_024967-T1		
N1.HOG0000043	OG0000036	n0	FUN_036518-T1, FUN_023907-T1, FUN_026663-T1, FUN_027616-T1, FUN_005743-T1, FUN_018611-T1, FUN_014079-T1, FUN_010491-T1, FUN_012891-T1, FUN_027596-T1, FUN_041122-T1, FUN_043922-T1, FUN_041026-T1, FUN_017737-T1, FUN_034760-T1, FUN_034757-T1, FUN_024898-T1, FUN_042117-T1, FUN_000509-T1, FUN_012920-T1, FUN_019183-T1, FUN_016830-T1, FUN_012201-T1, FUN_029352-T1, FUN_033519-T1, FUN_036763-T1, FUN_023610-T1, FUN_003290-T1, FUN_030628-T1, FUN_010136-T1, FUN_033656-T1, FUN_014840-T1, FUN_018369-T1, FUN_019390-T1, FUN_011450-T1, FUN_027250-T1, FUN_002143-T1, FUN_006591-T1, FUN_026634-T1, FUN_036668-T1, FUN_036706-T1, FUN_036630-T1, FUN_023814-T1, FUN_007234-T1, FUN_013792-T1, FUN_019490-T1, FUN_024822-T1, FUN_023817-T1, FUN_011081-T1, FUN_011097-T1		
N1.HOG0000044	OG0000037	n0	FUN_005594-T1, FUN_005593-T1, FUN_005599-T1, FUN_005626-T1, FUN_005590-T1, FUN_005582-T1, FUN_005627-T1, FUN_005583-T1, FUN_005606-T1, FUN_005611-T1, FUN_005618-T1, FUN_005622-T1, FUN_005607-T1, FUN_005617-T1, FUN_005619-T1, FUN_005623-T1, FUN_005613-T1, FUN_005620-T1, FUN_005609-T1, FUN_005624-T1, FUN_005616-T1, FUN_005615-T1, FUN_005612-T1, FUN_005604-T1, FUN_005625-T1, FUN_005614-T1, FUN_005621-T1, FUN_005605-T1, FUN_005628-T1, FUN_005584-T1, FUN_005597-T1, FUN_005589-T1, FUN_005601-T1, FUN_005588-T1, FUN_005603-T1, FUN_005587-T1, FUN_005586-T1, FUN_005610-T1, FUN_005600-T1, FUN_005596-T1, FUN_005585-T1, FUN_005598-T1, FUN_005592-T1, FUN_005581-T1, FUN_005629-T1, FUN_005608-T1, FUN_005591-T1, FUN_005602-T1, FUN_005595-T1		
N1.HOG0000045	OG0000039	n0	FUN_009079-T1, FUN_009062-T1, FUN_009120-T1, FUN_009192-T1, FUN_009127-T1, FUN_009265-T1, FUN_009083-T1, FUN_009872-T1, FUN_009142-T1, FUN_009121-T1, FUN_009084-T1, FUN_009090-T1, FUN_009161-T1, FUN_009870-T1, FUN_009249-T1, FUN_009200-T1, FUN_009108-T1, FUN_009125-T1, FUN_009197-T1, FUN_009195-T1, FUN_026651-T1, FUN_026649-T1, FUN_009075-T1, FUN_009081-T1, FUN_009875-T1, FUN_009239-T1, FUN_009069-T1, FUN_009233-T1, FUN_009237-T1, FUN_009057-T1, FUN_009128-T1, FUN_009250-T1, FUN_009210-T1, FUN_009151-T1, FUN_009154-T1, FUN_009189-T1, FUN_009060-T1, FUN_009070-T1, FUN_009063-T1, FUN_009176-T1, FUN_009244-T1, FUN_023603-T1, FUN_009099-T1, FUN_009129-T1, FUN_009206-T1, FUN_009225-T1, FUN_009072-T1		
N1.HOG0000046	OG0000040	n0	FUN_044850-T1	Pocillopora_meandrina_HIv1___RNAseq.g3379.t1, Pocillopora_meandrina_HIv1___TS.g9288.t1, Pocillopora_meandrina_HIv1___RNAseq.g25327.t1	
N1.HOG0000047	OG0000041	n0		Pocillopora_meandrina_HIv1___TS.g25175.t1	
N1.HOG0000048	OG0000042	n1	FUN_039489-T1		
N1.HOG0000049	OG0000042	n6	FUN_029834-T1, FUN_031018-T1, FUN_035141-T1, FUN_011167-T1, FUN_039486-T1, FUN_036477-T1, FUN_039425-T1, FUN_010905-T1, FUN_013548-T1, FUN_030111-T1		
N1.HOG0000050	OG0000042	n19	FUN_017214-T1, FUN_005359-T1, FUN_030112-T1, FUN_010904-T1, FUN_013549-T1, FUN_006523-T1, FUN_026293-T1	Pocillopora_meandrina_HIv1___RNAseq.g28608.t1a	
N1.HOG0000051	OG0000042	n26	FUN_042079-T1		
N1.HOG0000052	OG0000042	n28	FUN_032846-T1, FUN_025451-T1, FUN_005358-T1, FUN_035958-T1, FUN_002421-T1, FUN_039318-T1, FUN_014401-T1, FUN_014402-T1, FUN_014400-T1, FUN_014761-T1, FUN_001673-T1, FUN_035140-T1, FUN_014126-T1, FUN_002420-T1, FUN_024227-T1, FUN_029835-T1, FUN_043828-T1, FUN_031019-T1		
N1.HOG0000053	OG0000043	n0	FUN_011106-T1, FUN_018687-T1, FUN_040887-T1, FUN_037033-T1, FUN_020930-T1, FUN_011071-T1, FUN_039762-T1, FUN_036534-T1, FUN_026606-T1, FUN_036776-T1, FUN_015676-T1, FUN_019857-T1, FUN_019675-T1, FUN_001931-T1, FUN_019679-T1, FUN_002839-T1, FUN_018895-T1, FUN_007595-T1, FUN_040459-T1, FUN_024920-T1, FUN_019861-T1, FUN_015717-T1, FUN_040981-T1, FUN_040355-T1, FUN_006347-T1, FUN_011152-T1, FUN_039103-T1, FUN_011494-T1, FUN_009912-T1, FUN_002398-T1, FUN_015877-T1, FUN_015617-T1, FUN_015681-T1, FUN_005702-T1, FUN_037816-T1, FUN_030637-T1, FUN_006355-T1, FUN_027642-T1, FUN_027639-T1, FUN_039998-T1, FUN_027649-T1, FUN_009596-T1, FUN_027641-T1, FUN_019569-T1, FUN_013816-T1		
N1.HOG0000054	OG0000044	n0	FUN_009812-T1, FUN_005292-T1, FUN_005282-T1, FUN_005285-T1, FUN_005297-T1, FUN_005276-T1, FUN_030191-T1, FUN_028238-T1, FUN_009800-T1, FUN_009788-T1, FUN_033336-T1, FUN_009811-T1, FUN_028238-T2, FUN_009804-T1, FUN_009805-T1, FUN_009782-T1, FUN_019489-T1, FUN_024537-T1, FUN_038825-T1, FUN_024529-T1, FUN_038908-T1, FUN_024536-T1, FUN_024463-T1, FUN_007672-T1, FUN_027954-T1, FUN_027952-T1, FUN_027958-T1, FUN_009774-T1, FUN_009633-T1, FUN_009587-T1, FUN_009594-T1, FUN_009614-T1, FUN_009623-T1, FUN_009537-T1, FUN_009554-T1, FUN_033320-T1, FUN_009544-T1, FUN_009762-T1, FUN_009586-T1, FUN_009561-T1, FUN_009625-T1, FUN_009550-T1, FUN_019505-T1, FUN_019499-T1, FUN_027957-T1, FUN_009815-T1		
N1.HOG0000055	OG0000045	n1		Pocillopora_meandrina_HIv1___TS.g5095.t1c	
N1.HOG0000056	OG0000045	n28		Pocillopora_meandrina_HIv1___TS.g28748.t1	
N1.HOG0000057	OG0000046	n0	FUN_014325-T1, FUN_041235-T1, FUN_014269-T1, FUN_014319-T1, FUN_014332-T1, FUN_014321-T1, FUN_041287-T1, FUN_041294-T1, FUN_041246-T1, FUN_014201-T1, FUN_002081-T1, FUN_014299-T1, FUN_041250-T1, FUN_014330-T1, FUN_041305-T1, FUN_041259-T1, FUN_041258-T1, FUN_041304-T1, FUN_041288-T1, FUN_041256-T1, FUN_041302-T1, FUN_041224-T1, FUN_041281-T1, FUN_041290-T1, FUN_041242-T1, FUN_041230-T1, FUN_041261-T1, FUN_041292-T1, FUN_041307-T1, FUN_041309-T1, FUN_014298-T1, FUN_014333-T1, FUN_014358-T1, FUN_041219-T1, FUN_014313-T1, FUN_041215-T1, FUN_014287-T1, FUN_014293-T1, FUN_014283-T1, FUN_041283-T1, FUN_014341-T1, FUN_041226-T1, FUN_041303-T1, FUN_041257-T1		
N1.HOG0000058	OG0000047	n0	FUN_024298-T1, FUN_024294-T1, FUN_024318-T1, FUN_024283-T1, FUN_024266-T1, FUN_024229-T1, FUN_026907-T1, FUN_024256-T1, FUN_024302-T1, FUN_024311-T1, FUN_024275-T1, FUN_024263-T1, FUN_024291-T1, FUN_024326-T1, FUN_024253-T3, FUN_024253-T2, FUN_024253-T1, FUN_024305-T1, FUN_024259-T1, FUN_024231-T1, FUN_024309-T1, FUN_024273-T1, FUN_024241-T1, FUN_024271-T1, FUN_024307-T1, FUN_024236-T1, FUN_024293-T1, FUN_024262-T1, FUN_024238-T1, FUN_024269-T1, FUN_024225-T1, FUN_024228-T1, FUN_024292-T1, FUN_024240-T1, FUN_024235-T1, FUN_024261-T1, FUN_024304-T1, FUN_024258-T1	Pocillopora_meandrina_HIv1___RNAseq.g18919.t1b	
N1.HOG0000059	OG0000048	n0	FUN_002140-T1, FUN_044743-T1, FUN_045370-T1, FUN_014083-T1		
N1.HOG0000060	OG0000049	n1	FUN_003890-T1		
N1.HOG0000061	OG0000049	n4	FUN_009394-T1, FUN_009404-T1		
N1.HOG0000062	OG0000049	n6	FUN_009417-T1, FUN_031228-T1, FUN_009400-T1, FUN_009397-T3, FUN_009397-T2	Pocillopora_meandrina_HIv1___RNAseq.g5928.t1a	
N1.HOG0000063	OG0000049	n38	FUN_009397-T1		
N1.HOG0000064	OG0000050	n0	FUN_041198-T1, FUN_014209-T1, FUN_014214-T1, FUN_041202-T1, FUN_014171-T1, FUN_014176-T1, FUN_014175-T1, FUN_014204-T1, FUN_014215-T1, FUN_041196-T1, FUN_014202-T1, FUN_014244-T1, FUN_041200-T1, FUN_014241-T1, FUN_014217-T1, FUN_014253-T1, FUN_014344-T1, FUN_014212-T1, FUN_014184-T1, FUN_014237-T1, FUN_037433-T1, FUN_037431-T1, FUN_037434-T1, FUN_037432-T1, FUN_014105-T1, FUN_038911-T1, FUN_038911-T2, FUN_014133-T1, FUN_014141-T1, FUN_014139-T2, FUN_014139-T1, FUN_014159-T1, FUN_014144-T1, FUN_014155-T1, FUN_014158-T1, FUN_014145-T1, FUN_014149-T1, FUN_014153-T1, FUN_014161-T1, FUN_014129-T1, FUN_014127-T1, FUN_014140-T1, FUN_014172-T1		
N1.HOG0000065	OG0000051	n0	FUN_029836-T1		
N1.HOG0000066	OG0000052	n0	FUN_014080-T1, FUN_014839-T1, FUN_026662-T1, FUN_011098-T1, FUN_034761-T1, FUN_000508-T1, FUN_042116-T1, FUN_012892-T1, FUN_010490-T1, FUN_043923-T1, FUN_041121-T1, FUN_041027-T1, FUN_018612-T1, FUN_040359-T1, FUN_026635-T1, FUN_012898-T1, FUN_011080-T1, FUN_016829-T1, FUN_010135-T1, FUN_011451-T1, FUN_033518-T1, FUN_033655-T1, FUN_024897-T1, FUN_023813-T1, FUN_036517-T1, FUN_007233-T1, FUN_006592-T1, FUN_028685-T1, FUN_034756-T1, FUN_027249-T1, FUN_023908-T1, FUN_019389-T1, FUN_036762-T1, FUN_012919-T1, FUN_030629-T1, FUN_024823-T1, FUN_019491-T1, FUN_018370-T1, FUN_023611-T1, FUN_003289-T1, FUN_023818-T1, FUN_019182-T1		
