HOG	OG	Gene Tree Parent Clade	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
N0.HOG0000809	OG0000626	n0	FUN_002414-T1, FUN_002374-T1, FUN_002371-T1, FUN_002415-T1, FUN_002418-T1, FUN_002417-T1, FUN_002366-T1, FUN_002363-T1, FUN_002363-T2, FUN_002410-T1	Pocillopora_meandrina_HIv1___RNAseq.g53.t1	Peve_00014903, Peve_00029562
N0.HOG0000810	OG0000627	n1	FUN_038052-T1	Pocillopora_meandrina_HIv1___RNAseq.g14857.t1, Pocillopora_meandrina_HIv1___RNAseq.g777.t1, Pocillopora_meandrina_HIv1___RNAseq.g778.t1, Pocillopora_meandrina_HIv1___RNAseq.g776.t1	Peve_00034004
N0.HOG0000811	OG0000627	n6	FUN_002435-T1, FUN_037939-T1, FUN_038124-T1, FUN_037940-T1	Pocillopora_meandrina_HIv1___RNAseq.g26200.t1, Pocillopora_meandrina_HIv1___RNAseq.g26199.t1	Peve_00003034
N0.HOG0000812	OG0000628	n1	FUN_007580-T1, FUN_010118-T1, FUN_033557-T1, FUN_026843-T1, FUN_017196-T1		Peve_00000255
N0.HOG0000813	OG0000628	n7	FUN_040651-T1, FUN_033552-T1, FUN_002459-T1	Pocillopora_meandrina_HIv1___TS.g12686.t1	Peve_00032755
N0.HOG0000814	OG0000628	n11	FUN_002458-T1		Peve_00006328
N0.HOG0000815	OG0000629	n0	FUN_002608-T1, FUN_002587-T1, FUN_016855-T1, FUN_040460-T1, FUN_011424-T1, FUN_040451-T1, FUN_019602-T1, FUN_040891-T1, FUN_002753-T1, FUN_041355-T1, FUN_018702-T1, FUN_015843-T1, FUN_033526-T1		
N0.HOG0000816	OG0000630	n0	FUN_012911-T1, FUN_012903-T1, FUN_043076-T1, FUN_002597-T1, FUN_009163-T1, FUN_011459-T1, FUN_027095-T1, FUN_043058-T1, FUN_043063-T1, FUN_013775-T1, FUN_013931-T1, FUN_005444-T1, FUN_011458-T1		
N0.HOG0000817	OG0000631	n0	FUN_018362-T1, FUN_018332-T1, FUN_018310-T1, FUN_009743-T1, FUN_016934-T1, FUN_023608-T1, FUN_018633-T1, FUN_026612-T1, FUN_033133-T1, FUN_009868-T1, FUN_033142-T1, FUN_002837-T1, FUN_018376-T1		
N0.HOG0000818	OG0000632	n0	FUN_007619-T1, FUN_042123-T1, FUN_009681-T1, FUN_026509-T1, FUN_026524-T1, FUN_045328-T3, FUN_038963-T1, FUN_027439-T1, FUN_016281-T1, FUN_007618-T1, FUN_002847-T1, FUN_008843-T1, FUN_041060-T1		
N0.HOG0000819	OG0000633	n0	FUN_022515-T1, FUN_003736-T1, FUN_020861-T1, FUN_027168-T1, FUN_017239-T1, FUN_030032-T1, FUN_030031-T1, FUN_020860-T1, FUN_019548-T1, FUN_020887-T1, FUN_003728-T1, FUN_003761-T1, FUN_019478-T1		
N0.HOG0000820	OG0000634	n0	FUN_042277-T1, FUN_023767-T1, FUN_023775-T1, FUN_020812-T1, FUN_008696-T1, FUN_042275-T1, FUN_017692-T1, FUN_023766-T1, FUN_042276-T1, FUN_016900-T1, FUN_003788-T2, FUN_003788-T1		Peve_00037521
N0.HOG0000821	OG0000635	n1		Pocillopora_meandrina_HIv1___RNAseq.g3364.t1, Pocillopora_meandrina_HIv1___RNAseq.g3381.t1, Pocillopora_meandrina_HIv1___RNAseq.g3353.t1	
N0.HOG0000822	OG0000635	n4	FUN_024882-T1, FUN_006490-T1, FUN_021106-T1, FUN_003873-T1, FUN_044480-T2, FUN_011485-T1		Peve_00008347
N0.HOG0000823	OG0000635	n10	FUN_033643-T1, FUN_026625-T1		Peve_00032440
N0.HOG0000824	OG0000636	n0	FUN_003930-T1, FUN_003928-T1, FUN_003987-T1, FUN_003882-T1	Pocillopora_meandrina_HIv1___TS.g7826.t1	Peve_00003887, Peve_00003882, Peve_00002496, Peve_00002497, Peve_00006587, Peve_00028983, Peve_00028764, Peve_00037176
N0.HOG0000825	OG0000637	n0	FUN_021950-T1, FUN_019040-T1, FUN_018769-T1, FUN_012850-T1, FUN_043296-T1, FUN_039418-T1, FUN_011087-T1, FUN_018770-T1, FUN_013528-T1, FUN_045676-T1, FUN_004103-T1, FUN_014270-T1		Peve_00011782
N0.HOG0000826	OG0000638	n0	FUN_005094-T1, FUN_031045-T1, FUN_026276-T1, FUN_013875-T1, FUN_039572-T1, FUN_018263-T1, FUN_015756-T1	Pocillopora_meandrina_HIv1___RNAseq.g16137.t1, Pocillopora_meandrina_HIv1___RNAseq.g15757.t1, Pocillopora_meandrina_HIv1___RNAseq.g18177.t1, Pocillopora_meandrina_HIv1___RNAseq.g18175.t1, Pocillopora_meandrina_HIv1___RNAseq.g2970.t1	Peve_00024887
N0.HOG0000827	OG0000639	n1	FUN_030030-T1		Peve_00022895
N0.HOG0000828	OG0000639	n2	FUN_005486-T1, FUN_036680-T1, FUN_036640-T1, FUN_036718-T1, FUN_005482-T1, FUN_036718-T2, FUN_036640-T2	Pocillopora_meandrina_HIv1___RNAseq.g22101.t1, Pocillopora_meandrina_HIv1___RNAseq.g19297.t1a	Peve_00019019, Peve_00009409
N0.HOG0000829	OG0000640	n0	FUN_010479-T1, FUN_022143-T1, FUN_011438-T1, FUN_005493-T1, FUN_023520-T1, FUN_009965-T1, FUN_025069-T1, FUN_036309-T1, FUN_036482-T1, FUN_040925-T1, FUN_014383-T1, FUN_021050-T1		Peve_00024192
N0.HOG0000830	OG0000641	n0	FUN_032483-T1, FUN_021041-T1, FUN_021044-T1, FUN_040483-T1, FUN_042335-T1, FUN_010105-T1, FUN_012813-T1, FUN_005980-T1, FUN_005976-T1, FUN_016227-T1, FUN_032484-T1, FUN_021042-T1, FUN_011373-T1		
N0.HOG0000831	OG0000642	n0	FUN_021454-T1, FUN_029732-T1, FUN_013504-T1, FUN_006312-T1, FUN_028385-T1, FUN_036867-T1, FUN_032922-T1, FUN_040148-T1, FUN_010189-T1, FUN_015708-T1, FUN_015738-T1, FUN_021990-T1, FUN_023531-T1		
N0.HOG0000832	OG0000643	n1	FUN_045680-T1		Peve_00027537
N0.HOG0000833	OG0000643	n2	FUN_015576-T1, FUN_019641-T1, FUN_006380-T1		Peve_00041744, Peve_00041740, Peve_00011587, Peve_00040076, Peve_00002042, Peve_00019726, Peve_00016290, Peve_00039227
N0.HOG0000834	OG0000644	n0	FUN_006461-T1, FUN_006508-T1, FUN_006518-T2, FUN_006518-T1, FUN_006543-T1, FUN_006494-T1, FUN_006519-T1, FUN_006472-T1, FUN_006552-T1, FUN_006481-T1, FUN_006453-T1, FUN_006453-T4, FUN_006453-T2		
N0.HOG0000835	OG0000645	n0	FUN_019830-T1, FUN_024642-T1, FUN_018969-T1, FUN_042350-T1, FUN_033894-T1, FUN_018781-T1, FUN_018970-T1, FUN_029948-T1, FUN_006876-T1, FUN_013489-T1, FUN_016187-T1, FUN_044355-T1, FUN_027454-T1		
N0.HOG0000836	OG0000646	n0	FUN_025244-T1, FUN_007108-T1, FUN_039303-T1, FUN_007111-T1	Pocillopora_meandrina_HIv1___TS.g28408.t1	Peve_00017835, Peve_00023729, Peve_00035647, Peve_00032967, Peve_00024345, Peve_00034569, Peve_00029642, Peve_00034572
N0.HOG0000837	OG0000647	n1	FUN_007633-T1, FUN_017657-T1	Pocillopora_meandrina_HIv1___RNAseq.g2793.t1	Peve_00020204
N0.HOG0000838	OG0000647	n5		Pocillopora_meandrina_HIv1___RNAseq.g2787.t1	Peve_00043407
N0.HOG0000839	OG0000647	n6	FUN_017658-T1, FUN_017659-T1, FUN_031690-T1	Pocillopora_meandrina_HIv1___TS.g13055.t1b, Pocillopora_meandrina_HIv1___RNAseq.g6085.t1, Pocillopora_meandrina_HIv1___RNAseq.g5370.t1	Peve_00039840
N0.HOG0000840	OG0000648	n0	FUN_011523-T1, FUN_039475-T1, FUN_008155-T1, FUN_028350-T1, FUN_045297-T1, FUN_008154-T1, FUN_024655-T1, FUN_024643-T1, FUN_040276-T1, FUN_011721-T1, FUN_040275-T1, FUN_024656-T1		Peve_00014016
N0.HOG0000841	OG0000649	n0	FUN_008339-T1, FUN_008337-T1	Pocillopora_meandrina_HIv1___RNAseq.g26798.t1	Peve_00018859, Peve_00034650, Peve_00043358, Peve_00032943, Peve_00003278, Peve_00020758, Peve_00000732, Peve_00012070, Peve_00023022, Peve_00037495
N0.HOG0000842	OG0000650	n1	FUN_043292-T1		Peve_00019859, Peve_00044347
N0.HOG0000843	OG0000650	n3	FUN_009001-T1		Peve_00033890, Peve_00033892, Peve_00044351, Peve_00023421, Peve_00033888, Peve_00019858, Peve_00044346, Peve_00044344, Peve_00023429
N0.HOG0000844	OG0000651	n0	FUN_017646-T1, FUN_039543-T1, FUN_039599-T1, FUN_044626-T1, FUN_034695-T1, FUN_011347-T1, FUN_045787-T1, FUN_011648-T1, FUN_009103-T1, FUN_045339-T1, FUN_030715-T1	Pocillopora_meandrina_HIv1___RNAseq.g19613.t1	Peve_00018715
N0.HOG0000845	OG0000652	n1	FUN_029223-T1		Peve_00002311
N0.HOG0000846	OG0000652	n3	FUN_029213-T1, FUN_029222-T1, FUN_029218-T1, FUN_018458-T1, FUN_018486-T1		Peve_00026351
N0.HOG0000847	OG0000652	n8	FUN_020012-T1, FUN_024851-T1, FUN_026520-T1, FUN_009255-T1		Peve_00027036
N0.HOG0000848	OG0000653	n0	FUN_010799-T1	Pocillopora_meandrina_HIv1___TS.g25986.t1	Peve_00007037, Peve_00006499, Peve_00007030, Peve_00007032, Peve_00006496, Peve_00031931, Peve_00007034, Peve_00006495, Peve_00040654, Peve_00007033, Peve_00006516
N0.HOG0000849	OG0000654	n0	FUN_026431-T1, FUN_017279-T1, FUN_017313-T1, FUN_017316-T1, FUN_018875-T1, FUN_017278-T1, FUN_017276-T1, FUN_030698-T1, FUN_011500-T1, FUN_014274-T1, FUN_043679-T1, FUN_017260-T1, FUN_040990-T1		
N0.HOG0000850	OG0000655	n0	FUN_034150-T1, FUN_034145-T1, FUN_012619-T1, FUN_012620-T1, FUN_040707-T1, FUN_034152-T1, FUN_034154-T1, FUN_034156-T1, FUN_034163-T1, FUN_028136-T1, FUN_034155-T1, FUN_034157-T1, FUN_034153-T1		
N0.HOG0000851	OG0000656	n1	FUN_014066-T1	Pocillopora_meandrina_HIv1___RNAseq.g11299.t1	Peve_00042292
N0.HOG0000852	OG0000656	n7	FUN_015873-T1	Pocillopora_meandrina_HIv1___RNAseq.g22102.t1, Pocillopora_meandrina_HIv1___TS.g5095.t1a	Peve_00007710
N0.HOG0000853	OG0000656	n10	FUN_015635-T1		Peve_00042055, Peve_00005702
N0.HOG0000854	OG0000657	n0	FUN_015781-T1, FUN_042162-T1, FUN_042211-T1, FUN_042298-T1, FUN_042151-T1, FUN_015563-T1, FUN_015763-T1, FUN_042205-T1, FUN_042150-T1, FUN_028383-T1, FUN_042260-T1, FUN_029588-T1, FUN_028224-T1		
N0.HOG0000855	OG0000658	n1	FUN_033347-T1	Pocillopora_meandrina_HIv1___RNAseq.g556.t1	Peve_00044427
N0.HOG0000856	OG0000658	n3	FUN_015888-T1, FUN_042339-T1	Pocillopora_meandrina_HIv1___TS.g25075.t1	Peve_00013149, Peve_00014953, Peve_00001184, Peve_00009953, Peve_00035270, Peve_00037782, Peve_00025347
N0.HOG0000857	OG0000659	n0	FUN_018253-T1, FUN_018253-T2, FUN_016908-T1, FUN_018291-T1, FUN_018719-T1, FUN_018318-T1, FUN_018253-T3, FUN_018238-T1, FUN_018237-T1, FUN_018170-T1, FUN_018230-T1, FUN_018379-T1, FUN_018176-T1		
N0.HOG0000858	OG0000660	n1	FUN_035505-T1, FUN_020095-T1		Peve_00008021, Peve_00017272
N0.HOG0000859	OG0000660	n4	FUN_018262-T1		Peve_00020908, Peve_00008941, Peve_00011585, Peve_00022875, Peve_00012194, Peve_00003597, Peve_00042355, Peve_00003250
N0.HOG0000860	OG0000661	n0	FUN_042131-T1, FUN_020798-T1	Pocillopora_meandrina_HIv1___TS.g4751.t1, Pocillopora_meandrina_HIv1___RNAseq.g4976.t1a, Pocillopora_meandrina_HIv1___RNAseq.g2663.t1, Pocillopora_meandrina_HIv1___RNAseq.g14596.t1, Pocillopora_meandrina_HIv1___TS.g20708.t1, Pocillopora_meandrina_HIv1___RNAseq.g4976.t1b, Pocillopora_meandrina_HIv1___RNAseq.g161.t1, Pocillopora_meandrina_HIv1___RNAseq.g10312.t1, Pocillopora_meandrina_HIv1___RNAseq.g25969.t1, Pocillopora_meandrina_HIv1___RNAseq.g26682.t1	Peve_00043431
N0.HOG0000861	OG0000662	n0	FUN_022296-T1	Pocillopora_meandrina_HIv1___RNAseq.g4679.t1, Pocillopora_meandrina_HIv1___TS.g22090.t1, Pocillopora_meandrina_HIv1___RNAseq.g4681.t1, Pocillopora_meandrina_HIv1___RNAseq.g4686.t1, Pocillopora_meandrina_HIv1___TS.g22101.t1, Pocillopora_meandrina_HIv1___RNAseq.g4667.t1, Pocillopora_meandrina_HIv1___RNAseq.g4673.t1, Pocillopora_meandrina_HIv1___RNAseq.g4683.t1, Pocillopora_meandrina_HIv1___RNAseq.g4665.t1, Pocillopora_meandrina_HIv1___RNAseq.g4671.t1, Pocillopora_meandrina_HIv1___RNAseq.g4669.t1	Peve_00003691
N0.HOG0000862	OG0000663	n0	FUN_022401-T1	Pocillopora_meandrina_HIv1___RNAseq.g4560.t1, Pocillopora_meandrina_HIv1___RNAseq.g4550.t1, Pocillopora_meandrina_HIv1___RNAseq.g4567.t1, Pocillopora_meandrina_HIv1___RNAseq.g4556.t1, Pocillopora_meandrina_HIv1___RNAseq.g4552.t1, Pocillopora_meandrina_HIv1___RNAseq.g4553.t1, Pocillopora_meandrina_HIv1___RNAseq.g4559.t1, Pocillopora_meandrina_HIv1___TS.g21984.t1, Pocillopora_meandrina_HIv1___TS.g21976.t1, Pocillopora_meandrina_HIv1___TS.g21978.t1, Pocillopora_meandrina_HIv1___TS.g21969.t1, Pocillopora_meandrina_HIv1___RNAseq.g4557.t1	
N0.HOG0000863	OG0000664	n0	FUN_022567-T1, FUN_022568-T1, FUN_022565-T1, FUN_022559-T1, FUN_022546-T1, FUN_022547-T1, FUN_022548-T1, FUN_022555-T1, FUN_022558-T1, FUN_022551-T1, FUN_022554-T1, FUN_022549-T1, FUN_022566-T1		
N0.HOG0000864	OG0000665	n0	FUN_025493-T1		Peve_00032048, Peve_00026325, Peve_00040079, Peve_00023253, Peve_00034609, Peve_00037839, Peve_00028328, Peve_00034788, Peve_00040074, Peve_00034875, Peve_00032210, Peve_00035310
N0.HOG0000865	OG0000666	n1		Pocillopora_meandrina_HIv1___RNAseq.g23201.t1, Pocillopora_meandrina_HIv1___RNAseq.g23200.t1, Pocillopora_meandrina_HIv1___RNAseq.g23202.t1	Peve_00015698, Peve_00015697
N0.HOG0000866	OG0000666	n5	FUN_025575-T1, FUN_025574-T1	Pocillopora_meandrina_HIv1___TS.15164_t	Peve_00001261, Peve_00001258, Peve_00001259, Peve_00001257, Peve_00037573
N0.HOG0000867	OG0000667	n1	FUN_027425-T1	Pocillopora_meandrina_HIv1___RNAseq.g18319.t1c, Pocillopora_meandrina_HIv1___RNAseq.g25200.t1	Peve_00002370, Peve_00039414, Peve_00039524, Peve_00045163, Peve_00015669, Peve_00030711, Peve_00029930
N0.HOG0000868	OG0000667	n10	FUN_041081-T1		Peve_00042974, Peve_00037533
N0.HOG0000869	OG0000668	n0	FUN_028328-T1, FUN_028324-T1, FUN_028336-T1, FUN_028319-T1, FUN_028320-T1, FUN_027788-T1	Pocillopora_meandrina_HIv1___RNAseq.g16349.t1	Peve_00024457, Peve_00040900, Peve_00002320, Peve_00006565, Peve_00038166, Peve_00006557
N0.HOG0000870	OG0000669	n0	FUN_028322-T1	Pocillopora_meandrina_HIv1___RNAseq.g16156.t1, Pocillopora_meandrina_HIv1___RNAseq.g16311.t1, Pocillopora_meandrina_HIv1___RNAseq.g16261.t1, Pocillopora_meandrina_HIv1___RNAseq.g16369.t1, Pocillopora_meandrina_HIv1___RNAseq.g16303.t1, Pocillopora_meandrina_HIv1___RNAseq.g16323.t1, Pocillopora_meandrina_HIv1___RNAseq.g16324.t1, Pocillopora_meandrina_HIv1___RNAseq.g16307.t1, Pocillopora_meandrina_HIv1___RNAseq.g16312.t1, Pocillopora_meandrina_HIv1___RNAseq.g16267.t1, Pocillopora_meandrina_HIv1___RNAseq.g16291.t1	Peve_00039313
N0.HOG0000871	OG0000670	n0	FUN_030177-T1, FUN_030176-T1, FUN_028695-T1, FUN_028729-T1, FUN_028766-T1, FUN_028588-T1, FUN_028565-T1, FUN_028597-T1, FUN_028624-T1, FUN_028692-T1, FUN_028564-T1	Pocillopora_meandrina_HIv1___RNAseq.g29753.t1	Peve_00027675
N0.HOG0000872	OG0000671	n1	FUN_030644-T1		Peve_00010522
N0.HOG0000873	OG0000671	n2	FUN_045540-T1, FUN_044606-T1, FUN_045430-T1, FUN_045413-T1, FUN_044586-T1, FUN_045238-T1, FUN_045705-T1, FUN_045476-T1, FUN_044812-T1, FUN_044946-T1		Peve_00005029
N0.HOG0000874	OG0000672	n0	FUN_032327-T1, FUN_032328-T1	Pocillopora_meandrina_HIv1___RNAseq.g18645.t1, Pocillopora_meandrina_HIv1___RNAseq.2134_t	Peve_00019872, Peve_00019874, Peve_00001503, Peve_00023602, Peve_00005013, Peve_00031985, Peve_00000702, Peve_00044431, Peve_00044425
N0.HOG0000875	OG0000673	n0	FUN_044696-T1, FUN_045033-T1, FUN_045033-T2, FUN_033541-T1	Pocillopora_meandrina_HIv1___RNAseq.g2830.t1, Pocillopora_meandrina_HIv1___RNAseq.g26857.t1, Pocillopora_meandrina_HIv1___TS.g26628.t1, Pocillopora_meandrina_HIv1___RNAseq.g28603.t1, Pocillopora_meandrina_HIv1___TS.g19542.t1, Pocillopora_meandrina_HIv1___RNAseq.g25996.t1, Pocillopora_meandrina_HIv1___RNAseq.g26856.t1, Pocillopora_meandrina_HIv1___RNAseq.g2833.t1	Peve_00031262
N0.HOG0000876	OG0000674	n0	FUN_034402-T1, FUN_034414-T1	Pocillopora_meandrina_HIv1___RNAseq.g20760.t1, Pocillopora_meandrina_HIv1___RNAseq.g11184.t1	Peve_00005236, Peve_00004215, Peve_00007394, Peve_00015797, Peve_00021453, Peve_00028948, Peve_00040351, Peve_00041105, Peve_00005232
N0.HOG0000877	OG0000675	n0	FUN_034468-T1, FUN_034473-T1, FUN_034474-T1, FUN_034475-T1, FUN_034469-T1, FUN_034463-T1, FUN_034464-T1, FUN_034466-T1, FUN_034476-T1, FUN_034470-T1, FUN_034472-T1, FUN_034465-T1, FUN_034467-T1		
N0.HOG0000878	OG0000676	n1		Pocillopora_meandrina_HIv1___RNAseq.g27924.t1	Peve_00036189
N0.HOG0000879	OG0000676	n2	FUN_035176-T1, FUN_043364-T1	Pocillopora_meandrina_HIv1___RNAseq.g27935.t1, Pocillopora_meandrina_HIv1___RNAseq.g27929.t1, Pocillopora_meandrina_HIv1___RNAseq.g27932.t1, Pocillopora_meandrina_HIv1___RNAseq.g27931.t1, Pocillopora_meandrina_HIv1___RNAseq.g27934.t1, Pocillopora_meandrina_HIv1___RNAseq.g27928.t1	Peve_00036190, Peve_00036191, Peve_00036187
N0.HOG0000880	OG0000677	n0	FUN_035747-T1, FUN_035744-T1, FUN_035746-T1	Pocillopora_meandrina_HIv1___TS.g3207.t1, Pocillopora_meandrina_HIv1___RNAseq.g11873.t1	Peve_00015973, Peve_00026222, Peve_00026483, Peve_00015969, Peve_00015971, Peve_00027273, Peve_00016723, Peve_00033312
N0.HOG0000881	OG0000678	n0	FUN_036431-T1, FUN_044730-T1	Pocillopora_meandrina_HIv1___TS.g27644.t1, Pocillopora_meandrina_HIv1___RNAseq.g19452.t1, Pocillopora_meandrina_HIv1___RNAseq.g21900.t1, Pocillopora_meandrina_HIv1___RNAseq.g21896.t1, Pocillopora_meandrina_HIv1___TS.g12897.t1, Pocillopora_meandrina_HIv1___TS.g24097.t1, Pocillopora_meandrina_HIv1___TS.g664.t1, Pocillopora_meandrina_HIv1___RNAseq.g19297.t1b, Pocillopora_meandrina_HIv1___RNAseq.g5386.t1, Pocillopora_meandrina_HIv1___TS.g14377.t1	Peve_00034158
N0.HOG0000882	OG0000679	n0	FUN_036875-T1	Pocillopora_meandrina_HIv1___RNAseq.g6411.t1, Pocillopora_meandrina_HIv1___RNAseq.g6396.t1, Pocillopora_meandrina_HIv1___RNAseq.g12652.t1, Pocillopora_meandrina_HIv1___RNAseq.g6406.t1, Pocillopora_meandrina_HIv1___RNAseq.g12651.t1, Pocillopora_meandrina_HIv1___TS.g3765.t1, Pocillopora_meandrina_HIv1___RNAseq.g6382.t1, Pocillopora_meandrina_HIv1___TS.g3769.t1, Pocillopora_meandrina_HIv1___TS.g3732.t1, Pocillopora_meandrina_HIv1___TS.g6950.t1, Pocillopora_meandrina_HIv1___RNAseq.g6395.t1, Pocillopora_meandrina_HIv1___RNAseq.g6385.t1	
N0.HOG0000883	OG0000680	n0	FUN_043466-T1, FUN_043472-T1, FUN_043467-T1, FUN_043470-T1, FUN_043471-T1, FUN_040360-T1, FUN_043463-T1, FUN_043475-T1, FUN_043473-T1, FUN_043476-T1, FUN_043461-T1, FUN_043468-T1, FUN_043474-T1		
N0.HOG0000884	OG0000681	n0	FUN_043576-T1	Pocillopora_meandrina_HIv1___RNAseq.g6957.t1	Peve_00016923, Peve_00031291, Peve_00005330, Peve_00011686, Peve_00016924, Peve_00005326, Peve_00019916, Peve_00038961, Peve_00009444, Peve_00036296, Peve_00038031
N0.HOG0000885	OG0000682	n0	FUN_044990-T1, FUN_045713-T1, FUN_044445-T1	Pocillopora_meandrina_HIv1___RNAseq.g6077.t1, Pocillopora_meandrina_HIv1___RNAseq.g23090.t1, Pocillopora_meandrina_HIv1___RNAseq.g18547.t1, Pocillopora_meandrina_HIv1___RNAseq.g6213.t1, Pocillopora_meandrina_HIv1___RNAseq.g13368.t1, Pocillopora_meandrina_HIv1___RNAseq.g11145.t1, Pocillopora_meandrina_HIv1___TS.g23739.t1, Pocillopora_meandrina_HIv1___RNAseq.g6486.t1, Pocillopora_meandrina_HIv1___TS.g11159.t1	Peve_00011515
N0.HOG0000886	OG0000683	n1	FUN_044552-T1	Pocillopora_meandrina_HIv1___RNAseq.g27109.t1	Peve_00011312
N0.HOG0000887	OG0000683	n3	FUN_045534-T1, FUN_045627-T1	Pocillopora_meandrina_HIv1___RNAseq.g18792.t1, Pocillopora_meandrina_HIv1___RNAseq.g9021.t1, Pocillopora_meandrina_HIv1___RNAseq.g610.t1a, Pocillopora_meandrina_HIv1___RNAseq.g27088.t1, Pocillopora_meandrina_HIv1___RNAseq.g615.t1, Pocillopora_meandrina_HIv1___RNAseq.g12906.t1, Pocillopora_meandrina_HIv1___RNAseq.g9020.t1	Peve_00004980
N0.HOG0000888	OG0000684	n0	FUN_045250-T1	Pocillopora_meandrina_HIv1___TS.g23991.t1, Pocillopora_meandrina_HIv1___TS.g8572.t1, Pocillopora_meandrina_HIv1___TS.g7298.t1, Pocillopora_meandrina_HIv1___RNAseq.g12946.t1, Pocillopora_meandrina_HIv1___RNAseq.g3377.t1, Pocillopora_meandrina_HIv1___RNAseq.g3351.t1, Pocillopora_meandrina_HIv1___RNAseq.g6478.t1, Pocillopora_meandrina_HIv1___TS.g23990.t1, Pocillopora_meandrina_HIv1___TS.g8824.t1, Pocillopora_meandrina_HIv1___RNAseq.g19550.t1, Pocillopora_meandrina_HIv1___RNAseq.g25794.t1	Peve_00043643
N0.HOG0000889	OG0000685	n0	FUN_045340-T1	Pocillopora_meandrina_HIv1___RNAseq.g12061.t1, Pocillopora_meandrina_HIv1___RNAseq.g10388.t1	Peve_00020459, Peve_00018728, Peve_00018727, Peve_00004647, Peve_00004648, Peve_00038758, Peve_00030996, Peve_00030314, Peve_00030312, Peve_00030997
N0.HOG0000890	OG0000686	n0	FUN_045780-T1	Pocillopora_meandrina_HIv1___RNAseq.g1260.t1, Pocillopora_meandrina_HIv1___TS.g27626.t1, Pocillopora_meandrina_HIv1___RNAseq.g14175.t1, Pocillopora_meandrina_HIv1___RNAseq.g30076.t1, Pocillopora_meandrina_HIv1___RNAseq.g27400.t1, Pocillopora_meandrina_HIv1___RNAseq.g10245.t1, Pocillopora_meandrina_HIv1___RNAseq.g20600.t1, Pocillopora_meandrina_HIv1___TS.g28613.t1, Pocillopora_meandrina_HIv1___RNAseq.g18427.t1, Pocillopora_meandrina_HIv1___RNAseq.g1261.t1, Pocillopora_meandrina_HIv1___RNAseq.g10244.t1	Peve_00003923
N0.HOG0000891	OG0000687	n0		Pocillopora_meandrina_HIv1___RNAseq.g5425.t1, Pocillopora_meandrina_HIv1___RNAseq.g5422.t1, Pocillopora_meandrina_HIv1___RNAseq.g5428.t1b, Pocillopora_meandrina_HIv1___RNAseq.g13773.t1, Pocillopora_meandrina_HIv1___RNAseq.g13772.t1, Pocillopora_meandrina_HIv1___RNAseq.g17733.t1, Pocillopora_meandrina_HIv1___RNAseq.g17743.t1, Pocillopora_meandrina_HIv1___TS.g17309.t1, Pocillopora_meandrina_HIv1___RNAseq.g17735.t1, Pocillopora_meandrina_HIv1___TS.g17316.t1, Pocillopora_meandrina_HIv1___RNAseq.g5433.t1, Pocillopora_meandrina_HIv1___RNAseq.g20751.t1, Pocillopora_meandrina_HIv1___RNAseq.g5403.t1	
N0.HOG0000892	OG0000688	n0		Pocillopora_meandrina_HIv1___RNAseq.g1433.t1b, Pocillopora_meandrina_HIv1___TS.g12017.t1, Pocillopora_meandrina_HIv1___TS.g21670.t1, Pocillopora_meandrina_HIv1___TS.g638.t1, Pocillopora_meandrina_HIv1___TS.g12320.t1a, Pocillopora_meandrina_HIv1___RNAseq.g27290.t1a, Pocillopora_meandrina_HIv1___RNAseq.g10190.t1, Pocillopora_meandrina_HIv1___TS.g12320.t1b, Pocillopora_meandrina_HIv1___RNAseq.g10772.t1, Pocillopora_meandrina_HIv1___RNAseq.g11357.t1, Pocillopora_meandrina_HIv1___TS.g3966.t1	Peve_00002467, Peve_00010007
N0.HOG0000893	OG0000689	n0		Pocillopora_meandrina_HIv1___RNAseq.g5653.t1, Pocillopora_meandrina_HIv1___RNAseq.g5657.t1, Pocillopora_meandrina_HIv1___RNAseq.g5663.t1, Pocillopora_meandrina_HIv1___RNAseq.g5661.t1, Pocillopora_meandrina_HIv1___RNAseq.g5654.t1, Pocillopora_meandrina_HIv1___TS.g24372.t2, Pocillopora_meandrina_HIv1___RNAseq.g5660.t1, Pocillopora_meandrina_HIv1___TS.g24376.t1, Pocillopora_meandrina_HIv1___RNAseq.g5658.t1, Pocillopora_meandrina_HIv1___RNAseq.g5662.t1, Pocillopora_meandrina_HIv1___RNAseq.g5664.t1, Pocillopora_meandrina_HIv1___RNAseq.g5655.t1, Pocillopora_meandrina_HIv1___RNAseq.g5659.t1	
N0.HOG0000894	OG0000690	n0		Pocillopora_meandrina_HIv1___TS.g1728.t1, Pocillopora_meandrina_HIv1___RNAseq.g7987.t1, Pocillopora_meandrina_HIv1___RNAseq.g7990.t1, Pocillopora_meandrina_HIv1___RNAseq.g7986.t1, Pocillopora_meandrina_HIv1___RNAseq.g7976.t1, Pocillopora_meandrina_HIv1___RNAseq.g7982.t1, Pocillopora_meandrina_HIv1___RNAseq.g7989.t1, Pocillopora_meandrina_HIv1___RNAseq.g7988.t1, Pocillopora_meandrina_HIv1___RNAseq.g7975.t1, Pocillopora_meandrina_HIv1___RNAseq.g7983.t1, Pocillopora_meandrina_HIv1___RNAseq.g7977.t1, Pocillopora_meandrina_HIv1___RNAseq.g7980.t1, Pocillopora_meandrina_HIv1___TS.g1727.t1	
