Orthogroup	Duplications (all)	Duplications (50% support)
OG0005586	1	1
OG0005587	1	1
OG0005588	1	1
OG0005589	1	1
OG0005590	1	1
OG0005591	1	1
OG0005592	1	1
OG0005593	1	1
OG0005594	1	1
OG0005595	1	1
OG0005596	1	1
OG0005597	2	2
OG0005598	1	1
OG0005599	1	1
OG0005600	1	1
OG0005601	1	1
OG0005602	1	1
OG0005603	1	1
OG0005604	1	1
OG0005605	1	1
OG0005606	2	2
OG0005607	1	1
OG0005608	2	2
OG0005609	1	1
OG0005610	1	1
OG0005611	1	1
OG0005612	1	1
OG0005613	1	1
OG0005614	1	1
OG0005615	1	1
OG0005616	1	1
OG0005617	1	1
OG0005618	1	1
OG0005619	1	1
OG0005620	1	1
OG0005621	1	1
OG0005622	1	1
OG0005623	1	1
OG0005624	1	1
OG0005625	1	1
OG0005626	1	1
OG0005627	1	1
OG0005628	1	1
OG0005629	1	1
OG0005630	1	1
OG0005631	1	1
OG0005632	1	1
OG0005633	1	1
OG0005634	1	1
OG0005635	1	1
OG0005636	1	1
OG0005637	1	1
OG0005638	1	1
OG0005639	1	1
OG0005640	1	1
OG0005641	3	3
OG0005642	1	1
OG0005643	3	3
OG0005644	1	1
OG0005645	1	1
OG0005646	2	2
OG0005647	1	1
OG0005648	1	1
OG0005649	1	1
OG0005650	1	1
OG0005651	1	1
OG0005652	1	1
OG0005653	1	1
OG0005654	1	1
OG0005655	1	1
OG0005656	1	1
OG0005657	1	1
OG0005658	1	1
OG0005659	1	1
OG0005660	1	1
OG0005661	2	2
OG0005662	1	1
OG0005663	1	1
OG0005664	2	2
OG0005665	1	1
OG0005666	1	1
OG0005667	1	1
OG0005668	1	1
OG0005669	1	1
OG0005670	1	1
OG0005671	1	1
OG0005672	2	2
OG0005673	1	1
OG0005674	1	1
OG0005675	1	1
OG0005676	1	1
OG0005677	1	1
OG0005678	1	1
OG0005679	1	1
OG0005680	1	1
OG0005681	2	2
OG0005682	2	2
OG0005683	3	3
OG0005684	3	3
OG0005685	3	3
OG0005686	1	1
OG0005687	1	1
OG0005688	1	1
OG0005689	3	3
OG0005690	1	1
OG0005691	2	2
OG0005692	2	2
OG0005693	1	1
OG0005694	1	1
OG0005695	1	1
OG0005696	3	3
OG0005697	1	1
OG0005698	1	1
OG0005699	1	1
OG0005700	1	1
OG0005701	1	1
OG0005702	1	1
OG0005703	1	1
OG0005704	1	1
OG0005705	1	1
OG0005706	1	1
OG0005707	1	1
OG0005708	1	1
OG0005709	3	3
OG0005710	3	3
OG0005711	3	3
OG0005712	1	1
OG0005713	1	1
OG0005714	1	1
OG0005715	1	1
OG0005716	1	1
OG0005717	1	1
OG0005718	1	1
OG0005719	1	1
OG0005720	1	1
OG0005721	1	1
OG0005722	1	1
OG0005723	1	1
OG0005724	1	1
OG0005725	1	1
OG0005726	1	1
OG0005727	1	1
OG0005728	1	1
OG0005729	1	1
OG0005730	1	1
OG0005731	1	1
OG0005732	2	2
OG0005733	2	2
OG0005734	3	3
OG0005735	3	3
OG0005736	2	2
OG0005737	2	2
OG0005738	3	3
OG0005739	3	3
OG0005740	2	2
OG0005741	2	2
OG0005742	1	1
OG0005743	1	1
OG0005744	2	2
OG0005745	2	2
OG0005746	3	3
OG0005747	1	1
OG0005748	1	1
OG0005749	1	1
OG0005750	1	1
OG0005751	1	1
OG0005752	1	1
OG0005753	2	2
OG0005754	1	1
OG0005755	1	1
OG0005756	1	1
OG0005757	1	1
OG0005758	1	1
OG0005759	1	1
OG0005760	1	1
OG0005761	1	1
OG0005762	1	1
OG0005763	1	1
OG0005764	1	1
OG0005765	1	1
OG0005766	1	1
OG0005767	1	1
OG0005768	1	1
OG0005769	1	1
OG0005770	1	1
OG0005771	1	1
OG0005772	2	2
OG0005773	1	1
OG0005774	1	1
OG0005775	1	1
OG0005776	1	1
OG0005777	1	1
OG0005778	1	1
OG0005779	1	1
OG0005780	1	1
OG0005781	1	1
OG0005782	1	1
OG0005783	1	1
OG0005784	1	1
OG0005785	1	1
OG0005786	1	1
OG0005787	1	1
OG0005788	1	1
OG0005789	1	1
OG0005790	1	1
OG0005791	1	1
OG0005792	1	1
OG0005793	1	1
OG0005794	1	1
OG0005795	1	1
OG0005796	1	1
OG0005797	1	1
OG0005798	1	1
OG0005799	1	1
OG0005800	1	1
OG0005801	1	1
OG0005802	1	1
OG0005803	1	1
OG0005804	1	1
OG0005805	1	1
OG0005806	1	1
OG0005807	1	1
OG0005808	1	1
OG0005809	1	1
OG0005810	1	1
OG0005811	1	1
OG0005812	1	1
OG0005813	1	1
OG0005814	1	1
OG0005815	1	1
OG0005816	1	1
OG0005817	1	1
OG0005818	1	1
OG0005819	1	1
OG0005820	1	1
OG0005821	1	1
OG0005822	1	1
OG0005823	1	1
OG0005824	1	1
OG0005825	1	1
OG0005826	1	1
OG0005827	1	1
OG0005828	1	1
OG0005829	1	1
OG0005830	1	1
OG0005831	1	1
OG0005832	1	1
OG0005833	1	1
OG0005834	1	1
OG0005835	1	1
OG0005836	1	1
OG0005837	1	1
OG0005838	1	1
OG0005839	1	1
OG0005840	1	1
OG0005841	1	1
OG0005842	1	1
OG0005843	1	1
OG0005844	1	1
OG0005845	1	1
OG0005846	1	1
OG0005847	1	1
OG0005848	1	1
OG0005849	3	3
OG0005850	1	1
OG0005851	1	1
OG0005852	1	1
OG0005853	1	1
OG0005854	1	1
OG0005855	1	1
OG0005856	1	1
OG0005857	1	1
OG0005858	1	1
OG0005859	1	1
OG0005860	1	1
OG0005861	1	1
OG0005862	1	1
OG0005863	1	1
OG0005864	1	1
OG0005865	1	1
OG0005866	1	1
OG0005867	1	1
OG0005868	1	1
OG0005869	1	1
OG0005870	1	1
OG0005871	1	1
OG0005872	1	1
OG0005873	1	1
OG0005874	1	1
OG0005875	1	1
OG0005876	1	1
OG0005877	1	1
OG0005878	1	1
OG0005879	1	1
OG0005880	3	3
OG0005881	3	3
OG0005882	1	1
OG0005883	1	1
OG0005884	3	3
OG0005885	2	2
OG0005886	1	1
OG0005887	2	2
OG0005888	1	1
OG0005889	1	1
OG0005890	3	3
OG0005891	1	1
OG0005892	1	1
OG0005893	1	1
OG0005894	1	1
OG0005895	1	1
OG0005896	1	1
OG0005897	1	1
OG0005898	1	1
OG0005899	1	1
OG0005900	1	1
OG0005901	1	1
OG0005902	1	1
OG0005903	1	1
OG0005904	1	1
OG0005905	1	1
OG0005906	1	1
OG0005907	1	1
OG0005908	2	2
OG0005909	3	3
OG0005910	1	1
OG0005911	1	1
OG0005912	1	1
OG0005913	2	2
OG0005914	1	1
OG0005915	1	1
OG0005916	1	1
OG0005917	1	1
OG0005918	1	1
OG0005919	1	1
OG0005920	1	1
OG0005921	1	1
OG0005922	1	1
OG0005923	1	1
OG0005924	1	1
OG0005925	1	1
OG0005926	1	1
OG0005927	1	1
OG0005928	1	1
OG0005929	1	1
OG0005930	1	1
OG0005931	1	1
OG0005932	1	1
OG0005933	1	1
OG0005934	1	1
OG0005935	1	1
OG0005936	1	1
OG0005937	1	1
OG0005938	1	1
OG0005939	1	1
OG0005940	1	1
OG0005941	2	2
OG0005942	1	1
OG0005943	1	1
OG0005944	1	1
OG0005945	1	1
OG0005946	1	1
OG0005947	1	1
OG0005948	2	2
OG0005949	1	1
OG0005950	1	1
OG0005951	1	1
OG0005952	1	1
OG0005953	1	1
OG0005954	1	1
OG0005955	1	1
OG0005956	1	1
OG0005957	1	1
OG0005958	1	1
OG0005959	1	1
OG0005960	1	1
OG0005961	1	1
OG0005962	1	1
OG0005963	1	1
OG0005964	1	1
OG0005965	1	1
OG0005966	1	1
OG0005967	2	2
OG0005968	1	1
OG0005969	1	1
OG0005970	1	1
OG0005971	1	1
OG0005972	2	2
OG0005973	1	1
OG0005974	1	1
OG0005975	3	3
OG0005976	3	3
OG0005977	1	1
OG0005978	3	3
OG0005979	1	1
OG0005980	1	1
OG0005981	2	2
OG0005982	2	2
OG0005983	2	2
OG0005984	2	2
OG0005985	2	2
OG0005986	1	1
OG0005987	1	1
OG0005988	1	1
OG0005989	1	1
OG0005990	1	1
OG0005991	1	1
OG0005992	1	1
OG0005993	1	1
OG0005994	1	1
OG0005995	2	2
OG0005996	1	1
OG0005997	1	1
OG0005998	1	1
OG0005999	1	1
OG0006000	1	1
OG0006001	1	1
OG0006002	1	1
OG0006003	1	1
OG0006004	1	1
OG0006005	1	1
OG0006006	1	1
OG0006007	1	1
OG0006008	1	1
OG0006009	2	2
OG0006010	1	1
OG0006011	1	1
OG0006012	1	1
OG0006013	1	1
OG0006014	1	1
OG0006015	1	1
OG0006016	1	1
OG0006017	1	1
OG0006018	1	1
OG0006019	1	1
OG0006020	2	2
OG0006021	1	1
OG0006022	1	1
OG0006023	1	1
OG0006024	1	1
OG0006025	1	1
OG0006026	1	1
OG0006027	2	2
OG0006028	1	1
OG0006029	1	1
OG0006030	1	1
OG0006031	1	1
OG0006032	1	1
OG0006033	3	3
OG0006034	1	1
OG0006035	1	1
OG0006036	1	1
OG0006037	1	1
OG0006038	1	1
OG0006039	1	1
OG0006040	1	1
OG0006041	1	1
OG0006042	1	1
OG0006043	1	1
OG0006044	3	3
OG0006045	2	2
OG0006046	1	1
OG0006047	3	3
OG0006048	1	1
OG0006049	2	2
OG0006050	1	1
OG0006051	1	1
OG0006052	1	1
OG0006053	1	1
OG0006054	1	1
OG0006055	2	2
OG0006056	3	3
OG0006057	1	1
OG0006058	1	1
OG0006059	3	3
OG0006060	1	1
OG0006061	1	1
OG0006062	1	1
OG0006063	1	1
OG0006064	1	1
OG0006065	1	1
OG0006066	2	2
OG0006067	2	2
OG0006068	3	3
OG0006069	3	3
OG0006070	1	1
OG0006071	2	2
OG0006072	2	2
OG0006073	2	2
OG0006074	2	2
OG0006075	3	3
OG0006076	3	3
OG0006077	3	3
OG0006078	2	2
OG0006079	2	2
OG0006080	3	3
OG0006081	1	1
OG0006082	2	2
OG0006083	3	3
OG0006084	2	2
OG0006085	3	3
OG0006086	1	1
OG0006087	3	3
OG0006088	2	2
OG0006089	3	3
OG0006090	1	1
OG0006091	1	1
OG0006092	1	1
OG0006093	1	1
OG0006094	2	2
OG0006095	1	1
OG0006096	1	1
OG0006097	2	2
OG0006098	3	3
OG0006099	1	1
OG0006100	1	1
OG0006101	1	1
OG0006102	1	1
OG0006103	1	1
OG0006104	1	1
OG0006105	1	1
OG0006106	1	1
OG0006107	1	1
OG0006108	1	1
OG0006109	1	1
OG0006110	1	1
OG0006111	1	1
OG0006112	1	1
OG0006113	2	2
OG0006114	1	1
OG0006115	1	1
OG0006116	1	1
OG0006117	1	1
OG0006118	1	1
OG0006119	1	1
OG0006120	1	1
OG0006121	1	1
OG0006122	1	1
OG0006123	1	1
OG0006124	1	1
OG0006125	1	1
OG0006126	1	1
OG0006127	1	1
OG0006128	1	1
OG0006129	1	1
OG0006130	1	1
OG0006131	1	1
OG0006132	1	1
OG0006133	1	1
OG0006134	2	2
OG0006135	1	1
OG0006136	1	1
OG0006137	1	1
OG0006138	1	1
OG0006139	1	1
OG0006140	1	1
OG0006141	1	1
OG0006142	1	1
OG0006143	3	3
OG0006144	1	1
OG0006145	1	1
OG0006146	1	1
OG0006147	1	1
OG0006148	1	1
OG0006149	1	1
OG0006150	1	1
OG0006151	1	1
OG0006152	1	1
OG0006153	1	1
OG0006154	1	1
OG0006155	1	1
OG0006156	1	1
OG0006157	1	1
OG0006158	1	1
OG0006159	1	1
OG0006160	1	1
OG0006161	1	1
OG0006162	2	2
OG0006163	1	1
OG0006164	1	1
OG0006165	1	1
OG0006166	1	1
OG0006167	1	1
OG0006168	1	1
OG0006169	1	1
OG0006170	1	1
OG0006171	1	1
OG0006172	1	1
OG0006173	2	2
OG0006174	1	1
OG0006175	1	1
OG0006176	1	1
OG0006177	1	1
OG0006178	1	1
OG0006179	1	1
OG0006180	1	1
OG0006181	1	1
OG0006182	1	1
OG0006183	1	1
OG0006184	1	1
OG0006185	1	1
OG0006186	1	1
OG0006187	1	1
OG0006188	1	1
OG0006189	1	1
OG0006190	1	1
OG0006191	1	1
OG0006192	1	1
OG0006193	1	1
OG0006194	1	1
OG0006195	1	1
OG0006196	1	1
OG0006197	1	1
OG0006198	1	1
OG0006199	1	1
OG0006200	1	1
OG0006201	1	1
OG0006202	1	1
OG0006203	3	3
OG0006204	2	2
OG0006205	1	1
OG0006206	1	1
OG0006207	1	1
OG0006208	1	1
OG0006209	1	1
OG0006210	1	1
OG0006211	1	1
OG0006212	1	1
OG0006213	1	1
OG0006214	1	1
OG0006215	1	1
OG0006216	1	1
OG0006217	1	1
OG0006218	1	1
OG0006219	1	1
OG0006220	1	1
OG0006221	1	1
OG0006222	2	2
OG0006223	1	1
OG0006224	1	1
OG0006225	1	1
OG0006226	1	1
OG0006227	1	1
OG0006228	1	1
OG0006229	1	1
OG0006230	1	1
OG0006231	1	1
OG0006232	1	1
OG0006233	1	1
OG0006234	3	3
OG0006235	1	1
OG0006236	1	1
OG0006237	1	1
OG0006238	1	1
OG0006239	2	2
OG0006240	1	1
OG0006241	1	1
OG0006242	1	1
OG0006243	1	1
OG0006244	1	1
OG0006245	1	1
OG0006246	1	1
OG0006247	1	1
OG0006248	1	1
OG0006249	2	2
OG0006250	1	1
OG0006251	1	1
OG0006252	1	1
OG0006253	1	1
OG0006254	1	1
OG0006255	1	1
OG0006256	1	1
OG0006257	1	1
OG0006258	1	1
OG0006259	1	1
OG0006260	1	1
OG0006261	1	1
OG0006262	1	1
OG0006263	1	1
OG0006264	2	2
OG0006265	1	1
OG0006266	1	1
OG0006267	1	1
OG0006268	1	1
OG0006269	1	1
OG0006270	2	2
OG0006271	1	1
OG0006272	1	1
OG0006273	1	1
OG0006274	1	1
OG0006275	1	1
OG0006276	1	1
OG0006277	1	1
OG0006278	1	1
OG0006279	1	1
OG0006280	1	1
OG0006281	1	1
OG0006282	1	1
OG0006283	2	2
OG0006284	1	1
OG0006285	1	1
OG0006286	1	1
OG0006287	2	2
OG0006288	1	1
OG0006289	1	1
OG0006290	1	1
OG0006291	1	1
OG0006292	1	1
OG0006293	1	1
OG0006294	1	1
OG0006295	1	1
OG0006296	1	1
OG0006297	1	1
OG0006298	1	1
OG0006299	1	1
OG0006300	1	1
OG0006301	1	1
OG0006302	1	1
OG0006303	1	1
OG0006304	1	1
OG0006305	1	1
OG0006306	1	1
OG0006307	1	1
OG0006308	1	1
OG0006309	1	1
OG0006310	1	1
OG0006311	1	1
OG0006312	3	3
OG0006313	1	1
OG0006314	1	1
OG0006315	1	1
OG0006316	2	2
OG0006317	1	1
OG0006318	1	1
OG0006319	1	1
OG0006320	1	1
OG0006321	2	2
OG0006322	1	1
OG0006323	1	1
OG0006324	1	1
OG0006325	1	1
OG0006326	1	1
OG0006327	1	1
OG0006328	1	1
OG0006329	1	1
OG0006330	1	1
OG0006331	1	1
OG0006332	1	1
OG0006333	1	1
OG0006334	1	1
OG0006335	1	1
OG0006336	1	1
OG0006337	1	1
OG0006338	2	2
OG0006339	1	1
OG0006340	1	1
OG0006341	1	1
OG0006342	1	1
OG0006343	1	1
OG0006344	1	1
OG0006345	1	1
OG0006346	1	1
OG0006347	3	3
OG0006348	1	1
OG0006349	2	2
OG0006350	3	3
OG0006351	1	1
OG0006352	1	1
OG0006353	1	1
OG0006354	1	1
OG0006355	1	1
OG0006356	1	1
OG0006357	1	1
OG0006358	1	1
OG0006359	1	1
OG0006360	1	1
OG0006361	1	1
OG0006362	1	1
OG0006363	3	3
OG0006364	1	1
OG0006365	2	2
OG0006366	3	3
OG0006367	2	2
OG0006368	1	1
OG0006369	1	1
OG0006370	2	2
OG0006371	1	1
OG0006372	1	1
OG0006373	2	2
OG0006374	3	3
OG0006375	1	1
OG0006376	1	1
OG0006377	1	1
OG0006378	2	2
OG0006379	1	1
OG0006380	1	1
OG0006381	2	2
OG0006382	1	1
OG0006383	1	1
OG0006384	1	1
OG0006385	1	1
OG0006386	1	1
OG0006387	2	2
OG0006388	1	1
OG0006389	2	2
OG0006390	3	3
OG0006391	1	1
OG0006392	1	1
OG0006393	1	1
OG0006394	1	1
OG0006395	1	1
OG0006396	1	1
OG0006397	1	1
OG0006398	1	1
OG0006399	1	1
OG0006400	1	1
OG0006401	1	1
OG0006402	3	3
OG0006403	1	1
OG0006404	1	1
OG0006405	1	1
OG0006406	1	1
OG0006407	1	1
OG0006408	1	1
OG0006409	1	1
OG0006410	1	1
OG0006411	1	1
OG0006412	1	1
OG0006413	1	1
OG0006414	1	1
OG0006415	1	1
OG0006416	1	1
OG0006417	1	1
OG0006418	1	1
OG0006419	1	1
OG0006420	1	1
OG0006421	1	1
OG0006422	1	1
OG0006423	1	1
OG0006424	1	1
OG0006425	1	1
OG0006426	1	1
OG0006427	1	1
OG0006428	1	1
OG0006429	1	1
OG0006430	1	1
OG0006431	1	1
OG0006432	1	1
OG0006433	1	1
OG0006434	1	1
OG0006435	1	1
OG0006436	1	1
OG0006437	1	1
OG0006438	1	1
OG0006439	1	1
OG0006440	1	1
OG0006441	1	1
OG0006442	1	1
OG0006443	1	1
OG0006444	1	1
OG0006445	1	1
OG0006446	3	3
OG0006447	1	1
OG0006448	1	1
OG0006449	1	1
OG0006450	1	1
OG0006451	1	1
OG0006452	3	3
OG0006453	1	1
OG0006454	1	1
OG0006455	1	1
OG0006456	1	1
OG0006457	1	1
OG0006458	1	1
OG0006459	1	1
OG0006460	1	1
OG0006461	1	1
OG0006462	2	2
OG0006463	1	1
OG0006464	3	3
OG0006465	1	1
OG0006466	1	1
OG0006467	3	3
OG0006468	1	1
OG0006469	1	1
OG0006470	1	1
OG0006471	1	1
OG0006472	1	1
OG0006473	1	1
OG0006474	1	1
OG0006475	3	3
OG0006476	1	1
OG0006477	1	1
OG0006478	1	1
OG0006479	1	1
OG0006480	1	1
OG0006481	1	1
OG0006482	2	2
OG0006483	2	2
OG0006484	1	1
OG0006485	2	2
OG0006486	1	1
OG0006487	1	1
OG0006488	1	1
OG0006489	1	1
OG0006490	1	1
OG0006491	1	1
OG0006492	1	1
OG0006493	1	1
OG0006494	1	1
OG0006495	1	1
OG0006496	1	1
OG0006497	1	1
OG0006498	1	1
OG0006499	1	1
OG0006500	2	2
OG0006501	2	2
OG0006502	1	1
OG0006503	2	2
OG0006504	2	2
OG0006505	1	1
OG0006506	2	2
OG0006507	1	1
OG0006508	1	1
OG0006509	1	1
OG0006510	1	1
OG0006511	3	3
OG0006512	1	1
OG0006513	3	3
OG0006514	2	2
OG0006515	1	1
OG0006516	1	1
OG0006517	2	2
OG0006518	3	3
OG0006519	1	1
OG0006520	3	3
OG0006521	2	2
OG0006522	1	1
OG0006523	1	1
OG0006524	1	1
OG0006525	1	1
OG0006526	1	1
OG0006527	1	1
OG0006528	1	1
OG0006529	1	1
OG0006530	1	1
OG0006531	1	1
OG0006532	1	1
OG0006533	1	1
OG0006534	1	1
OG0006535	1	1
OG0006536	1	1
OG0006537	1	1
OG0006538	1	1
OG0006539	1	1
OG0006540	1	1
OG0006541	1	1
OG0006542	2	2
OG0006543	1	1
OG0006544	1	1
OG0006545	1	1
OG0006546	1	1
OG0006547	1	1
OG0006548	1	1
OG0006549	1	1
OG0006550	1	1
OG0006551	1	1
OG0006552	1	1
OG0006553	1	1
OG0006554	1	1
OG0006555	1	1
OG0006556	1	1
OG0006557	1	1
OG0006558	1	1
OG0006559	1	1
OG0006560	1	1
OG0006561	1	1
OG0006562	1	1
OG0006563	1	1
OG0006564	1	1
OG0006565	1	1
OG0006566	1	1
OG0006567	2	2
OG0006568	1	1
OG0006569	1	1
OG0006570	1	1
OG0006571	1	1
OG0006572	1	1
OG0006573	1	1
OG0006574	1	1
OG0006575	1	1
OG0006576	1	1
OG0006577	1	1
OG0006578	1	1
OG0006579	1	1
OG0006580	1	1
OG0006581	1	1
OG0006582	1	1
OG0006583	3	3
OG0006584	1	1
OG0006585	1	1
OG0006586	1	1
OG0006587	1	1
OG0006588	1	1
OG0006589	1	1
OG0006590	1	1
OG0006591	1	1
OG0006592	1	1
OG0006593	1	1
OG0006594	1	1
OG0006595	1	1
OG0006596	2	2
OG0006597	1	1
OG0006598	2	2
OG0006599	1	1
OG0006600	1	1
OG0006601	1	1
OG0006602	1	1
OG0006603	1	1
OG0006604	2	2
OG0006605	1	1
OG0006606	1	1
OG0006607	1	1
OG0006608	1	1
OG0006609	1	1
OG0006610	1	1
OG0006611	1	1
OG0006612	1	1
OG0006613	1	1
OG0006614	1	1
OG0006615	1	1
OG0006616	1	1
OG0006617	1	1
OG0006618	1	1
OG0006619	1	1
OG0006620	1	1
OG0006621	1	1
OG0006622	1	1
OG0006623	1	1
OG0006624	1	1
OG0006625	1	1
OG0006626	1	1
OG0006627	1	1
OG0006628	1	1
OG0006629	1	1
OG0006630	1	1
OG0006631	1	1
OG0006632	1	1
OG0006633	1	1
OG0006634	1	1
OG0006635	1	1
OG0006636	1	1
OG0006637	1	1
OG0006638	1	1
OG0006639	1	1
OG0006640	1	1
OG0006641	1	1
OG0006642	1	1
OG0006643	1	1
OG0006644	1	1
OG0006645	1	1
OG0006646	1	1
OG0006647	1	1
OG0006648	1	1
OG0006649	1	1
OG0006650	1	1
OG0006651	1	1
OG0006652	1	1
OG0006653	1	1
OG0006654	3	3
OG0006655	1	1
OG0006656	1	1
OG0006657	1	1
OG0006658	1	1
OG0006659	1	1
OG0006660	1	1
OG0006661	1	1
OG0006662	1	1
OG0006663	2	2
OG0006664	1	1
OG0006665	1	1
OG0006666	1	1
OG0006667	1	1
OG0006668	1	1
OG0006669	1	1
OG0006670	1	1
OG0006671	1	1
OG0006672	1	1
OG0006673	1	1
OG0006674	1	1
OG0006675	1	1
OG0006676	1	1
OG0006677	1	1
OG0006678	1	1
OG0006679	1	1
OG0006680	1	1
OG0006681	1	1
OG0006682	1	1
OG0006683	1	1
OG0006684	1	1
OG0006685	1	1
OG0006686	1	1
OG0006687	1	1
OG0006688	1	1
OG0006689	1	1
OG0006690	2	2
OG0006691	1	1
OG0006692	1	1
OG0006693	3	3
OG0006694	2	2
OG0006695	2	2
OG0006696	3	3
OG0006697	1	1
OG0006698	3	3
OG0006699	1	1
OG0006700	1	1
OG0006701	1	1
OG0006702	1	1
OG0006703	1	1
OG0006704	1	1
OG0006705	1	1
OG0006706	1	1
OG0006707	1	1
OG0006708	1	1
OG0006709	3	3
OG0006710	1	1
OG0006711	1	1
OG0006712	1	1
OG0006713	1	1
OG0006714	1	1
OG0006715	2	2
OG0006716	1	1
OG0006717	1	1
OG0006718	1	1
OG0006719	2	2
OG0006720	3	3
OG0006721	1	1
OG0006722	1	1
OG0006723	1	1
OG0006724	1	1
OG0006725	1	1
OG0006726	1	1
OG0006727	1	1
OG0006728	1	1
OG0006729	1	1
OG0006730	1	1
OG0006731	1	1
OG0006732	1	1
OG0006733	1	1
OG0006734	2	2
OG0006735	1	1
OG0006736	1	1
OG0006737	1	1
OG0006738	1	1
OG0006739	1	1
OG0006740	1	1
OG0006741	1	1
OG0006742	1	1
OG0006743	1	1
OG0006744	1	1
OG0006745	1	1
OG0006746	1	1
OG0006747	1	1
OG0006748	1	1
OG0006749	1	1
OG0006750	1	1
OG0006751	1	1
OG0006752	1	1
OG0006753	1	1
OG0006754	1	1
OG0006755	1	1
OG0006756	1	1
OG0006757	1	1
OG0006758	1	1
OG0006759	1	1
OG0006760	1	1
OG0006761	1	1
OG0006762	1	1
OG0006763	1	1
OG0006764	1	1
OG0006765	1	1
OG0006766	1	1
OG0006767	1	1
OG0006768	1	1
OG0006769	1	1
OG0006770	1	1
OG0006771	1	1
OG0006772	1	1
OG0006773	2	2
OG0006774	1	1
OG0006775	1	1
OG0006776	1	1
OG0006777	1	1
OG0006778	1	1
OG0006779	1	1
OG0006780	1	1
OG0006781	1	1
OG0006782	1	1
OG0006783	1	1
OG0006784	1	1
OG0006785	1	1
OG0006786	1	1
OG0006787	1	1
OG0006788	1	1
OG0006789	1	1
OG0006790	1	1
OG0006791	1	1
OG0006792	1	1
OG0006793	1	1
OG0006794	1	1
OG0006795	1	1
OG0006796	1	1
OG0006797	1	1
OG0006798	1	1
OG0006799	1	1
OG0006800	1	1
OG0006801	1	1
OG0006802	1	1
OG0006803	1	1
OG0006804	1	1
OG0006805	1	1
OG0006806	1	1
OG0006807	1	1
OG0006808	1	1
OG0006809	1	1
OG0006810	1	1
OG0006811	3	3
OG0006812	1	1
OG0006813	1	1
OG0006814	1	1
OG0006815	2	2
OG0006816	1	1
OG0006817	1	1
OG0006818	1	1
OG0006819	1	1
OG0006820	1	1
OG0006821	1	1
OG0006822	1	1
OG0006823	1	1
OG0006824	3	3
OG0006825	1	1
OG0006826	1	1
OG0006827	2	2
OG0006828	1	1
OG0006829	1	1
OG0006830	1	1
OG0006831	1	1
OG0006832	1	1
OG0006833	1	1
OG0006834	1	1
OG0006835	1	1
OG0006836	1	1
OG0006837	1	1
OG0006838	2	2
OG0006839	1	1
OG0006840	3	3
OG0006841	1	1
OG0006842	1	1
OG0006843	1	1
OG0006844	1	1
OG0006845	1	1
OG0006846	1	1
OG0006847	1	1
OG0006848	1	1
OG0006849	1	1
OG0006850	2	2
OG0006851	2	2
OG0006852	2	2
OG0006853	1	1
OG0006854	1	1
OG0006855	3	3
OG0006856	3	3
OG0006857	1	1
OG0006858	1	1
OG0006859	1	1
OG0006860	3	3
OG0006861	1	1
OG0006862	1	1
OG0006863	2	2
OG0006864	1	1
OG0006865	1	1
OG0006866	1	1
OG0006867	2	2
OG0006868	1	1
OG0006869	1	1
OG0006870	1	1
OG0006871	1	1
OG0006872	1	1
OG0006873	1	1
OG0006874	1	1
OG0006875	1	1
OG0006876	1	1
OG0006877	1	1
OG0006878	2	2
OG0006879	1	1
OG0006880	1	1
OG0006881	1	1
OG0006882	1	1
OG0006883	1	1
OG0006884	1	1
OG0006885	1	1
OG0006886	1	1
OG0006887	1	1
OG0006888	1	1
OG0006889	1	1
OG0006890	1	1
OG0006891	1	1
OG0006892	1	1
OG0006893	1	1
OG0006894	1	1
OG0006895	1	1
OG0006896	1	1
OG0006897	1	1
OG0006898	1	1
OG0006899	1	1
OG0006900	1	1
OG0006901	1	1
OG0006902	1	1
OG0006903	1	1
OG0006904	1	1
OG0006905	1	1
OG0006906	1	1
OG0006907	1	1
OG0006908	1	1
OG0006909	1	1
OG0006910	1	1
OG0006911	1	1
OG0006912	1	1
OG0006913	1	1
OG0006914	1	1
OG0006915	1	1
OG0006916	1	1
OG0006917	1	1
OG0006918	1	1
OG0006919	1	1
OG0006920	2	2
OG0006921	1	1
OG0006922	1	1
OG0006923	1	1
OG0006924	1	1
OG0006925	1	1
OG0006926	3	3
OG0006927	1	1
OG0006928	1	1
OG0006929	1	1
OG0006930	1	1
OG0006931	3	3
OG0006932	1	1
OG0006933	1	1
OG0006934	1	1
OG0006935	1	1
OG0006936	1	1
OG0006937	3	3
OG0006938	1	1
OG0006939	1	1
OG0006940	1	1
OG0006941	1	1
OG0006942	1	1
OG0006943	1	1
OG0006944	1	1
OG0006945	1	1
OG0006946	1	1
OG0006947	1	1
OG0006948	1	1
OG0006949	1	1
OG0006950	1	1
OG0006951	3	3
OG0006952	1	1
OG0006953	1	1
OG0006954	1	1
OG0006955	1	1
OG0006956	2	2
OG0006957	2	2
OG0006958	1	1
OG0006959	1	1
OG0006960	1	1
OG0006961	1	1
OG0006962	1	1
OG0006963	1	1
OG0006964	1	1
OG0006965	1	1
OG0006966	1	1
OG0006967	1	1
OG0006968	2	2
OG0006969	1	1
OG0006970	1	1
OG0006971	1	1
OG0006972	1	1
OG0006973	1	1
OG0006974	1	1
OG0006975	1	1
OG0006976	1	1
OG0006977	1	1
OG0006978	1	1
OG0006979	1	1
OG0006980	1	1
OG0006981	1	1
OG0006982	1	1
