Coords	Name	MIRNA	POR-73-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	POR-79-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed
Porites_evermani_scaffold_10:921955-922817	Cluster_371	N	235	284	554
Porites_evermani_scaffold_10:923204-924167	Cluster_372	N	91	149	323
Porites_evermani_scaffold_10:924462-924949	Cluster_373	N	41	68	79
Porites_evermani_scaffold_10:981026-981454	Cluster_374	N	84	3	2
Porites_evermani_scaffold_10:990861-991899	Cluster_375	N	82	208	150
Porites_evermani_scaffold_10:992101-993018	Cluster_376	N	86	175	167
Porites_evermani_scaffold_10:993313-994279	Cluster_377	N	129	237	457
Porites_evermani_scaffold_10:994656-995525	Cluster_378	N	287	373	662
Porites_evermani_scaffold_10:1018566-1018989	Cluster_379	N	19	0	22
Porites_evermani_scaffold_10:1090397-1091785	Cluster_380	N	254	252	966
Porites_evermani_scaffold_10:1093137-1093562	Cluster_381	N	34	15	39
Porites_evermani_scaffold_10:1094219-1094644	Cluster_382	N	31	15	37
Porites_evermani_scaffold_10:1102100-1102519	Cluster_383	N	17	82	53
Porites_evermani_scaffold_11:77043-77460	Cluster_384	N	3	26	16
Porites_evermani_scaffold_11:152375-152793	Cluster_385	N	30	27	40
Porites_evermani_scaffold_11:379001-379424	Cluster_386	N	6	6	66
Porites_evermani_scaffold_11:425060-425793	Cluster_387	N	38	57	77
Porites_evermani_scaffold_11:545153-545571	Cluster_388	N	11	30	16
Porites_evermani_scaffold_11:549712-550140	Cluster_389	N	2	43	90
Porites_evermani_scaffold_11:789445-789871	Cluster_390	N	43	6	0
Porites_evermani_scaffold_11:808040-808469	Cluster_391	N	47	46	18
Porites_evermani_scaffold_11:816625-817052	Cluster_392	N	78	105	41
Porites_evermani_scaffold_11:821579-822141	Cluster_393	N	66	53	49
Porites_evermani_scaffold_11:824445-824874	Cluster_394	N	30	11	28
Porites_evermani_scaffold_11:826114-826541	Cluster_395	N	16	31	40
Porites_evermani_scaffold_11:826847-827267	Cluster_396	N	26	41	56
Porites_evermani_scaffold_11:827490-827945	Cluster_397	N	64	75	84
Porites_evermani_scaffold_11:828774-829627	Cluster_398	N	160	253	312
Porites_evermani_scaffold_11:830216-830980	Cluster_399	N	131	144	145
Porites_evermani_scaffold_11:831741-832169	Cluster_400	N	15	30	73
Porites_evermani_scaffold_11:832478-832911	Cluster_401	N	31	69	67
Porites_evermani_scaffold_11:835322-836020	Cluster_402	N	59	94	99
Porites_evermani_scaffold_11:836614-837041	Cluster_403	N	12	69	85
Porites_evermani_scaffold_11:838133-838806	Cluster_404	N	950	1206	409
Porites_evermani_scaffold_11:839459-839897	Cluster_405	N	47	84	141
Porites_evermani_scaffold_11:844529-844956	Cluster_406	N	9	22	35
Porites_evermani_scaffold_11:849778-850203	Cluster_407	N	18	7	30
Porites_evermani_scaffold_11:850904-851446	Cluster_408	N	23	72	47
Porites_evermani_scaffold_11:853019-853969	Cluster_409	N	552	372	459
Porites_evermani_scaffold_11:854267-854745	Cluster_410	N	83	77	70
Porites_evermani_scaffold_11:854751-855249	Cluster_411	N	91	70	33
Porites_evermani_scaffold_11:855609-856518	Cluster_412	N	98	144	178
Porites_evermani_scaffold_11:856910-857312	Cluster_413	N	46	42	37
Porites_evermani_scaffold_11:858752-859180	Cluster_414	N	9	12	133
Porites_evermani_scaffold_11:862623-863067	Cluster_415	N	10	30	59
Porites_evermani_scaffold_11:870963-872011	Cluster_416	N	95	987	62
Porites_evermani_scaffold_11:872540-873336	Cluster_417	N	35	222	23
Porites_evermani_scaffold_11:874615-875043	Cluster_418	N	0	3	125
Porites_evermani_scaffold_11:878180-878747	Cluster_419	N	11	161	208
Porites_evermani_scaffold_11:881023-881748	Cluster_420	N	2	182	108
Porites_evermani_scaffold_11:882695-883884	Cluster_421	N	832	232	752
Porites_evermani_scaffold_11:885296-885725	Cluster_422	N	8	22	121
Porites_evermani_scaffold_11:885929-886770	Cluster_423	N	161	124	433
Porites_evermani_scaffold_11:887917-888999	Cluster_424	N	1609	1597	1941
Porites_evermani_scaffold_11:890780-891289	Cluster_425	N	55	119	109
Porites_evermani_scaffold_11:891383-892106	Cluster_426	N	117	524	293
Porites_evermani_scaffold_11:892511-893145	Cluster_427	N	7173	1079	6418
Porites_evermani_scaffold_11:893519-895167	Cluster_428	N	1094	502	1389
Porites_evermani_scaffold_11:895956-896384	Cluster_429	N	0	79	2
Porites_evermani_scaffold_11:898048-898921	Cluster_430	N	171	137	160
Porites_evermani_scaffold_11:899444-899858	Cluster_431	N	21	21	15
Porites_evermani_scaffold_11:908219-908919	Cluster_432	N	710	542	423
Porites_evermani_scaffold_11:910772-911182	Cluster_433	N	18	25	15
Porites_evermani_scaffold_11:911197-911683	Cluster_434	N	94	107	43
Porites_evermani_scaffold_11:911786-912203	Cluster_435	N	13	18	104
Porites_evermani_scaffold_11:912235-912653	Cluster_436	N	36	4	47
Porites_evermani_scaffold_11:914014-914767	Cluster_437	N	75	69	110
Porites_evermani_scaffold_11:914902-916357	Cluster_438	N	2946	1846	2936
Porites_evermani_scaffold_11:917769-918198	Cluster_439	N	47	31	36
Porites_evermani_scaffold_11:918596-919279	Cluster_440	N	140	137	235
Porites_evermani_scaffold_11:921749-922177	Cluster_441	N	4	10	88
Porites_evermani_scaffold_11:922605-923466	Cluster_442	N	404	88	521
Porites_evermani_scaffold_11:928106-928515	Cluster_443	N	43	28	11
Porites_evermani_scaffold_11:929003-929637	Cluster_444	N	79	370	44
Porites_evermani_scaffold_11:931893-932320	Cluster_445	N	30	62	20
Porites_evermani_scaffold_11:936420-936836	Cluster_446	N	33	25	11
Porites_evermani_scaffold_11:939897-940558	Cluster_447	N	93	143	48
Porites_evermani_scaffold_11:940779-941212	Cluster_448	N	138	171	10
Porites_evermani_scaffold_11:952628-954363	Cluster_449	N	4853	6505	3712
Porites_evermani_scaffold_11:954571-955350	Cluster_450	N	106	106	52
Porites_evermani_scaffold_11:959439-959868	Cluster_451	N	63	38	29
Porites_evermani_scaffold_11:964468-964876	Cluster_452	N	4	35	18
Porites_evermani_scaffold_11:967024-967652	Cluster_453	N	161	118	143
Porites_evermani_scaffold_11:968638-970071	Cluster_454	N	179	270	322
Porites_evermani_scaffold_11:970137-970565	Cluster_455	N	59	111	135
Porites_evermani_scaffold_11:971013-972436	Cluster_456	N	428	781	578
Porites_evermani_scaffold_11:975786-976204	Cluster_457	N	225	104	106
Porites_evermani_scaffold_11:977849-978276	Cluster_458	N	19	65	27
Porites_evermani_scaffold_11:978391-978820	Cluster_459	N	18	77	32
Porites_evermani_scaffold_11:978976-979396	Cluster_460	N	18	66	23
Porites_evermani_scaffold_11:980680-981109	Cluster_461	N	40	60	77
Porites_evermani_scaffold_11:987427-987873	Cluster_462	N	44	29	54
Porites_evermani_scaffold_11:988278-988707	Cluster_463	N	64	58	97
Porites_evermani_scaffold_11:989845-990245	Cluster_464	N	11	31	34
Porites_evermani_scaffold_11:996031-996453	Cluster_465	N	16	21	52
Porites_evermani_scaffold_11:1005835-1007041	Cluster_466	N	624	12	208
Porites_evermani_scaffold_11:1009310-1009844	Cluster_467	N	200	172	223
Porites_evermani_scaffold_11:1010523-1011981	Cluster_468	N	980	1231	1281
Porites_evermani_scaffold_11:1019531-1020257	Cluster_469	N	536	579	757
Porites_evermani_scaffold_11:1020458-1020886	Cluster_470	N	26	27	12
Porites_evermani_scaffold_11:1021817-1022231	Cluster_471	N	13	43	38
Porites_evermani_scaffold_11:1022424-1023005	Cluster_472	N	83	81	86
Porites_evermani_scaffold_11:1029291-1029719	Cluster_473	N	23	45	40
Porites_evermani_scaffold_11:1031587-1032115	Cluster_474	N	45	65	90
Porites_evermani_scaffold_11:1032520-1032928	Cluster_475	N	11	18	28
Porites_evermani_scaffold_11:1038939-1039367	Cluster_476	N	43	53	35
Porites_evermani_scaffold_11:1040601-1041029	Cluster_477	N	19	61	54
Porites_evermani_scaffold_11:1041484-1041911	Cluster_478	N	39	58	64
Porites_evermani_scaffold_11:1056184-1056598	Cluster_479	N	22	30	23
Porites_evermani_scaffold_11:1056709-1057133	Cluster_480	N	23	28	21
Porites_evermani_scaffold_11:1062003-1062430	Cluster_481	N	80	1	11
Porites_evermani_scaffold_11:1062900-1063345	Cluster_482	N	113	7	14
Porites_evermani_scaffold_11:1063714-1064225	Cluster_483	N	98	33	11
Porites_evermani_scaffold_11:1064809-1065440	Cluster_484	N	164	80	40
Porites_evermani_scaffold_11:1067846-1068274	Cluster_485	N	15	16	47
Porites_evermani_scaffold_11:1072085-1072504	Cluster_486	N	29	29	71
Porites_evermani_scaffold_11:1077324-1077752	Cluster_487	N	25	58	43
Porites_evermani_scaffold_11:1078089-1078517	Cluster_488	N	24	70	43
Porites_evermani_scaffold_11:1078643-1079071	Cluster_489	N	52	17	40
Porites_evermani_scaffold_11:1079819-1080649	Cluster_490	N	97	324	84
Porites_evermani_scaffold_11:1083756-1084368	Cluster_491	N	1	3	905
Porites_evermani_scaffold_11:1087889-1088523	Cluster_492	N	726	791	546
Porites_evermani_scaffold_11:1090570-1091459	Cluster_493	N	261	682	214
Porites_evermani_scaffold_11:1096463-1096960	Cluster_494	N	103	123	132
Porites_evermani_scaffold_11:1104999-1105418	Cluster_495	N	30	31	41
Porites_evermani_scaffold_11:1125568-1125992	Cluster_496	N	16	18	53
Porites_evermani_scaffold_11:1135968-1136396	Cluster_497	N	52	32	80
Porites_evermani_scaffold_11:1146501-1146944	Cluster_498	N	82	101	81
Porites_evermani_scaffold_11:1147399-1149268	Cluster_499	N	2979	3632	4073
Porites_evermani_scaffold_11:1149794-1150222	Cluster_500	N	22	28	203
Porites_evermani_scaffold_11:1150328-1150966	Cluster_501	N	406	213	1252
Porites_evermani_scaffold_12:38644-39221	Cluster_502	N	25	177	195
Porites_evermani_scaffold_12:39294-40778	Cluster_503	N	644	1005	718
Porites_evermani_scaffold_12:77410-77837	Cluster_504	N	425	29	0
Porites_evermani_scaffold_12:79417-79844	Cluster_505	N	424	0	9
Porites_evermani_scaffold_12:95262-95671	Cluster_506	N	43	34	18
Porites_evermani_scaffold_12:109797-110226	Cluster_507	N	20	51	29
Porites_evermani_scaffold_12:110242-110678	Cluster_508	N	44	74	168
Porites_evermani_scaffold_12:110725-111296	Cluster_509	N	32	93	127
Porites_evermani_scaffold_12:152192-152882	Cluster_510	N	127	133	237
Porites_evermani_scaffold_12:154278-155715	Cluster_511	N	1238	1408	886
Porites_evermani_scaffold_12:191036-191459	Cluster_512	N	49	2	52
Porites_evermani_scaffold_12:197574-198000	Cluster_513	N	25	38	58
Porites_evermani_scaffold_12:198054-198484	Cluster_514	N	30	48	74
Porites_evermani_scaffold_12:199002-200240	Cluster_515	N	169	151	172
Porites_evermani_scaffold_12:201068-201896	Cluster_516	N	636	236	498
Porites_evermani_scaffold_12:393607-394029	Cluster_517	N	4	33	19
Porites_evermani_scaffold_12:565772-566196	Cluster_518	N	30	55	47
Porites_evermani_scaffold_12:566548-567322	Cluster_519	N	96	78	110
Porites_evermani_scaffold_12:568065-568623	Cluster_520	N	106	127	228
Porites_evermani_scaffold_12:569575-570245	Cluster_521	N	149	109	150
Porites_evermani_scaffold_12:571102-573314	Cluster_522	N	556	740	748
Porites_evermani_scaffold_12:580993-581421	Cluster_523	N	493	2	0
Porites_evermani_scaffold_12:598142-598566	Cluster_524	N	44	0	1
Porites_evermani_scaffold_12:625628-626064	Cluster_525	N	4	200	3
Porites_evermani_scaffold_12:627903-628496	Cluster_526	N	2260	0	0
Porites_evermani_scaffold_12:684827-685250	Cluster_527	N	0	70	1
Porites_evermani_scaffold_12:702533-702951	Cluster_528	N	0	2	503
Porites_evermani_scaffold_12:732815-733253	Cluster_529	N	13	94	115
Porites_evermani_scaffold_12:733579-733992	Cluster_530	N	7	20	27
Porites_evermani_scaffold_12:734304-734718	Cluster_531	N	27	25	46
Porites_evermani_scaffold_12:736718-737510	Cluster_532	N	49	137	128
Porites_evermani_scaffold_12:771930-772346	Cluster_533	N	21	1	17
Porites_evermani_scaffold_12:841260-841989	Cluster_534	N	17548	2	0
Porites_evermani_scaffold_12:849336-849760	Cluster_535	N	50	69	69
Porites_evermani_scaffold_12:899355-899772	Cluster_536	N	18	201	1
Porites_evermani_scaffold_12:909710-910148	Cluster_537	N	40	41	115
Porites_evermani_scaffold_12:974538-974957	Cluster_538	N	286	1	4
Porites_evermani_scaffold_12:1021205-1021754	Cluster_539	N	153	11	14
Porites_evermani_scaffold_12:1024942-1025364	Cluster_540	N	135	1	5
Porites_evermani_scaffold_12:1027402-1027819	Cluster_541	N	143	11	7
Porites_evermani_scaffold_12:1029047-1029467	Cluster_542	N	127	0	7
Porites_evermani_scaffold_12:1029500-1029914	Cluster_543	N	76	6	5
Porites_evermani_scaffold_13:2338-2758	Cluster_544	N	42	22	21
Porites_evermani_scaffold_13:33461-33878	Cluster_545	N	396	221	174
Porites_evermani_scaffold_13:68127-68545	Cluster_546	N	9	30	32
Porites_evermani_scaffold_13:184605-185044	Cluster_547	N	4	9	193
Porites_evermani_scaffold_13:186131-186559	Cluster_548	N	45	22	79
Porites_evermani_scaffold_13:193541-194065	Cluster_549	N	73	82	249
Porites_evermani_scaffold_13:212294-212696	Cluster_550	N	12	31	28
Porites_evermani_scaffold_13:295578-296001	Cluster_551	N	534	86	44
Porites_evermani_scaffold_13:328781-329208	Cluster_552	N	14	0	33
Porites_evermani_scaffold_13:602754-603183	Cluster_553	N	166	1	5
Porites_evermani_scaffold_13:733642-734070	Cluster_554	N	79	2	3
Porites_evermani_scaffold_13:743771-744189	Cluster_555	N	0	5	37
Porites_evermani_scaffold_13:749030-749948	Cluster_556	N	143	8	148
Porites_evermani_scaffold_13:750811-751220	Cluster_557	N	54	0	0
Porites_evermani_scaffold_13:758618-759331	Cluster_558	N	36	10	644
Porites_evermani_scaffold_13:987573-987995	Cluster_559	N	11	82	28
Porites_evermani_scaffold_13:1027848-1028499	Cluster_560	N	184	0	100
Porites_evermani_scaffold_14:36314-36795	Cluster_561	N	621	539	353
Porites_evermani_scaffold_14:47778-48202	Cluster_562	N	8	19	92
Porites_evermani_scaffold_14:49550-49972	Cluster_563	N	16	72	93
Porites_evermani_scaffold_14:69533-69954	Cluster_564	N	8	99	1
Porites_evermani_scaffold_14:272687-273108	Cluster_565	N	172	83	141
Porites_evermani_scaffold_14:321993-322408	Cluster_566	N	23	4	17
Porites_evermani_scaffold_14:536204-536630	Cluster_567	N	1	63	2
Porites_evermani_scaffold_14:561648-562189	Cluster_568	N	104	113	195
Porites_evermani_scaffold_14:751071-751480	Cluster_569	N	5	11	25
Porites_evermani_scaffold_15:132698-133124	Cluster_570	N	32	1	23
Porites_evermani_scaffold_15:152741-153991	Cluster_571	N	366	513	341
Porites_evermani_scaffold_15:154187-154611	Cluster_572	N	17	37	54
Porites_evermani_scaffold_15:170193-170617	Cluster_573	N	1	5	63
Porites_evermani_scaffold_15:278895-279311	Cluster_574	N	9	30	23
Porites_evermani_scaffold_15:296278-296698	Cluster_575	N	4	21	84
Porites_evermani_scaffold_15:373695-374110	Cluster_576	N	15	7	17
Porites_evermani_scaffold_15:576716-577144	Cluster_577	N	132	60	137
Porites_evermani_scaffold_15:699005-699429	Cluster_578	N	9	53	2
Porites_evermani_scaffold_15:822382-822934	Cluster_579	N	89	70	159
Porites_evermani_scaffold_15:831215-831616	Cluster_580	N	21	16	26
Porites_evermani_scaffold_15:882989-883406	Cluster_581	N	0	50	32
Porites_evermani_scaffold_15:1078895-1079406	Cluster_582	N	50	57	109
Porites_evermani_scaffold_16:222297-222723	Cluster_583	N	60	0	39
Porites_evermani_scaffold_16:329725-330481	Cluster_584	N	7	3	289
Porites_evermani_scaffold_16:330652-331139	Cluster_585	N	7	2	170
Porites_evermani_scaffold_16:332324-332942	Cluster_586	N	21	0	232
Porites_evermani_scaffold_16:334016-334436	Cluster_587	N	76	0	124
Porites_evermani_scaffold_16:347182-347610	Cluster_588	N	196	16	0
Porites_evermani_scaffold_16:383386-383478	Cluster_589	Y	1885	1158	1017
Porites_evermani_scaffold_16:598328-598745	Cluster_590	N	78	70	42
Porites_evermani_scaffold_16:665852-666274	Cluster_591	N	34	10	6
Porites_evermani_scaffold_16:732864-733289	Cluster_592	N	1	61	1
Porites_evermani_scaffold_16:836179-836845	Cluster_593	N	9	1886	5
Porites_evermani_scaffold_16:837877-838599	Cluster_594	N	2828	2744	798
Porites_evermani_scaffold_16:848692-849396	Cluster_595	N	436	730	1328
Porites_evermani_scaffold_16:987343-987761	Cluster_596	N	67	23	25
Porites_evermani_scaffold_16:988025-988443	Cluster_597	N	34	17	31
Porites_evermani_scaffold_17:68870-69299	Cluster_598	N	38	29	71
Porites_evermani_scaffold_17:91643-92063	Cluster_599	N	7	114	35
Porites_evermani_scaffold_17:534490-534918	Cluster_600	N	63	36	0
Porites_evermani_scaffold_17:591277-591731	Cluster_601	N	66	98	72
Porites_evermani_scaffold_17:685388-685809	Cluster_602	N	3	22	16
Porites_evermani_scaffold_17:705841-706248	Cluster_603	N	7	6	31
Porites_evermani_scaffold_17:711279-711708	Cluster_604	N	171	0	334
Porites_evermani_scaffold_17:778792-780999	Cluster_605	N	180	759	582
Porites_evermani_scaffold_17:781014-782347	Cluster_606	N	435	807	1053
Porites_evermani_scaffold_17:795617-796034	Cluster_607	N	6	40	52
Porites_evermani_scaffold_17:796093-796504	Cluster_608	N	6	32	49
Porites_evermani_scaffold_17:796595-797365	Cluster_609	N	51	41	107
Porites_evermani_scaffold_17:802552-802966	Cluster_610	N	15	11	38
Porites_evermani_scaffold_17:803985-804405	Cluster_611	N	13	25	66
Porites_evermani_scaffold_17:806484-806904	Cluster_612	N	6	14	53
Porites_evermani_scaffold_17:813594-814026	Cluster_613	N	53	27	109
Porites_evermani_scaffold_17:814101-814520	Cluster_614	N	7	18	33
Porites_evermani_scaffold_17:816706-817167	Cluster_615	N	23	27	111
Porites_evermani_scaffold_17:817929-818336	Cluster_616	N	14	19	26
Porites_evermani_scaffold_17:829867-830417	Cluster_617	N	32	52	140
Porites_evermani_scaffold_17:835742-836151	Cluster_618	N	10	37	83
Porites_evermani_scaffold_17:873435-873871	Cluster_619	N	89	1004	132
Porites_evermani_scaffold_17:1037231-1037659	Cluster_620	N	0	87	73
Porites_evermani_scaffold_18:5958-6386	Cluster_621	N	1	1	48
Porites_evermani_scaffold_18:25326-25750	Cluster_622	N	43	15	1
Porites_evermani_scaffold_18:50630-51053	Cluster_623	N	5	0	79
Porites_evermani_scaffold_18:197797-198929	Cluster_624	N	1943	1099	2
Porites_evermani_scaffold_18:199245-199673	Cluster_625	N	109	4	0
Porites_evermani_scaffold_18:207456-208011	Cluster_626	N	527	14	0
Porites_evermani_scaffold_18:209730-210555	Cluster_627	N	1224	962	2
Porites_evermani_scaffold_18:211298-211827	Cluster_628	N	116	73	0
Porites_evermani_scaffold_18:277275-277704	Cluster_629	N	0	11	167
Porites_evermani_scaffold_18:290554-291089	Cluster_630	N	900	5	1
Porites_evermani_scaffold_18:297817-298451	Cluster_631	N	289	126	87
Porites_evermani_scaffold_18:332761-333178	Cluster_632	N	20	36	16
Porites_evermani_scaffold_18:357086-357503	Cluster_633	N	69	0	0
Porites_evermani_scaffold_18:433002-433422	Cluster_634	N	1944	13	39
Porites_evermani_scaffold_18:521812-522240	Cluster_635	N	2	0	283
Porites_evermani_scaffold_18:528373-528794	Cluster_636	N	57	0	1
Porites_evermani_scaffold_18:552239-552666	Cluster_637	N	2	45	17
Porites_evermani_scaffold_18:630165-632361	Cluster_638	N	239	445	1272
Porites_evermani_scaffold_18:652556-652974	Cluster_639	N	0	136	1
Porites_evermani_scaffold_18:676613-677169	Cluster_640	N	667	936	905
Porites_evermani_scaffold_18:677655-678120	Cluster_641	N	46	99	78
Porites_evermani_scaffold_18:728655-729183	Cluster_642	N	10	57	78
Porites_evermani_scaffold_18:788317-789151	Cluster_643	N	59	78	3
Porites_evermani_scaffold_18:793925-794448	Cluster_644	N	252	303	690
Porites_evermani_scaffold_18:795820-796339	Cluster_645	N	1961	675	1657
Porites_evermani_scaffold_18:807018-807512	Cluster_646	N	127	145	5
Porites_evermani_scaffold_18:811138-811591	Cluster_647	N	3093	3226	2153
Porites_evermani_scaffold_18:1033475-1033898	Cluster_648	N	18	10	19
Porites_evermani_scaffold_18:1041408-1041822	Cluster_649	N	27	11	1
Porites_evermani_scaffold_19:30086-30505	Cluster_650	N	0	47	6
Porites_evermani_scaffold_19:70221-70849	Cluster_651	N	60	4	95
Porites_evermani_scaffold_19:171635-172044	Cluster_652	N	13	9	23
Porites_evermani_scaffold_19:240797-241213	Cluster_653	N	17	22	0
Porites_evermani_scaffold_19:255079-255496	Cluster_654	N	897	254	211
Porites_evermani_scaffold_19:387347-387764	Cluster_655	N	19	10	27
Porites_evermani_scaffold_19:454616-455016	Cluster_656	N	17	18	33
Porites_evermani_scaffold_19:468500-468922	Cluster_657	N	25	13	32
Porites_evermani_scaffold_19:492872-493296	Cluster_658	N	8	32	22
Porites_evermani_scaffold_19:494805-495222	Cluster_659	N	25	30	74
Porites_evermani_scaffold_19:516203-516623	Cluster_660	N	15	16	39
Porites_evermani_scaffold_19:555465-555893	Cluster_661	N	1	101	3
Porites_evermani_scaffold_19:745397-745824	Cluster_662	N	77	28	43
Porites_evermani_scaffold_19:831697-832124	Cluster_663	N	423	29	0
Porites_evermani_scaffold_19:925852-926279	Cluster_664	N	0	23	38
Porites_evermani_scaffold_19:942826-943241	Cluster_665	N	33	4	7
Porites_evermani_scaffold_19:953262-953690	Cluster_666	N	12	28	178
Porites_evermani_scaffold_19:953763-954176	Cluster_667	N	16	74	33
Porites_evermani_scaffold_19:954681-956167	Cluster_668	N	442	720	894
Porites_evermani_scaffold_19:960678-961099	Cluster_669	N	1	2	126
Porites_evermani_scaffold_19:976743-977170	Cluster_670	N	64	1	5
Porites_evermani_scaffold_20:232401-232861	Cluster_671	N	221	0	131
Porites_evermani_scaffold_20:233066-233539	Cluster_672	N	320	0	161
Porites_evermani_scaffold_20:275078-275498	Cluster_673	N	24	9	9
Porites_evermani_scaffold_20:354783-355210	Cluster_674	N	54	18	46
Porites_evermani_scaffold_20:356539-356964	Cluster_675	N	76	14	16
Porites_evermani_scaffold_20:357605-358032	Cluster_676	N	81	33	15
