V1	GO_terms
Pocillopora_meandrina_HIv1___RNAseq.3178_t	GO:0000978; GO:0000981; GO:0001228; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0006357; GO:0007605; GO:0021562; GO:0031290; GO:0042472; GO:0042491; GO:0043565; GO:0045944; GO:0048675; GO:0048839; GO:0050885; GO:0051402; GO:0060113; GO:1990837
Pocillopora_meandrina_HIv1___RNAseq.3188_t	GO:0005886; GO:0007605; GO:0016020; GO:0030425; GO:0045211; GO:0050811; GO:0060077; GO:0097112; GO:0098982; GO:0099572; GO:0099645; GO:1905702
Pocillopora_meandrina_HIv1___RNAseq.3403_t	GO:0005506; GO:0005783; GO:0005789; GO:0006699; GO:0006707; GO:0006805; GO:0007399; GO:0008395; GO:0016125; GO:0020037; GO:0030425; GO:0033781; GO:0042448; GO:0062184; GO:0098793; GO:0098794; GO:1900271; GO:1903044
Pocillopora_meandrina_HIv1___RNAseq.3462_t	GO:0000082; GO:0001822; GO:0004044; GO:0006164; GO:0006177; GO:0006189; GO:0006543; GO:0007595; GO:0009113; GO:0009168; GO:0009410; GO:0019693; GO:0031100; GO:0032869; GO:0042802; GO:0044208; GO:0046872; GO:0051539; GO:0060135; GO:0071466; GO:0097294
Pocillopora_meandrina_HIv1___RNAseq.3492_t	GO:0000902; GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0003183; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0009653; GO:0016339; GO:0016342; GO:0016477; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072006; GO:0072137; GO:0072659; GO:0090102; GO:0098609; GO:0098742; GO:0000902; GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0003183; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0009653; GO:0016339; GO:0016342; GO:0016477; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072006; GO:0072137; GO:0072659; GO:0090102; GO:0098609; GO:0098742; GO:0000902; GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0003183; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0009653; GO:0016339; GO:0016342; GO:0016477; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072006; GO:0072137; GO:0072659; GO:0090102; GO:0098609; GO:0098742; GO:0000902; GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0003183; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0009653; GO:0016339; GO:0016342; GO:0016477; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072006; GO:0072137; GO:0072659; GO:0090102; GO:0098609; GO:0098742; GO:0000902; GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0003183; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0009653; GO:0016339; GO:0016342; GO:0016477; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072006; GO:0072137; GO:0072659; GO:0090102; GO:0098609; GO:0098742; GO:0000902; GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0003183; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0009653; GO:0016339; GO:0016342; GO:0016477; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072006; GO:0072137; GO:0072659; GO:0090102; GO:0098609; GO:0098742; GO:0000902; GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0003183; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0009653; GO:0016339; GO:0016342; GO:0016477; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072006; GO:0072137; GO:0072659; GO:0090102; GO:0098609; GO:0098742; GO:0000902; GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0003183; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0009653; GO:0016339; GO:0016342; GO:0016477; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072006; GO:0072137; GO:0072659; GO:0090102; GO:0098609; GO:0098742; GO:0000902; GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0003183; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0009653; GO:0016339; GO:0016342; GO:0016477; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072006; GO:0072137; GO:0072659; GO:0090102; GO:0098609; GO:0098742; GO:0000902; GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0003183; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0009653; GO:0016339; GO:0016342; GO:0016477; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072006; GO:0072137; GO:0072659; GO:0090102; GO:0098609; GO:0098742; GO:0000902; GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0003183; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0009653; GO:0016339; GO:0016342; GO:0016477; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072006; GO:0072137; GO:0072659; GO:0090102; GO:0098609; GO:0098742; GO:0000902; GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0003183; GO:0003192; GO:0003273; GO:0005509; GO:0005912; GO:0007043; GO:0007156; GO:0007157; GO:0007389; GO:0009653; GO:0016339; GO:0016342; GO:0016477; GO:0021915; GO:0022008; GO:0034332; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0045296; GO:0048565; GO:0072006; GO:0072137; GO:0072659; GO:0090102; GO:0098609; GO:0098742
Pocillopora_meandrina_HIv1___RNAseq.352_t	GO:0000122; GO:0001222; GO:0003714; GO:0005634; GO:0005654; GO:0006357; GO:0016580; GO:0017053; GO:0035091; GO:0045892; GO:0046872; GO:0070822; GO:0000122; GO:0001222; GO:0003714; GO:0005634; GO:0005654; GO:0006357; GO:0016580; GO:0017053; GO:0035091; GO:0045892; GO:0046872; GO:0070822; GO:0000122; GO:0001222; GO:0003714; GO:0005634; GO:0005654; GO:0006357; GO:0016580; GO:0017053; GO:0035091; GO:0045892; GO:0046872; GO:0070822
Pocillopora_meandrina_HIv1___RNAseq.3676_t	GO:0005509; GO:0005544; GO:0005737; GO:0005886; GO:0006887; GO:0008104; GO:0017158; GO:0019905; GO:0031340; GO:0032024; GO:0045202; GO:0045956; GO:0048791; GO:0061669; GO:0098793; GO:0098850; GO:0098978; GO:0099502
Pocillopora_meandrina_HIv1___RNAseq.3679_t	GO:0005509; GO:0005544; GO:0005737; GO:0005886; GO:0006887; GO:0008104; GO:0017158; GO:0019905; GO:0031340; GO:0032024; GO:0045202; GO:0045956; GO:0048791; GO:0061669; GO:0098793; GO:0098850; GO:0098978; GO:0099502
Pocillopora_meandrina_HIv1___RNAseq.3683_t	GO:0005635; GO:0005737; GO:0005829; GO:0006606; GO:0031144; GO:0031267; GO:0042254; GO:0042393; GO:0050821; GO:0061608; GO:0140713
Pocillopora_meandrina_HIv1___RNAseq.3756_t	GO:0005886; GO:0015650; GO:0016323; GO:0035873; GO:0050833; GO:1901475
Pocillopora_meandrina_HIv1___RNAseq.3764_t	GO:0004800; GO:0005789; GO:0042446; GO:0061074
Pocillopora_meandrina_HIv1___RNAseq.3765_t	GO:0004800; GO:0005886; GO:0010008; GO:0033798; GO:0042403; GO:0042446
Pocillopora_meandrina_HIv1___RNAseq.4208_ta	GO:0006357; GO:0016538
Pocillopora_meandrina_HIv1___RNAseq.4208_tb	GO:0000287; GO:0004450; GO:0005739; GO:0006097; GO:0006099; GO:0006102; GO:0006103; GO:0051287
Pocillopora_meandrina_HIv1___RNAseq.4603_t	GO:0002119; GO:0005125; GO:0005615; GO:0008083; GO:0010468; GO:0010628; GO:0010862; GO:0019216; GO:0022604; GO:0030509; GO:0030511; GO:0032877; GO:0040018; GO:0042661; GO:0045087; GO:0045138; GO:0045793; GO:0045944; GO:0046622; GO:0050829; GO:0050830; GO:0050832; GO:0060395; GO:0070700
Pocillopora_meandrina_HIv1___RNAseq.4608_t	GO:0001726; GO:0001774; GO:0001891; GO:0001934; GO:0005509; GO:0005634; GO:0005737; GO:0005829; GO:0005884; GO:0006911; GO:0006954; GO:0008284; GO:0010468; GO:0010629; GO:0014739; GO:0016601; GO:0021549; GO:0030027; GO:0030041; GO:0030046; GO:0030335; GO:0031668; GO:0032587; GO:0032722; GO:0032755; GO:0032870; GO:0034599; GO:0042102; GO:0043066; GO:0043204; GO:0045429; GO:0048471; GO:0048661; GO:0048662; GO:0048678; GO:0050921; GO:0051015; GO:0051017; GO:0051384; GO:0051602; GO:0051764; GO:0071315; GO:0071346; GO:0071447; GO:0071672; GO:0071673; GO:0071677; GO:0090026; GO:0090271; GO:0097178; GO:0097386; GO:1900087; GO:2000406
Pocillopora_meandrina_HIv1___RNAseq.4691_t	GO:0005385; GO:0005524; GO:0005886; GO:0008551; GO:0015086; GO:0016463; GO:0016887; GO:0046872; GO:0055069
Pocillopora_meandrina_HIv1___RNAseq.4783_t	GO:0000209; GO:0000288; GO:0000932; GO:0001782; GO:0003677; GO:0003723; GO:0003725; GO:0003729; GO:0006511; GO:0009791; GO:0009986; GO:0010494; GO:0016020; GO:0035264; GO:0035613; GO:0042098; GO:0043029; GO:0043231; GO:0046872; GO:0048286; GO:0048535; GO:0048536; GO:0050852; GO:0060173; GO:0061470; GO:0061630; GO:1901224; GO:2000320; GO:2000628
Pocillopora_meandrina_HIv1___RNAseq.5181_t	GO:0000139; GO:0005794; GO:0006478; GO:0008146; GO:0008476; GO:0009306
Pocillopora_meandrina_HIv1___RNAseq.5765_t	GO:0005737; GO:0008203; GO:0016020; GO:0016491; GO:0046872; GO:0051537
Pocillopora_meandrina_HIv1___RNAseq.5861_t	GO:0000139; GO:0001733; GO:0006665; GO:0006681; GO:0006682; GO:0007283; GO:0008146; GO:0009247; GO:0016020; GO:0042552; GO:0046486; GO:0050694
Pocillopora_meandrina_HIv1___RNAseq.6056_t	GO:0005634; GO:0006355; GO:0043565; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.6485_t	GO:0003143; GO:0005509; GO:0005634; GO:0007368; GO:0009887; GO:0009888; GO:0010468; GO:0016020; GO:0030326; GO:0030509; GO:0035108; GO:0042074; GO:0045879; GO:0048704; GO:0048842; GO:0055113; GO:0060971; GO:0060972; GO:0060976; GO:0061371; GO:0071907; GO:0097094; GO:0097155
Pocillopora_meandrina_HIv1___RNAseq.6514_t	GO:0004792
Pocillopora_meandrina_HIv1___RNAseq.6732_t	GO:0001756; GO:0004596; GO:0005634; GO:0005737; GO:0005829; GO:0006474; GO:0007064; GO:0008080; GO:0010485; GO:0016573; GO:0031415; GO:0034087; GO:0052858; GO:0071962
Pocillopora_meandrina_HIv1___RNAseq.6804_t	GO:0000122; GO:0003723; GO:0005634; GO:0005694; GO:0017053; GO:0032021; GO:0034244
Pocillopora_meandrina_HIv1___RNAseq.6937_t	GO:0005509; GO:0005615; GO:0007155; GO:0007411; GO:0031012; GO:0032154; GO:0062023
Pocillopora_meandrina_HIv1___RNAseq.7251_t	GO:0016020
Pocillopora_meandrina_HIv1___RNAseq.7414_t	GO:0004364; GO:0004602; GO:0005737; GO:0005903; GO:0098869
Pocillopora_meandrina_HIv1___RNAseq.7604_t	GO:0004725; GO:0005634; GO:0005769; GO:0005783; GO:0005819; GO:0005886; GO:0006470; GO:0007049; GO:0008138
Pocillopora_meandrina_HIv1___RNAseq.7841_t	GO:0001503; GO:0002931; GO:0004930; GO:0005178; GO:0005509; GO:0005513; GO:0005634; GO:0005737; GO:0005886; GO:0006874; GO:0006915; GO:0007186; GO:0007193; GO:0007200; GO:0007254; GO:0008284; GO:0009986; GO:0010038; GO:0010628; GO:0014070; GO:0016020; GO:0016323; GO:0016324; GO:0016597; GO:0019901; GO:0030424; GO:0032024; GO:0032781; GO:0032782; GO:0035729; GO:0042311; GO:0042803; GO:0043005; GO:0043025; GO:0043679; GO:0044325; GO:0045907; GO:0048754; GO:0050927; GO:0051592; GO:0051924; GO:0060613; GO:0070374; GO:0070509; GO:0071305; GO:0071333; GO:0071404; GO:0071456; GO:0071774; GO:0090280; GO:1901653; GO:1902476
Pocillopora_meandrina_HIv1___RNAseq.8254_t	GO:0001822; GO:0002063; GO:0003094; GO:0004065; GO:0005509; GO:0005539; GO:0005615; GO:0005783; GO:0005795; GO:0005886; GO:0006790; GO:0008449; GO:0009611; GO:0009986; GO:0010575; GO:0014846; GO:0030177; GO:0030201; GO:0032836; GO:0035860; GO:0040037; GO:0048706; GO:0051216; GO:0060348; GO:0060384; GO:0090263; GO:0097421; GO:2000345; GO:0001822; GO:0002063; GO:0003094; GO:0004065; GO:0005509; GO:0005539; GO:0005615; GO:0005783; GO:0005795; GO:0005886; GO:0006790; GO:0008449; GO:0009611; GO:0009986; GO:0010575; GO:0014846; GO:0030177; GO:0030201; GO:0032836; GO:0035860; GO:0040037; GO:0048706; GO:0051216; GO:0060348; GO:0060384; GO:0090263; GO:0097421; GO:2000345
Pocillopora_meandrina_HIv1___RNAseq.8480_t	GO:0005615; GO:0016020; GO:0051090; GO:0070373
Pocillopora_meandrina_HIv1___RNAseq.8567_t	GO:0001764; GO:0005737; GO:0005874; GO:0005930; GO:0007420; GO:0008017; GO:0019901; GO:0021766; GO:0021819; GO:0021860; GO:0021952; GO:0030424; GO:0030425; GO:0030426; GO:0035082; GO:0035556; GO:0042461; GO:0043005; GO:0043025; GO:0045807; GO:0048672; GO:0048675; GO:0048813; GO:0060041
Pocillopora_meandrina_HIv1___RNAseq.9048_t	GO:0005759; GO:0006554; GO:0016310; GO:0019202; GO:0047992
Pocillopora_meandrina_HIv1___RNAseq.9171_t	GO:0005783; GO:0005789; GO:0006489; GO:0016094; GO:0045547; GO:0046872; GO:1904423
Pocillopora_meandrina_HIv1___RNAseq.91_t	GO:0005737; GO:0016020
Pocillopora_meandrina_HIv1___RNAseq.921_t	GO:0004181; GO:0006508; GO:0008270; GO:0016020
Pocillopora_meandrina_HIv1___RNAseq.9397_t	GO:0003939; GO:0006062; GO:0008270; GO:0030317; GO:0031514; GO:0031966; GO:0046526
Pocillopora_meandrina_HIv1___RNAseq.9509_t	GO:0005576; GO:0006507; GO:0009952; GO:0016055; GO:0021532; GO:0030178; GO:0090090; GO:1990697; GO:1990699
Pocillopora_meandrina_HIv1___RNAseq.9691_t	GO:0000922; GO:0005524; GO:0005737; GO:0005813; GO:0005819; GO:0005874; GO:0007283; GO:0008017; GO:0008568; GO:0015630; GO:0016853; GO:0016887; GO:0051013
Pocillopora_meandrina_HIv1___RNAseq.9744_t	GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0014059; GO:0016192; GO:0017156; GO:0017158; GO:0030276; GO:0070382; GO:0071277
Pocillopora_meandrina_HIv1___RNAseq.9756_t	GO:0005615; GO:0008285; GO:0017147; GO:0030154; GO:0030178; GO:0043433; GO:0051898; GO:0060070; GO:0090090; GO:2000057
Pocillopora_meandrina_HIv1___RNAseq.g10.t1	GO:0016020; GO:0016491; GO:0020037; GO:0046872; GO:0140571; GO:0140575
Pocillopora_meandrina_HIv1___RNAseq.g100.t1	GO:0005886; GO:0006886; GO:0016192; GO:0030122; GO:0035615; GO:0043231; GO:0045202; GO:0048488; GO:0072583; GO:0098794; GO:0098884; GO:0098894; GO:0098978
Pocillopora_meandrina_HIv1___RNAseq.g10000.t1	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197
Pocillopora_meandrina_HIv1___RNAseq.g10002.t1	GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005739; GO:0005856; GO:0010821; GO:0018105; GO:0018107; GO:0023052; GO:0032153; GO:0051321; GO:0051445; GO:0106310; GO:0110085; GO:1902412
Pocillopora_meandrina_HIv1___RNAseq.g1002.t1	GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:1901653
Pocillopora_meandrina_HIv1___RNAseq.g10029.t1	GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0006468; GO:0007608; GO:0009416; GO:0018105; GO:0018107; GO:0030177; GO:0042048; GO:0106310
Pocillopora_meandrina_HIv1___RNAseq.g10030.t1	GO:0005634; GO:0005737; GO:0008143; GO:0016607; GO:0043488; GO:0046872; GO:1900364; GO:0005634; GO:0005737; GO:0008143; GO:0016607; GO:0043488; GO:0046872; GO:1900364
Pocillopora_meandrina_HIv1___RNAseq.g10031.t1	GO:0001751; GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005886; GO:0005912; GO:0006468; GO:0007010; GO:0007030; GO:0016319; GO:0018105; GO:0031267; GO:0035556; GO:0043408; GO:0045315; GO:0045792; GO:0048639; GO:0048749; GO:0106310; GO:2000047
Pocillopora_meandrina_HIv1___RNAseq.g10032.t1	NA; NA; NA
Pocillopora_meandrina_HIv1___RNAseq.g10033.t1	GO:0005634; GO:0005829; GO:0006281; GO:0006974; GO:0010499; GO:0016504; GO:0016607; GO:0035092; GO:0070577; GO:0070628; GO:1990111
Pocillopora_meandrina_HIv1___RNAseq.g10034.t1	GO:0008376; GO:0030206; GO:0032580; GO:0033842; GO:0047238
Pocillopora_meandrina_HIv1___RNAseq.g10035.t1	GO:0005634; GO:0006355; GO:0043565; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g10036.t1	GO:0005634; GO:0006355; GO:0043565; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g10038.t1	GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0006886; GO:0006888; GO:0007030; GO:0012507; GO:0030134; GO:0030663; GO:0033116
Pocillopora_meandrina_HIv1___RNAseq.g10039.t1	GO:0000978; GO:0000981; GO:0002074; GO:0005634; GO:0005667; GO:0005737; GO:0006357; GO:0006915; GO:0014857; GO:0021984; GO:0043282; GO:0048741; GO:0048839; GO:0048935; GO:0051146
Pocillopora_meandrina_HIv1___RNAseq.g10040.t1	GO:0000978; GO:0000981; GO:0002074; GO:0005634; GO:0005667; GO:0005737; GO:0006357; GO:0006915; GO:0014857; GO:0021984; GO:0043282; GO:0048741; GO:0048839; GO:0048935; GO:0051146
Pocillopora_meandrina_HIv1___RNAseq.g10041.t1	GO:0000785; GO:0000978; GO:0000981; GO:0001654; GO:0005634; GO:0005667; GO:0006357; GO:0007601; GO:0009887; GO:1990837
Pocillopora_meandrina_HIv1___RNAseq.g10043.t1	GO:0000978; GO:0000981; GO:0001228; GO:0003677; GO:0003700; GO:0005634; GO:0005667; GO:0005737; GO:0006357; GO:0007519; GO:0008582; GO:0008584; GO:0010468; GO:0030238; GO:0030910; GO:0032880; GO:0034504; GO:0042472; GO:0043066; GO:0043524; GO:0043565; GO:0043586; GO:0045214; GO:0045892; GO:0045893; GO:0045944; GO:0046661; GO:0048538; GO:0048699; GO:0048701; GO:0048704; GO:0048856; GO:0050678; GO:0051451; GO:0060037; GO:0061055; GO:0061197; GO:0061551; GO:0072075; GO:0072095; GO:0072107; GO:0090190; GO:0098528; GO:1902725; GO:1990837
Pocillopora_meandrina_HIv1___RNAseq.g10045.t1	GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0036289; GO:0050765; GO:0050829; GO:0051593; GO:0106310; GO:2000146
Pocillopora_meandrina_HIv1___RNAseq.g10047.t1	GO:0000139; GO:0004653; GO:0005794; GO:0006493; GO:0016266; GO:0030246; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g10066.t1	GO:0001889; GO:0001890; GO:0002020; GO:0005178; GO:0005518; GO:0005576; GO:0005615; GO:0005737; GO:0005783; GO:0007155; GO:0007596; GO:0007599; GO:0009897; GO:0019865; GO:0030168; GO:0031012; GO:0031589; GO:0033093; GO:0042802; GO:0047485; GO:0051087; GO:0062023; GO:1902533; GO:0001889; GO:0001890; GO:0002020; GO:0005178; GO:0005518; GO:0005576; GO:0005615; GO:0005737; GO:0005783; GO:0007155; GO:0007596; GO:0007599; GO:0009897; GO:0019865; GO:0030168; GO:0031012; GO:0031589; GO:0033093; GO:0042802; GO:0047485; GO:0051087; GO:0062023; GO:1902533; GO:0001889; GO:0001890; GO:0002020; GO:0005178; GO:0005518; GO:0005576; GO:0005615; GO:0005737; GO:0005783; GO:0007155; GO:0007596; GO:0007599; GO:0009897; GO:0019865; GO:0030168; GO:0031012; GO:0031589; GO:0033093; GO:0042802; GO:0047485; GO:0051087; GO:0062023; GO:1902533
Pocillopora_meandrina_HIv1___RNAseq.g10075.t1	GO:0000398; GO:0003723; GO:0003724; GO:0005524; GO:0005681; GO:0016887; GO:0071013
Pocillopora_meandrina_HIv1___RNAseq.g10078.t1	GO:0003677; GO:0003904; GO:0006281
Pocillopora_meandrina_HIv1___RNAseq.g1008.t1	GO:0000226; GO:0000278; GO:0005096; GO:0005737; GO:0005813; GO:0005912; GO:0005923; GO:0006457; GO:0007021; GO:0007023; GO:0010812; GO:0016328; GO:0031115; GO:0034333; GO:0048487; GO:0048667; GO:0070830
Pocillopora_meandrina_HIv1___RNAseq.g10085.t1	GO:0005201; GO:0005615; GO:0005737; GO:0005796; GO:0005886; GO:0031012; GO:0048015; GO:0070062; GO:0070701; GO:0005201; GO:0005615; GO:0005737; GO:0005796; GO:0005886; GO:0031012; GO:0048015; GO:0070062; GO:0070701; GO:0005201; GO:0005615; GO:0005737; GO:0005796; GO:0005886; GO:0031012; GO:0048015; GO:0070062; GO:0070701
Pocillopora_meandrina_HIv1___RNAseq.g10086.t1	GO:0005739; GO:0006479; GO:0016278; GO:0016279; GO:0018023; GO:0018026; GO:0018027
Pocillopora_meandrina_HIv1___RNAseq.g10087.t1	GO:0004719; GO:0005615; GO:0005737; GO:0005829; GO:0006479; GO:0008757; GO:0010667; GO:0016323; GO:0031526; GO:0043005; GO:0043204; GO:0046498; GO:0046500
Pocillopora_meandrina_HIv1___RNAseq.g10088.t1	GO:0004719; GO:0005615; GO:0005737; GO:0005829; GO:0006479; GO:0008757; GO:0010667; GO:0016323; GO:0031526; GO:0043005; GO:0043204; GO:0046498; GO:0046500
Pocillopora_meandrina_HIv1___RNAseq.g10091.t1	GO:0000139; GO:0005459; GO:0005460; GO:0005794; GO:0008643; GO:0015297; GO:0015786; GO:0048527; GO:0072334; GO:0080147
Pocillopora_meandrina_HIv1___RNAseq.g10093.t1	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0007409; GO:0007411; GO:0008270; GO:0042593; GO:0045604; GO:0045944; GO:0048813; GO:0061179; GO:1904178
Pocillopora_meandrina_HIv1___RNAseq.g10095.t1	GO:0005879; GO:0006816; GO:0032091; GO:0061891; GO:0070884; GO:2001256
Pocillopora_meandrina_HIv1___RNAseq.g10098.t1	GO:0003677; GO:0005634; GO:0046872; GO:0046983
Pocillopora_meandrina_HIv1___RNAseq.g101.t1	GO:0005096; GO:0005634; GO:0005829; GO:0007165; GO:0043547; GO:0051056
Pocillopora_meandrina_HIv1___RNAseq.g10103.t1	GO:0003677; GO:0005634; GO:0007165; GO:0008285; GO:0046872; GO:0046983
Pocillopora_meandrina_HIv1___RNAseq.g1011.t1	GO:0045211; GO:0060292; GO:0098688; GO:0099072; GO:0099092; GO:0099566; GO:0150048
Pocillopora_meandrina_HIv1___RNAseq.g1012.t1	GO:0005739; GO:0005759; GO:0008453; GO:0009436; GO:0019265; GO:0019481; GO:0030170; GO:0045429; GO:0047305
Pocillopora_meandrina_HIv1___RNAseq.g1013.t1	GO:0000166; GO:0000287; GO:0000956; GO:0003729; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0006402; GO:0008409; GO:0034353; GO:0050779; GO:0071028; GO:0090305; GO:0110152; GO:0110155
Pocillopora_meandrina_HIv1___RNAseq.g10137.t1	GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023; GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023; GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023; GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023; GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023; GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023; GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023; GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023
