transcript_id,RNA-POC-47,RNA-POC-48,RNA-POC-50,RNA-POC-53,RNA-POC-57
Pocillopora_meandrina_HIv1___TS.g21485.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13676.t1,3594,26743,16790,19217,15091
Pocillopora_meandrina_HIv1___RNAseq.g139.t1,1760,1141,2271,1519,1247
Pocillopora_meandrina_HIv1___RNAseq.g13265.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3688.t1,793,976,580,718,200
Pocillopora_meandrina_HIv1___RNAseq.g27599.t1,153,290,368,288,428
Pocillopora_meandrina_HIv1___RNAseq.g8771.t1,1582,1043,2561,1623,622
Pocillopora_meandrina_HIv1___RNAseq.g16752.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g21139.t1,0,0,0,48,0
Pocillopora_meandrina_HIv1___TS.g12917.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1375.t1,35,21,26,63,17
Pocillopora_meandrina_HIv1___RNAseq.g7918.t1,109,162,208,102,68
Pocillopora_meandrina_HIv1___RNAseq.g23949.t1,2658,2232,3484,2845,1664
Pocillopora_meandrina_HIv1___RNAseq.g25526.t1,3864,3626,4035,4078,3951
Pocillopora_meandrina_HIv1___RNAseq.g19141.t1,27,3,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26566.t1,126,53,87,78,0
Pocillopora_meandrina_HIv1___RNAseq.g15364.t1,242,13,185,0,273
Pocillopora_meandrina_HIv1___RNAseq.g4252.t1,3059,2321,4578,3020,1779
Pocillopora_meandrina_HIv1___TS.g19244.t1,0,8,14,14,0
Pocillopora_meandrina_HIv1___RNAseq.g245.t1,82,94,74,182,21
Pocillopora_meandrina_HIv1___RNAseq.g17269.t1,53,127,177,59,71
Pocillopora_meandrina_HIv1___RNAseq.g24401.t1,128,0,205,26,12
Pocillopora_meandrina_HIv1___RNAseq.g3718.t1,6451,7552,11573,5543,7742
Pocillopora_meandrina_HIv1___RNAseq.g7790.t1,47,74,106,39,4
Pocillopora_meandrina_HIv1___RNAseq.g9277.t1,9097,9038,8862,12527,8189
Pocillopora_meandrina_HIv1___RNAseq.g5561.t1,124,96,10,81,78
Pocillopora_meandrina_HIv1___RNAseq.g3899.t2,4018,2732,4862,3969,771
Pocillopora_meandrina_HIv1___RNAseq.g27348.t1,302,666,219,736,231
Pocillopora_meandrina_HIv1___RNAseq.g10986.t1,72303,49854,56797,61292,31980
Pocillopora_meandrina_HIv1___RNAseq.g30039.t1,533,302,639,344,277
Pocillopora_meandrina_HIv1___TS.g23184.t1,48,46,0,160,0
Pocillopora_meandrina_HIv1___RNAseq.g25049.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g2710.t1,4,0,0,2,1
Pocillopora_meandrina_HIv1___RNAseq.g12783.t1,40,106,121,78,53
Pocillopora_meandrina_HIv1___RNAseq.g13240.t1,18873,20005,27442,28892,12271
Pocillopora_meandrina_HIv1___RNAseq.g24403.t1,236,425,198,271,109
Pocillopora_meandrina_HIv1___RNAseq.g23951.t1,34,58,61,0,26
Pocillopora_meandrina_HIv1___RNAseq.g16773.t1,98,272,116,213,17
Pocillopora_meandrina_HIv1___RNAseq.g168.t1,120,760,201,300,258
Pocillopora_meandrina_HIv1___RNAseq.g17367.t1,25,118,76,31,47
Pocillopora_meandrina_HIv1___RNAseq.g30058.t1,134,151,232,192,90
Pocillopora_meandrina_HIv1___RNAseq.g21764.t1,235,315,369,262,156
Pocillopora_meandrina_HIv1___RNAseq.g22700.t1,420,254,304,406,430
Pocillopora_meandrina_HIv1___RNAseq.g29953.t1,7,139,2435,18623,40
Pocillopora_meandrina_HIv1___RNAseq.g13329.t1,2268,1169,2839,1786,1116
Pocillopora_meandrina_HIv1___RNAseq.g19638.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23333.t1,1292,572,1007,756,462
Pocillopora_meandrina_HIv1___RNAseq.g9939.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15062.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g247.t1,0,27,0,14,21
Pocillopora_meandrina_HIv1___RNAseq.g8415.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27137.t1,175,105,683,105,151
Pocillopora_meandrina_HIv1___RNAseq.g15366.t1,70,208,32,77,37
Pocillopora_meandrina_HIv1___RNAseq.g8458.t1,429,857,750,678,191
Pocillopora_meandrina_HIv1___RNAseq.g3400.t1,91,87,0,0,16
Pocillopora_meandrina_HIv1___TS.g1475.t1,1899,1271,1611,1416,559
Pocillopora_meandrina_HIv1___RNAseq.g4534.t1,355,660,459,693,388
Pocillopora_meandrina_HIv1___RNAseq.g24324.t1,607,446,265,326,405
Pocillopora_meandrina_HIv1___RNAseq.g7792.t1,0,13,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5563.t1,77,81,0,33,26
Pocillopora_meandrina_HIv1___RNAseq.g17370.t1,20667,11972,26105,19617,11165
Pocillopora_meandrina_HIv1___TS.g28361.t2,1079,1025,3391,2008,216
Pocillopora_meandrina_HIv1___RNAseq.g3421.t1,8,0,34,7,23
Pocillopora_meandrina_HIv1___TS.g3093.t1,124,309,159,159,87
Pocillopora_meandrina_HIv1___RNAseq.g11390.t1,865,786,748,885,663
Pocillopora_meandrina_HIv1___RNAseq.g28319.t1,1070,1387,1824,2069,955
Pocillopora_meandrina_HIv1___RNAseq.g30185.t1,44,60,59,142,24
Pocillopora_meandrina_HIv1___RNAseq.g18842.t1,705,931,646,705,246
Pocillopora_meandrina_HIv1___RNAseq.g24893.t1,2706,2428,3130,2585,1632
Pocillopora_meandrina_HIv1___RNAseq.g21987.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25375.t1,710,398,637,414,318
Pocillopora_meandrina_HIv1___RNAseq.g28801.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22702.t1,424,1422,608,1324,922
Pocillopora_meandrina_HIv1___RNAseq.g9860.t1b,0,0,16,0,0
Pocillopora_meandrina_HIv1___RNAseq.g762.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9860.t1a,28,0,38,41,0
Pocillopora_meandrina_HIv1___RNAseq.g3595.t1,0,0,0,0,9
Pocillopora_meandrina_HIv1___RNAseq.g26667.t1,138,468,279,552,209
Pocillopora_meandrina_HIv1___RNAseq.g30187.t1,3,71,0,118,0
Pocillopora_meandrina_HIv1___RNAseq.g2574.t1,4273,3807,4959,4276,2158
Pocillopora_meandrina_HIv1___RNAseq.g945.t1,68726,7051,28293,14505,13476
Pocillopora_meandrina_HIv1___RNAseq.g23697.t1,5,39,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27753.t1,1575,2188,2216,3395,1243
Pocillopora_meandrina_HIv1___TS.g14219.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12939.t1,0,5,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6828.t1,7,48,22,9,0
Pocillopora_meandrina_HIv1___RNAseq.g7615.t1,152,283,441,133,0
Pocillopora_meandrina_HIv1___RNAseq.g22399.t1,1153,415,1172,898,676
Pocillopora_meandrina_HIv1___RNAseq.g28881.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13408.t1,210,84,222,107,294
Pocillopora_meandrina_HIv1___RNAseq.g354.t1,7,0,19,0,2
Pocillopora_meandrina_HIv1___RNAseq.g14705.t1,17,0,4,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11392.t1,315,279,298,175,241
Pocillopora_meandrina_HIv1___RNAseq.g26274.t1,250,671,267,539,161
Pocillopora_meandrina_HIv1___TS.g2866.t1,1702,398,1126,2006,2781
Pocillopora_meandrina_HIv1___RNAseq.g5461.t1,2,2,16,18,2
Pocillopora_meandrina_HIv1___RNAseq.g5120.t1,582,907,1014,470,732
Pocillopora_meandrina_HIv1___RNAseq.g24977.t1,7271,7377,6761,7062,2729
Pocillopora_meandrina_HIv1___RNAseq.g15841.t1,628,881,517,963,301
Pocillopora_meandrina_HIv1___TS.g14942.t1,1065,925,1225,481,488
Pocillopora_meandrina_HIv1___RNAseq.g14707.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1239.t1,0,0,0,0,2
Pocillopora_meandrina_HIv1___RNAseq.g18396.t1,790,1513,950,1136,405
Pocillopora_meandrina_HIv1___TS.g6450.t1,59,70,82,65,64
Pocillopora_meandrina_HIv1___RNAseq.g10323.t1,0,12,27,37,0
Pocillopora_meandrina_HIv1___TS.g2397.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19350.t1,529,610,783,395,218
Pocillopora_meandrina_HIv1___RNAseq.g25085.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7617.t1,309,445,286,483,386
Pocillopora_meandrina_HIv1___RNAseq.g7250.t1,1359,979,1017,667,592
Pocillopora_meandrina_HIv1___RNAseq.g28883.t1,20,56,31,61,27
Pocillopora_meandrina_HIv1___RNAseq.g29840.t1,0,0,0,0,60
Pocillopora_meandrina_HIv1___RNAseq.g23989.t1,4013,4196,4288,5298,2428
Pocillopora_meandrina_HIv1___RNAseq.g19352.t1,17,10,71,36,13
Pocillopora_meandrina_HIv1___RNAseq.g12676.t1,0,0,0,0,1
Pocillopora_meandrina_HIv1___TS.g7103.t2,245,272,430,399,158
Pocillopora_meandrina_HIv1___RNAseq.g28413.t1,924,1131,769,944,460
Pocillopora_meandrina_HIv1___RNAseq.g4717.t1,235,369,564,413,635
Pocillopora_meandrina_HIv1___RNAseq.g25850.t1,1250,551,1597,872,1128
Pocillopora_meandrina_HIv1___RNAseq.g18187.t1,0,196,11,0,11
Pocillopora_meandrina_HIv1___TS.g25612.t1,45,44,34,33,6
Pocillopora_meandrina_HIv1___TS.g9937.t1,101,114,100,30,31
Pocillopora_meandrina_HIv1___TS.g14051.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12731.t1,1413,646,2444,1135,1583
Pocillopora_meandrina_HIv1___RNAseq.g26640.t1,397,242,566,438,402
Pocillopora_meandrina_HIv1___RNAseq.g1385.t1,25,31,16,126,26
Pocillopora_meandrina_HIv1___RNAseq.g9296.t1,1002,576,1300,1200,301
Pocillopora_meandrina_HIv1___TS.g24476.t1a,19,24,7,30,32
Pocillopora_meandrina_HIv1___TS.g24476.t1b,785,364,961,321,176
Pocillopora_meandrina_HIv1___RNAseq.g6952.t1,152,607,560,786,325
Pocillopora_meandrina_HIv1___RNAseq.g5058.t1,4449,2304,5210,3996,2391
Pocillopora_meandrina_HIv1___RNAseq.g26729.t1,0,0,0,0,10
Pocillopora_meandrina_HIv1___RNAseq.g16567.t1,323,1005,591,496,201
Pocillopora_meandrina_HIv1___RNAseq.g23331.t1,41,13,28,20,27
Pocillopora_meandrina_HIv1___TS.g21819.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7984.t1,7,0,2,11,0
Pocillopora_meandrina_HIv1___RNAseq.g15775.t1,730,1191,2916,1021,1170
Pocillopora_meandrina_HIv1___RNAseq.g9577.t1,12640,7820,16238,10141,4741
Pocillopora_meandrina_HIv1___RNAseq.g24790.t1,24,8,0,78,49
Pocillopora_meandrina_HIv1___TS.g13547.t1,796,868,1249,1774,1913
Pocillopora_meandrina_HIv1___RNAseq.g10304.t1,1,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29154.t1,421,668,201,606,592
Pocillopora_meandrina_HIv1___RNAseq.g20434.t1,0,10,16,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22565.t1,17,18,8,3,0
Pocillopora_meandrina_HIv1___RNAseq.g27685.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g21820.t1,135,101,104,964,280
Pocillopora_meandrina_HIv1___RNAseq.g16627.t1,14,37,39,66,10
Pocillopora_meandrina_HIv1___RNAseq.19772_t,50,198,32,140,104
Pocillopora_meandrina_HIv1___RNAseq.g29156.t1,1809,2194,2829,2167,1241
Pocillopora_meandrina_HIv1___RNAseq.g18107.t1,24696,26920,20828,31084,12067
Pocillopora_meandrina_HIv1___RNAseq.g22567.t1,948,2388,1532,2453,1468
Pocillopora_meandrina_HIv1___RNAseq.g15017.t2,561,132,48,44,36
Pocillopora_meandrina_HIv1___TS.g25007.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3311.t1,739,1329,395,885,634
Pocillopora_meandrina_HIv1___RNAseq.g21033.t1,0,8,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19967.t1,2675,3770,10431,9614,4498
Pocillopora_meandrina_HIv1___TS.g6390.t1,1671,3687,1026,3991,326
Pocillopora_meandrina_HIv1___RNAseq.g21822.t3,302,394,465,857,83
Pocillopora_meandrina_HIv1___RNAseq.g13758.t1,34,55,75,100,127
Pocillopora_meandrina_HIv1___TS.g20237.t1,2192,1947,1978,4007,1127
Pocillopora_meandrina_HIv1___RNAseq.g8404.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9739.t1,34,13,13,0,10
Pocillopora_meandrina_HIv1___RNAseq.g26008.t1,0,0,20,2,0
Pocillopora_meandrina_HIv1___TS.g19620.t1,1379,727,1354,684,242
Pocillopora_meandrina_HIv1___RNAseq.g148.t1,273,155,178,227,8
Pocillopora_meandrina_HIv1___RNAseq.g24792.t1,0,0,0,0,75
Pocillopora_meandrina_HIv1___RNAseq.g28101.t1,26,72,55,65,28
Pocillopora_meandrina_HIv1___RNAseq.g8452.t1,178,32,157,61,84
Pocillopora_meandrina_HIv1___RNAseq.g12895.t1,1753,1070,2133,1709,514
Pocillopora_meandrina_HIv1___RNAseq.g20706.t2,4771,3769,9152,7122,785
Pocillopora_meandrina_HIv1___TS.g7312.t1,0,10,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15623.t1b,927,1498,1230,193,387
Pocillopora_meandrina_HIv1___RNAseq.g15623.t1a,817,782,772,874,413
Pocillopora_meandrina_HIv1___RNAseq.g19965.t1,1652,1847,2779,2685,971
Pocillopora_meandrina_HIv1___TS.g21990.t1,25,21,58,126,42
Pocillopora_meandrina_HIv1___RNAseq.g6947.t1,1111,842,2998,1544,883
Pocillopora_meandrina_HIv1___RNAseq.g4009.t1,143,292,158,391,31
Pocillopora_meandrina_HIv1___RNAseq.g21548.t1,97,132,96,111,40
Pocillopora_meandrina_HIv1___TS.g9506.t1,5,21,30,16,0
Pocillopora_meandrina_HIv1___TS.g23612.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20704.t1,20,0,31,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19152.t1,229,194,211,112,59
Pocillopora_meandrina_HIv1___RNAseq.g8282.t1,86,171,33,149,11
Pocillopora_meandrina_HIv1___TS.g21254.t1,0,0,10,0,59
Pocillopora_meandrina_HIv1___RNAseq.g18105.t1,6,4,31,33,23
Pocillopora_meandrina_HIv1___RNAseq.g3313.t1,224,208,142,1288,254
Pocillopora_meandrina_HIv1___TS.g16696.t1,1200,1493,3177,1894,1583
Pocillopora_meandrina_HIv1___RNAseq.g25620.t1,2512,2884,3061,2904,1871
Pocillopora_meandrina_HIv1___RNAseq.g17690.t1,18,12,10,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26825.t1,0,2,18,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29720.t1,161,1879,244,720,3403
Pocillopora_meandrina_HIv1___RNAseq.g7783.t2,1177,846,1335,1058,403
Pocillopora_meandrina_HIv1___RNAseq.g2623.t1,39,52,55,45,0
Pocillopora_meandrina_HIv1___RNAseq.g15710.t1,15,0,17,0,2
Pocillopora_meandrina_HIv1___RNAseq.g30350.t1,17008,11795,20060,17927,14768
Pocillopora_meandrina_HIv1___RNAseq.g7252.t1,565,744,550,1051,358
Pocillopora_meandrina_HIv1___RNAseq.g19853.t1,3585,4092,4946,4078,2490
Pocillopora_meandrina_HIv1___TS.g13051.t1,0,0,0,8,0
Pocillopora_meandrina_HIv1___RNAseq.g16794.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g21256.t2,282,141,72,28,36
Pocillopora_meandrina_HIv1___RNAseq.g27677.t1,43,60,5,5,10
Pocillopora_meandrina_HIv1___RNAseq.g12674.t1,74,0,100,947,69
Pocillopora_meandrina_HIv1___RNAseq.g6945.t1,68,104,70,180,0
Pocillopora_meandrina_HIv1___RNAseq.g28443.t1,129,423,399,97,295
Pocillopora_meandrina_HIv1___RNAseq.g19851.t1,52,1066,865,19556,734
Pocillopora_meandrina_HIv1___RNAseq.g17668.t1,0,10,29,0,27
Pocillopora_meandrina_HIv1___RNAseq.g17712.t1,604,163,221,206,191
Pocillopora_meandrina_HIv1___RNAseq.g8280.t1,374,308,26,119,0
Pocillopora_meandrina_HIv1___RNAseq.g17481.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8126.t1,17,16,40,25,20
Pocillopora_meandrina_HIv1___RNAseq.g3908.t1,1643,1871,2767,2549,1029
Pocillopora_meandrina_HIv1___RNAseq.g26827.t1,0,0,0,7,18
Pocillopora_meandrina_HIv1___RNAseq.g25936.t1,305,161,454,270,128
Pocillopora_meandrina_HIv1___RNAseq.g7781.t1,572,376,483,484,369
Pocillopora_meandrina_HIv1___RNAseq.g10944.t1,0,0,0,0,23
Pocillopora_meandrina_HIv1___RNAseq.g13862.t1,636,1147,659,2225,671
Pocillopora_meandrina_HIv1___RNAseq.g30352.t1,323,221,396,329,273
Pocillopora_meandrina_HIv1___TS.g22693.t1,75,97,67,167,99
Pocillopora_meandrina_HIv1___RNAseq.g18546.t1,255,246,524,367,407
Pocillopora_meandrina_HIv1___RNAseq.g21300.t1,0,65,0,0,16
Pocillopora_meandrina_HIv1___RNAseq.g8143.t1,1454,2770,2493,3728,1141
Pocillopora_meandrina_HIv1___RNAseq.g16225.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17321.t1,3713,5501,4273,8619,1143
Pocillopora_meandrina_HIv1___RNAseq.g6251.t1,77,153,23,53,65
Pocillopora_meandrina_HIv1___RNAseq.g1674.t1,0,0,11,0,0
Pocillopora_meandrina_HIv1___TS.g21788.t1b,0,0,0,19,3
Pocillopora_meandrina_HIv1___RNAseq.g2524.t1,1629,1636,2905,1830,601
Pocillopora_meandrina_HIv1___TS.g17091.t1,0,8,0,285,29
Pocillopora_meandrina_HIv1___RNAseq.g20436.t1,5286,7334,7775,11142,3549
Pocillopora_meandrina_HIv1___RNAseq.g3994.t1,87,373,140,276,46
Pocillopora_meandrina_HIv1___RNAseq.g17710.t1,0,0,7,13,24
Pocillopora_meandrina_HIv1___TS.g25963.t1,21036,11913,65351,36259,8555
Pocillopora_meandrina_HIv1___RNAseq.g4085.t1,0,69,29,0,66
Pocillopora_meandrina_HIv1___RNAseq.g28302.t1,1964,1304,2677,2268,1546
Pocillopora_meandrina_HIv1___RNAseq.g1676.t1,1611,740,1328,1026,761
Pocillopora_meandrina_HIv1___RNAseq.g12955.t1,22,220,791,0,15
Pocillopora_meandrina_HIv1___TS.g14275.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8124.t1,341,751,564,741,391
Pocillopora_meandrina_HIv1___RNAseq.g3673.t1d,10,0,0,4,0
Pocillopora_meandrina_HIv1___TS.g16666.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3673.t1b,25,6,46,4,6
Pocillopora_meandrina_HIv1___RNAseq.g3673.t1c,19,1,28,33,6
Pocillopora_meandrina_HIv1___RNAseq.g3673.t1a,20,23,40,3,37
Pocillopora_meandrina_HIv1___RNAseq.g15849.t1,50,129,47,112,42
Pocillopora_meandrina_HIv1___RNAseq.g1744.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25428.t1,27,0,9,18,21
Pocillopora_meandrina_HIv1___RNAseq.g12547.t1,1589,1042,1165,1123,495
Pocillopora_meandrina_HIv1___TS.g28260.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4087.t1,0,11,0,0,21
Pocillopora_meandrina_HIv1___RNAseq.g709.t1,1103,654,1326,820,489
Pocillopora_meandrina_HIv1___RNAseq.g17149.t1,946,507,494,596,286
Pocillopora_meandrina_HIv1___RNAseq.g27516.t1,36,16,21,9,25
Pocillopora_meandrina_HIv1___RNAseq.g12305.t1,2975,4102,3924,3506,2928
Pocillopora_meandrina_HIv1___RNAseq.g18652.t1,711,468,387,659,349
Pocillopora_meandrina_HIv1___RNAseq.g30097.t1,0,0,11,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5781.t1,22,244,65,155,188
Pocillopora_meandrina_HIv1___RNAseq.g15455.t1,0,16,0,0,0
Pocillopora_meandrina_HIv1___TS.g2367.t2b,137,0,237,319,0
Pocillopora_meandrina_HIv1___RNAseq.g11983.t1,91,0,64,122,61
Pocillopora_meandrina_HIv1___RNAseq.g26358.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g532.t1,180,86,348,68,29
Pocillopora_meandrina_HIv1___RNAseq.g10329.t1,2974,2750,1325,3571,2105
Pocillopora_meandrina_HIv1___RNAseq.g8622.t1,269,547,351,351,409
Pocillopora_meandrina_HIv1___RNAseq.g9114.t1,464,73,411,354,186
Pocillopora_meandrina_HIv1___RNAseq.g16917.t1,3,8,24,51,22
Pocillopora_meandrina_HIv1___RNAseq.g28300.t1,1908,2234,2455,3379,458
Pocillopora_meandrina_HIv1___RNAseq.g18175.t1,6,1,1,1,5
Pocillopora_meandrina_HIv1___RNAseq.g9725.t1,147,219,209,220,48
Pocillopora_meandrina_HIv1___TS.g13857.t1,215,315,287,1012,2244
Pocillopora_meandrina_HIv1___RNAseq.g21275.t1,425,356,407,491,48
Pocillopora_meandrina_HIv1___RNAseq.g17014.t2,995,3389,774,869,416
Pocillopora_meandrina_HIv1___RNAseq.g10955.t1,1145,571,1175,777,617
Pocillopora_meandrina_HIv1___TS.g13087.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12587.t1,257,254,314,403,175
Pocillopora_meandrina_HIv1___RNAseq.g7218.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g6251.t1,36,0,34,11,0
Pocillopora_meandrina_HIv1___TS.g3511.t1,99,328,300,273,144
Pocillopora_meandrina_HIv1___RNAseq.g17181.t1,232,275,281,185,60
Pocillopora_meandrina_HIv1___RNAseq.g20614.t1,8,5,19,1,26
Pocillopora_meandrina_HIv1___RNAseq.g13323.t1,84,43,117,110,0
Pocillopora_meandrina_HIv1___RNAseq.g7052.t1,13,28,2,12,16
Pocillopora_meandrina_HIv1___RNAseq.g475.t1,846,865,1443,1413,450
Pocillopora_meandrina_HIv1___RNAseq.g5948.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12454.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10567.t1,25,383,128,181,65
Pocillopora_meandrina_HIv1___RNAseq.g5799.t1,1675,2198,4174,2036,946
Pocillopora_meandrina_HIv1___TS.g215.t1,574,645,666,1399,728
Pocillopora_meandrina_HIv1___RNAseq.g1287.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g30095.t1,83,265,23,97,41
Pocillopora_meandrina_HIv1___RNAseq.g5783.t1,0,0,0,0,28
Pocillopora_meandrina_HIv1___RNAseq.g3250.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20917.t1,187,126,423,189,114
Pocillopora_meandrina_HIv1___RNAseq.g7050.t1,0,2,0,1,0
Pocillopora_meandrina_HIv1___TS.g589.t1,3,6,14,9,8
Pocillopora_meandrina_HIv1___RNAseq.g29601.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16915.t1,4,0,25,7,3
Pocillopora_meandrina_HIv1___RNAseq.g9116.t1,32,0,15,31,4
Pocillopora_meandrina_HIv1___TS.g16388.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22971.t1,0,11,0,34,35
Pocillopora_meandrina_HIv1___RNAseq.g25086.t2,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g2056.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3252.t1,0,0,5,0,2
Pocillopora_meandrina_HIv1___RNAseq.g12179.t1a,0,0,20,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12179.t1b,9,0,25,1,29
Pocillopora_meandrina_HIv1___RNAseq.g22164.t1,4,14,23,0,28
Pocillopora_meandrina_HIv1___RNAseq.g2723.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5507.t1,1463,972,1697,879,1227
Pocillopora_meandrina_HIv1___RNAseq.g3429.t1,1500,1393,2029,1662,691
Pocillopora_meandrina_HIv1___RNAseq.g17724.t1,2,0,0,2,6
Pocillopora_meandrina_HIv1___RNAseq.g14786.t1,53,0,0,63,0
Pocillopora_meandrina_HIv1___RNAseq.g5588.t1,0,30,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19012.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g15040.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27571.t1,0,0,14,19,2
Pocillopora_meandrina_HIv1___RNAseq.g12557.t1,355,589,594,154,134
Pocillopora_meandrina_HIv1___RNAseq.g396.t1,41,202,174,85,63
Pocillopora_meandrina_HIv1___RNAseq.g9394.t1,226,293,180,498,247
Pocillopora_meandrina_HIv1___RNAseq.g7166.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2230.t1,391,665,749,706,853
Pocillopora_meandrina_HIv1___RNAseq.g20915.t1,686,399,1066,707,95
Pocillopora_meandrina_HIv1___RNAseq.g29603.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10825.t1,270,52,506,62,60
Pocillopora_meandrina_HIv1___RNAseq.g18377.t1,24,69,0,23,0
Pocillopora_meandrina_HIv1___RNAseq.g394.t1,333,181,385,192,102
Pocillopora_meandrina_HIv1___RNAseq.g7164.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11203.t1,0,0,0,6,0
Pocillopora_meandrina_HIv1___RNAseq.g21302.t1,545,709,479,629,226
Pocillopora_meandrina_HIv1___RNAseq.g29077.t1,77,85,86,121,15
Pocillopora_meandrina_HIv1___RNAseq.g11683.t1,2726,1486,2843,2069,1353
Pocillopora_meandrina_HIv1___RNAseq.g3597.t2,0,17,15,5,0
Pocillopora_meandrina_HIv1___RNAseq.g7676.t1,100,232,220,155,73
Pocillopora_meandrina_HIv1___RNAseq.g10827.t3,534,586,501,693,463
Pocillopora_meandrina_HIv1___RNAseq.g15889.t1,963,505,1484,1069,674
Pocillopora_meandrina_HIv1___RNAseq.g28793.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g21501.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g655.t1,0,12,21,9,0
Pocillopora_meandrina_HIv1___RNAseq.g19010.t1,195,206,256,278,266
Pocillopora_meandrina_HIv1___RNAseq.g7674.t1,2,347,201,227,54
Pocillopora_meandrina_HIv1___RNAseq.g11681.t1,31,270,94,315,58
Pocillopora_meandrina_HIv1___RNAseq.g8074.t1,97,183,189,85,84
Pocillopora_meandrina_HIv1___RNAseq.g21039.t1,47,391,0,341,89
Pocillopora_meandrina_HIv1___TS.g25408.t1,130,20,36,75,75
Pocillopora_meandrina_HIv1___RNAseq.g8802.t1,19,21,45,51,0
Pocillopora_meandrina_HIv1___RNAseq.g3710.t1,18727,18437,26401,27523,6962
