Orthogroup	Porites_evermanni_v1.annot.pep	Apulchra-genome.pep
OG0000123	Peve_00012508, Peve_00012503, Peve_00019756, Peve_00012504, Peve_00012510, Peve_00012505, Peve_00031974, Peve_00012509, Peve_00012507, Peve_00031972, Peve_00012506, Peve_00019755	FUN_031623-T1, FUN_031622-T1, FUN_008762-T1, FUN_007753-T1, FUN_031600-T1, FUN_031602-T1, FUN_031601-T1, FUN_031604-T1, FUN_031624-T1, FUN_031612-T1, FUN_031616-T1, FUN_031621-T2, FUN_031621-T1, FUN_031539-T1, FUN_031609-T1, FUN_031603-T1, FUN_031620-T1, FUN_031619-T1, FUN_031614-T1
OG0000125	Peve_00040323	FUN_008670-T1, FUN_008690-T1, FUN_008611-T1, FUN_008689-T1, FUN_008688-T1, FUN_008669-T1, FUN_008684-T1, FUN_008682-T1, FUN_008654-T1, FUN_008675-T1, FUN_008678-T1, FUN_008671-T1, FUN_008676-T1, FUN_008612-T1, FUN_008680-T1, FUN_008658-T1, FUN_008683-T1, FUN_008683-T2, FUN_008655-T1, FUN_008674-T1, FUN_008681-T1, FUN_008677-T1, FUN_008687-T1, FUN_008657-T1, FUN_008686-T1, FUN_008672-T2, FUN_008672-T1
OG0000126	Peve_00003977	FUN_027364-T1, FUN_044913-T1, FUN_044872-T1, FUN_009810-T1, FUN_041139-T1
OG0000130	Peve_00029237	FUN_027920-T1, FUN_027911-T1, FUN_024579-T1, FUN_006185-T1, FUN_024658-T1, FUN_024640-T1, FUN_024638-T1, FUN_024663-T1, FUN_024652-T1, FUN_006466-T1, FUN_006450-T1, FUN_006562-T1, FUN_006456-T1, FUN_006526-T1, FUN_006514-T1, FUN_006459-T1, FUN_032821-T1, FUN_001321-T1, FUN_027919-T1, FUN_027913-T1, FUN_027912-T1, FUN_024651-T1, FUN_004673-T1, FUN_004667-T1, FUN_004679-T1, FUN_004669-T1, FUN_031657-T1, FUN_018733-T1, FUN_018716-T1
OG0000132	Peve_00000814, Peve_00026176, Peve_00021408, Peve_00041075, Peve_00043213, Peve_00012287, Peve_00041836, Peve_00029283, Peve_00030736, Peve_00016950, Peve_00028471, Peve_00040300, Peve_00033490, Peve_00028120, Peve_00020255, Peve_00018936, Peve_00042309, Peve_00039542, Peve_00045316, Peve_00033112, Peve_00031046, Peve_00037862, Peve_00035437, Peve_00010529, Peve_00010796, Peve_00003511, Peve_00033962, Peve_00023209, Peve_00007059	FUN_004806-T1
OG0000133	Peve_00012192, Peve_00041329, Peve_00012189, Peve_00008408, Peve_00012187, Peve_00012190, Peve_00041335, Peve_00012186, Peve_00041345, Peve_00012191, Peve_00012066, Peve_00012067, Peve_00008413, Peve_00008409, Peve_00015338, Peve_00041325, Peve_00015337, Peve_00008407, Peve_00015340, Peve_00008410, Peve_00040196, Peve_00041331, Peve_00038049, Peve_00038035	FUN_008285-T1
OG0000134	Peve_00001351	FUN_009871-T1, FUN_009181-T1
OG0000134	Peve_00027133, Peve_00019381, Peve_00034893	FUN_015370-T1
OG0000135	Peve_00042037, Peve_00022262, Peve_00042741, Peve_00042033, Peve_00036860, Peve_00011788, Peve_00027939, Peve_00011780, Peve_00027936, Peve_00018390, Peve_00025349, Peve_00042032, Peve_00017318	FUN_026632-T1, FUN_026655-T1, FUN_026646-T1, FUN_026631-T1
OG0000137	Peve_00012221, Peve_00006034, Peve_00034741, Peve_00035334, Peve_00032835, Peve_00042814, Peve_00011512, Peve_00038360, Peve_00038151, Peve_00007405, Peve_00007406, Peve_00036794, Peve_00033825, Peve_00042885, Peve_00000899, Peve_00030168, Peve_00032247, Peve_00035381, Peve_00003200, Peve_00042725, Peve_00032834, Peve_00020861, Peve_00041724, Peve_00001978, Peve_00035335, Peve_00020660, Peve_00009388	FUN_045140-T1, FUN_045293-T1
OG0000142	Peve_00030124, Peve_00026704	FUN_009316-T1
OG0000142	Peve_00034525, Peve_00006670, Peve_00017012, Peve_00028210, Peve_00026805, Peve_00029063, Peve_00027158, Peve_00029065, Peve_00001523, Peve_00009464, Peve_00029023, Peve_00019604, Peve_00030857, Peve_00002077, Peve_00013292, Peve_00018440, Peve_00015718, Peve_00001695, Peve_00016351, Peve_00039854, Peve_00011432, Peve_00032482, Peve_00020245	FUN_009336-T1
OG0000145	Peve_00019068, Peve_00032469, Peve_00014756, Peve_00005888, Peve_00001706, Peve_00014772, Peve_00014770, Peve_00019069, Peve_00032472, Peve_00014765, Peve_00014766, Peve_00032474, Peve_00005906	FUN_035121-T2, FUN_035121-T1, FUN_035096-T1
OG0000146	Peve_00000873, Peve_00010073, Peve_00010074, Peve_00022713, Peve_00010076, Peve_00010075, Peve_00010070, Peve_00010069	FUN_041880-T1
OG0000146	Peve_00010072, Peve_00009129	FUN_045774-T1, FUN_041882-T1
OG0000147	Peve_00005699	FUN_044935-T1
OG0000152	Peve_00044896, Peve_00044895, Peve_00044891, Peve_00044934, Peve_00044935, Peve_00010424, Peve_00004809, Peve_00023052, Peve_00015557, Peve_00017946, Peve_00009838, Peve_00009846, Peve_00006515, Peve_00006344, Peve_00033445, Peve_00027761, Peve_00027764, Peve_00006349, Peve_00006514, Peve_00041384, Peve_00039948, Peve_00006350	FUN_000514-T1, FUN_000515-T1, FUN_000512-T1, FUN_000516-T1, FUN_035396-T1, FUN_024013-T1
OG0000153	Peve_00035072	FUN_006457-T1, FUN_006527-T1, FUN_006550-T1, FUN_006550-T3, FUN_006550-T2, FUN_006473-T1, FUN_044579-T2, FUN_006126-T1
OG0000153	Peve_00027494, Peve_00018957, Peve_00025653, Peve_00002390, Peve_00025651, Peve_00007627, Peve_00003293, Peve_00003294, Peve_00003295, Peve_00037972, Peve_00040944, Peve_00014474, Peve_00004595	FUN_013513-T1, FUN_000604-T1, FUN_013550-T1
OG0000155	Peve_00009472	FUN_002541-T1
OG0000155	Peve_00023860, Peve_00011164, Peve_00011442, Peve_00011179, Peve_00007859, Peve_00028912, Peve_00011166, Peve_00011163, Peve_00002597, Peve_00003406, Peve_00037371, Peve_00023284, Peve_00008188, Peve_00013816, Peve_00033943, Peve_00008183, Peve_00003590, Peve_00032177, Peve_00008185, Peve_00012992	FUN_045303-T1, FUN_018796-T1, FUN_018873-T1
OG0000156	Peve_00038475, Peve_00039541, Peve_00026878, Peve_00045055, Peve_00037009, Peve_00018279	FUN_026997-T1, FUN_036565-T1, FUN_042227-T1, FUN_042231-T1, FUN_002885-T1, FUN_039311-T1, FUN_002929-T1, FUN_043516-T1, FUN_032872-T1, FUN_007738-T1, FUN_044011-T1, FUN_009576-T1, FUN_009604-T1, FUN_035286-T1, FUN_004077-T1, FUN_042147-T1, FUN_038486-T1, FUN_008452-T1, FUN_027013-T1, FUN_009605-T1, FUN_026998-T1
OG0000158	Peve_00028573	FUN_043442-T1, FUN_009339-T1, FUN_009315-T1, FUN_009320-T1, FUN_009318-T1, FUN_009337-T1, FUN_009338-T1, FUN_009341-T1, FUN_009313-T1, FUN_009322-T1, FUN_009321-T1, FUN_009319-T1, FUN_009342-T1, FUN_009330-T1, FUN_009333-T1, FUN_009331-T1, FUN_009334-T1, FUN_009335-T1, FUN_009332-T1, FUN_009329-T1, FUN_009326-T1, FUN_009325-T1, FUN_009327-T1, FUN_009323-T1, FUN_009324-T1, FUN_009328-T1
OG0000159	Peve_00034239, Peve_00021491, Peve_00044216, Peve_00034100, Peve_00039774, Peve_00014777, Peve_00040202, Peve_00034431, Peve_00006999, Peve_00023874, Peve_00030056, Peve_00026149, Peve_00034434, Peve_00034870, Peve_00029506, Peve_00011233, Peve_00011232, Peve_00004063, Peve_00031424, Peve_00030510, Peve_00037733, Peve_00038859, Peve_00034427, Peve_00034435, Peve_00040200, Peve_00009531, Peve_00004183	FUN_026348-T1
OG0000167	Peve_00041456	FUN_000326-T1, FUN_000282-T1, FUN_007746-T1, FUN_037163-T1, FUN_037132-T1, FUN_035786-T1, FUN_035792-T1, FUN_037105-T1, FUN_037162-T1, FUN_035796-T1, FUN_035799-T1, FUN_007745-T1, FUN_035794-T1, FUN_035781-T1, FUN_035788-T1, FUN_037110-T1, FUN_037123-T1, FUN_037164-T1, FUN_035791-T1, FUN_037133-T1, FUN_000325-T1, FUN_033879-T1, FUN_033877-T1, FUN_005041-T1, FUN_038754-T1, FUN_038779-T1
OG0000168	Peve_00035037	FUN_039379-T1, FUN_039423-T1, FUN_039681-T1, FUN_024637-T1, FUN_031454-T1, FUN_012039-T1, FUN_028210-T1, FUN_042220-T1, FUN_006177-T1, FUN_030632-T1, FUN_016241-T1, FUN_033289-T1, FUN_037338-T1, FUN_018375-T1, FUN_009089-T1, FUN_012417-T1, FUN_027839-T1, FUN_003505-T1, FUN_018737-T1, FUN_002245-T1, FUN_028402-T1, FUN_035589-T1, FUN_011833-T1, FUN_027838-T1, FUN_018738-T1, FUN_027467-T1
OG0000169	Peve_00000847	FUN_006014-T1
OG0000170	Peve_00029053	FUN_006668-T1, FUN_006670-T1, FUN_006672-T1, FUN_006664-T1, FUN_006471-T1, FUN_028222-T1, FUN_029885-T1, FUN_006551-T1, FUN_006507-T1, FUN_039371-T1, FUN_006696-T1, FUN_006693-T1, FUN_006695-T1, FUN_006517-T1, FUN_006694-T1, FUN_006486-T1, FUN_006534-T1, FUN_006546-T1, FUN_006539-T1
OG0000170	Peve_00012465, Peve_00015181	FUN_006460-T1, FUN_006467-T2, FUN_006467-T1
OG0000171	Peve_00019127	FUN_018225-T1, FUN_018724-T1, FUN_018141-T1
OG0000171	Peve_00041004, Peve_00041013, Peve_00020967, Peve_00000579, Peve_00024240	FUN_018269-T1, FUN_018220-T1, FUN_018279-T1, FUN_018386-T1
OG0000171	Peve_00041494	FUN_018364-T2, FUN_018364-T1
OG0000172	Peve_00002170, Peve_00030800, Peve_00020880, Peve_00043652, Peve_00044470, Peve_00045037, Peve_00011816, Peve_00007414, Peve_00011593, Peve_00012374, Peve_00029162, Peve_00024737, Peve_00035336, Peve_00027895, Peve_00032920, Peve_00010909, Peve_00017469, Peve_00010387, Peve_00030456, Peve_00018983, Peve_00009319, Peve_00009796, Peve_00033889, Peve_00033891, Peve_00030784	FUN_019607-T1
OG0000182	Peve_00037693, Peve_00025337, Peve_00035321	FUN_045144-T1, FUN_045144-T2, FUN_024921-T1, FUN_024921-T2, FUN_024923-T1, FUN_024921-T3, FUN_024517-T2, FUN_024517-T1, FUN_024507-T2, FUN_024507-T1, FUN_024511-T1, FUN_024511-T2
OG0000182	Peve_00017977, Peve_00001221, Peve_00007966, Peve_00037552, Peve_00039759, Peve_00017975, Peve_00025386, Peve_00030520	FUN_024520-T1
OG0000191	Peve_00006440	FUN_032170-T1, FUN_032175-T1, FUN_032173-T1
OG0000191	Peve_00038906	FUN_044172-T1
OG0000191	Peve_00038907	FUN_002316-T1
OG0000194	Peve_00014233, Peve_00007097, Peve_00000595	FUN_008243-T2, FUN_008243-T1
OG0000194	Peve_00017370, Peve_00002127, Peve_00021538, Peve_00005700, Peve_00002128, Peve_00031786, Peve_00040839, Peve_00002129, Peve_00021539	FUN_042134-T2, FUN_015487-T1, FUN_042130-T1, FUN_015486-T1, FUN_042134-T1, FUN_042128-T1
OG0000195	Peve_00032028, Peve_00032029, Peve_00043009, Peve_00003713, Peve_00013565, Peve_00043011, Peve_00013546	FUN_032031-T1
OG0000195	Peve_00026569	FUN_009510-T2, FUN_009510-T1, FUN_009500-T1, FUN_009472-T1, FUN_009499-T1, FUN_009489-T1, FUN_009498-T1, FUN_009497-T1, FUN_009502-T1, FUN_009504-T1, FUN_009473-T1, FUN_009509-T1, FUN_009505-T1, FUN_009477-T1
OG0000196	Peve_00002726	FUN_041024-T1, FUN_043920-T1, FUN_041124-T1, FUN_030521-T1, FUN_030570-T1, FUN_023895-T1, FUN_039205-T1
OG0000196	Peve_00042012, Peve_00041988, Peve_00016360, Peve_00002618, Peve_00026207, Peve_00009024, Peve_00038801, Peve_00002006, Peve_00033770, Peve_00002307, Peve_00043782, Peve_00045321, Peve_00033127, Peve_00019150	FUN_017246-T1, FUN_010072-T1
OG0000198	Peve_00002590, Peve_00022963, Peve_00040100, Peve_00013857	FUN_027732-T1
OG0000198	Peve_00007029	FUN_031360-T1, FUN_031361-T1, FUN_031309-T1, FUN_031338-T1, FUN_039331-T1, FUN_039344-T1, FUN_039414-T2, FUN_039405-T1, FUN_039414-T1, FUN_039429-T1, FUN_039394-T1, FUN_031385-T1, FUN_039383-T1, FUN_045652-T1, FUN_039362-T1, FUN_031369-T1, FUN_031352-T1, FUN_031369-T2, FUN_039350-T1
OG0000199	Peve_00017398, Peve_00024520, Peve_00019930, Peve_00004495, Peve_00033086, Peve_00019929	FUN_034716-T1
OG0000200	Peve_00024093	FUN_045660-T1
OG0000200	Peve_00001648, Peve_00025161, Peve_00021459, Peve_00011571, Peve_00017836, Peve_00026651, Peve_00033784, Peve_00016694, Peve_00041809, Peve_00029456, Peve_00006497, Peve_00020628, Peve_00013187, Peve_00018357, Peve_00042395, Peve_00039656	FUN_045071-T1, FUN_045785-T1, FUN_044719-T1, FUN_045249-T1, FUN_044894-T1, FUN_045266-T1
OG0000208	Peve_00040035, Peve_00040034	FUN_036998-T1
OG0000208	Peve_00025719, Peve_00001483, Peve_00023521, Peve_00001482, Peve_00023522, Peve_00040018, Peve_00001518	FUN_000425-T1, FUN_000421-T1, FUN_000431-T1, FUN_000420-T1, FUN_000430-T1, FUN_000429-T1, FUN_000424-T1, FUN_000428-T1, FUN_000432-T1, FUN_000427-T1, FUN_000423-T1
OG0000211	Peve_00034575	FUN_022561-T2, FUN_022557-T1
OG0000211	Peve_00029021, Peve_00030858, Peve_00019605, Peve_00017861, Peve_00017014, Peve_00019862, Peve_00009466, Peve_00019606, Peve_00012111, Peve_00021468, Peve_00004701, Peve_00004832, Peve_00041592, Peve_00031144, Peve_00011570, Peve_00011566, Peve_00027157, Peve_00021093	FUN_022561-T1
OG0000212	Peve_00022116	FUN_028540-T1
OG0000213	Peve_00022223, Peve_00001039, Peve_00013543, Peve_00003705, Peve_00001045, Peve_00001037, Peve_00003706, Peve_00001042, Peve_00043012, Peve_00040115, Peve_00013566, Peve_00013571, Peve_00001038, Peve_00003712, Peve_00031055, Peve_00043010, Peve_00043005, Peve_00013544, Peve_00003710, Peve_00030558, Peve_00022225, Peve_00042998	FUN_032033-T1, FUN_032034-T1
OG0000214	Peve_00012109, Peve_00021395, Peve_00020750, Peve_00035375, Peve_00045286, Peve_00043340, Peve_00005245, Peve_00019707, Peve_00014061, Peve_00023319, Peve_00032442, Peve_00019658, Peve_00018762, Peve_00009379, Peve_00038001, Peve_00013866, Peve_00011480, Peve_00005701, Peve_00006574, Peve_00021310, Peve_00023323, Peve_00041425, Peve_00018831	FUN_033595-T1
OG0000215	Peve_00041869	FUN_041267-T1
OG0000224	Peve_00001094	FUN_015740-T1, FUN_015745-T1, FUN_027312-T1, FUN_033103-T1, FUN_027032-T1, FUN_015739-T1, FUN_037266-T1, FUN_022846-T1, FUN_007329-T1, FUN_015678-T1, FUN_023793-T1, FUN_031378-T1, FUN_039672-T1, FUN_041191-T1, FUN_004936-T1, FUN_015778-T1, FUN_018734-T1, FUN_002002-T1, FUN_027722-T1, FUN_005085-T1, FUN_032892-T1
OG0000226	Peve_00033427, Peve_00038390	FUN_034774-T1, FUN_034775-T2, FUN_034775-T1, FUN_020874-T1, FUN_003731-T1, FUN_003732-T1, FUN_003729-T1, FUN_003730-T1, FUN_003733-T1, FUN_016177-T1, FUN_025709-T1, FUN_016269-T1, FUN_016253-T1, FUN_016254-T1, FUN_016268-T1, FUN_019534-T1, FUN_003734-T1, FUN_019550-T1, FUN_031283-T1, FUN_031283-T2, FUN_019537-T1
OG0000228	Peve_00013269, Peve_00018630	FUN_018788-T1, FUN_007615-T1, FUN_015767-T1
OG0000231	Peve_00006279	FUN_032698-T1
OG0000232	Peve_00038191	FUN_035987-T1
OG0000232	Peve_00038187, Peve_00038186, Peve_00038185, Peve_00035686, Peve_00041855, Peve_00038195, Peve_00041853, Peve_00041861, Peve_00037714, Peve_00038192, Peve_00035684, Peve_00041859, Peve_00031804, Peve_00027203, Peve_00031803, Peve_00041848, Peve_00035685, Peve_00041852, Peve_00041856	FUN_035997-T1
OG0000233	Peve_00006342, Peve_00006335, Peve_00037738, Peve_00031373, Peve_00010831, Peve_00010836, Peve_00006341, Peve_00000622, Peve_00031971, Peve_00044588, Peve_00024229, Peve_00010838, Peve_00044592, Peve_00000613, Peve_00036819, Peve_00006338, Peve_00000621, Peve_00000620, Peve_00031374, Peve_00006339	FUN_039386-T1
OG0000235	Peve_00022986, Peve_00009214, Peve_00037663, Peve_00030601, Peve_00025211, Peve_00010987, Peve_00023321, Peve_00030604, Peve_00039116, Peve_00011934, Peve_00002002, Peve_00014786, Peve_00029111, Peve_00035380, Peve_00015791, Peve_00019641, Peve_00012153, Peve_00041956	FUN_044454-T1
OG0000246	Peve_00033847, Peve_00035130, Peve_00019623	FUN_027093-T1
OG0000246	Peve_00005045	FUN_016942-T1, FUN_003593-T1, FUN_007600-T1, FUN_011456-T1, FUN_018957-T1, FUN_005443-T1, FUN_013932-T1, FUN_013776-T1, FUN_043069-T1, FUN_011457-T1, FUN_043062-T1, FUN_009162-T1, FUN_027094-T1, FUN_019065-T1, FUN_043057-T1, FUN_040905-T1, FUN_001893-T1
OG0000247	Peve_00021151	FUN_007897-T1, FUN_003703-T1, FUN_003696-T1, FUN_003698-T1, FUN_003704-T1, FUN_003706-T1, FUN_003702-T1, FUN_003705-T1, FUN_003700-T1, FUN_003699-T1, FUN_003707-T1, FUN_003694-T1, FUN_003695-T1, FUN_003693-T1, FUN_003697-T1, FUN_003708-T1, FUN_003701-T1, FUN_007907-T1, FUN_007905-T1, FUN_007904-T1, FUN_007900-T1
OG0000248	Peve_00032695	FUN_003865-T1
OG0000248	Peve_00025510	FUN_009208-T1, FUN_009217-T1, FUN_012444-T1, FUN_009098-T1, FUN_026644-T1, FUN_009232-T1, FUN_012443-T1, FUN_019598-T1, FUN_019598-T2, FUN_032600-T1, FUN_013117-T1, FUN_013742-T1, FUN_003913-T1, FUN_016878-T1, FUN_018936-T2, FUN_018936-T1, FUN_005376-T1, FUN_005375-T1, FUN_029703-T1
OG0000249	Peve_00014980, Peve_00025066, Peve_00029138, Peve_00014981, Peve_00039283, Peve_00039284, Peve_00039278, Peve_00039281, Peve_00027612, Peve_00039276, Peve_00039273, Peve_00039274, Peve_00039275, Peve_00039280	FUN_043197-T1
OG0000249	Peve_00039277, Peve_00039272, Peve_00039279	FUN_004633-T1, FUN_004634-T1, FUN_004635-T1
OG0000250	Peve_00039695	FUN_028318-T1, FUN_027784-T1
OG0000251	Peve_00001218	FUN_028055-T1, FUN_028059-T1, FUN_028074-T1, FUN_028069-T1, FUN_028073-T1, FUN_028066-T1, FUN_028072-T1, FUN_028064-T1, FUN_045288-T1, FUN_045288-T2, FUN_028050-T1, FUN_028047-T1, FUN_028045-T1, FUN_028051-T1, FUN_028056-T1, FUN_028053-T1, FUN_028065-T1, FUN_028061-T1, FUN_028060-T1, FUN_028052-T1, FUN_028063-T1
OG0000253	Peve_00002246, Peve_00002255, Peve_00041691, Peve_00041690, Peve_00041746, Peve_00041702, Peve_00041685, Peve_00041687	FUN_038506-T1
OG0000254	Peve_00002748	FUN_045794-T1
OG0000259	Peve_00001384, Peve_00016987, Peve_00029990	FUN_001934-T1
OG0000260	Peve_00018890	FUN_003382-T1, FUN_015869-T1, FUN_023903-T1, FUN_013707-T1, FUN_019154-T1, FUN_009949-T1, FUN_011607-T1, FUN_007236-T1, FUN_039072-T1, FUN_026957-T1, FUN_026932-T1, FUN_036533-T1, FUN_040980-T1, FUN_034665-T1, FUN_025040-T1, FUN_034681-T1, FUN_030143-T1, FUN_005425-T1, FUN_038878-T1, FUN_011579-T1
OG0000261	Peve_00005481	FUN_003468-T1, FUN_013661-T1, FUN_039557-T1, FUN_013490-T1, FUN_006877-T1, FUN_025214-T1, FUN_027451-T1, FUN_016184-T1, FUN_023872-T1, FUN_014362-T1, FUN_003485-T1, FUN_003469-T1, FUN_027133-T1, FUN_003467-T1, FUN_041192-T1, FUN_015934-T1, FUN_041194-T1, FUN_003470-T1, FUN_003486-T1
OG0000262	Peve_00006274	FUN_005083-T1, FUN_005090-T2, FUN_005090-T1, FUN_005074-T2, FUN_005074-T1, FUN_005075-T1, FUN_005087-T1, FUN_006951-T1, FUN_006954-T1, FUN_006975-T1, FUN_006976-T2, FUN_006969-T1, FUN_006971-T1, FUN_006976-T1, FUN_006959-T1, FUN_006966-T1, FUN_006955-T1, FUN_006956-T1, FUN_006952-T1, FUN_026658-T1
OG0000266	Peve_00025939, Peve_00008279	FUN_013439-T1, FUN_013468-T1, FUN_013509-T1, FUN_013522-T1, FUN_013538-T1, FUN_013529-T1, FUN_013447-T1, FUN_013537-T1, FUN_013432-T1, FUN_013424-T1, FUN_013426-T1, FUN_018943-T2, FUN_018943-T1, FUN_018943-T3, FUN_018940-T1, FUN_025638-T1, FUN_018930-T1, FUN_025637-T1
OG0000267	Peve_00016420, Peve_00006206, Peve_00006201, Peve_00015273, Peve_00028194, Peve_00020385, Peve_00020378, Peve_00028199, Peve_00006209, Peve_00006207, Peve_00006208	FUN_018752-T1, FUN_018731-T1, FUN_018756-T1, FUN_018753-T1, FUN_018732-T1, FUN_037235-T1, FUN_037236-T1, FUN_037238-T1
OG0000268	Peve_00017910, Peve_00004881, Peve_00025145, Peve_00042889, Peve_00037539, Peve_00045127, Peve_00045140, Peve_00002982, Peve_00037545, Peve_00037544, Peve_00028329, Peve_00035427, Peve_00002209, Peve_00028533, Peve_00008166, Peve_00035428, Peve_00035424, Peve_00002204, Peve_00035426	FUN_019021-T1
OG0000269	Peve_00001350, Peve_00013967, Peve_00033885	FUN_020935-T1
OG0000271	Peve_00005392	FUN_038599-T1, FUN_038586-T1, FUN_038601-T1, FUN_038593-T1, FUN_038584-T1, FUN_038604-T1, FUN_038596-T1
OG0000271	Peve_00020190	FUN_038591-T1, FUN_038589-T1, FUN_038595-T2, FUN_038595-T1, FUN_038594-T1, FUN_038588-T1, FUN_038600-T1, FUN_038603-T1, FUN_038602-T1
OG0000272	Peve_00035436, Peve_00029587, Peve_00019692, Peve_00019687, Peve_00029588, Peve_00034966, Peve_00018001, Peve_00034364, Peve_00034316, Peve_00038983, Peve_00019686, Peve_00035434, Peve_00035435, Peve_00034967, Peve_00029586, Peve_00029589, Peve_00029590, Peve_00019688, Peve_00037947, Peve_00019689	FUN_040212-T1
OG0000273	Peve_00004943, Peve_00017837, Peve_00009132, Peve_00032499, Peve_00039234, Peve_00039602, Peve_00013123, Peve_00043074, Peve_00012088, Peve_00022199	FUN_045319-T1, FUN_045388-T1, FUN_045062-T1, FUN_045544-T1
OG0000273	Peve_00010562, Peve_00017889	FUN_045215-T1, FUN_045630-T1, FUN_045499-T1, FUN_044484-T1
OG0000280	Peve_00001715, Peve_00029421, Peve_00008663	FUN_000211-T1, FUN_000211-T2
OG0000280	Peve_00034416	FUN_022925-T1, FUN_022925-T2
OG0000280	Peve_00042341, Peve_00035272, Peve_00042342, Peve_00037857, Peve_00045314	FUN_022921-T1, FUN_037583-T2, FUN_037583-T3, FUN_037583-T1
OG0000282	Peve_00043269	FUN_040462-T1, FUN_020813-T1
OG0000282	Peve_00000609	FUN_040461-T1
OG0000282	Peve_00021130	FUN_029840-T1
OG0000284	Peve_00031255	FUN_036880-T1, FUN_017299-T1, FUN_009709-T1, FUN_021039-T1, FUN_003932-T1, FUN_026223-T1, FUN_015829-T1, FUN_031097-T1, FUN_015928-T1, FUN_036738-T1, FUN_031331-T1, FUN_016740-T1, FUN_016873-T1, FUN_023778-T1, FUN_028586-T1, FUN_005468-T1, FUN_032567-T1, FUN_030625-T1, FUN_018750-T1
OG0000285	Peve_00012128	FUN_013761-T1, FUN_030193-T1, FUN_027708-T1, FUN_013677-T1, FUN_015731-T1, FUN_027264-T1, FUN_005728-T1, FUN_027710-T1, FUN_030550-T1, FUN_031343-T1, FUN_011168-T1, FUN_034736-T1, FUN_034752-T1, FUN_014035-T1, FUN_005727-T1, FUN_011403-T1, FUN_024857-T1, FUN_027712-T1, FUN_027706-T1
OG0000287	Peve_00027454, Peve_00045181, Peve_00045180, Peve_00020933, Peve_00020932	FUN_008014-T1, FUN_008013-T1, FUN_008008-T1
OG0000287	Peve_00011068, Peve_00020931, Peve_00020930, Peve_00016049	FUN_008007-T1
OG0000288	Peve_00009451, Peve_00008652, Peve_00019669, Peve_00040885, Peve_00015329, Peve_00014126, Peve_00023298, Peve_00024296, Peve_00017715	FUN_009428-T1, FUN_009432-T1, FUN_033055-T1, FUN_033061-T1, FUN_033056-T1, FUN_033067-T1
OG0000289	Peve_00003074, Peve_00004326, Peve_00003073	FUN_010106-T1
OG0000290	Peve_00038969, Peve_00038967, Peve_00007789, Peve_00039379, Peve_00022125, Peve_00027914, Peve_00016247, Peve_00007794, Peve_00007784, Peve_00022128, Peve_00022132, Peve_00008548, Peve_00007796, Peve_00016248, Peve_00022130, Peve_00008545, Peve_00007795, Peve_00022118, Peve_00025588	FUN_012656-T1
OG0000291	Peve_00042440	FUN_015947-T1, FUN_042437-T1
OG0000291	Peve_00038152, Peve_00035019, Peve_00042587, Peve_00043047, Peve_00030855, Peve_00009200, Peve_00009209, Peve_00032426, Peve_00035865, Peve_00011658, Peve_00011659, Peve_00042586, Peve_00009183, Peve_00033710	FUN_033598-T1
OG0000292	Peve_00043004, Peve_00001581, Peve_00024177, Peve_00034404, Peve_00043052, Peve_00016993, Peve_00014258, Peve_00022376	FUN_018990-T1
OG0000293	Peve_00029852	FUN_023236-T1
OG0000294	Peve_00025972, Peve_00004965	FUN_040023-T1, FUN_040025-T1, FUN_040021-T1, FUN_040017-T1, FUN_040022-T1, FUN_040028-T1
OG0000294	Peve_00025964, Peve_00004954	FUN_040024-T1
OG0000294	Peve_00025970	FUN_040020-T1
OG0000295	Peve_00029037, Peve_00029035, Peve_00036257, Peve_00035058, Peve_00037768, Peve_00037776, Peve_00012359, Peve_00037775, Peve_00002637, Peve_00003794, Peve_00013934, Peve_00013517, Peve_00036255, Peve_00012769, Peve_00037770, Peve_00037773, Peve_00037760, Peve_00012770, Peve_00012766	FUN_045614-T1
