# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/17-Ptuh-lncRNA/Ptuh-lncRNA.gtf" "-o" "../output/18-Ptuh-lncRNA-matrix/Ptuh-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-47.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-48.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-50.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-53.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/18-Ptuh-lncRNA-matrix/RNA-POC-47.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-48.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-50.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-53.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-57.sorted.bam
lncRNA_236	Pocillopora_meandrina_HIv1___Sc0000000	531382	542855	+	11474	1060	1220	1522	1064	2917
lncRNA_237	Pocillopora_meandrina_HIv1___Sc0000000	604276	605213	+	938	16	59	74	32	7
lncRNA_238	Pocillopora_meandrina_HIv1___Sc0000000	671183	674663	+	3481	923	1255	1421	1241	1067
lncRNA_239	Pocillopora_meandrina_HIv1___Sc0000000	691809	692212	+	404	0	22	0	0	0
lncRNA_240	Pocillopora_meandrina_HIv1___Sc0000000	849629	852046	+	2418	0	0	0	0	0
lncRNA_241	Pocillopora_meandrina_HIv1___Sc0000000	850061	852046	+	1986	0	0	0	0	0
lncRNA_242	Pocillopora_meandrina_HIv1___Sc0000000	850211	852046	+	1836	0	0	0	0	0
lncRNA_243	Pocillopora_meandrina_HIv1___Sc0000000	852551	853724	+	1174	0	0	0	0	0
lncRNA_244	Pocillopora_meandrina_HIv1___Sc0000000	852551	853724	+	1174	0	0	0	0	0
lncRNA_245	Pocillopora_meandrina_HIv1___Sc0000000	852551	857001	+	4451	0	0	0	0	0
lncRNA_246	Pocillopora_meandrina_HIv1___Sc0000000	852551	857001	+	4451	0	0	0	0	0
lncRNA_247	Pocillopora_meandrina_HIv1___Sc0000000	952548	956991	+	4444	1173	957	673	889	1334
lncRNA_248	Pocillopora_meandrina_HIv1___Sc0000000	1081099	1082004	+	906	1271	251	1291	538	518
lncRNA_249	Pocillopora_meandrina_HIv1___Sc0000000	1255017	1262184	+	7168	37	8	8	15	29
lncRNA_250	Pocillopora_meandrina_HIv1___Sc0000000	1618980	1619215	+	236	0	0	0	0	0
lncRNA_251	Pocillopora_meandrina_HIv1___Sc0000000	1837650	1849267	+	11618	1509	714	373	1254	1135
lncRNA_252	Pocillopora_meandrina_HIv1___Sc0000000	1982390	1988059	+	5670	0	0	0	0	0
lncRNA_253	Pocillopora_meandrina_HIv1___Sc0000000	1982390	1988059	+	5670	0	0	0	0	0
lncRNA_254	Pocillopora_meandrina_HIv1___Sc0000000	2294581	2296164	+	1584	843	176	1013	207	404
lncRNA_255	Pocillopora_meandrina_HIv1___Sc0000000	2340487	2343196	+	2710	3	0	30	17	68
lncRNA_256	Pocillopora_meandrina_HIv1___Sc0000000	2776541	2787183	+	10643	0	1	0	5	0
lncRNA_257	Pocillopora_meandrina_HIv1___Sc0000000	2776831	2787183	+	10353	0	0	0	0	0
lncRNA_258	Pocillopora_meandrina_HIv1___Sc0000000	2779030	2787183	+	8154	0	0	0	0	0
lncRNA_259	Pocillopora_meandrina_HIv1___Sc0000000	2934265	2950876	+	16612	211	367	278	147	28
lncRNA_260	Pocillopora_meandrina_HIv1___Sc0000000	3047930	3049275	+	1346	55	0	29	14	24
lncRNA_261	Pocillopora_meandrina_HIv1___Sc0000000	3557581	3557919	+	339	172	343	115	330	165
lncRNA_262	Pocillopora_meandrina_HIv1___Sc0000000	3579676	3582309	+	2634	0	0	0	0	0
lncRNA_263	Pocillopora_meandrina_HIv1___Sc0000000	3579689	3582309	+	2621	0	0	0	0	0
lncRNA_264	Pocillopora_meandrina_HIv1___Sc0000000	3588459	3591643	+	3185	192	327	377	565	172
lncRNA_265	Pocillopora_meandrina_HIv1___Sc0000000	3602187	3602801	+	615	0	26	43	1	26
lncRNA_266	Pocillopora_meandrina_HIv1___Sc0000000	4457405	4458501	+	1097	7519	1901	8354	3134	4123
lncRNA_267	Pocillopora_meandrina_HIv1___Sc0000000	4631058	4632119	+	1062	7	41	39	55	12
lncRNA_268	Pocillopora_meandrina_HIv1___Sc0000000	4756052	4756944	+	893	11	19	62	7	0
lncRNA_269	Pocillopora_meandrina_HIv1___Sc0000000	5004333	5004549	+	217	7	101	7	10	42
lncRNA_270	Pocillopora_meandrina_HIv1___Sc0000000	5011520	5013760	+	2241	105	38	41	12	112
lncRNA_271	Pocillopora_meandrina_HIv1___Sc0000000	5040249	5040524	+	276	0	1	0	0	0
lncRNA_272	Pocillopora_meandrina_HIv1___Sc0000000	5636740	5644318	+	7579	0	0	0	0	0
lncRNA_273	Pocillopora_meandrina_HIv1___Sc0000000	5636740	5652788	+	16049	0	0	0	0	0
lncRNA_274	Pocillopora_meandrina_HIv1___Sc0000000	5636841	5721131	+	84291	0	0	0	2	0
lncRNA_275	Pocillopora_meandrina_HIv1___Sc0000000	5643311	5659336	+	16026	0	0	0	0	0
lncRNA_276	Pocillopora_meandrina_HIv1___Sc0000000	5650710	5659336	+	8627	0	0	0	0	0
lncRNA_277	Pocillopora_meandrina_HIv1___Sc0000000	5665702	5697281	+	31580	0	0	0	0	0
lncRNA_278	Pocillopora_meandrina_HIv1___Sc0000000	5688310	5697281	+	8972	0	0	0	0	0
lncRNA_279	Pocillopora_meandrina_HIv1___Sc0000000	5688662	5690078	+	1417	0	0	0	0	0
lncRNA_280	Pocillopora_meandrina_HIv1___Sc0000000	5665829	5709376	+	43548	0	0	0	0	0
lncRNA_281	Pocillopora_meandrina_HIv1___Sc0000000	5702195	5709376	+	7182	0	0	0	0	0
lncRNA_282	Pocillopora_meandrina_HIv1___Sc0000000	5680816	5703740	+	22925	0	0	0	0	0
lncRNA_283	Pocillopora_meandrina_HIv1___Sc0000000	5713282	5721055	+	7774	0	0	0	0	0
lncRNA_284	Pocillopora_meandrina_HIv1___Sc0000000	5714212	5714904	+	693	0	0	0	0	0
lncRNA_285	Pocillopora_meandrina_HIv1___Sc0000000	5744006	5749212	+	5207	203	938	479	989	678
lncRNA_286	Pocillopora_meandrina_HIv1___Sc0000000	5890659	5891269	+	611	150	41	71	90	0
lncRNA_287	Pocillopora_meandrina_HIv1___Sc0000000	5944986	5952107	+	7122	1	0	0	0	0
lncRNA_288	Pocillopora_meandrina_HIv1___Sc0000000	6123307	6123933	+	627	198	55	344	67	8
lncRNA_289	Pocillopora_meandrina_HIv1___Sc0000000	6170997	6176973	+	5977	0	0	0	0	0
lncRNA_290	Pocillopora_meandrina_HIv1___Sc0000000	6171038	6176973	+	5936	0	0	0	0	0
lncRNA_291	Pocillopora_meandrina_HIv1___Sc0000000	6184556	6184873	+	318	6	42	2	28	23
lncRNA_292	Pocillopora_meandrina_HIv1___Sc0000000	6644582	6648458	+	3877	287	28	350	179	121
lncRNA_293	Pocillopora_meandrina_HIv1___Sc0000000	6667918	6668416	+	499	0	2	6	13	0
lncRNA_294	Pocillopora_meandrina_HIv1___Sc0000000	6904315	6906915	+	2601	76	98	76	237	211
lncRNA_295	Pocillopora_meandrina_HIv1___Sc0000000	6937032	6947890	+	10859	550	738	1065	1021	834
lncRNA_296	Pocillopora_meandrina_HIv1___Sc0000000	6937601	6938478	+	878	0	0	0	0	0
lncRNA_297	Pocillopora_meandrina_HIv1___Sc0000000	7007763	7008671	+	909	36	94	50	1	144
lncRNA_298	Pocillopora_meandrina_HIv1___Sc0000000	7037686	7041274	+	3589	0	0	0	0	0
lncRNA_299	Pocillopora_meandrina_HIv1___Sc0000000	7037735	7041274	+	3540	0	0	0	0	0
lncRNA_300	Pocillopora_meandrina_HIv1___Sc0000000	7037838	7038729	+	892	0	0	0	0	0
lncRNA_301	Pocillopora_meandrina_HIv1___Sc0000000	7154793	7155403	+	611	0	26	11	0	7
lncRNA_302	Pocillopora_meandrina_HIv1___Sc0000000	7239636	7241120	+	1485	0	0	0	0	0
lncRNA_303	Pocillopora_meandrina_HIv1___Sc0000000	7239661	7241120	+	1460	0	0	0	0	0
lncRNA_304	Pocillopora_meandrina_HIv1___Sc0000000	7277241	7279543	+	2303	332	235	262	288	127
lncRNA_305	Pocillopora_meandrina_HIv1___Sc0000000	7405481	7407644	+	2164	14	2	46	115	14
lncRNA_306	Pocillopora_meandrina_HIv1___Sc0000000	7407924	7410176	+	2253	14	0	24	57	5
lncRNA_307	Pocillopora_meandrina_HIv1___Sc0000000	7409608	7416699	+	7092	2	17	12	16	117
lncRNA_308	Pocillopora_meandrina_HIv1___Sc0000000	7454073	7454565	+	493	14	24	1	7	3
lncRNA_309	Pocillopora_meandrina_HIv1___Sc0000000	7509496	7510185	+	690	15	31	4	6	0
lncRNA_310	Pocillopora_meandrina_HIv1___Sc0000000	7516522	7518570	+	2049	0	0	0	2	0
lncRNA_311	Pocillopora_meandrina_HIv1___Sc0000000	7530230	7530894	+	665	2	6	4	1	30
lncRNA_312	Pocillopora_meandrina_HIv1___Sc0000000	7557872	7565032	+	7161	22	13	23	29	168
lncRNA_313	Pocillopora_meandrina_HIv1___Sc0000000	7558259	7559696	+	1438	0	0	0	0	0
lncRNA_314	Pocillopora_meandrina_HIv1___Sc0000000	7559858	7560531	+	674	0	0	0	0	0
lncRNA_315	Pocillopora_meandrina_HIv1___Sc0000000	7754444	7756486	+	2043	2	0	1	4	0
lncRNA_316	Pocillopora_meandrina_HIv1___Sc0000000	7766417	7766712	+	296	77	31	0	2	0
lncRNA_317	Pocillopora_meandrina_HIv1___Sc0000000	7806767	7814975	+	8209	34	48	29	6	26
lncRNA_318	Pocillopora_meandrina_HIv1___Sc0000000	7842245	7843171	+	927	34	38	31	22	9
lncRNA_319	Pocillopora_meandrina_HIv1___Sc0000000	8032101	8034498	+	2398	195	84	382	210	117
lncRNA_320	Pocillopora_meandrina_HIv1___Sc0000000	8311161	8314859	+	3699	477	635	1239	833	2
lncRNA_321	Pocillopora_meandrina_HIv1___Sc0000000	8395576	8396715	+	1140	155	251	369	215	98
lncRNA_322	Pocillopora_meandrina_HIv1___Sc0000000	8563168	8585601	+	22434	240	218	166	247	92
lncRNA_323	Pocillopora_meandrina_HIv1___Sc0000000	8566550	8589420	+	22871	8637	5921	5603	9439	12540
lncRNA_324	Pocillopora_meandrina_HIv1___Sc0000000	8634506	8635137	+	632	0	0	0	28	0
lncRNA_325	Pocillopora_meandrina_HIv1___Sc0000000	8789187	8790765	+	1579	0	0	0	0	0
lncRNA_326	Pocillopora_meandrina_HIv1___Sc0000000	8927554	8945136	+	17583	33	98	16	8	21
lncRNA_327	Pocillopora_meandrina_HIv1___Sc0000000	9180196	9184336	+	4141	1	6	38	13	27
lncRNA_328	Pocillopora_meandrina_HIv1___Sc0000000	9180351	9184152	+	3802	0	0	0	0	0
lncRNA_329	Pocillopora_meandrina_HIv1___Sc0000000	9213944	9219492	+	5549	0	0	0	0	0
lncRNA_330	Pocillopora_meandrina_HIv1___Sc0000000	9213944	9219492	+	5549	0	0	0	0	0
lncRNA_331	Pocillopora_meandrina_HIv1___Sc0000000	9216321	9216859	+	539	0	0	0	0	0
lncRNA_332	Pocillopora_meandrina_HIv1___Sc0000000	9243646	9244514	+	869	11	0	53	7	0
lncRNA_333	Pocillopora_meandrina_HIv1___Sc0000000	9400107	9401115	+	1009	1376	2274	1232	1306	737
lncRNA_334	Pocillopora_meandrina_HIv1___Sc0000000	9407222	9409874	+	2653	0	0	0	0	0
lncRNA_335	Pocillopora_meandrina_HIv1___Sc0000000	9407222	9409874	+	2653	0	0	0	0	0
lncRNA_336	Pocillopora_meandrina_HIv1___Sc0000000	9697260	9699645	+	2386	575	2074	854	1723	1689
lncRNA_337	Pocillopora_meandrina_HIv1___Sc0000000	9697558	9698922	+	1365	0	0	0	0	0
lncRNA_338	Pocillopora_meandrina_HIv1___Sc0000000	9698438	9698922	+	485	0	0	0	0	0
lncRNA_339	Pocillopora_meandrina_HIv1___Sc0000000	10915248	10915592	+	345	11	9	40	7	45
lncRNA_340	Pocillopora_meandrina_HIv1___Sc0000000	11067464	11069343	+	1880	0	0	0	222	0
lncRNA_341	Pocillopora_meandrina_HIv1___Sc0000000	11713935	11716195	+	2261	8	36	9	1	2
lncRNA_342	Pocillopora_meandrina_HIv1___Sc0000000	11745155	11746602	+	1448	10	2	19	46	0
lncRNA_343	Pocillopora_meandrina_HIv1___Sc0000000	11957148	11957537	+	390	14	8	8	0	26
lncRNA_344	Pocillopora_meandrina_HIv1___Sc0000000	11960345	11966366	+	6022	0	0	0	0	0
lncRNA_345	Pocillopora_meandrina_HIv1___Sc0000000	11960361	11966366	+	6006	0	0	0	0	0
lncRNA_346	Pocillopora_meandrina_HIv1___Sc0000000	11968895	11971033	+	2139	0	0	0	0	0
lncRNA_347	Pocillopora_meandrina_HIv1___Sc0000000	11968905	11971033	+	2129	0	0	0	0	0
lncRNA_348	Pocillopora_meandrina_HIv1___Sc0000000	12060767	12061683	+	917	30	71	103	120	10
lncRNA_349	Pocillopora_meandrina_HIv1___Sc0000000	12449393	12472781	+	23389	0	0	0	0	0
lncRNA_350	Pocillopora_meandrina_HIv1___Sc0000000	12568754	12569535	+	782	93	163	0	0	0
lncRNA_351	Pocillopora_meandrina_HIv1___Sc0000000	12630810	12632077	+	1268	6586	3347	5047	2824	1898
lncRNA_352	Pocillopora_meandrina_HIv1___Sc0000000	12707611	12708432	+	822	0	0	0	0	0
lncRNA_353	Pocillopora_meandrina_HIv1___Sc0000000	13106880	13108190	+	1311	54	67	52	73	54
lncRNA_354	Pocillopora_meandrina_HIv1___Sc0000000	13188130	13189086	+	957	3	1	7	15	8
lncRNA_355	Pocillopora_meandrina_HIv1___Sc0000000	13201108	13203977	+	2870	152	69	123	134	48
lncRNA_356	Pocillopora_meandrina_HIv1___Sc0000000	13213151	13215966	+	2816	4	0	5	150	15
lncRNA_357	Pocillopora_meandrina_HIv1___Sc0000000	13213970	13215966	+	1997	0	0	0	0	0
lncRNA_358	Pocillopora_meandrina_HIv1___Sc0000000	13216979	13220314	+	3336	8	0	0	112	0
lncRNA_359	Pocillopora_meandrina_HIv1___Sc0000000	13324221	13325969	+	1749	36	16	17	81	51
lncRNA_360	Pocillopora_meandrina_HIv1___Sc0000000	13367938	13374294	+	6357	0	0	0	0	0
lncRNA_361	Pocillopora_meandrina_HIv1___Sc0000000	13559617	13560162	+	546	100	13	1	75	1
lncRNA_362	Pocillopora_meandrina_HIv1___Sc0000000	13884199	13885852	+	1654	0	0	0	0	0
lncRNA_363	Pocillopora_meandrina_HIv1___Sc0000000	13884245	13885852	+	1608	0	0	0	0	0
lncRNA_364	Pocillopora_meandrina_HIv1___Sc0000000	13899392	13899832	+	441	1	1	0	0	2
lncRNA_365	Pocillopora_meandrina_HIv1___Sc0000000	13960905	13962243	+	1339	13	11	3	18	17
lncRNA_366	Pocillopora_meandrina_HIv1___Sc0000000	14091281	14091594	+	314	1	20	0	24	0
lncRNA_367	Pocillopora_meandrina_HIv1___Sc0000000	14112238	14114541	+	2304	0	0	0	0	0
lncRNA_368	Pocillopora_meandrina_HIv1___Sc0000000	14112238	14114541	+	2304	0	0	0	0	0
lncRNA_369	Pocillopora_meandrina_HIv1___Sc0000000	14114613	14116839	+	2227	0	0	0	1	0
lncRNA_370	Pocillopora_meandrina_HIv1___Sc0000000	14128462	14128668	+	207	0	17	6	0	0
lncRNA_371	Pocillopora_meandrina_HIv1___Sc0000000	14193413	14197058	+	3646	0	1	0	0	0
lncRNA_372	Pocillopora_meandrina_HIv1___Sc0000000	14194181	14198066	+	3886	0	0	0	5	0
lncRNA_373	Pocillopora_meandrina_HIv1___Sc0000000	14262660	14265025	+	2366	0	0	0	1	0
lncRNA_374	Pocillopora_meandrina_HIv1___Sc0000000	14263261	14266718	+	3458	0	0	0	0	0
lncRNA_375	Pocillopora_meandrina_HIv1___Sc0000000	14265381	14266718	+	1338	0	0	0	0	0
lncRNA_376	Pocillopora_meandrina_HIv1___Sc0000000	14265416	14269760	+	4345	0	0	0	0	0
lncRNA_377	Pocillopora_meandrina_HIv1___Sc0000000	14265440	14266718	+	1279	0	0	0	0	0
lncRNA_378	Pocillopora_meandrina_HIv1___Sc0000000	14264105	14264497	+	393	0	0	0	0	0
lncRNA_379	Pocillopora_meandrina_HIv1___Sc0000000	14266080	14270147	+	4068	0	0	0	0	0
lncRNA_380	Pocillopora_meandrina_HIv1___Sc0000000	14505984	14506365	+	382	2	2	13	14	1
lncRNA_381	Pocillopora_meandrina_HIv1___Sc0000000	14559009	14563155	+	4147	21	9	21	15	14
lncRNA_382	Pocillopora_meandrina_HIv1___Sc0000000	14564313	14566284	+	1972	0	0	0	0	0
lncRNA_383	Pocillopora_meandrina_HIv1___Sc0000000	15104368	15112956	+	8589	71	54	71	101	62
lncRNA_384	Pocillopora_meandrina_HIv1___Sc0000000	15250058	15251038	+	981	577	486	493	553	623
lncRNA_385	Pocillopora_meandrina_HIv1___Sc0000000	15414466	15415251	+	786	0	0	0	0	0
lncRNA_386	Pocillopora_meandrina_HIv1___Sc0000000	15414505	15416995	+	2491	0	0	0	0	0
lncRNA_387	Pocillopora_meandrina_HIv1___Sc0000000	15414712	15416995	+	2284	0	0	0	0	0
lncRNA_388	Pocillopora_meandrina_HIv1___Sc0000000	15513605	15514020	+	416	2	5	0	2	14
lncRNA_389	Pocillopora_meandrina_HIv1___Sc0000000	15516046	15527834	+	11789	36	75	29	68	9
lncRNA_390	Pocillopora_meandrina_HIv1___Sc0000000	15523772	15526580	+	2809	0	0	0	0	0
lncRNA_391	Pocillopora_meandrina_HIv1___Sc0000000	15555835	15556770	+	936	0	24	0	32	1
lncRNA_392	Pocillopora_meandrina_HIv1___Sc0000000	15581757	15585400	+	3644	156	111	24	41	77
lncRNA_393	Pocillopora_meandrina_HIv1___Sc0000000	15585646	15586414	+	769	0	0	0	0	0
lncRNA_394	Pocillopora_meandrina_HIv1___Sc0000000	15952661	15986501	+	33841	57	192	44	140	139
lncRNA_395	Pocillopora_meandrina_HIv1___Sc0000000	15971582	16012480	+	40899	90	206	29	12	60
lncRNA_396	Pocillopora_meandrina_HIv1___Sc0000000	15993427	16012480	+	19054	0	0	0	0	0
lncRNA_397	Pocillopora_meandrina_HIv1___Sc0000000	15974074	15975586	+	1513	0	0	0	0	0
lncRNA_398	Pocillopora_meandrina_HIv1___Sc0000000	15976017	15977527	+	1511	0	0	0	0	0
lncRNA_399	Pocillopora_meandrina_HIv1___Sc0000000	16015552	16016701	+	1150	0	6	0	56	12
lncRNA_400	Pocillopora_meandrina_HIv1___Sc0000000	16033526	16033963	+	438	31	14	0	53	42
lncRNA_401	Pocillopora_meandrina_HIv1___Sc0000000	16092788	16094249	+	1462	5658	3253	6054	4406	4248
lncRNA_402	Pocillopora_meandrina_HIv1___Sc0000000	16339861	16350465	+	10605	0	0	0	0	0
lncRNA_403	Pocillopora_meandrina_HIv1___Sc0000000	16435934	16436657	+	724	46	47	45	50	9
lncRNA_404	Pocillopora_meandrina_HIv1___Sc0000000	16880838	16882349	+	1512	68	240	111	101	38
lncRNA_405	Pocillopora_meandrina_HIv1___Sc0000000	16937822	16942077	+	4256	28	993	876	862	721
lncRNA_406	Pocillopora_meandrina_HIv1___Sc0000000	16937940	16938845	+	906	0	0	0	0	0
lncRNA_407	Pocillopora_meandrina_HIv1___Sc0000000	17034100	17037302	+	3203	11	70	171	47	6
lncRNA_408	Pocillopora_meandrina_HIv1___Sc0000000	17131950	17132594	+	645	2728	2170	1825	2541	2336
lncRNA_409	Pocillopora_meandrina_HIv1___Sc0000000	17406978	17412028	+	5051	0	0	0	0	0
lncRNA_410	Pocillopora_meandrina_HIv1___Sc0000000	17408289	17412028	+	3740	0	0	0	0	0
lncRNA_411	Pocillopora_meandrina_HIv1___Sc0000000	17408507	17409392	+	886	0	0	0	0	0
lncRNA_412	Pocillopora_meandrina_HIv1___Sc0000000	17551952	17552747	+	796	50	125	102	193	108
lncRNA_413	Pocillopora_meandrina_HIv1___Sc0000000	17566990	17572287	+	5298	0	0	0	0	0
lncRNA_414	Pocillopora_meandrina_HIv1___Sc0000000	17566990	17572287	+	5298	0	0	0	0	0
lncRNA_415	Pocillopora_meandrina_HIv1___Sc0000000	18599574	18603134	+	3561	0	0	0	0	0
lncRNA_416	Pocillopora_meandrina_HIv1___Sc0000000	18599574	18603134	+	3561	0	0	0	0	0
lncRNA_417	Pocillopora_meandrina_HIv1___Sc0000000	18599574	18603134	+	3561	0	0	0	0	0
lncRNA_418	Pocillopora_meandrina_HIv1___Sc0000000	18599617	18603134	+	3518	0	0	0	0	0
lncRNA_419	Pocillopora_meandrina_HIv1___Sc0000000	18601468	18603134	+	1667	0	0	0	0	0
lncRNA_420	Pocillopora_meandrina_HIv1___Sc0000000	18601468	18603134	+	1667	0	0	0	0	0
lncRNA_421	Pocillopora_meandrina_HIv1___Sc0000000	18601468	18603134	+	1667	0	0	0	0	0
lncRNA_422	Pocillopora_meandrina_HIv1___Sc0000000	18601468	18603134	+	1667	0	0	0	0	0
lncRNA_423	Pocillopora_meandrina_HIv1___Sc0000000	18869988	18870355	+	368	30	23	17	31	25
lncRNA_424	Pocillopora_meandrina_HIv1___Sc0000000	19162647	19163127	+	481	141	63	85	152	58
lncRNA_425	Pocillopora_meandrina_HIv1___Sc0000000	19170179	19173281	+	3103	0	0	0	0	0
lncRNA_426	Pocillopora_meandrina_HIv1___Sc0000000	19170179	19173911	+	3733	0	0	0	0	0
lncRNA_427	Pocillopora_meandrina_HIv1___Sc0000000	19170998	19173281	+	2284	0	0	0	0	0
lncRNA_428	Pocillopora_meandrina_HIv1___Sc0000000	19170998	19173281	+	2284	0	0	0	0	0
lncRNA_429	Pocillopora_meandrina_HIv1___Sc0000000	19170998	19173281	+	2284	0	0	0	0	0
lncRNA_430	Pocillopora_meandrina_HIv1___Sc0000000	19170998	19173281	+	2284	0	0	0	0	0
lncRNA_431	Pocillopora_meandrina_HIv1___Sc0000000	19171000	19173911	+	2912	0	0	0	0	0
lncRNA_432	Pocillopora_meandrina_HIv1___Sc0000000	19171000	19192237	+	21238	0	0	0	0	0
lncRNA_433	Pocillopora_meandrina_HIv1___Sc0000000	19171002	19206292	+	35291	0	0	0	0	0
lncRNA_434	Pocillopora_meandrina_HIv1___Sc0000000	19171002	19206292	+	35291	0	0	0	0	0
lncRNA_435	Pocillopora_meandrina_HIv1___Sc0000000	19171002	19206292	+	35291	0	0	0	0	0
lncRNA_436	Pocillopora_meandrina_HIv1___Sc0000000	19171002	19207407	+	36406	0	0	0	0	0
lncRNA_437	Pocillopora_meandrina_HIv1___Sc0000000	19189854	19206749	+	16896	0	0	0	0	0
lncRNA_438	Pocillopora_meandrina_HIv1___Sc0000000	19189854	19206749	+	16896	0	0	0	0	0
lncRNA_439	Pocillopora_meandrina_HIv1___Sc0000000	19189854	19206749	+	16896	0	0	0	0	0
lncRNA_440	Pocillopora_meandrina_HIv1___Sc0000000	19189854	19207407	+	17554	0	0	0	0	0
lncRNA_441	Pocillopora_meandrina_HIv1___Sc0000000	19203262	19207407	+	4146	0	0	0	0	0
lncRNA_442	Pocillopora_meandrina_HIv1___Sc0000000	19203540	19206749	+	3210	0	0	0	0	0
lncRNA_443	Pocillopora_meandrina_HIv1___Sc0000000	19203540	19206749	+	3210	0	0	0	0	0
lncRNA_444	Pocillopora_meandrina_HIv1___Sc0000000	19204810	19206292	+	1483	0	0	0	0	0
lncRNA_445	Pocillopora_meandrina_HIv1___Sc0000000	19204810	19206749	+	1940	0	0	0	0	0
lncRNA_446	Pocillopora_meandrina_HIv1___Sc0000000	19204810	19207407	+	2598	0	0	0	0	0
lncRNA_447	Pocillopora_meandrina_HIv1___Sc0000000	19204820	19207407	+	2588	0	0	0	0	0
lncRNA_448	Pocillopora_meandrina_HIv1___Sc0000000	19205311	19207407	+	2097	0	0	0	0	0
lncRNA_449	Pocillopora_meandrina_HIv1___Sc0000000	19390760	19393137	+	2378	38	112	4	113	4
lncRNA_450	Pocillopora_meandrina_HIv1___Sc0000000	19399404	19401982	+	2579	60	50	1	12	93
lncRNA_451	Pocillopora_meandrina_HIv1___Sc0000000	19402966	19403173	+	208	24	0	0	1	13
lncRNA_452	Pocillopora_meandrina_HIv1___Sc0000000	19414622	19416281	+	1660	0	0	0	0	0
lncRNA_453	Pocillopora_meandrina_HIv1___Sc0000000	19420453	19421791	+	1339	13	10	0	11	26
lncRNA_454	Pocillopora_meandrina_HIv1___Sc0000000	19433760	19455354	+	21595	0	4	1	0	0
lncRNA_455	Pocillopora_meandrina_HIv1___Sc0000000	19439246	19469325	+	30080	0	0	0	0	0
lncRNA_456	Pocillopora_meandrina_HIv1___Sc0000000	19445606	19476779	+	31174	0	0	0	0	0
lncRNA_457	Pocillopora_meandrina_HIv1___Sc0000000	19469800	19471323	+	1524	0	0	0	0	0
lncRNA_458	Pocillopora_meandrina_HIv1___Sc0000000	19491258	19491737	+	480	0	0	0	0	0
lncRNA_459	Pocillopora_meandrina_HIv1___Sc0000000	19512052	19514040	+	1989	244	15	1	6	27
lncRNA_460	Pocillopora_meandrina_HIv1___Sc0000000	19522276	19533178	+	10903	37	12	12	16	65
lncRNA_461	Pocillopora_meandrina_HIv1___Sc0000000	19543930	19545280	+	1351	0	0	8	0	0
lncRNA_462	Pocillopora_meandrina_HIv1___Sc0000000	19554401	19555463	+	1063	0	0	0	0	0
lncRNA_463	Pocillopora_meandrina_HIv1___Sc0000000	19554564	19555463	+	900	0	0	0	0	0
lncRNA_464	Pocillopora_meandrina_HIv1___Sc0000000	19614596	19616098	+	1503	0	0	0	0	0
lncRNA_465	Pocillopora_meandrina_HIv1___Sc0000000	19614614	19625907	+	11294	0	0	0	0	0
lncRNA_466	Pocillopora_meandrina_HIv1___Sc0000000	19616845	19617895	+	1051	0	0	0	0	0
lncRNA_467	Pocillopora_meandrina_HIv1___Sc0000000	19619385	19621017	+	1633	0	0	0	0	0
lncRNA_468	Pocillopora_meandrina_HIv1___Sc0000000	19620599	19631056	+	10458	0	0	0	0	0
lncRNA_469	Pocillopora_meandrina_HIv1___Sc0000000	19626514	19626772	+	259	0	0	0	0	0
lncRNA_470	Pocillopora_meandrina_HIv1___Sc0000000	19648947	19652357	+	3411	30	26	39	4	0
lncRNA_471	Pocillopora_meandrina_HIv1___Sc0000000	19667166	19672472	+	5307	0	0	0	0	0
lncRNA_472	Pocillopora_meandrina_HIv1___Sc0000000	19667170	19672472	+	5303	0	0	0	0	0
lncRNA_473	Pocillopora_meandrina_HIv1___Sc0000000	19673067	19679513	+	6447	2	4	27	27	83
lncRNA_474	Pocillopora_meandrina_HIv1___Sc0000000	19673325	19676898	+	3574	0	0	0	0	0
lncRNA_475	Pocillopora_meandrina_HIv1___Sc0000000	20167639	20167847	+	209	8	8	10	12	18
lncRNA_476	Pocillopora_meandrina_HIv1___Sc0000000	20180740	20182183	+	1444	166	159	964	220	82
lncRNA_477	Pocillopora_meandrina_HIv1___Sc0000000	20196178	20202636	+	6459	1077	1787	1263	475	1477
lncRNA_478	Pocillopora_meandrina_HIv1___Sc0000000	20258284	20259178	+	895	26	30	63	0	0
lncRNA_479	Pocillopora_meandrina_HIv1___Sc0000000	20822537	20822976	+	440	43	16	27	10	2
