# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/19-Apul-lncRNA-matrix/Apul-lncRNAs.gtf" "-o" "../output/19-Apul-lncRNA-matrix/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/07-Apul-Hisat/RNA-ACR-140.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-145.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-150.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-173.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/07-Apul-Hisat/RNA-ACR-140.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-145.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-150.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-173.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-178.sorted.bam
lncRNA_344	ntLink_6	21751864	21755294	+	3431	0	0	0	0	0
lncRNA_345	ntLink_6	21964361	21969242	+	4882	96	13	74	24	230
lncRNA_346	ntLink_6	21966957	21968642	+	1686	0	0	0	0	0
lncRNA_347	ntLink_6	21972223	21975344	+	3122	90	2	68	4	195
lncRNA_348	ntLink_6	22004207	22005450	+	1244	0	0	0	0	0
lncRNA_349	ntLink_6	22175550	22176781	+	1232	0	18	21	16	0
lncRNA_350	ntLink_6	40666	41291	+	626	0	0	0	0	286
lncRNA_351	ntLink_6	58589	62101	+	3513	151	107	49	236	259
lncRNA_352	ntLink_6	188994	189265	+	272	0	0	0	10	0
lncRNA_353	ntLink_6	272094	273115	+	1022	8	0	5	0	94
lncRNA_354	ntLink_6	297358	298073	+	716	0	2	0	4	315
lncRNA_355	ntLink_6	347981	348212	+	232	0	0	3	2	15
lncRNA_356	ntLink_6	428685	430628	+	1944	22	0	0	0	181
lncRNA_357	ntLink_6	477662	478508	+	847	4	0	30	0	234
lncRNA_358	ntLink_6	484949	485211	+	263	2	1	1	0	1
lncRNA_359	ntLink_6	710673	710970	+	298	26	0	11	0	0
lncRNA_360	ntLink_6	711680	712551	+	872	138	50	22	24	18
lncRNA_361	ntLink_6	742865	743206	+	342	41	5	7	33	1
lncRNA_362	ntLink_6	744688	744985	+	298	0	0	19	0	22
lncRNA_363	ntLink_6	840378	840725	+	348	32	11	18	0	10
lncRNA_364	ntLink_6	882201	882875	+	675	63	43	79	30	43
lncRNA_365	ntLink_6	887122	888014	+	893	0	0	0	0	0
lncRNA_366	ntLink_6	891960	892748	+	789	71	13	68	70	108
lncRNA_367	ntLink_6	968582	969411	+	830	8	1	14	1	74
lncRNA_368	ntLink_6	983090	984525	+	1436	351	71	97	56	291
lncRNA_369	ntLink_6	1039372	1039697	+	326	24	2	36	6	35
lncRNA_370	ntLink_6	1137157	1137506	+	350	8	31	3	10	46
lncRNA_371	ntLink_6	1327628	1327853	+	226	0	0	14	0	11
lncRNA_372	ntLink_6	1644448	1645940	+	1493	25	46	13	3	102
lncRNA_373	ntLink_6	1671999	1672310	+	312	50	11	37	76	48
lncRNA_374	ntLink_6	1737023	1739209	+	2187	174	30	42	29	637
lncRNA_375	ntLink_6	2369538	2370585	+	1048	72	97	84	243	114
lncRNA_376	ntLink_6	2434920	2435765	+	846	84	47	38	88	80
lncRNA_377	ntLink_6	2633958	2634418	+	461	12	32	0	2	18
lncRNA_378	ntLink_6	2634993	2635217	+	225	0	28	8	2	9
lncRNA_379	ntLink_6	2693541	2693915	+	375	6	0	31	0	0
lncRNA_380	ntLink_6	2708497	2709648	+	1152	45	33	24	37	87
lncRNA_381	ntLink_6	2752106	2752331	+	226	6	3	1	0	24
lncRNA_382	ntLink_6	2772004	2773084	+	1081	5	18	59	43	37
lncRNA_383	ntLink_6	3240586	3241165	+	580	18	0	75	16	138
lncRNA_384	ntLink_6	3244259	3246310	+	2052	38	0	16	10	168
lncRNA_385	ntLink_6	3247184	3247476	+	293	3	1	6	1	28
lncRNA_386	ntLink_6	3250464	3251129	+	666	20	2	19	14	12
lncRNA_387	ntLink_6	3347036	3349257	+	2222	31	64	85	60	159
lncRNA_388	ntLink_6	3408911	3410685	+	1775	517	269	202	323	287
lncRNA_389	ntLink_6	3411738	3412246	+	509	29	0	18	8	52
lncRNA_390	ntLink_6	3424123	3425078	+	956	70	0	30	0	119
lncRNA_391	ntLink_6	3459692	3461018	+	1327	84	8	87	0	230
lncRNA_392	ntLink_6	3462376	3463283	+	908	2	3	12	0	117
lncRNA_393	ntLink_6	3488304	3488998	+	695	30	4	8	12	48
lncRNA_394	ntLink_6	3493631	3494196	+	566	20	0	27	0	80
lncRNA_395	ntLink_6	3495411	3495680	+	270	1	14	17	0	5
lncRNA_396	ntLink_6	3540424	3541037	+	614	20	0	26	8	94
lncRNA_397	ntLink_6	3543046	3543731	+	686	0	0	23	0	132
lncRNA_398	ntLink_6	3683177	3683732	+	556	134	3	43	12	299
lncRNA_399	ntLink_6	3685163	3685689	+	527	0	0	42	7	44
lncRNA_400	ntLink_6	3758621	3759045	+	425	0	0	35	4	47
lncRNA_401	ntLink_6	3777357	3777679	+	323	0	0	1	0	28
lncRNA_402	ntLink_6	3781771	3782276	+	506	42	0	30	0	0
lncRNA_403	ntLink_6	3827568	3829009	+	1442	30	2	151	13	282
lncRNA_404	ntLink_6	3868282	3869232	+	951	10	0	31	0	92
lncRNA_405	ntLink_6	3871321	3871973	+	653	12	0	22	3	83
lncRNA_406	ntLink_6	3941271	3941676	+	406	4	2	23	1	31
lncRNA_407	ntLink_6	3941929	3943135	+	1207	638	373	417	374	551
lncRNA_408	ntLink_6	3950874	3952189	+	1316	6	0	2	41	112
lncRNA_409	ntLink_6	3972702	3973250	+	549	0	0	0	47	0
lncRNA_410	ntLink_6	4034137	4034647	+	511	6	0	0	8	76
lncRNA_411	ntLink_6	4035039	4035801	+	763	4	0	9	0	122
lncRNA_412	ntLink_6	4188846	4189324	+	479	3	0	50	0	10
lncRNA_413	ntLink_6	4193597	4194962	+	1366	108	8	92	15	246
lncRNA_414	ntLink_6	4198579	4200053	+	1475	30	24	171	47	176
lncRNA_415	ntLink_6	4234057	4235164	+	1108	63	0	109	2	228
lncRNA_416	ntLink_6	4253461	4253757	+	297	8	10	5	0	1
lncRNA_417	ntLink_6	4254434	4255118	+	685	42	32	64	11	104
lncRNA_418	ntLink_6	4256097	4256877	+	781	0	1	18	13	66
lncRNA_419	ntLink_6	4279615	4279895	+	281	6	0	6	4	18
lncRNA_420	ntLink_6	4284888	4285379	+	492	4	0	2	0	46
lncRNA_421	ntLink_6	4301680	4301967	+	288	27	0	41	12	180
lncRNA_422	ntLink_6	4310984	4311494	+	511	8	0	27	4	16
lncRNA_423	ntLink_6	4338315	4340554	+	2240	271	58	285	28	797
lncRNA_424	ntLink_6	4524814	4526643	+	1830	53	8	48	190	47
lncRNA_425	ntLink_6	4550087	4550314	+	228	44	0	7	0	13
lncRNA_426	ntLink_6	4587149	4588365	+	1217	25	5	104	11	317
lncRNA_427	ntLink_6	4763576	4764212	+	637	31	8	95	6	366
lncRNA_428	ntLink_6	4823763	4824052	+	290	4	2	13	1	46
lncRNA_429	ntLink_6	4879794	4880585	+	792	1	0	0	86	0
lncRNA_430	ntLink_6	4881794	4882009	+	216	21	0	0	8	0
lncRNA_431	ntLink_6	4884236	4884516	+	281	1	39	7	2	4
lncRNA_432	ntLink_6	4893498	4893776	+	279	0	0	0	1	12
lncRNA_433	ntLink_6	4900304	4900802	+	499	30	0	22	0	58
lncRNA_434	ntLink_6	4904744	4905013	+	270	0	23	18	0	0
lncRNA_435	ntLink_6	4942157	4943404	+	1248	233	182	241	618	551
lncRNA_436	ntLink_6	5085406	5085775	+	370	23	2	19	6	19
lncRNA_437	ntLink_6	5328073	5328436	+	364	6	0	15	1	29
lncRNA_438	ntLink_6	5480892	5481780	+	889	5	0	14	0	85
lncRNA_439	ntLink_6	5498441	5499750	+	1310	0	1	715	4	16
lncRNA_440	ntLink_6	5560078	5560327	+	250	0	0	18	0	0
lncRNA_441	ntLink_6	5640790	5641033	+	244	0	0	8	24	17
lncRNA_442	ntLink_6	5688031	5688270	+	240	4	0	2	0	28
lncRNA_443	ntLink_6	5690092	5690903	+	812	29	0	24	2	55
lncRNA_444	ntLink_6	5704351	5704553	+	203	14	0	28	16	42
lncRNA_445	ntLink_6	5753848	5754176	+	329	1	0	2	0	28
lncRNA_446	ntLink_6	5782587	5783058	+	472	34	0	6	0	64
lncRNA_447	ntLink_6	5900647	5901088	+	442	2	0	0	0	0
lncRNA_448	ntLink_6	5901404	5901634	+	231	0	0	5	0	18
lncRNA_449	ntLink_6	5911197	5911945	+	749	172	180	30	2	2
lncRNA_450	ntLink_6	5914505	5915645	+	1141	2	20	6	11	45
lncRNA_451	ntLink_6	5944374	5944660	+	287	6	0	7	0	34
lncRNA_452	ntLink_6	5958036	5958511	+	476	2	28	14	17	18
lncRNA_453	ntLink_6	6038844	6039825	+	982	44	12	84	17	87
lncRNA_454	ntLink_6	6110936	6112501	+	1566	544	902	420	410	304
lncRNA_455	ntLink_6	6242799	6243028	+	230	2	0	0	0	16
lncRNA_456	ntLink_6	6417959	6418582	+	624	0	0	9	6	145
lncRNA_457	ntLink_6	6448486	6449737	+	1252	36	8	18	2	231
lncRNA_458	ntLink_6	6513991	6514307	+	317	4	0	8	8	24
lncRNA_459	ntLink_6	6514624	6516005	+	1382	37	2	15	4	196
lncRNA_460	ntLink_6	6521337	6521808	+	472	6	0	24	6	25
lncRNA_461	ntLink_6	6550761	6552299	+	1539	151	45	36	51	48
lncRNA_462	ntLink_6	6556085	6556298	+	214	0	4	0	0	26
lncRNA_463	ntLink_6	6585471	6587641	+	2171	24	4	32	12	85
lncRNA_464	ntLink_6	6589982	6590604	+	623	0	5	2	0	52
lncRNA_465	ntLink_6	6633338	6634285	+	948	2	3	57	26	73
lncRNA_466	ntLink_6	6638861	6639266	+	406	2	3	6	40	25
lncRNA_467	ntLink_6	6721189	6721613	+	425	23	3	0	0	0
lncRNA_468	ntLink_6	6726434	6726716	+	283	0	0	12	0	7
lncRNA_469	ntLink_6	6727126	6727418	+	293	0	1	24	0	14
lncRNA_470	ntLink_6	6727793	6728399	+	607	0	0	0	0	11
lncRNA_471	ntLink_6	6733794	6734081	+	288	30	0	17	0	21
lncRNA_472	ntLink_6	6735724	6736277	+	554	15	0	39	0	99
lncRNA_473	ntLink_6	6834643	6834914	+	272	0	0	15	3	28
lncRNA_474	ntLink_6	6839399	6839630	+	232	16	6	11	6	2
lncRNA_475	ntLink_6	6947209	6947483	+	275	28	3	37	6	49
lncRNA_476	ntLink_6	6958964	6960507	+	1544	149	15	33	92	146
lncRNA_477	ntLink_6	6986602	6986812	+	211	11	0	24	1	54
lncRNA_478	ntLink_6	6992682	6993674	+	993	108	10	62	20	169
lncRNA_479	ntLink_6	7025874	7026118	+	245	0	0	22	0	0
lncRNA_480	ntLink_6	7026871	7027460	+	590	22	19	46	87	6
lncRNA_481	ntLink_6	7094128	7094341	+	214	0	0	18	0	0
lncRNA_482	ntLink_6	7154363	7155514	+	1152	15	20	26	20	94
lncRNA_483	ntLink_6	7343125	7343462	+	338	0	0	0	26	0
lncRNA_484	ntLink_6	7397443	7397673	+	231	77	2	58	5	192
lncRNA_485	ntLink_6	7398829	7400043	+	1215	29	0	46	5	207
lncRNA_486	ntLink_6	7404643	7406760	+	2118	5	332	46	46	108
lncRNA_487	ntLink_6	7410027	7410511	+	485	0	14	12	6	46
lncRNA_488	ntLink_6	7413521	7413904	+	384	10	4	24	9	43
lncRNA_489	ntLink_6	7414984	7415222	+	239	14	0	41	0	106
lncRNA_490	ntLink_6	7725686	7725983	+	298	0	0	0	0	71
lncRNA_491	ntLink_6	7853972	7854232	+	261	4	0	13	0	3
lncRNA_492	ntLink_6	7870911	7871619	+	709	10	2	15	4	124
lncRNA_493	ntLink_6	7910775	7911130	+	356	0	0	30	2	4
lncRNA_494	ntLink_6	8357373	8358774	+	1402	111	14	70	18	411
lncRNA_495	ntLink_6	8364117	8365129	+	1013	6	2	17	9	74
lncRNA_496	ntLink_6	8422478	8423913	+	1436	14	0	30	3	178
lncRNA_497	ntLink_6	8434778	8435071	+	294	9	0	71	8	123
lncRNA_498	ntLink_6	8435537	8436236	+	700	2	8	20	2	93
lncRNA_499	ntLink_6	8445304	8446143	+	840	39	10	82	3	90
lncRNA_500	ntLink_6	8481722	8482606	+	885	41	0	9	11	149
lncRNA_501	ntLink_6	8605236	8605557	+	322	0	0	0	4	34
lncRNA_502	ntLink_6	8607854	8608084	+	231	73	16	21	16	10
lncRNA_503	ntLink_6	8840131	8840901	+	771	44	6	132	24	182
lncRNA_504	ntLink_6	8920700	8921097	+	398	42	0	0	17	0
lncRNA_505	ntLink_6	8921473	8921827	+	355	42	4	22	20	19
lncRNA_506	ntLink_6	8962857	8963166	+	310	17	0	0	8	1
lncRNA_507	ntLink_6	8986240	8987269	+	1030	22	0	15	24	99
lncRNA_508	ntLink_6	8995718	8997660	+	1943	0	0	81	0	2
lncRNA_509	ntLink_6	9007647	9007864	+	218	0	0	16	5	0
lncRNA_510	ntLink_6	9029206	9029630	+	425	18	18	5	5	15
lncRNA_511	ntLink_6	9100731	9101685	+	955	23	1	0	6	220
lncRNA_512	ntLink_6	9101900	9102261	+	362	8	0	2	0	107
lncRNA_513	ntLink_6	9103288	9106352	+	3065	482	581	487	555	720
lncRNA_514	ntLink_6	9108418	9108693	+	276	20	0	21	9	6
lncRNA_515	ntLink_6	9289560	9290997	+	1438	17	0	31	25	220
lncRNA_516	ntLink_6	9725663	9726356	+	694	18	6	43	0	115
lncRNA_517	ntLink_6	9752229	9752550	+	322	0	18	0	4	0
lncRNA_518	ntLink_6	9968270	9968946	+	677	58	0	17	0	343
lncRNA_519	ntLink_6	9973019	9974414	+	1396	10	118	26	1	8
lncRNA_520	ntLink_6	9976385	9978482	+	2098	258	293	225	219	201
lncRNA_521	ntLink_6	10053272	10054861	+	1590	133	103	86	104	44
lncRNA_522	ntLink_6	10079937	10080210	+	274	0	0	1	0	59
lncRNA_523	ntLink_6	10181823	10182344	+	522	0	2	26	14	30
lncRNA_524	ntLink_6	10184919	10185368	+	450	0	0	0	0	54
lncRNA_525	ntLink_6	10202851	10203479	+	629	26	0	15	2	58
lncRNA_526	ntLink_6	10228364	10228583	+	220	0	0	14	0	0
lncRNA_527	ntLink_6	10258867	10259440	+	574	0	0	2	0	22
lncRNA_528	ntLink_6	10278841	10279092	+	252	0	0	7	0	28
lncRNA_529	ntLink_6	10288727	10288974	+	248	0	0	14	0	0
lncRNA_530	ntLink_6	10305199	10305500	+	302	8	0	50	0	11
lncRNA_531	ntLink_6	10307584	10307843	+	260	9	0	3	12	65
lncRNA_532	ntLink_6	10346893	10348359	+	1467	8	1	134	4	20
lncRNA_533	ntLink_6	10497890	10499240	+	1351	11	9	29	6	75
lncRNA_534	ntLink_6	10522379	10523077	+	699	23	0	20	1	146
lncRNA_535	ntLink_6	10667181	10668215	+	1035	46	0	7	6	97
lncRNA_536	ntLink_6	10669284	10670034	+	751	151	0	0	0	0
lncRNA_537	ntLink_6	10741584	10742022	+	439	16	7	26	0	25
lncRNA_538	ntLink_6	10861509	10861862	+	354	29	0	4	2	0
lncRNA_539	ntLink_6	10877820	10878604	+	785	23	102	4	21	11
lncRNA_540	ntLink_6	10905987	10906767	+	781	60	0	26	0	186
lncRNA_541	ntLink_6	10946069	10948591	+	2523	0	25	45	0	133
lncRNA_542	ntLink_6	11000690	11001354	+	665	10	0	2	2	44
lncRNA_543	ntLink_6	11005828	11006511	+	684	0	2	2	49	6
lncRNA_544	ntLink_6	11012581	11012897	+	317	0	0	21	0	20
lncRNA_545	ntLink_6	11082844	11083447	+	604	6	0	0	0	6
lncRNA_546	ntLink_6	11166137	11166390	+	254	8	22	18	13	9
lncRNA_547	ntLink_6	11213494	11214458	+	965	21	0	42	0	89
lncRNA_548	ntLink_6	11214878	11215518	+	641	10	0	10	0	99
lncRNA_549	ntLink_6	11226103	11226462	+	360	11	12	8	0	147
lncRNA_550	ntLink_6	11326850	11327569	+	720	23	148	8	69	19
lncRNA_551	ntLink_6	11328721	11329577	+	857	37	28	35	102	0
lncRNA_552	ntLink_6	11502270	11502796	+	527	4	22	1	0	50
lncRNA_553	ntLink_6	11542945	11543287	+	343	14	0	5	0	1
lncRNA_554	ntLink_6	11614910	11615171	+	262	20	0	0	0	0
lncRNA_555	ntLink_6	11615460	11616616	+	1157	55	2	92	6	135
lncRNA_556	ntLink_6	11682017	11682244	+	228	0	0	9	0	1
lncRNA_557	ntLink_6	11689243	11689614	+	372	0	0	0	0	40
lncRNA_558	ntLink_6	11691471	11691703	+	233	8	23	32	19	0
lncRNA_559	ntLink_6	11700096	11700365	+	270	0	0	25	0	0
lncRNA_560	ntLink_6	11775414	11776964	+	1551	153	5	118	1	185
lncRNA_561	ntLink_6	11799185	11803224	+	4040	74	28	61	72	144
lncRNA_562	ntLink_6	11932034	11932499	+	466	3	0	20	12	93
lncRNA_563	ntLink_6	11933125	11935126	+	2002	148	34	78	9	306
lncRNA_564	ntLink_6	11937138	11937649	+	512	7	10	0	4	186
lncRNA_565	ntLink_6	11942499	11943593	+	1095	0	7	54	2	130
lncRNA_566	ntLink_6	12013210	12013875	+	666	16	0	0	0	87
lncRNA_567	ntLink_6	12030360	12031617	+	1258	0	0	0	0	0
lncRNA_568	ntLink_6	12036870	12038363	+	1494	113	4	48	24	463
lncRNA_569	ntLink_6	12039178	12040536	+	1359	92	11	38	5	202
lncRNA_570	ntLink_6	12055134	12055363	+	230	21	3	0	1	0
lncRNA_571	ntLink_6	12058601	12059096	+	496	17	0	15	13	119
lncRNA_572	ntLink_6	12060013	12061663	+	1651	310	116	46	115	37
lncRNA_573	ntLink_6	12075959	12076788	+	830	28	2	74	37	40
lncRNA_574	ntLink_6	12078634	12079442	+	809	0	2	7	4	72
lncRNA_575	ntLink_6	12088004	12088471	+	468	0	2	24	15	74
lncRNA_576	ntLink_6	12091246	12091971	+	726	157	0	77	2	355
lncRNA_577	ntLink_6	12094157	12094747	+	591	60	12	0	2	9
lncRNA_578	ntLink_6	12097168	12099226	+	2059	554	324	127	568	179
lncRNA_579	ntLink_6	12106016	12106282	+	267	42	31	16	0	0
lncRNA_580	ntLink_6	12345389	12346224	+	836	26	0	32	0	231
lncRNA_581	ntLink_6	12359521	12359864	+	344	0	6	0	0	42
lncRNA_582	ntLink_6	12360262	12360471	+	210	11	4	0	0	14
lncRNA_583	ntLink_6	12362080	12362696	+	617	10	0	2	0	49
lncRNA_584	ntLink_6	12371067	12374219	+	3153	59	80	43	95	54
lncRNA_585	ntLink_6	12529752	12530227	+	476	12	25	42	0	159
lncRNA_586	ntLink_6	12623571	12624085	+	515	35	26	23	25	14
lncRNA_587	ntLink_6	12664154	12665224	+	1071	22240	20792	25595	12792	14941
lncRNA_588	ntLink_6	12665445	12666217	+	773	163	2	100	20	181
lncRNA_589	ntLink_6	12790274	12790792	+	519	17	0	19	2	41
lncRNA_590	ntLink_6	12888925	12889193	+	269	12	6	22	0	19
lncRNA_591	ntLink_6	12904767	12905290	+	524	6	2	3	0	86
lncRNA_592	ntLink_6	12926778	12926980	+	203	2	0	9	0	12
lncRNA_593	ntLink_6	12994900	12995717	+	818	0	0	12	0	60
lncRNA_594	ntLink_6	12999933	13001324	+	1392	28	0	59	0	194
lncRNA_595	ntLink_6	13002021	13002246	+	226	1	0	0	0	26
lncRNA_596	ntLink_6	13023947	13024510	+	564	15	0	87	18	199
lncRNA_597	ntLink_6	13208678	13209192	+	515	45	0	66	5	44
lncRNA_598	ntLink_6	13240524	13241725	+	1202	23	0	41	2	153
lncRNA_599	ntLink_6	13247125	13247572	+	448	54	4	24	2	37
lncRNA_600	ntLink_6	13272011	13273881	+	1871	54	16	48	42	194
lncRNA_601	ntLink_6	13455352	13456302	+	951	21	11	23	0	77
lncRNA_602	ntLink_6	13464972	13465232	+	261	2	0	17	10	69
lncRNA_603	ntLink_6	13524971	13526053	+	1083	13	0	5	3	104
lncRNA_604	ntLink_6	13635295	13635566	+	272	20	0	31	0	3
lncRNA_605	ntLink_6	13693635	13693865	+	231	3	0	18	15	0
lncRNA_606	ntLink_6	13729928	13730437	+	510	2	0	18	1	59
lncRNA_607	ntLink_6	13730915	13731214	+	300	0	0	2	0	41
lncRNA_608	ntLink_6	13779124	13779403	+	280	3	4	7	4	3
lncRNA_609	ntLink_6	13780738	13781126	+	389	0	0	38	6	160
lncRNA_610	ntLink_6	13785341	13787195	+	1855	14	29	75	5	164
lncRNA_611	ntLink_6	13811532	13811840	+	309	55	81	12	106	18
lncRNA_612	ntLink_6	13824145	13824954	+	810	8	7	4	0	76
lncRNA_613	ntLink_6	13830393	13830615	+	223	28	0	11	2	6
lncRNA_614	ntLink_6	13838742	13839230	+	489	0	0	16	0	58
lncRNA_615	ntLink_6	13841656	13844948	+	3293	54	23	121	174	279
lncRNA_616	ntLink_6	13847053	13847544	+	492	0	0	29	2	64
lncRNA_617	ntLink_6	14126693	14127372	+	680	48	4	38	0	281
lncRNA_618	ntLink_6	14188996	14189611	+	616	62	0	6	16	15
lncRNA_619	ntLink_6	14200137	14200380	+	244	24	0	4	0	0
lncRNA_620	ntLink_6	14219648	14220036	+	389	18	0	0	0	65
lncRNA_621	ntLink_6	14349098	14349826	+	729	32	20	6	34	58
lncRNA_622	ntLink_6	14421027	14421261	+	235	0	0	15	0	0
lncRNA_623	ntLink_6	14423876	14424131	+	256	16	0	1	6	31
lncRNA_624	ntLink_6	14453610	14454013	+	404	4	26	26	7	60
lncRNA_625	ntLink_6	14458192	14458752	+	561	16	6	2	38	3
lncRNA_626	ntLink_6	14508556	14508798	+	243	0	0	0	19	13
lncRNA_627	ntLink_6	14554346	14554696	+	351	2	0	0	0	73
lncRNA_628	ntLink_6	14561741	14562033	+	293	0	0	7	0	47
lncRNA_629	ntLink_6	14575969	14576976	+	1008	89	2	24	2	144
lncRNA_630	ntLink_6	14688333	14688871	+	539	39	2	14	0	132
lncRNA_631	ntLink_6	14709586	14709900	+	315	4	1	11	40	12
lncRNA_632	ntLink_6	14734464	14734929	+	466	18	0	29	14	215
lncRNA_633	ntLink_6	14741950	14742215	+	266	16	0	40	1	27
lncRNA_634	ntLink_6	14812382	14812667	+	286	0	0	14	0	0
lncRNA_635	ntLink_6	14813547	14813820	+	274	10	4	31	0	57
lncRNA_636	ntLink_6	14814936	14815433	+	498	21	0	37	0	160
lncRNA_637	ntLink_6	14838063	14838317	+	255	3	19	10	134	97
lncRNA_638	ntLink_6	14856706	14857166	+	461	0	48	29	12	14
lncRNA_639	ntLink_6	14880792	14882183	+	1392	81	5	37	18	154
lncRNA_640	ntLink_6	14922986	14923867	+	882	64	0	34	6	250
lncRNA_641	ntLink_6	14930134	14930421	+	288	1	0	20	4	37
lncRNA_642	ntLink_6	14974202	14975098	+	897	2	0	24	19	147
lncRNA_643	ntLink_6	14985477	14986172	+	696	27	0	91	0	17
lncRNA_644	ntLink_6	15016795	15017064	+	270	0	0	0	6	17
lncRNA_645	ntLink_6	15018672	15019682	+	1011	61	15	37	26	203
lncRNA_646	ntLink_6	15125109	15125328	+	220	0	0	14	0	0
lncRNA_647	ntLink_6	15134282	15135199	+	918	5	10	56	33	14
lncRNA_648	ntLink_6	15274305	15274945	+	641	5	1	8	12	83
lncRNA_649	ntLink_6	15281561	15282623	+	1063	63	8	91	0	324
lncRNA_650	ntLink_6	15288466	15289432	+	967	34	2	74	15	179
lncRNA_651	ntLink_6	15340392	15340648	+	257	4	0	24	0	4
lncRNA_652	ntLink_6	15357934	15358380	+	447	8	33	13	5	3
lncRNA_653	ntLink_6	15360075	15360907	+	833	80	28	54	42	179
lncRNA_654	ntLink_6	15361588	15361881	+	294	33	4	2	23	19
lncRNA_655	ntLink_6	15479462	15479716	+	255	46	39	160	83	10
lncRNA_656	ntLink_6	15563663	15563881	+	219	9	0	14	0	2
lncRNA_657	ntLink_6	15565539	15565824	+	286	12	0	2	0	27
lncRNA_658	ntLink_6	15566280	15566670	+	391	12	0	0	4	38
lncRNA_659	ntLink_6	15567051	15569705	+	2655	159	17	10	143	221
lncRNA_660	ntLink_6	15577547	15578260	+	714	77	88	4	109	144
lncRNA_661	ntLink_6	15589300	15589773	+	474	13	0	2	0	23
lncRNA_662	ntLink_6	15593344	15593617	+	274	0	15	0	0	44
lncRNA_663	ntLink_6	15594988	15595249	+	262	19	0	0	0	1
lncRNA_664	ntLink_6	15598262	15598499	+	238	0	0	0	0	41
lncRNA_665	ntLink_6	15606769	15607165	+	397	11	0	24	7	41
lncRNA_666	ntLink_6	15608054	15608274	+	221	127	0	136	139	184
lncRNA_667	ntLink_6	15608932	15610020	+	1089	15	1	6	0	49
lncRNA_668	ntLink_6	15703869	15705025	+	1157	179	12	124	48	1162
lncRNA_669	ntLink_6	15705384	15705706	+	323	0	0	0	0	55
lncRNA_670	ntLink_6	15706934	15707323	+	390	4	0	0	0	32
lncRNA_671	ntLink_6	15769057	15769489	+	433	18	0	2	1	2
lncRNA_672	ntLink_6	15779526	15780058	+	533	1	0	19	0	36
lncRNA_673	ntLink_6	15794884	15795737	+	854	12	1	12	3	80
lncRNA_674	ntLink_6	15941883	15943067	+	1185	130	146	75	182	295
lncRNA_675	ntLink_6	15945322	15945655	+	334	0	6	21	0	0
lncRNA_676	ntLink_6	16101923	16102828	+	906	0	0	70	0	205
lncRNA_677	ntLink_6	16269995	16270770	+	776	15	0	3	11	154
lncRNA_678	ntLink_6	16346946	16347175	+	230	0	0	20	0	11
lncRNA_679	ntLink_6	16350954	16351282	+	329	13	0	0	2	20
lncRNA_680	ntLink_6	16352879	16353120	+	242	4	0	3	3	26
lncRNA_681	ntLink_6	16360933	16361343	+	411	0	0	18	0	76
lncRNA_682	ntLink_6	16364035	16364735	+	701	4	0	23	14	87
lncRNA_683	ntLink_6	16365273	16366203	+	931	30	59	63	24	0
lncRNA_684	ntLink_6	16437041	16437316	+	276	0	11	0	0	18
lncRNA_685	ntLink_6	16443574	16443954	+	381	0	22	16	6	0
lncRNA_686	ntLink_6	16446593	16447678	+	1086	38	9	35	14	110
lncRNA_687	ntLink_6	16474328	16475160	+	833	51	0	55	0	152
lncRNA_688	ntLink_6	16489215	16489826	+	612	30	0	22	10	90
lncRNA_689	ntLink_6	16493566	16494013	+	448	13	0	2	1	74
lncRNA_690	ntLink_6	16513175	16513626	+	452	5	1	27	6	224
lncRNA_691	ntLink_6	16519151	16519573	+	423	0	30	0	0	9
lncRNA_692	ntLink_6	16519792	16520855	+	1064	7	0	15	2	88
lncRNA_693	ntLink_6	16540363	16540565	+	203	40	0	7	6	49
lncRNA_694	ntLink_6	16568690	16568903	+	214	0	0	24	0	0
lncRNA_695	ntLink_6	16570674	16571542	+	869	12	19	16	3	136
lncRNA_696	ntLink_6	16576349	16576555	+	207	2	2	13	18	15
lncRNA_697	ntLink_6	16607781	16608039	+	259	10	13	1	48	75
lncRNA_698	ntLink_6	16609189	16610259	+	1071	0	0	2	0	94
lncRNA_699	ntLink_6	16734165	16734406	+	242	5	0	4	2	78
lncRNA_700	ntLink_6	16736902	16737164	+	263	1	0	24	0	0
lncRNA_701	ntLink_6	16760280	16760568	+	289	0	0	17	0	0
lncRNA_702	ntLink_6	16763216	16764200	+	985	26	4	10	10	139
lncRNA_703	ntLink_6	16791508	16791751	+	244	2	19	6	34	1
lncRNA_704	ntLink_6	16878893	16880373	+	1481	0	1	29	0	153
lncRNA_705	ntLink_6	17001951	17002386	+	436	0	0	10	0	44
lncRNA_706	ntLink_6	17099235	17099542	+	308	2	0	26	0	22
