Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0001793			Peve_00001001, Peve_00005415, Peve_00013869, Peve_00013870, Peve_00016860, Peve_00029938, Peve_00036256, Peve_00038346
OG0001794			Peve_00001024, Peve_00009013, Peve_00012151, Peve_00015691, Peve_00027229, Peve_00031432, Peve_00032886, Peve_00042324
OG0001795			Peve_00001029, Peve_00005679, Peve_00007647, Peve_00021313, Peve_00025684, Peve_00025881, Peve_00028355, Peve_00040245
OG0001796			Peve_00002152, Peve_00005726, Peve_00006281, Peve_00011917, Peve_00018072, Peve_00021271, Peve_00025228, Peve_00030396
OG0001797			Peve_00002441, Peve_00006364, Peve_00020500, Peve_00021238, Peve_00022776, Peve_00034693, Peve_00037072, Peve_00043597
OG0001798			Peve_00003626, Peve_00015087, Peve_00025101, Peve_00025102, Peve_00037123, Peve_00037354, Peve_00039870, Peve_00043374
OG0001799			Peve_00003663, Peve_00013762, Peve_00018548, Peve_00020719, Peve_00026845, Peve_00034160, Peve_00040276, Peve_00040295
OG0001800			Peve_00004324, Peve_00006969, Peve_00025589, Peve_00030777, Peve_00030789, Peve_00035329, Peve_00038509, Peve_00040657
OG0001801			Peve_00005063, Peve_00005064, Peve_00011541, Peve_00011542, Peve_00011543, Peve_00011546, Peve_00021962, Peve_00021967
OG0001802			Peve_00005085, Peve_00005086, Peve_00018536, Peve_00024937, Peve_00024939, Peve_00026887, Peve_00028968, Peve_00043271
OG0001803			Peve_00005522, Peve_00005523, Peve_00005525, Peve_00005526, Peve_00024502, Peve_00024504, Peve_00030053, Peve_00030054
OG0001804			Peve_00005594, Peve_00005600, Peve_00011588, Peve_00014769, Peve_00023476, Peve_00025776, Peve_00036302, Peve_00038519
OG0001805			Peve_00005805, Peve_00005806, Peve_00005807, Peve_00005808, Peve_00005809, Peve_00019848, Peve_00023825, Peve_00025821
OG0001806			Peve_00006032, Peve_00006039, Peve_00007092, Peve_00007687, Peve_00010520, Peve_00024989, Peve_00028548, Peve_00031817
OG0001807			Peve_00006052, Peve_00011820, Peve_00011821, Peve_00017528, Peve_00018422, Peve_00027175, Peve_00027177, Peve_00034837
OG0001808			Peve_00006401, Peve_00013906, Peve_00015918, Peve_00016277, Peve_00022460, Peve_00030504, Peve_00030505, Peve_00040831
OG0001809			Peve_00006956, Peve_00006957, Peve_00006960, Peve_00006963, Peve_00006964, Peve_00017812, Peve_00023913, Peve_00026385
OG0001810			Peve_00007069, Peve_00010297, Peve_00012154, Peve_00026196, Peve_00026206, Peve_00030184, Peve_00030412, Peve_00033382
OG0001811			Peve_00007534, Peve_00007537, Peve_00016262, Peve_00045088, Peve_00045089, Peve_00045092, Peve_00045095, Peve_00045097
OG0001812			Peve_00007936, Peve_00012750, Peve_00019043, Peve_00020763, Peve_00031668, Peve_00031669, Peve_00032057, Peve_00043045
OG0001813			Peve_00008920, Peve_00016703, Peve_00016704, Peve_00016706, Peve_00016707, Peve_00028501, Peve_00031059, Peve_00031064
OG0001814			Peve_00009273, Peve_00011187, Peve_00012394, Peve_00016570, Peve_00017214, Peve_00028875, Peve_00033393, Peve_00043997
OG0001815			Peve_00009350, Peve_00009353, Peve_00009354, Peve_00024162, Peve_00024164, Peve_00035862, Peve_00035864, Peve_00035868
OG0001816			Peve_00010323, Peve_00016296, Peve_00021437, Peve_00033559, Peve_00037256, Peve_00037576, Peve_00039819, Peve_00043153
OG0001817			Peve_00011381, Peve_00011408, Peve_00022170, Peve_00022552, Peve_00024398, Peve_00024402, Peve_00039639, Peve_00044321
OG0001818			Peve_00011417, Peve_00011419, Peve_00011421, Peve_00016902, Peve_00024795, Peve_00038946, Peve_00041187, Peve_00041199
OG0001819			Peve_00011630, Peve_00013378, Peve_00016288, Peve_00022851, Peve_00026903, Peve_00035880, Peve_00043421, Peve_00043630
OG0001820			Peve_00013250, Peve_00013259, Peve_00032400, Peve_00032401, Peve_00037739, Peve_00037905, Peve_00038616, Peve_00038617
OG0001821			Peve_00014466, Peve_00020288, Peve_00020289, Peve_00020291, Peve_00021064, Peve_00021065, Peve_00021066, Peve_00021071
OG0001822			Peve_00018243, Peve_00018244, Peve_00023517, Peve_00024217, Peve_00026014, Peve_00028068, Peve_00029017, Peve_00031539
OG0001823			Peve_00019179, Peve_00025333, Peve_00026950, Peve_00026951, Peve_00031232, Peve_00031233, Peve_00034017, Peve_00037528
OG0001824			Peve_00027463, Peve_00040915, Peve_00040916, Peve_00040917, Peve_00040918, Peve_00040919, Peve_00040920, Peve_00040922
OG0001825	FUN_000042-T1, FUN_002313-T1, FUN_002317-T1, FUN_008503-T1, FUN_044249-T1, FUN_044269-T1		Peve_00006442
OG0001826	FUN_000199-T1, FUN_002110-T1, FUN_011194-T1, FUN_026720-T1, FUN_029623-T1, FUN_040989-T1, FUN_045655-T1		
OG0001827	FUN_000365-T1, FUN_026023-T1, FUN_026643-T1, FUN_030646-T1, FUN_043820-T1	Pocillopora_meandrina_HIv1___RNAseq.g10495.t1	Peve_00026728
OG0001828	FUN_000441-T1, FUN_000441-T2, FUN_036988-T1	Pocillopora_meandrina_HIv1___RNAseq.g2329.t1	Peve_00034711, Peve_00034725, Peve_00034761
OG0001829	FUN_000858-T1	Pocillopora_meandrina_HIv1___TS.g15351.t1	Peve_00023257, Peve_00023266, Peve_00023272, Peve_00030481, Peve_00033946
OG0001830	FUN_000917-T1, FUN_012843-T1, FUN_020767-T1, FUN_027232-T1, FUN_028417-T1, FUN_034714-T1		Peve_00028299
OG0001831	FUN_000938-T1, FUN_011422-T1, FUN_015358-T1, FUN_023029-T1, FUN_029717-T1, FUN_029724-T1, FUN_037407-T1		
OG0001832	FUN_000976-T1	Pocillopora_meandrina_HIv1___RNAseq.g21088.t1, Pocillopora_meandrina_HIv1___TS.g11754.t1, Pocillopora_meandrina_HIv1___TS.g25839.t1	Peve_00004381, Peve_00013992, Peve_00025993
OG0001833	FUN_000999-T1, FUN_001006-T1, FUN_001006-T2, FUN_001006-T3, FUN_001006-T4	Pocillopora_meandrina_HIv1___RNAseq.g29174.t1	Peve_00015278
OG0001834	FUN_001116-T1, FUN_001116-T2, FUN_001116-T3, FUN_001116-T4, FUN_001116-T5	Pocillopora_meandrina_HIv1___RNAseq.g29354.t1	Peve_00029365
OG0001835	FUN_001327-T1, FUN_015352-T1	Pocillopora_meandrina_HIv1___RNAseq.g21698.t1, Pocillopora_meandrina_HIv1___RNAseq.g2269.t1	Peve_00000209, Peve_00017515, Peve_00036957
OG0001836	FUN_001363-T1	Pocillopora_meandrina_HIv1___RNAseq.g2148.t1, Pocillopora_meandrina_HIv1___RNAseq.g2149.t1, Pocillopora_meandrina_HIv1___RNAseq.g2150.t1, Pocillopora_meandrina_HIv1___RNAseq.g2153.t1, Pocillopora_meandrina_HIv1___TS.g4658.t1	Peve_00005010
OG0001837	FUN_001419-T1		Peve_00005167, Peve_00005170, Peve_00007800, Peve_00014373, Peve_00014377, Peve_00020523
OG0001838	FUN_001427-T1, FUN_001428-T1, FUN_001432-T1, FUN_001434-T1, FUN_001437-T1, FUN_001442-T1, FUN_001444-T1		
OG0001839	FUN_001485-T1		Peve_00002870, Peve_00002873, Peve_00005338, Peve_00021118, Peve_00029345, Peve_00041539
OG0001840	FUN_001488-T1, FUN_001488-T2, FUN_001488-T3, FUN_001489-T1	Pocillopora_meandrina_HIv1___TS.g4417.t1	Peve_00002882, Peve_00002884
OG0001841	FUN_001689-T1, FUN_001695-T1, FUN_003214-T1, FUN_003216-T1, FUN_003217-T1	Pocillopora_meandrina_HIv1___RNAseq.g21839.t1	Peve_00030001
OG0001842	FUN_001829-T1, FUN_005472-T1, FUN_015580-T1, FUN_029371-T1	Pocillopora_meandrina_HIv1___RNAseq.g6442.t1	Peve_00002223, Peve_00004609
OG0001843	FUN_001837-T1, FUN_034071-T1, FUN_034827-T1, FUN_036252-T1, FUN_036261-T1, FUN_039642-T1, FUN_041147-T1		
OG0001844	FUN_001866-T1, FUN_028945-T1, FUN_029826-T1, FUN_032942-T1, FUN_033165-T1, FUN_036090-T1, FUN_038492-T1		
OG0001845	FUN_001881-T1, FUN_039954-T1, FUN_039957-T1, FUN_039958-T1, FUN_039959-T1, FUN_039960-T1, FUN_039962-T1		
OG0001846	FUN_001921-T1, FUN_001921-T2, FUN_001921-T3, FUN_001921-T4, FUN_001932-T1	Pocillopora_meandrina_HIv1___RNAseq.g29240.t1	Peve_00024479
OG0001847	FUN_001922-T1, FUN_010500-T1, FUN_013697-T1, FUN_014415-T1, FUN_024538-T1, FUN_027634-T1, FUN_031435-T1		
OG0001848	FUN_001971-T1	Pocillopora_meandrina_HIv1___RNAseq.g24880.t1, Pocillopora_meandrina_HIv1___RNAseq.g24960.t1, Pocillopora_meandrina_HIv1___RNAseq.g2742.t1	Peve_00029126, Peve_00032877, Peve_00040650
OG0001849	FUN_001974-T1, FUN_006972-T1, FUN_017613-T1, FUN_020943-T1, FUN_026794-T1, FUN_031010-T1	Pocillopora_meandrina_HIv1___RNAseq.g26873.t1	
OG0001850	FUN_002013-T1, FUN_039452-T1, FUN_041057-T1	Pocillopora_meandrina_HIv1___RNAseq.g17702.t1, Pocillopora_meandrina_HIv1___RNAseq.g17709.t1, Pocillopora_meandrina_HIv1___RNAseq.g17714.t1	Peve_00042296
OG0001851	FUN_002015-T1, FUN_017608-T1, FUN_019519-T1	Pocillopora_meandrina_HIv1___RNAseq.g25099.t1, Pocillopora_meandrina_HIv1___TS.g21269.t1	Peve_00021131, Peve_00044259
OG0001852	FUN_002019-T1, FUN_013534-T1, FUN_019107-T1, FUN_019632-T1, FUN_026669-T1, FUN_040104-T1, FUN_040366-T1		
OG0001853	FUN_002026-T1, FUN_010218-T1, FUN_011338-T1, FUN_034636-T1, FUN_034637-T1, FUN_034638-T1, FUN_039401-T1		
OG0001854	FUN_002047-T1, FUN_009802-T1, FUN_018982-T1, FUN_028581-T1, FUN_028582-T1	Pocillopora_meandrina_HIv1___RNAseq.g16374.t1, Pocillopora_meandrina_HIv1___TS.g11401.t1	
OG0001855	FUN_002068-T1, FUN_007712-T1, FUN_012994-T1, FUN_013003-T1, FUN_015648-T1	Pocillopora_meandrina_HIv1___TS.g14381.t1	Peve_00003328
OG0001856	FUN_002073-T1	Pocillopora_meandrina_HIv1___RNAseq.g1722.t1	Peve_00013322, Peve_00013323, Peve_00030260, Peve_00030261, Peve_00030262
OG0001857	FUN_002121-T1	Pocillopora_meandrina_HIv1___RNAseq.g16105.t1, Pocillopora_meandrina_HIv1___RNAseq.g17047.t1, Pocillopora_meandrina_HIv1___RNAseq.g17053.t1, Pocillopora_meandrina_HIv1___RNAseq.g17059.t1, Pocillopora_meandrina_HIv1___RNAseq.g17065.t1, Pocillopora_meandrina_HIv1___RNAseq.g17070.t1	
OG0001858	FUN_002175-T1, FUN_002612-T1, FUN_027552-T1, FUN_029813-T1, FUN_033997-T1, FUN_038227-T1, FUN_039400-T1		
OG0001859	FUN_002249-T1, FUN_003513-T1, FUN_012830-T1	Pocillopora_meandrina_HIv1___RNAseq.g14883.t1	Peve_00001824, Peve_00003376, Peve_00026214
OG0001860	FUN_002253-T1, FUN_003187-T1, FUN_003341-T1, FUN_005412-T1, FUN_007286-T1, FUN_011616-T1, FUN_025195-T1		
OG0001861	FUN_002346-T1, FUN_002479-T1, FUN_002489-T1, FUN_002493-T1, FUN_002516-T1, FUN_002524-T1, FUN_044457-T1		
OG0001862	FUN_002413-T1, FUN_022573-T1, FUN_025121-T1	Pocillopora_meandrina_HIv1___RNAseq.g16818.t2	Peve_00005461, Peve_00019621, Peve_00032432
OG0001863	FUN_002482-T1, FUN_019238-T1, FUN_036778-T1, FUN_044345-T1, FUN_044346-T1, FUN_044348-T1, FUN_044364-T1		
OG0001864	FUN_002500-T1, FUN_005418-T1, FUN_010232-T1, FUN_011239-T1, FUN_015528-T1, FUN_015558-T1, FUN_027190-T1		
OG0001865	FUN_002578-T1, FUN_002579-T1	Pocillopora_meandrina_HIv1___RNAseq.g25720.t1, Pocillopora_meandrina_HIv1___RNAseq.g25721.t1	Peve_00011540, Peve_00025528, Peve_00034484
OG0001866	FUN_002627-T1, FUN_002904-T1, FUN_005048-T1, FUN_011486-T1, FUN_032259-T1, FUN_039007-T1, FUN_042285-T1		
OG0001867	FUN_002646-T1, FUN_002648-T1, FUN_002648-T2	Pocillopora_meandrina_HIv1___RNAseq.g25710.t1b, Pocillopora_meandrina_HIv1___TS.g9155.t1, Pocillopora_meandrina_HIv1___TS.g9159.t1	Peve_00040090
OG0001868	FUN_002650-T1, FUN_002650-T2, FUN_002650-T3, FUN_002650-T4	Pocillopora_meandrina_HIv1___RNAseq.g25706.t1, Pocillopora_meandrina_HIv1___TS.g9151.t2	Peve_00040096
OG0001869	FUN_002703-T1, FUN_040613-T1, FUN_044462-T1	Pocillopora_meandrina_HIv1___RNAseq.g6472.t1	Peve_00005210, Peve_00005218, Peve_00015409
OG0001870	FUN_002727-T1, FUN_002743-T1, FUN_002769-T1	Pocillopora_meandrina_HIv1___RNAseq.g20643.t1, Pocillopora_meandrina_HIv1___RNAseq.g20647.t1, Pocillopora_meandrina_HIv1___RNAseq.g20652.t1	Peve_00019120
OG0001871	FUN_002800-T1, FUN_003565-T1, FUN_009340-T1, FUN_011164-T1, FUN_015747-T1, FUN_018340-T1, FUN_030107-T1		
OG0001872	FUN_002873-T1, FUN_002882-T1, FUN_002922-T1, FUN_002927-T1, FUN_002928-T1	Pocillopora_meandrina_HIv1___RNAseq.g10991.t1a	Peve_00030437
OG0001873	FUN_002946-T1, FUN_003440-T1, FUN_021040-T1, FUN_030024-T1, FUN_034749-T1, FUN_043478-T1		Peve_00011430
OG0001874	FUN_002956-T1, FUN_004362-T1, FUN_013680-T1, FUN_016945-T1, FUN_029633-T1, FUN_041218-T1, FUN_044497-T1		
OG0001875	FUN_003429-T1, FUN_033682-T1	Pocillopora_meandrina_HIv1___RNAseq.g17828.t1, Pocillopora_meandrina_HIv1___RNAseq.g18511.t1, Pocillopora_meandrina_HIv1___RNAseq.g25428.t1, Pocillopora_meandrina_HIv1___RNAseq.g5931.t1, Pocillopora_meandrina_HIv1___RNAseq.g7188.t1	
OG0001876	FUN_003499-T1, FUN_003500-T1, FUN_007628-T1, FUN_030851-T1, FUN_039016-T1		Peve_00001329, Peve_00014360
OG0001877	FUN_003574-T1, FUN_007328-T1, FUN_008783-T1, FUN_008785-T1, FUN_008786-T1, FUN_030014-T1, FUN_033597-T1		
OG0001878	FUN_003590-T1, FUN_011483-T1, FUN_015865-T1, FUN_038988-T1	Pocillopora_meandrina_HIv1___TS.g12939.t1	Peve_00023201, Peve_00034627
OG0001879	FUN_003600-T1, FUN_009737-T1, FUN_011335-T1, FUN_013017-T1, FUN_023467-T1, FUN_036528-T1		Peve_00032443
OG0001880	FUN_003601-T1, FUN_003774-T1, FUN_013769-T1, FUN_013925-T1, FUN_029957-T1, FUN_030696-T1		Peve_00005644
OG0001881	FUN_003740-T1, FUN_009693-T1, FUN_009694-T1, FUN_044828-T1, FUN_044934-T1, FUN_045824-T1, FUN_045824-T2		
OG0001882	FUN_003747-T1, FUN_003772-T1, FUN_011394-T1, FUN_027073-T1, FUN_027101-T1, FUN_027365-T1, FUN_029986-T1		
OG0001883	FUN_003753-T1, FUN_003755-T1, FUN_020739-T1, FUN_026131-T1, FUN_027501-T1, FUN_027584-T1, FUN_030136-T1		
OG0001884	FUN_003760-T1, FUN_019475-T1, FUN_019476-T1, FUN_019549-T1, FUN_022514-T1, FUN_028101-T1, FUN_028237-T1		
OG0001885	FUN_003768-T1, FUN_027860-T1, FUN_027861-T1, FUN_027866-T1, FUN_027867-T1, FUN_027868-T1		Peve_00013444
OG0001886	FUN_003777-T1, FUN_012997-T1, FUN_013266-T1, FUN_017284-T1, FUN_023678-T1, FUN_040278-T1, FUN_042449-T1		
OG0001887	FUN_003782-T1, FUN_007230-T1, FUN_028070-T1, FUN_030578-T1, FUN_036508-T1, FUN_040027-T1, FUN_044670-T1		
OG0001888	FUN_003791-T1, FUN_003791-T2, FUN_005951-T1, FUN_005952-T1, FUN_011352-T1, FUN_027024-T1, FUN_027917-T1		
OG0001889	FUN_003800-T1, FUN_003838-T1, FUN_003917-T1, FUN_003919-T1, FUN_003921-T1, FUN_003923-T1, FUN_003924-T1		
OG0001890	FUN_003862-T1, FUN_006661-T1, FUN_016947-T1, FUN_016952-T1, FUN_029463-T1, FUN_034690-T1		Peve_00002696
OG0001891	FUN_003956-T1, FUN_017013-T1, FUN_020744-T1, FUN_039725-T1, FUN_044022-T1		Peve_00011533, Peve_00038212
OG0001892	FUN_003998-T1, FUN_004011-T1, FUN_032401-T1	Pocillopora_meandrina_HIv1___RNAseq.g24674.t1, Pocillopora_meandrina_HIv1___RNAseq.g24678.t1	Peve_00044899, Peve_00044901
OG0001893	FUN_004019-T1		Peve_00001675, Peve_00001681, Peve_00008750, Peve_00009288, Peve_00016682, Peve_00043453
OG0001894	FUN_004033-T1, FUN_004034-T1	Pocillopora_meandrina_HIv1___RNAseq.g11554.t1, Pocillopora_meandrina_HIv1___RNAseq.g11555.t1	Peve_00033222, Peve_00033223, Peve_00044909
OG0001895	FUN_004175-T1, FUN_010103-T1, FUN_017685-T1, FUN_039005-T1	Pocillopora_meandrina_HIv1___RNAseq.g11173.t1, Pocillopora_meandrina_HIv1___RNAseq.g8385.t1, Pocillopora_meandrina_HIv1___TS.g238.t1	
OG0001896	FUN_004185-T1, FUN_004191-T1	Pocillopora_meandrina_HIv1___RNAseq.g17002.t1, Pocillopora_meandrina_HIv1___RNAseq.g17008.t1, Pocillopora_meandrina_HIv1___RNAseq.g17009.t1, Pocillopora_meandrina_HIv1___TS.g17826.t3, Pocillopora_meandrina_HIv1___TS.g17828.t1	
OG0001897	FUN_004273-T1, FUN_004274-T1	Pocillopora_meandrina_HIv1___RNAseq.g12548.t1, Pocillopora_meandrina_HIv1___RNAseq.g12549.t1, Pocillopora_meandrina_HIv1___RNAseq.g12551.t1, Pocillopora_meandrina_HIv1___RNAseq.g12552.t1	Peve_00044390
OG0001898	FUN_004419-T1, FUN_033290-T1, FUN_033292-T1	Pocillopora_meandrina_HIv1___RNAseq.24360_t, Pocillopora_meandrina_HIv1___RNAseq.g16666.t1	Peve_00026931, Peve_00034977
OG0001899	FUN_004488-T1, FUN_004488-T2, FUN_004489-T1	Pocillopora_meandrina_HIv1___RNAseq.g11625.t1	Peve_00003218, Peve_00008398, Peve_00008399
OG0001900	FUN_004501-T1, FUN_004502-T1, FUN_004502-T2	Pocillopora_meandrina_HIv1___TS.g18395.t1	Peve_00024330, Peve_00026072, Peve_00036411
OG0001901	FUN_004579-T1, FUN_014429-T1, FUN_024184-T1, FUN_024184-T2, FUN_024184-T3, FUN_032179-T1, FUN_042675-T1		
OG0001902	FUN_004600-T1, FUN_004609-T1, FUN_004609-T2, FUN_005017-T1	Pocillopora_meandrina_HIv1___RNAseq.g8686.t1	Peve_00015876, Peve_00032586
OG0001903	FUN_004693-T1	Pocillopora_meandrina_HIv1___RNAseq.g8747.t1	Peve_00003276, Peve_00003277, Peve_00006066, Peve_00011021, Peve_00030167
OG0001904	FUN_004703-T1	Pocillopora_meandrina_HIv1___RNAseq.g8783.t1	Peve_00036066, Peve_00036067, Peve_00044682, Peve_00044683, Peve_00044684
OG0001905	FUN_004773-T1, FUN_005360-T1, FUN_005361-T1, FUN_029406-T1, FUN_038732-T1	Pocillopora_meandrina_HIv1___RNAseq.g8218.t1	Peve_00016033
OG0001906	FUN_004803-T1, FUN_004803-T2	Pocillopora_meandrina_HIv1___RNAseq.g8569.t1	Peve_00014467, Peve_00023849, Peve_00027909, Peve_00027910
OG0001907	FUN_004811-T1, FUN_007599-T1, FUN_008178-T1, FUN_044434-T1, FUN_044434-T2, FUN_044434-T3, FUN_045695-T1		
OG0001908	FUN_005007-T1, FUN_005009-T1, FUN_005010-T1, FUN_005012-T1, FUN_005013-T1, FUN_025408-T1, FUN_025409-T1		
OG0001909	FUN_005175-T1	Pocillopora_meandrina_HIv1___RNAseq.g7581.t1	Peve_00002306, Peve_00002308, Peve_00004276, Peve_00011874, Peve_00026997
OG0001910	FUN_005195-T1, FUN_006152-T1, FUN_007626-T1, FUN_018223-T1, FUN_019198-T1, FUN_020779-T1, FUN_029923-T1		
OG0001911	FUN_005204-T1, FUN_005205-T1, FUN_005213-T1, FUN_005214-T1	Pocillopora_meandrina_HIv1___RNAseq.g7401.t1, Pocillopora_meandrina_HIv1___RNAseq.g8132.t1	Peve_00034258
OG0001912	FUN_005345-T1, FUN_018065-T1, FUN_018074-T1	Pocillopora_meandrina_HIv1___RNAseq.g5961.t1	Peve_00025048, Peve_00026936, Peve_00026940
OG0001913	FUN_005374-T1, FUN_008134-T1, FUN_008147-T1, FUN_008161-T1, FUN_034597-T1	Pocillopora_meandrina_HIv1___RNAseq.g6106.t1	Peve_00032571
OG0001914	FUN_005757-T1, FUN_015657-T1, FUN_019484-T1, FUN_023827-T1, FUN_027758-T1, FUN_029713-T1, FUN_036430-T1		
OG0001915	FUN_005836-T1, FUN_021024-T1, FUN_021816-T1, FUN_026266-T1, FUN_026773-T1, FUN_027175-T1, FUN_027176-T1		
OG0001916	FUN_005860-T1, FUN_005863-T1	Pocillopora_meandrina_HIv1___RNAseq.g8007.t1, Pocillopora_meandrina_HIv1___RNAseq.g8008.t1	Peve_00007479, Peve_00007490, Peve_00007493
OG0001917	FUN_006191-T1		Peve_00003128, Peve_00033999, Peve_00034000, Peve_00034001, Peve_00034002, Peve_00035452
OG0001918	FUN_006200-T1, FUN_044429-T1, FUN_045725-T1	Pocillopora_meandrina_HIv1___RNAseq.g11291.t1, Pocillopora_meandrina_HIv1___RNAseq.g6104.t1	Peve_00008334, Peve_00026872
OG0001919	FUN_006261-T1	Pocillopora_meandrina_HIv1___RNAseq.g20376.t1	Peve_00015046, Peve_00015047, Peve_00015048, Peve_00015049, Peve_00031150
OG0001920	FUN_006277-T1	Pocillopora_meandrina_HIv1___RNAseq.g20362.t1, Pocillopora_meandrina_HIv1___RNAseq.g20364.t1, Pocillopora_meandrina_HIv1___RNAseq.g20366.t1, Pocillopora_meandrina_HIv1___RNAseq.g20368.t1	Peve_00031099, Peve_00032495
OG0001921	FUN_006288-T1	Pocillopora_meandrina_HIv1___RNAseq.g3799.t2, Pocillopora_meandrina_HIv1___RNAseq.g3811.t1, Pocillopora_meandrina_HIv1___TS.g9977.t1, Pocillopora_meandrina_HIv1___TS.g9983.t1, Pocillopora_meandrina_HIv1___TS.g9984.t2, Pocillopora_meandrina_HIv1___TS.g9987.t1	
OG0001922	FUN_006299-T1, FUN_028643-T1		Peve_00001775, Peve_00002695, Peve_00015460, Peve_00033498, Peve_00041537
OG0001923	FUN_006410-T1	Pocillopora_meandrina_HIv1___RNAseq.g20256.t1, Pocillopora_meandrina_HIv1___RNAseq.g20257.t1	Peve_00011988, Peve_00011990, Peve_00023432, Peve_00023434
OG0001924	FUN_006497-T1, FUN_007613-T1, FUN_019102-T1, FUN_025061-T1, FUN_040620-T1, FUN_040621-T1		Peve_00031851
OG0001925	FUN_006604-T1, FUN_006605-T1, FUN_006606-T1, FUN_006607-T1, FUN_006608-T1, FUN_006610-T1, FUN_006611-T1		
OG0001926	FUN_006673-T1, FUN_006678-T1, FUN_006685-T1, FUN_006688-T1, FUN_006688-T2	Pocillopora_meandrina_HIv1___RNAseq.g19969.t1	Peve_00015824
OG0001927	FUN_006771-T1, FUN_006773-T1, FUN_006774-T1	Pocillopora_meandrina_HIv1___RNAseq.g20026.t1	Peve_00012345, Peve_00027409, Peve_00039871
OG0001928	FUN_006778-T1	Pocillopora_meandrina_HIv1___TS.g29885.t1	Peve_00015291, Peve_00029748, Peve_00029749, Peve_00042980, Peve_00042981
OG0001929	FUN_006793-T1, FUN_038640-T1, FUN_038649-T1, FUN_038675-T1, FUN_045619-T1	Pocillopora_meandrina_HIv1___TS.g11476.t1	Peve_00028369
OG0001930	FUN_006825-T1, FUN_006826-T1	Pocillopora_meandrina_HIv1___RNAseq.g20475.t1, Pocillopora_meandrina_HIv1___RNAseq.g20476.t1, Pocillopora_meandrina_HIv1___RNAseq.g20477.t1	Peve_00023769, Peve_00023770
OG0001931	FUN_006853-T1, FUN_014910-T1, FUN_014911-T1, FUN_016146-T1, FUN_032445-T1, FUN_035493-T1, FUN_041613-T1		
OG0001932	FUN_006887-T1, FUN_006888-T1, FUN_006888-T2	Pocillopora_meandrina_HIv1___RNAseq.g19822.t1, Pocillopora_meandrina_HIv1___RNAseq.g19823.t1, Pocillopora_meandrina_HIv1___TS.g29220.t1	Peve_00009908
OG0001933	FUN_006911-T1, FUN_006915-T1	Pocillopora_meandrina_HIv1___RNAseq.g19816.t3, Pocillopora_meandrina_HIv1___TS.g29209.t1, Pocillopora_meandrina_HIv1___TS.g29212.t1	Peve_00009371, Peve_00024781
OG0001934	FUN_007025-T1, FUN_007025-T2, FUN_007025-T3, FUN_007025-T4, FUN_007025-T5	Pocillopora_meandrina_HIv1___RNAseq.g20018.t1	Peve_00037179
OG0001935	FUN_007090-T1, FUN_007091-T1	Pocillopora_meandrina_HIv1___RNAseq.g19055.t1, Pocillopora_meandrina_HIv1___RNAseq.g19631.t1	Peve_00019875, Peve_00019893, Peve_00033781
OG0001936	FUN_007130-T1, FUN_017975-T1, FUN_017976-T1, FUN_017977-T1, FUN_017979-T1, FUN_017980-T1, FUN_017982-T1		
OG0001937	FUN_007149-T1, FUN_007781-T1, FUN_008166-T1, FUN_009476-T1, FUN_013542-T1, FUN_014041-T1, FUN_014960-T1		
OG0001938	FUN_007324-T1, FUN_007325-T1, FUN_007749-T1, FUN_027240-T1, FUN_027341-T1, FUN_027546-T1, FUN_040876-T1		
OG0001939	FUN_007581-T1, FUN_010117-T1, FUN_017197-T1, FUN_026842-T1, FUN_033556-T1, FUN_033577-T1		Peve_00000252
OG0001940	FUN_007647-T1, FUN_018286-T1, FUN_022788-T1, FUN_024157-T1, FUN_027047-T1, FUN_027082-T1, FUN_027198-T1		
OG0001941	FUN_007855-T1, FUN_010113-T1, FUN_022511-T1, FUN_045066-T1		Peve_00003970, Peve_00032751, Peve_00034744
OG0001942	FUN_007888-T1, FUN_007888-T2, FUN_007888-T3, FUN_007888-T4, FUN_007888-T5	Pocillopora_meandrina_HIv1___RNAseq.g18250.t1	Peve_00009873
OG0001943	FUN_007983-T1, FUN_007984-T1, FUN_007988-T1, FUN_007988-T2, FUN_007989-T1	Pocillopora_meandrina_HIv1___RNAseq.g18167.t1	Peve_00041078
OG0001944	FUN_008139-T1, FUN_008139-T2, FUN_008139-T3, FUN_008152-T1, FUN_008170-T1, FUN_008179-T1, FUN_008196-T1		
OG0001945	FUN_008159-T1, FUN_030608-T1, FUN_031450-T1, FUN_041067-T1		Peve_00001776, Peve_00003903, Peve_00021712
OG0001946	FUN_008191-T1	Pocillopora_meandrina_HIv1___RNAseq.g29998.t1	Peve_00010856, Peve_00010857, Peve_00018674, Peve_00018675, Peve_00034185
OG0001947	FUN_008267-T1	Pocillopora_meandrina_HIv1___RNAseq.g17977.t1	Peve_00000652, Peve_00001964, Peve_00019084, Peve_00025772, Peve_00025773
OG0001948	FUN_008291-T1		Peve_00005968, Peve_00005970, Peve_00005971, Peve_00042100, Peve_00042105, Peve_00042107
OG0001949	FUN_008344-T1, FUN_015914-T1, FUN_021818-T1, FUN_021820-T1, FUN_030155-T1, FUN_031005-T1		Peve_00022115
OG0001950	FUN_008632-T1, FUN_008632-T2, FUN_008633-T1	Pocillopora_meandrina_HIv1___RNAseq.g14915.t1	Peve_00012382, Peve_00021938, Peve_00024237
