gene_name	GeneOntologyIDs
Peve_00000243	GO:0005635; GO:0005813; GO:0008104; GO:0015031; GO:0030496; GO:0031410; GO:0051301
Peve_00000244	GO:0004672; GO:0004674; GO:0004706; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0006468; GO:0007254; GO:0016020; GO:0018105; GO:0019901; GO:0030426; GO:0035556; GO:0042803; GO:0043507; GO:0043539; GO:0043687; GO:0045860; GO:0045893; GO:0046777; GO:0070374; GO:0106310; GO:2000672
Peve_00000247	GO:0004977; GO:0005737; GO:0005886; GO:0007189; GO:0019222; GO:0042562
Peve_00000248	GO:0004980; GO:0005737; GO:0005886; GO:0007189; GO:0010739; GO:0019222; GO:0019233; GO:0031625; GO:0032720; GO:0035556; GO:0042438; GO:0045944; GO:0070914; GO:0090037
Peve_00000249	GO:0003700; GO:0005634; GO:0042664; GO:0043565; GO:0045893; GO:0048335
Peve_00000254	GO:0004966; GO:0005886; GO:0007188; GO:0007218
Peve_00000272	GO:0004748; GO:0005829; GO:0009263
Peve_00000283	GO:0000166; GO:0005576; GO:0008254; GO:0008663; GO:0009166; GO:0046872; GO:0106411
Peve_00000288	GO:0003944; GO:0006486; GO:0032580; GO:0033299
Peve_00000289	GO:0000122; GO:0000151; GO:0004842; GO:0005634; GO:0005730; GO:0005829; GO:0006915; GO:0007219; GO:0008270; GO:0016567; GO:0031410; GO:0032880; GO:0033235; GO:0043410; GO:0043525; GO:0048471; GO:0071354; GO:2001235
Peve_00000290	GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0046872
Peve_00000291	GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0046872
Peve_00000292	GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0021987; GO:0046872
Peve_00000293	GO:0000226; GO:0000278; GO:0003725; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0005879; GO:0007017; GO:0043209; GO:0045171; GO:0045298; GO:0046872; GO:0072686
Peve_00000294	GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0046872
Peve_00000295	GO:0005634; GO:0005737
Peve_00000296	GO:0000139; GO:0004438; GO:0005789; GO:0005794; GO:0016791; GO:0043812; GO:0046856; GO:0140268
Peve_00000297	GO:0001649; GO:0005109; GO:0005576; GO:0005581; GO:0005615; GO:0016528; GO:0017147; GO:0033687; GO:0033690; GO:0043932; GO:0045669; GO:0060071; GO:0060122; GO:0062023; GO:0090090; GO:0090103; GO:0090177
Peve_00000298	GO:0001649; GO:0005109; GO:0005581; GO:0005615; GO:0016477; GO:0016528; GO:0017147; GO:0031012; GO:0033687; GO:0033690; GO:0043932; GO:0045669; GO:0060071; GO:0060122; GO:0090090; GO:0090103; GO:0090177
Peve_00000300	GO:0001649; GO:0005109; GO:0005581; GO:0005615; GO:0016477; GO:0016528; GO:0017147; GO:0031012; GO:0033687; GO:0033690; GO:0043932; GO:0045669; GO:0060071; GO:0060122; GO:0090090; GO:0090103; GO:0090177
Peve_00000302	GO:0001649; GO:0005109; GO:0005576; GO:0005581; GO:0005615; GO:0016528; GO:0017147; GO:0033687; GO:0033690; GO:0043932; GO:0045669; GO:0060071; GO:0060122; GO:0062023; GO:0090090; GO:0090103; GO:0090177
Peve_00000303	
Peve_00000308	GO:0001649; GO:0005109; GO:0005581; GO:0005615; GO:0016477; GO:0016528; GO:0017147; GO:0031012; GO:0033687; GO:0033690; GO:0043932; GO:0045669; GO:0060071; GO:0060122; GO:0090090; GO:0090103; GO:0090177
Peve_00000309	GO:0005737; GO:0030031; GO:0030317; GO:0031965; GO:0036126; GO:2000059
Peve_00000310	GO:0004748; GO:0005829; GO:0009263
Peve_00000311	GO:0000166; GO:0003677; GO:0003887; GO:0005739; GO:0006260
Peve_00000323	GO:0005634; GO:0006355; GO:0046872; GO:0046983
Peve_00000325	GO:0005634; GO:0006355; GO:0046872; GO:0046983
Peve_00000339	GO:0005507; GO:0005576; GO:0008447; GO:0009506
Peve_00000342	GO:0000209; GO:0004177; GO:0004180; GO:0004197; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0008234; GO:0009410; GO:0009636; GO:0042802; GO:0043418; GO:0070005; GO:0070062
Peve_00000344	GO:0000139; GO:0001517; GO:0005802; GO:0005975; GO:0006044; GO:0006790; GO:0008459; GO:0030206; GO:0043029; GO:0050698
Peve_00000345	GO:0003713; GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0005874; GO:0007020; GO:0007099; GO:0007224; GO:0008275; GO:0015631; GO:0019901; GO:0019904; GO:0030954; GO:0036064; GO:0042802; GO:0043015; GO:0044458; GO:0046427; GO:0046599; GO:0046601; GO:0046785; GO:0051301; GO:0060236; GO:0060271; GO:0061511; GO:0120099; GO:1900087; GO:1902857; GO:1903724; GO:1904951; GO:1905515; GO:1905832
Peve_00000346	GO:0000139; GO:0001517; GO:0005802; GO:0005975; GO:0006044; GO:0042339; GO:0045130
Peve_00000347	GO:0003725; GO:0004525; GO:0005634; GO:0005743; GO:0005762; GO:0006396; GO:0070125; GO:0070877
Peve_00000350	GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005737; GO:0005829; GO:0009615; GO:0016887; GO:0045087; GO:0045111; GO:0051607; GO:1900245; GO:1900246
Peve_00000351	GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005737; GO:0005829; GO:0009615; GO:0016887; GO:0045087; GO:0045111; GO:0051607; GO:1900245; GO:1900246
Peve_00000353	GO:0005929; GO:0016055; GO:0060271; GO:0090090; GO:2000095
Peve_00000354	GO:0000287; GO:0004674; GO:0004713; GO:0005524; GO:0005654; GO:0005737; GO:0006355; GO:0035175; GO:0035556; GO:0043687; GO:0044022; GO:0044024; GO:0045892; GO:0045944; GO:0070498; GO:0099175; GO:0106310
Peve_00000365	GO:0000209; GO:0003723; GO:0004842; GO:0005737; GO:0019902; GO:0031593; GO:0046872; GO:0061630
Peve_00000367	GO:0005829; GO:0042219; GO:0061929
Peve_00000368	GO:0005654; GO:0005813; GO:0005829; GO:0005886
Peve_00000369	
Peve_00000370	GO:0005829; GO:0006012; GO:0010349; GO:0019853
Peve_00000372	GO:0000070; GO:0000776; GO:0000794; GO:0000922; GO:0001824; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005813; GO:0005874; GO:0007059; GO:0019903; GO:0030496; GO:0032212; GO:0032991; GO:0046602; GO:0046777; GO:0046872; GO:0051299; GO:0051301; GO:0051321; GO:0051988; GO:0090307; GO:0106310; GO:1903126; GO:1904355
Peve_00000374	GO:0001666; GO:0005092; GO:0005344; GO:0005759; GO:0005829; GO:0015671; GO:0019825; GO:0020037; GO:0046872; GO:0071456; GO:0098809
Peve_00000376	GO:0005524; GO:0005737; GO:0050727
Peve_00000377	GO:0005524; GO:0016020; GO:0016887; GO:0031152; GO:0031288; GO:0042626; GO:0048870; GO:0055085; GO:0140359
Peve_00000378	GO:0001666; GO:0005092; GO:0005344; GO:0005759; GO:0005829; GO:0015671; GO:0019825; GO:0020037; GO:0046872; GO:0071456; GO:0098809
Peve_00000380	GO:0004674; GO:0005085; GO:0005524; GO:0005737; GO:0005769; GO:0007411; GO:0019898; GO:0019899; GO:0042995; GO:0045599; GO:0048786; GO:0048812; GO:0050804; GO:0098685; GO:0098794; GO:0098978; GO:0099170; GO:0106310
Peve_00000384	GO:0005524; GO:0005739; GO:0006631; GO:0031956; GO:0090409
Peve_00000385	GO:0008376; GO:0030206; GO:0032580; GO:0033842; GO:0047238
Peve_00000387	GO:0000139; GO:0005789; GO:0005794; GO:0005801; GO:0006996; GO:0007030; GO:0007283; GO:0016020; GO:0030154; GO:0034976; GO:0061951; GO:0070925
Peve_00000388	GO:0004629; GO:0005576; GO:0005788; GO:0016055; GO:0030178; GO:0030500; GO:0060348; GO:0090090; GO:1990697; GO:1990699
Peve_00000391	GO:0003700; GO:0005634; GO:0043565; GO:0045892
Peve_00000392	GO:0001666; GO:0005092; GO:0005344; GO:0005759; GO:0005829; GO:0015671; GO:0019825; GO:0020037; GO:0046872; GO:0071456; GO:0098809
Peve_00000393	GO:0000278; GO:0000922; GO:0005516; GO:0005737; GO:0007051; GO:0051295
Peve_00000394	GO:0002819; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0008330; GO:0008432; GO:0010633; GO:0016311; GO:0016791; GO:0017017; GO:0017018; GO:0030336; GO:0032496; GO:0032873; GO:0033549; GO:0033550; GO:0035970; GO:0043508; GO:0045591; GO:0046329; GO:0048273; GO:0048709; GO:0048715; GO:0050680; GO:0051403; GO:0060266; GO:0070373; GO:0090335; GO:1903753; GO:1905042; GO:1990264
Peve_00000395	GO:0003341; GO:0003356; GO:0005930; GO:0007368; GO:0007507; GO:0021591; GO:0036158; GO:0097546
Peve_00000396	GO:0001666; GO:0005092; GO:0005344; GO:0005759; GO:0005829; GO:0015671; GO:0019825; GO:0020037; GO:0046872; GO:0071456; GO:0098809
Peve_00000399	GO:0005248; GO:0005765; GO:0010008; GO:0010508; GO:0015280; GO:0016020; GO:0019905; GO:0022832; GO:0031901; GO:0034702; GO:0035725; GO:0036019; GO:0042803; GO:0055038; GO:0072345; GO:0075509; GO:0080025; GO:0097682
Peve_00000400	GO:0000224; GO:0005634; GO:0005737; GO:0005829; GO:0006516; GO:0007519; GO:0036269; GO:0046872; GO:0048936
Peve_00000402	GO:0001666; GO:0005092; GO:0005344; GO:0005759; GO:0005829; GO:0015671; GO:0019825; GO:0020037; GO:0046872; GO:0071456; GO:0098809
Peve_00000404	GO:0004674; GO:0005085; GO:0005524; GO:0005737; GO:0005769; GO:0007411; GO:0019898; GO:0019899; GO:0042995; GO:0045599; GO:0048786; GO:0048812; GO:0050804; GO:0098685; GO:0098794; GO:0098978; GO:0099170; GO:0106310
Peve_00000407	GO:0004784; GO:0005506; GO:0005634; GO:0005737; GO:0015671; GO:0016491; GO:0019430; GO:0019825; GO:0020037; GO:0046210; GO:0098809; GO:0141118
Peve_00000408	GO:0005768; GO:0015031; GO:0032456
Peve_00000409	GO:0000722; GO:0000729; GO:0000781; GO:0000785; GO:0000794; GO:0003690; GO:0003691; GO:0005524; GO:0005634; GO:0005654; GO:0006302; GO:0006974; GO:0007004; GO:0007346; GO:0016234; GO:0016887; GO:0030870; GO:0032508; GO:0035825; GO:0035861; GO:0043047; GO:0043539; GO:0044818; GO:0044877; GO:0045120; GO:0046597; GO:0046872; GO:0048471; GO:0051276; GO:0051880; GO:0062176; GO:0070192; GO:0070533; GO:0098687; GO:0110025
Peve_00000410	GO:0007520; GO:0008542; GO:0030425; GO:0043025; GO:0043679; GO:0097062; GO:0098978; GO:0099092; GO:0099175
Peve_00000411	GO:0005739; GO:0046872; GO:0051537; GO:0106034
Peve_00000412	GO:0000166; GO:0005737; GO:0009117; GO:0009143; GO:0009204; GO:0035870; GO:0036220; GO:0036222; GO:0046872; GO:0047429
Peve_00000413	GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006952; GO:0015031; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0070062
Peve_00000415	GO:0001822; GO:0001932; GO:0001942; GO:0005509; GO:0005886; GO:0006897; GO:0007167; GO:0008104; GO:0009953; GO:0009954; GO:0009986; GO:0014069; GO:0015026; GO:0016055; GO:0030279; GO:0030326; GO:0030425; GO:0030971; GO:0031594; GO:0034185; GO:0035022; GO:0042475; GO:0042733; GO:0042803; GO:0043025; GO:0043113; GO:0044853; GO:0048699; GO:0048813; GO:0050731; GO:0050771; GO:0050808; GO:0051124; GO:0060173; GO:0071340; GO:0090090; GO:0097060; GO:0097104; GO:0097105; GO:0097110; GO:0150094; GO:1901631; GO:1904395
Peve_00000416	GO:0005543; GO:0005640; GO:0005794; GO:0005829; GO:0005886; GO:0010008; GO:0010507; GO:0032691; GO:1900226; GO:1902387; GO:1902388; GO:1902389
Peve_00000417	GO:0005249; GO:0005251; GO:0005789; GO:0005886; GO:0008076; GO:0014059; GO:0019228; GO:0019233; GO:0021633; GO:0030027; GO:0030424; GO:0030425; GO:0031258; GO:0032809; GO:0033010; GO:0042734; GO:0043194; GO:0043204; GO:0043679; GO:0044224; GO:0045188; GO:0051260; GO:0071805
Peve_00000418	GO:0003723; GO:0005634; GO:0005739; GO:0005743; GO:0005886; GO:0006094; GO:0006869; GO:0008272; GO:0015116; GO:0015117; GO:0015131; GO:0015140; GO:0015141; GO:0015297; GO:0015367; GO:0015709; GO:0015729; GO:0035435; GO:0071422; GO:0071423
Peve_00000426	GO:0005634; GO:0005737; GO:0005938; GO:0007281; GO:0007314; GO:0007315; GO:0007472; GO:0008104; GO:0008354; GO:0019005; GO:0031466; GO:0035017; GO:0035556; GO:0043161; GO:0045495; GO:0045732; GO:0046843; GO:0048471; GO:0070449
Peve_00000427	GO:0000139; GO:0002083; GO:0004659; GO:0005634; GO:0005737; GO:0005783; GO:0005789; GO:0006744; GO:0009234; GO:0016020; GO:0016209; GO:0031966; GO:0032194; GO:0042371; GO:0042373
Peve_00000433	GO:0004175; GO:0004222; GO:0005509; GO:0005518; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030198; GO:0030574; GO:0031012; GO:0060349
Peve_00000434	GO:0004966; GO:0005886; GO:0007186; GO:0007189; GO:0007204; GO:0007218; GO:0008528; GO:0017046; GO:0042923; GO:0045944; GO:0051464
Peve_00000436	GO:0005886; GO:0016497; GO:0061827; GO:0070472; GO:0097225; GO:1902093
Peve_00000437	GO:0000045; GO:0000139; GO:0000226; GO:0000421; GO:0005764; GO:0005776; GO:0005790; GO:0005794; GO:0005874; GO:0005875; GO:0005886; GO:0005930; GO:0006995; GO:0008017; GO:0008429; GO:0008625; GO:0015031; GO:0015629; GO:0031410; GO:0031625; GO:0032436; GO:0035020; GO:0044297; GO:0048471; GO:0048487; GO:0050811; GO:0097225; GO:0097352; GO:0098982; GO:0099091; GO:1902524
Peve_00000440	GO:0005829; GO:0008782; GO:0008930; GO:0009116; GO:0019284
Peve_00000441	GO:0004222; GO:0005615; GO:0006508; GO:0008270; GO:0030198; GO:0030574; GO:0031012
Peve_00000442	GO:0004175; GO:0004222; GO:0005509; GO:0005518; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030574; GO:0031012; GO:0060349
Peve_00000443	GO:0002779; GO:0002780; GO:0004175; GO:0004222; GO:0004252; GO:0005576; GO:0005615; GO:0006508; GO:0006509; GO:0008237; GO:0008270; GO:0009410; GO:0022617; GO:0030198; GO:0030335; GO:0030574; GO:0031012; GO:0031293; GO:0042127; GO:0050829; GO:0050830; GO:0070062
Peve_00000450	GO:0001527; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0008201; GO:0009653; GO:0031012
Peve_00000453	GO:0000242; GO:0004713; GO:0004715; GO:0004722; GO:0005102; GO:0005524; GO:0005829; GO:0005886; GO:0006882; GO:0006919; GO:0007169; GO:0009410; GO:0030217; GO:0042169; GO:0045087; GO:0045121; GO:0050853; GO:0050870; GO:2001244
Peve_00000455	GO:0001867; GO:0004252; GO:0005509; GO:0005615; GO:0005654; GO:0005829; GO:0031638; GO:0042803; GO:0048306
Peve_00000456	GO:0001525; GO:0001654; GO:0004601; GO:0005201; GO:0005604; GO:0005615; GO:0005783; GO:0006979; GO:0007155; GO:0009986; GO:0016684; GO:0020037; GO:0030198; GO:0030199; GO:0042744; GO:0043237; GO:0046872; GO:0051260; GO:0062023; GO:0070207; GO:0070831; GO:0071711; GO:0140825
Peve_00000457	GO:0005044; GO:0005509; GO:0005576; GO:0062023
Peve_00000458	GO:0001659; GO:0001818; GO:0005634; GO:0005737; GO:0005739; GO:0005740; GO:0005811; GO:0005829; GO:0006629; GO:0006915; GO:0010890; GO:0019915; GO:0030512; GO:0032720; GO:0035634; GO:0042803; GO:0042981; GO:0050995; GO:0070300; GO:0070417; GO:0120013; GO:0120163; GO:0160077; GO:1900118; GO:1902510
Peve_00000459	GO:0005886; GO:0008519; GO:0072488; GO:0097272
Peve_00000460	GO:0005886; GO:0008519; GO:0072488; GO:0097272
Peve_00000461	GO:0005886; GO:0008519; GO:0072488; GO:0097272
Peve_00000462	GO:0005886; GO:0008519; GO:0072488; GO:0097272
Peve_00000463	GO:0004937; GO:0005886; GO:0007200; GO:0007204; GO:0007267; GO:0043410; GO:0071880
Peve_00000464	GO:0001974; GO:0001975; GO:0001987; GO:0001996; GO:0001997; GO:0004937; GO:0005634; GO:0005737; GO:0005886; GO:0005901; GO:0005980; GO:0007200; GO:0007204; GO:0007267; GO:0007512; GO:0007626; GO:0008217; GO:0008542; GO:0009725; GO:0014704; GO:0016020; GO:0019229; GO:0030315; GO:0031965; GO:0035024; GO:0035265; GO:0042593; GO:0043278; GO:0043410; GO:0045818; GO:0045819; GO:0046982; GO:0048148; GO:0048545; GO:0055117; GO:0061049; GO:0071880; GO:0150099
Peve_00000465	GO:0005109; GO:0005125; GO:0005615; GO:0007507; GO:0021986; GO:0030182; GO:0042074; GO:0045165; GO:0045893; GO:0048703; GO:0048841; GO:0060070; GO:0070654
Peve_00000466	GO:0005035; GO:0005886; GO:0006915; GO:0007266; GO:0007399; GO:0009986; GO:0015026; GO:0030154; GO:0030426; GO:0032922; GO:0043121; GO:0043197; GO:0043204; GO:0048406
Peve_00000469	GO:0001666; GO:0001822; GO:0002003; GO:0002446; GO:0003081; GO:0003084; GO:0004175; GO:0004180; GO:0004222; GO:0005516; GO:0005615; GO:0005737; GO:0005764; GO:0005768; GO:0005886; GO:0006518; GO:0007283; GO:0007565; GO:0008217; GO:0008233; GO:0008237; GO:0008238; GO:0008240; GO:0008241; GO:0008270; GO:0008584; GO:0009410; GO:0009792; GO:0009897; GO:0009925; GO:0010608; GO:0010629; GO:0010814; GO:0010815; GO:0014910; GO:0030324; GO:0031100; GO:0031404; GO:0031434; GO:0031526; GO:0031667; GO:0031711; GO:0031982; GO:0032496; GO:0034616; GO:0038166; GO:0042310; GO:0042445; GO:0042447; GO:0042755; GO:0043065; GO:0043171; GO:0045777; GO:0045907; GO:0046325; GO:0048167; GO:0048286; GO:0050435; GO:0050482; GO:0050769; GO:0051019; GO:0060047; GO:0060177; GO:0060978; GO:0070062; GO:0070573; GO:0071333; GO:0071548; GO:0071838; GO:0086091; GO:0090281; GO:0097066; GO:0097225; GO:1901363; GO:1902033; GO:1903597; GO:1904045; GO:2000170
Peve_00000470	GO:0003746; GO:0003924; GO:0005525; GO:0005739; GO:0070125
Peve_00000472	GO:0001822; GO:0002003; GO:0003081; GO:0003084; GO:0004180; GO:0004222; GO:0005737; GO:0005886; GO:0008217; GO:0008237; GO:0008241; GO:0008270; GO:0008283; GO:0010814; GO:0010815; GO:0016020; GO:0031404; GO:0042445; GO:0042447; GO:0048167; GO:0060319; GO:0070573
Peve_00000473	GO:0005576; GO:0005788
Peve_00000474	GO:0001540; GO:0001784; GO:0005546; GO:0005769; GO:0005829; GO:0005883; GO:0005886; GO:0006898; GO:0008203; GO:0009898; GO:0009925; GO:0030159; GO:0030276; GO:0030301; GO:0030424; GO:0030669; GO:0031623; GO:0034383; GO:0035591; GO:0035612; GO:0035615; GO:0035650; GO:0042632; GO:0042982; GO:0043393; GO:0048260; GO:0050750; GO:0055037; GO:0071345; GO:0090118; GO:0090205; GO:1903076; GO:1904707; GO:1905581; GO:1905602
Peve_00000475	GO:0003746; GO:0003924; GO:0005525; GO:0005739; GO:0070125
Peve_00000476	GO:0005737; GO:0008119; GO:0032259
Peve_00000477	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Peve_00000481	GO:0000049; GO:0005643; GO:0005737; GO:0006886; GO:0016363; GO:0031267; GO:0071528
Peve_00000482	GO:0000049; GO:0005643; GO:0005654; GO:0005737; GO:0005829; GO:0006886; GO:0016363; GO:0031267; GO:0071528
Peve_00000483	GO:0000049; GO:0005643; GO:0005737; GO:0006886; GO:0016363; GO:0031267; GO:0071528
Peve_00000484	GO:0000049; GO:0005643; GO:0005654; GO:0005737; GO:0005829; GO:0006886; GO:0016363; GO:0031267; GO:0071528
Peve_00000485	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Peve_00000486	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Peve_00000487	GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006364; GO:0032040; GO:0051059
Peve_00000493	GO:0004575; GO:0005737; GO:0005987
Peve_00000494	GO:0000122; GO:0000977; GO:0000981; GO:0005634; GO:0005737; GO:0006357; GO:0006986; GO:0016604; GO:0034976; GO:0042711; GO:0045732; GO:1900102; GO:1900170; GO:1902213
Peve_00000497	GO:0004966; GO:0005886; GO:0007188; GO:0007218
Peve_00000498	GO:0005615; GO:0005794; GO:0005886; GO:0006954; GO:0021549; GO:0030246; GO:0038023; GO:0040014; GO:0042552; GO:0043473; GO:0070062
Peve_00000499	GO:0004181; GO:0005814; GO:0005829; GO:0006508; GO:0008270; GO:0035610; GO:0036064
Peve_00000500	GO:0001525; GO:0001568; GO:0001944; GO:0004714; GO:0005524; GO:0005886; GO:0007169; GO:0007507; GO:0043235; GO:0045766; GO:0071603
Peve_00000501	GO:0001618; GO:0002456; GO:0002710; GO:0005537; GO:0005886; GO:0006955; GO:0009897; GO:0030246; GO:0030247; GO:0033080; GO:0033088; GO:0046633; GO:0046642; GO:0046718; GO:0070061; GO:0097367; GO:0120274; GO:0140081; GO:1903902
Peve_00000502	GO:0001525; GO:0001568; GO:0001944; GO:0004714; GO:0005524; GO:0005886; GO:0007169; GO:0007507; GO:0043235; GO:0045766; GO:0071603
Peve_00000504	GO:0001503; GO:0004222; GO:0005125; GO:0005509; GO:0005615; GO:0005794; GO:0008083; GO:0008233; GO:0008270; GO:0009953; GO:0016485; GO:0030154; GO:0031982; GO:0042802; GO:0051216; GO:0061036; GO:0062023
Peve_00000505	GO:0001525; GO:0001568; GO:0001944; GO:0004714; GO:0005524; GO:0005886; GO:0007169; GO:0007507; GO:0043235; GO:0045766; GO:0071603
Peve_00000506	GO:0005524; GO:0006811; GO:0031164; GO:0035381; GO:0050848; GO:0070588; GO:0071476; GO:0140417
Peve_00000508	GO:0005509; GO:0005546; GO:0006887; GO:0015031; GO:0016050; GO:0016082; GO:0019901; GO:0031045; GO:0031410; GO:0045055; GO:0045921; GO:0045956; GO:0050432; GO:0051649; GO:0098674; GO:0098793; GO:0098978; GO:0099525
Peve_00000512	GO:0005615; GO:0005789; GO:0005813; GO:0030018; GO:0030674; GO:0031430; GO:0031966; GO:0035331; GO:0042383; GO:0072659; GO:0090443; GO:1900825
Peve_00000514	GO:0001525; GO:0001664; GO:0001837; GO:0001974; GO:0003007; GO:0003723; GO:0005080; GO:0005576; GO:0005634; GO:0005730; GO:0005737; GO:0005802; GO:0005829; GO:0005884; GO:0005886; GO:0005903; GO:0005911; GO:0005925; GO:0007195; GO:0007597; GO:0010572; GO:0010977; GO:0015459; GO:0015629; GO:0016020; GO:0016479; GO:0019900; GO:0021943; GO:0021987; GO:0030018; GO:0030036; GO:0030334; GO:0030863; GO:0031267; GO:0031523; GO:0032233; GO:0032432; GO:0034394; GO:0034988; GO:0035855; GO:0042177; GO:0042307; GO:0042789; GO:0042803; GO:0043066; GO:0043113; GO:0043123; GO:0043198; GO:0043204; GO:0043433; GO:0044295; GO:0044319; GO:0044325; GO:0045022; GO:0045184; GO:0045216; GO:0045296; GO:0046332; GO:0048471; GO:0048680; GO:0050808; GO:0050821; GO:0051015; GO:0051020; GO:0051209; GO:0051220; GO:0051764; GO:0060271; GO:0070062; GO:0070527; GO:0071526; GO:0072659; GO:0090042; GO:0090307; GO:0097368; GO:0097440; GO:0098794; GO:0098978; GO:0140297; GO:1900026; GO:1901381; GO:1902396; GO:1905000; GO:1905031; GO:1990779; GO:2000179; GO:2001046; GO:2001224
Peve_00000515	GO:0000278; GO:0003779; GO:0005829; GO:0005886; GO:0007301; GO:0007616; GO:0008045; GO:0008104; GO:0008302; GO:0008340; GO:0015629; GO:0030018; GO:0030708; GO:0030725; GO:0035182; GO:0035183; GO:0035204; GO:0035324; GO:0045179; GO:0045214; GO:0048149; GO:0051015; GO:0051495; GO:0051764; GO:0110069
Peve_00000517	GO:0001725; GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0006468; GO:0006939; GO:0014820; GO:0015629; GO:0030027; GO:0030335; GO:0032060; GO:0032154; GO:0046872; GO:0051928; GO:0060414; GO:0071476; GO:0090303
