"miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region"
"Cluster_3366","FUN_034461",0.888310868864341,0.0440491206471639,0.96546924320845,174,-21.35,"2 23","394 415",21,"85.71%","85.71%","3UTR"
"Cluster_1862","FUN_022873",0.900403409925386,0.0371623981684278,0.96546924320845,172,-21.74,"2 21","202 225",19,"68.42%","94.74%","3UTR"
"Cluster_10207","FUN_024260",-0.946398188227218,0.0147767891703283,0.801301622128722,149,-22.38,"2 19","365 386",18,"61.11%","83.33%","3UTR"
"Cluster_2463","FUN_002930",-0.892464843933718,0.0416415916519815,0.96546924320845,179,-25.95,"2 21","743 765",20,"85.00%","90.00%","3UTR"
"Cluster_3366","FUN_002935",0.909204539208535,0.0323910575218071,0.936038830949265,161,-22.35,"2 19","423 450",21,"71.43%","80.95%","3UTR"
"Cluster_1951","FUN_014499",0.947520043695962,0.0143177722601088,0.789685182794853,164,-20.1,"2 18","970 994",19,"78.95%","84.21%","3UTR"
"Cluster_15340","FUN_009243",-0.898144042659504,0.038420626879773,0.96546924320845,167,-20.43,"2 21","344 366",20,"75.00%","85.00%","3UTR"
"Cluster_1826","FUN_021020",0.960566003787893,0.00934446304885304,0.717681557663573,163,-20.28,"2 21","614 636",20,"70.00%","85.00%","3UTR"
"Cluster_1862","FUN_034095",0.979159544197398,0.00360024762062114,0.545343267336266,173,-21.21,"2 23","973 998",23,"73.91%","82.61%","3UTR"
"Cluster_10051","FUN_018974",0.972275921067839,0.00551829871221388,0.615122200582249,155,-23.11,"2 21","894 920",24,"62.50%","75.00%","3UTR"
"Cluster_14402","FUN_027471",-0.88954103184429,0.0433316800971623,0.96546924320845,167,-20.73,"2 20","263 284",18,"77.78%","83.33%","3UTR"
"Cluster_5981","FUN_006649",0.960485624156678,0.0093729338037559,0.717681557663573,164,-20.99,"2 21","741 763",19,"73.68%","78.95%","3UTR"
"Cluster_2859","FUN_008226",0.895056470766271,0.040161512926661,0.96546924320845,147,-21.37,"2 22","216 241",23,"65.22%","69.57%","3UTR"
"Cluster_10207","FUN_041591",-0.897545558605285,0.0387561505122677,0.96546924320845,152,-20.33,"2 17","688 708",15,"73.33%","80.00%","3UTR"
"Cluster_3367","FUN_014272",-0.91834045230983,0.027666353073052,0.914225011702335,167,-21.86,"2 21","660 685",21,"76.19%","80.95%","3UTR"
"Cluster_5899","FUN_022343",-0.909992510834645,0.0319742081854053,0.932459259600562,141,-20.02,"2 21","671 700",27,"59.26%","70.37%","3UTR"
"Cluster_3367","FUN_033784",-0.91626070905909,0.0287207716793092,0.922979388371587,165,-20.2,"2 23","125 149",22,"68.18%","81.82%","3UTR"
"Cluster_3367","FUN_033784",-0.91626070905909,0.0287207716793092,0.922979388371587,165,-20.2,"2 23","221 245",22,"68.18%","81.82%","3UTR"
"Cluster_10051","FUN_025386",0.881625074602777,0.0480128801489673,0.96546924320845,163,-20.65,"2 21","501 524",21,"71.43%","80.95%","3UTR"
"Cluster_18728","FUN_038206",-0.958719638413883,0.0100055624471572,0.717681557663573,166,-24.41,"2 21","39 59",19,"78.95%","84.21%","3UTR"
"Cluster_18728","FUN_024038",-0.911178110011102,0.0313502797344718,0.927986962503855,148,-21.59,"2 21","309 330",19,"63.16%","68.42%","3UTR"
"Cluster_4254","FUN_012901",0.988405531088292,0.00149607509505869,0.545343267336266,154,-20.34,"2 20","44 68",21,"66.67%","76.19%","3UTR"
"Cluster_10051","FUN_025954",0.993639608434193,0.0006083378812905,0.5367636898854,157,-22.18,"2 21","349 368",19,"73.68%","78.95%","3UTR"
"Cluster_15316","FUN_031240",0.987112716818925,0.00175280902511889,0.545343267336266,162,-20.32,"2 21","502 528",24,"75.00%","75.00%","3UTR"
"Cluster_15928","FUN_016389",0.995492213564925,0.000363065499834431,0.404569712307988,161,-20.09,"2 20","379 399",18,"77.78%","83.33%","3UTR"
"Cluster_10051","FUN_024899",0.915868778083621,0.0289208946311854,0.922979388371587,154,-22.44,"2 21","529 549",19,"63.16%","84.21%","3UTR"
"Cluster_15340","FUN_035393",0.91524425740246,0.0292407010865815,0.922979388371587,167,-21.77,"2 20","389 410",18,"72.22%","88.89%","3UTR"
"Cluster_3366","FUN_013441",0.979485291299236,0.00351634071926723,0.545343267336266,149,-20.43,"2 23","674 696",22,"63.64%","81.82%","3UTR"
"Cluster_3367","FUN_008843",-0.91834045230983,0.027666353073052,0.914225011702335,159,-20.06,"2 19","819 842",18,"77.78%","88.89%","3UTR"
"Cluster_10051","FUN_007609",0.978580789954302,0.00375092828341026,0.545343267336266,165,-22.11,"2 19","612 634",18,"77.78%","88.89%","3UTR"
"Cluster_10207","FUN_002414",0.954522788231191,0.0115621781208051,0.756417382372095,158,-21.67,"2 20","966 987",19,"68.42%","84.21%","3UTR"
"Cluster_10057","FUN_014681",0.895870705214726,0.0397000351374173,0.96546924320845,146,-26.12,"2 21","721 747",24,"62.50%","70.83%","3UTR"
"Cluster_3366","FUN_004088",-0.966338509909935,0.00737613387218483,0.677079544727381,156,-20.9,"2 23","778 803",23,"60.87%","82.61%","3UTR"
"Cluster_10051","FUN_002849",0.934958820164893,0.0197166645265629,0.868390424516277,158,-21.97,"2 21","278 301",21,"66.67%","85.71%","3UTR"
"Cluster_10207","FUN_033146",0.887810016126512,0.0443422908372885,0.96546924320845,163,-20.26,"2 20","544 564",18,"72.22%","83.33%","3UTR"
"Cluster_1862","FUN_042954",0.932985492712366,0.0206144935084305,0.878945978594776,181,-26.27,"2 23","489 513",22,"77.27%","90.91%","3UTR"
"Cluster_18728","FUN_013759",-0.958719638413883,0.0100055624471573,0.717681557663573,158,-24.04,"2 19","277 298",17,"76.47%","76.47%","3UTR"
"Cluster_5981","FUN_035870",0.916117604887988,0.0287937899747496,0.922979388371587,160,-24.02,"2 21","188 210",19,"63.16%","84.21%","3UTR"
"Cluster_5900","FUN_043410",-0.983031019325006,0.00264672589177186,0.545343267336266,162,-22.31,"2 21","364 388",22,"77.27%","77.27%","3UTR"
"Cluster_14768","FUN_009178",0.900311733131256,0.0372131918096321,0.96546924320845,150,-21.65,"2 17","304 323",15,"80.00%","80.00%","3UTR"
"Cluster_19193","FUN_028837",0.887017169597595,0.0448076363337118,0.96546924320845,163,-24.66,"2 21","641 663",20,"70.00%","85.00%","3UTR"
"Cluster_3250","FUN_006081",0.977388854104582,0.00406760929145233,0.545343267336266,175,-25.52,"2 21","845 867",20,"80.00%","90.00%","3UTR"
"Cluster_10051","FUN_019442",0.972405796451194,0.00547967560671656,0.613503054224958,177,-24.59,"2 19","405 428",19,"89.47%","89.47%","3UTR"
"Cluster_18728","FUN_028974",-0.976242455648011,0.00438008401342708,0.562617375579486,140,-21.49,"2 9","745 766",7,"100.00%","100.00%","3UTR"
"Cluster_14768","FUN_004001",0.90728549040468,0.0334134693550686,0.945140915113237,141,-20.67,"2 20","11 30",18,"61.11%","72.22%","3UTR"
"Cluster_1951","FUN_032813",-0.962521932705698,0.00866050057254566,0.701026172436446,171,-22.89,"2 21","848 871",21,"76.19%","85.71%","3UTR"
"Cluster_10057","FUN_032813",-0.881994926886044,0.0477907964799245,0.96546924320845,163,-22.16,"2 21","157 180",21,"71.43%","80.95%","3UTR"
"Cluster_4254","FUN_017754",0.886778167844242,0.0449482155556408,0.96546924320845,168,-22.69,"2 21","721 742",19,"68.42%","89.47%","3UTR"
"Cluster_3250","FUN_022647",0.903449463979565,0.0354873946135757,0.957075830429796,145,-20.32,"2 15","98 124",18,"72.22%","72.22%","3UTR"
"Cluster_1862","FUN_008116",0.91706870951821,0.0283096136141049,0.91953372332968,173,-23.1,"2 23","749 773",22,"72.73%","86.36%","3UTR"
"Cluster_15775","FUN_014246",0.950621043656932,0.0130738520743087,0.766084851142397,160,-23.26,"2 22","494 519",23,"65.22%","78.26%","3UTR"
"Cluster_15340","FUN_037537",-0.946073573195481,0.0149104864517547,0.804033725844593,147,-20.9,"2 18","863 889",21,"71.43%","71.43%","3UTR"
"Cluster_4220","FUN_037094",-0.886999888942687,0.0448177960148634,0.96546924320845,171,-22.96,"2 21","293 315",20,"80.00%","85.00%","3UTR"
"Cluster_3366","FUN_037096",0.904505747275725,0.0349123426242964,0.954386929517051,157,-20.21,"2 23","204 228",22,"59.09%","81.82%","3UTR"
"Cluster_3366","FUN_033570",0.888310868864341,0.0440491206471639,0.96546924320845,166,-20.34,"2 19","448 471",17,"82.35%","82.35%","3UTR"
"Cluster_14768","FUN_041715",-0.921640748295058,0.0260194246904613,0.914225011702335,161,-22.11,"2 19","50 71",18,"77.78%","83.33%","3UTR"
"Cluster_5900","FUN_012178",0.881648160791344,0.0479990081541277,0.96546924320845,167,-21.27,"2 21","703 725",20,"75.00%","85.00%","3UTR"
"Cluster_10228","FUN_020870",-0.953881825789136,0.0118063234017635,0.762650818673689,157,-22.53,"2 22","152 171",20,"70.00%","80.00%","3UTR"
"Cluster_19193","FUN_022469",0.96824479400018,0.00676046735214234,0.666067915013961,169,-21.37,"2 18","178 199",16,"81.25%","93.75%","3UTR"
"Cluster_17776","FUN_024551",0.932825108812303,0.0206880329376491,0.879870949718888,160,-24.25,"2 21","59 80",19,"68.42%","78.95%","3UTR"
"Cluster_16409","FUN_022664",0.920139320216983,0.0267646365114796,0.914225011702335,158,-20.96,"2 21","335 358",21,"71.43%","80.95%","3UTR"
"Cluster_3366","FUN_039988",0.888310868864341,0.0440491206471639,0.96546924320845,142,-20.37,"2 23","98 127",27,"59.26%","74.07%","3UTR"
"Cluster_10419","FUN_024475",0.89396845619105,0.0407808022661076,0.96546924320845,156,-21.08,"2 21","665 686",19,"68.42%","73.68%","3UTR"
"Cluster_5981","FUN_000484",0.965113242711184,0.00778106354057353,0.677079544727381,157,-20.81,"2 22","47 69",20,"60.00%","80.00%","3UTR"
"Cluster_18728","FUN_000484",-0.958719638413883,0.0100055624471572,0.717681557663573,140,-20.11,"2 9","920 941",7,"100.00%","100.00%","3UTR"
"Cluster_3367","FUN_005665",-0.91834045230983,0.027666353073052,0.914225011702335,152,-20.85,"2 21","339 362",19,"57.89%","78.95%","3UTR"
"Cluster_1862","FUN_017622",0.995693532787135,0.000339027428145737,0.393371538720933,163,-20.35,"2 21","739 763",20,"70.00%","85.00%","3UTR"
"Cluster_5981","FUN_018376",0.991502576852876,0.000939096871218252,0.545343267336266,150,-21.35,"2 22","580 600",20,"65.00%","75.00%","3UTR"
"Cluster_18728","FUN_018376",-0.972117222602966,0.00556561459709215,0.617565644211579,159,-21.71,"2 20","264 285",18,"72.22%","77.78%","3UTR"
"Cluster_3437","FUN_040150",-0.889776610742124,0.0431947159208035,0.96546924320845,170,-23.09,"2 22","707 731",23,"78.26%","82.61%","3UTR"
"Cluster_17776","FUN_038158",0.963064629680728,0.00847377040471592,0.696194485773984,157,-21.61,"2 14","88 109",12,"83.33%","100.00%","3UTR"
"Cluster_15340","FUN_016048",0.916573884352466,0.0285611834742794,0.921903701075914,155,-22.43,"2 21","46 64",19,"73.68%","84.21%","3UTR"
"Cluster_10228","FUN_025704",-0.922782863821467,0.0254571137119184,0.914225011702335,148,-21.08,"2 22","575 593",20,"70.00%","70.00%","3UTR"
"Cluster_16409","FUN_020627",0.912436100242777,0.0306925837127653,0.922979388371587,170,-23.37,"2 20","523 545",19,"78.95%","89.47%","3UTR"
"Cluster_18728","FUN_031987",-0.917789916417764,0.0279442357385929,0.916241285095535,158,-20.9,"2 19","491 512",17,"76.47%","76.47%","3UTR"
"Cluster_10228","FUN_014575",0.942458837384802,0.0164254553264028,0.834900929840595,157,-21.71,"2 20","704 725",18,"72.22%","83.33%","3UTR"
"Cluster_18723","FUN_023141",-0.926481193360391,0.0236637382302026,0.911947326397717,158,-21.46,"2 20","196 221",22,"68.18%","77.27%","3UTR"
"Cluster_1862","FUN_026831",0.997716478496002,0.000130946140340583,0.393371538720933,176,-23,"2 21","134 157",19,"68.42%","100.00%","3UTR"
"Cluster_3366","FUN_026837",0.888310868864341,0.0440491206471639,0.96546924320845,160,-22.19,"2 18","650 674",17,"76.47%","88.24%","3UTR"
"Cluster_3366","FUN_013919",0.888310868864341,0.0440491206471639,0.96546924320845,162,-24.19,"2 23","779 802",21,"66.67%","76.19%","3UTR"
"Cluster_18728","FUN_018740",-0.958719638413883,0.0100055624471572,0.717681557663573,155,-25.54,"2 21","7 30",21,"66.67%","76.19%","3UTR"
"Cluster_10051","FUN_025322",0.897880908055453,0.0385680315035593,0.96546924320845,158,-21.18,"2 21","727 750",21,"71.43%","80.95%","3UTR"
"Cluster_3250","FUN_006054",0.977388854104582,0.00406760929145233,0.545343267336266,175,-25.52,"2 21","103 125",20,"80.00%","90.00%","3UTR"
"Cluster_3250","FUN_032653",0.947230938750294,0.0144356099915736,0.79284365320448,154,-21.61,"2 17","838 858",15,"80.00%","86.67%","3UTR"
"Cluster_10051","FUN_001853",-0.911598560263343,0.0311299644953076,0.926337549274273,172,-29.89,"2 21","5619 5640",19,"73.68%","89.47%","CDS"
"Cluster_10051","FUN_001948",0.979680269937281,0.00346643137529996,0.545343267336266,145,-21.88,"2 21","13634 13655",20,"60.00%","80.00%","CDS"
"Cluster_10051","FUN_001948",0.979680269937281,0.00346643137529996,0.545343267336266,159,-24.71,"2 21","5724 5746",20,"70.00%","80.00%","CDS"
"Cluster_10051","FUN_002098",0.94667207225362,0.0146642918761404,0.798812522398142,150,-20.1,"2 11","4980 5001",9,"100.00%","100.00%","CDS"
"Cluster_10051","FUN_000607",0.975751510133819,0.00451621830381497,0.568957598775243,168,-24.5,"2 18","2753 2776",18,"83.33%","88.89%","CDS"
"Cluster_10051","FUN_000634",0.978580789954303,0.00375092828341024,0.545343267336266,162,-22.68,"2 21","1967 1987",19,"73.68%","84.21%","CDS"
"Cluster_10051","FUN_000185",0.92342976870302,0.0251403778916514,0.914225011702335,154,-20.44,"2 20","5812 5834",19,"68.42%","78.95%","CDS"
"Cluster_10051","FUN_003924",0.9785058578063,0.00377058596288974,0.545343267336266,155,-21.19,"2 21","2127 2150",21,"66.67%","76.19%","CDS"
"Cluster_10051","FUN_004350",0.893857185974053,0.0408443061796801,0.96546924320845,161,-21.3,"2 21","11336 11357",20,"80.00%","80.00%","CDS"
"Cluster_10051","FUN_004630",0.945427801458537,0.0151776204665744,0.809961631599194,153,-24.89,"2 21","18495 18516",20,"65.00%","85.00%","CDS"
"Cluster_10051","FUN_004695",0.924456922184046,0.0246401022955009,0.911947326397717,152,-21.44,"2 20","8958 8979",19,"68.42%","84.21%","CDS"
"Cluster_10051","FUN_004887",0.921538726197288,0.0260698468160098,0.914225011702335,159,-20.28,"2 21","7118 7140",20,"70.00%","80.00%","CDS"
"Cluster_10051","FUN_004905",0.92146101214084,0.0261082763450531,0.914225011702335,154,-20.56,"2 21","30000 30024",22,"68.18%","77.27%","CDS"
"Cluster_10051","FUN_002363",0.919479933980937,0.0270940488508446,0.914225011702335,154,-22.29,"2 21","15128 15154",24,"66.67%","75.00%","CDS"
"Cluster_10051","FUN_006513",0.986343585700007,0.00191182107517003,0.545343267336266,160,-20.85,"2 20","158 179",19,"78.95%","84.21%","CDS"
"Cluster_10051","FUN_006955",0.895440583760492,0.0399436003967228,0.96546924320845,156,-20.73,"2 21","1633 1654",19,"68.42%","73.68%","CDS"
"Cluster_10051","FUN_007037",0.978255057697467,0.00383662722599413,0.545343267336266,152,-20.86,"2 21","1457 1478",19,"63.16%","73.68%","CDS"
"Cluster_10051","FUN_007037",0.978255057697467,0.00383662722599413,0.545343267336266,152,-20.86,"2 21","20175 20196",19,"63.16%","73.68%","CDS"
"Cluster_10051","FUN_007037",0.978255057697467,0.00383662722599413,0.545343267336266,152,-20.86,"2 21","35118 35139",19,"63.16%","73.68%","CDS"
"Cluster_10051","FUN_007037",0.978255057697467,0.00383662722599413,0.545343267336266,152,-20.86,"2 21","50475 50496",19,"63.16%","73.68%","CDS"
"Cluster_10051","FUN_007037",0.978255057697467,0.00383662722599413,0.545343267336266,152,-20.86,"2 21","68356 68377",19,"63.16%","73.68%","CDS"
"Cluster_10051","FUN_007037",0.978255057697467,0.00383662722599413,0.545343267336266,155,-20.58,"2 19","93201 93220",17,"76.47%","82.35%","CDS"
"Cluster_10051","FUN_007038",0.978580789954302,0.00375092828341026,0.545343267336266,152,-20.86,"2 21","286 307",19,"63.16%","73.68%","CDS"
"Cluster_10051","FUN_005890",0.899363123057674,0.0377400677348616,0.96546924320845,170,-22.02,"2 19","21924 21945",17,"82.35%","88.24%","CDS"
"Cluster_10051","FUN_006140",0.900195191214334,0.0372777939564538,0.96546924320845,151,-20.67,"2 21","16646 16669",21,"61.90%","76.19%","CDS"
"Cluster_10051","FUN_008324",0.96755942484353,0.00697978447307705,0.676835217909263,161,-21.21,"2 21","1279 1300",20,"80.00%","80.00%","CDS"
"Cluster_10051","FUN_008755",0.923318615101228,0.025194709564171,0.914225011702335,160,-20.37,"2 21","1219 1239",20,"80.00%","80.00%","CDS"
"Cluster_10051","FUN_007895",0.897809910821938,0.0386078340541554,0.96546924320845,159,-20.09,"2 16","2981 3002",14,"78.57%","92.86%","CDS"
"Cluster_10051","FUN_008023",0.985965668756982,0.00199161354692373,0.545343267336266,155,-20.47,"2 21","2687 2705",19,"73.68%","84.21%","CDS"
"Cluster_10051","FUN_008973",0.989250151196218,0.00133578284446748,0.545343267336266,158,-23.7,"2 21","14716 14740",22,"63.64%","86.36%","CDS"
"Cluster_10051","FUN_010134",0.949326545430932,0.0135886319495017,0.776980128461315,156,-23.87,"2 13","41 62",11,"90.91%","100.00%","CDS"
"Cluster_10051","FUN_009363",0.966011128896181,0.00748363036526953,0.677079544727381,147,-20.85,"2 13","13603 13625",12,"83.33%","91.67%","CDS"
"Cluster_10051","FUN_009518",0.890418895569101,0.0428219956381823,0.96546924320845,170,-21.68,"2 21","1257 1277",19,"78.95%","89.47%","CDS"
"Cluster_10051","FUN_011644",0.924582651133568,0.0245790891884275,0.911947326397717,164,-22.97,"2 21","619 638",19,"78.95%","89.47%","CDS"
"Cluster_10051","FUN_010663",0.92846445119371,0.0227196117573346,0.903915194278403,143,-21.43,"2 21","13455 13477",20,"60.00%","70.00%","CDS"
"Cluster_10051","FUN_010663",0.92846445119371,0.0227196117573346,0.903915194278403,157,-24.07,"2 21","23573 23598",23,"69.57%","82.61%","CDS"
"Cluster_10051","FUN_010908",-0.949879877360153,0.0133677959743389,0.773501915235558,150,-20.24,"2 21","429 449",19,"57.89%","84.21%","CDS"
"Cluster_10051","FUN_013422",0.923047211792585,0.0253275298489524,0.914225011702335,146,-20.69,"2 21","241 261",19,"68.42%","68.42%","CDS"
"Cluster_10051","FUN_014041",0.978983580949011,0.00364584405831639,0.545343267336266,152,-21.22,"2 18","2780 2802",17,"76.47%","76.47%","CDS"
"Cluster_10051","FUN_014058",0.978580789954302,0.00375092828341026,0.545343267336266,152,-22.29,"2 18","1816 1838",17,"76.47%","76.47%","CDS"
"Cluster_10051","FUN_012115",0.893682030853322,0.0409443340231988,0.96546924320845,168,-20.89,"2 21","3385 3406",19,"78.95%","78.95%","CDS"
"Cluster_10051","FUN_012225",0.986492779299764,0.0018806196778239,0.545343267336266,155,-23.09,"2 18","2066 2086",16,"75.00%","87.50%","CDS"
"Cluster_10051","FUN_012231",0.978580789954302,0.00375092828341026,0.545343267336266,162,-24.76,"2 17","1279 1299",15,"86.67%","93.33%","CDS"
"Cluster_10051","FUN_012293",0.879549273363967,0.0492653479289746,0.96546924320845,160,-20.89,"2 19","4608 4628",17,"82.35%","82.35%","CDS"
"Cluster_10051","FUN_014750",-0.922001999461092,0.0258411376408119,0.914225011702335,163,-20.24,"2 21","1226 1248",20,"75.00%","80.00%","CDS"
"Cluster_10051","FUN_014909",0.904872638292727,0.0347133072563657,0.95285770210788,163,-21.86,"2 21","8286 8309",21,"71.43%","80.95%","CDS"
"Cluster_10051","FUN_015023",0.925623393383059,0.0240759229468664,0.911947326397717,151,-21.51,"2 21","3821 3843",20,"65.00%","75.00%","CDS"
"Cluster_10051","FUN_014505",0.881719159162854,0.0479563547031606,0.96546924320845,161,-21.03,"2 20","2474 2494",18,"77.78%","83.33%","CDS"
"Cluster_10051","FUN_016110",0.885301151981183,0.0458200754538992,0.96546924320845,163,-25.03,"2 20","19771 19792",18,"72.22%","83.33%","CDS"
"Cluster_10051","FUN_016037",0.96040332870312,0.00940211256050052,0.717681557663573,164,-27.3,"2 19","39357 39377",17,"76.47%","94.12%","CDS"
"Cluster_10051","FUN_016423",0.944463455903943,0.0155794029234196,0.818666876857758,176,-26.94,"2 21","857 878",19,"78.95%","89.47%","CDS"
"Cluster_10051","FUN_016596",0.950934265502318,0.0129502724108881,0.766084851142397,157,-21.25,"2 21","596 617",20,"75.00%","80.00%","CDS"
"Cluster_10051","FUN_017950",0.902369349991487,0.036078516070568,0.96166722275777,162,-22.38,"2 15","5443 5464",13,"84.62%","100.00%","CDS"
"Cluster_10051","FUN_019769",0.978580789954303,0.0037509282834102,0.545343267336266,171,-20.94,"2 21","1716 1738",20,"80.00%","85.00%","CDS"
"Cluster_10051","FUN_020616",0.986705326043718,0.00183646402768314,0.545343267336266,171,-20.94,"2 21","1663 1685",20,"80.00%","85.00%","CDS"
