# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/Peve-lncRNA.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-71.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-73.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-76.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-79.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-71.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-73.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-76.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-79.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-82.sorted.bam
lncRNA_247	Porites_evermani_scaffold_1061	130486	142386	+	11901	44.50	9.50	65.50	76.50	86.50
lncRNA_248	Porites_evermani_scaffold_1061	150779	151310	+	532	41.33	4	0	8.33	83.83
lncRNA_249	Porites_evermani_scaffold_1063	66499	71207	+	4709	2744.00	842	1160	1065.00	6014.00
lncRNA_250	Porites_evermani_scaffold_1063	121034	122501	+	1468	22	0	283	67	49
lncRNA_251	Porites_evermani_scaffold_1063	110453	111590	+	1138	370	98	155	0	90
lncRNA_252	Porites_evermani_scaffold_1065	155686	156789	+	1104	0	47	0	0	288.50
lncRNA_253	Porites_evermani_scaffold_1066	76768	78046	+	1279	32	12	3	8	22.17
lncRNA_254	Porites_evermani_scaffold_1067	152818	153081	+	264	0	0	46	0	0
lncRNA_255	Porites_evermani_scaffold_1069	116185	117386	+	1202	585.00	229.50	253.50	0	0
lncRNA_256	Porites_evermani_scaffold_1069	1030	1809	+	780	9	1837.03	2	232.50	395.50
lncRNA_257	Porites_evermani_scaffold_1069	60593	61542	+	950	0	0	0	0	83
lncRNA_258	Porites_evermani_scaffold_1069	117406	119734	+	2329	56898.50	38796.50	57094.50	155	194
lncRNA_259	Porites_evermani_scaffold_1069	76673	76875	+	203	0	0	42	0	0
lncRNA_260	Porites_evermani_scaffold_1069	142731	143001	+	271	15	22	40	2	0
lncRNA_261	Porites_evermani_scaffold_107	1	3351	+	3351	1504	188	59.83	2185.50	835.33
lncRNA_262	Porites_evermani_scaffold_107	36362	40190	+	3829	106.75	96.88	0	55.33	165.48
lncRNA_263	Porites_evermani_scaffold_107	39809	41959	+	2151	185.75	123.72	0	67.17	155.28
lncRNA_264	Porites_evermani_scaffold_107	496556	507485	+	10930	0	189	4	0	312
lncRNA_265	Porites_evermani_scaffold_107	436140	436367	+	228	0	4.40	29.40	0	4.20
lncRNA_266	Porites_evermani_scaffold_107	495631	495974	+	344	0	14	0	0	34
lncRNA_267	Porites_evermani_scaffold_1070	90939	95825	+	4887	129.46	44.50	821.00	120.50	221.25
lncRNA_268	Porites_evermani_scaffold_1070	79734	82973	+	3240	156.50	142.16	351.49	187.75	362.66
lncRNA_269	Porites_evermani_scaffold_1070	80881	117899	+	37019	1503.59	887.78	3803.49	1098.75	2488.08
lncRNA_270	Porites_evermani_scaffold_1071	154220	155308	+	1089	2	0	39	0	3
lncRNA_271	Porites_evermani_scaffold_1071	26685	27320	+	636	3045	1885	3106	1971	4473
lncRNA_272	Porites_evermani_scaffold_1072	21376	22284	+	909	0	0	0	1	30
lncRNA_273	Porites_evermani_scaffold_1072	9022	14533	+	5512	529	83	450	3	404
lncRNA_274	Porites_evermani_scaffold_1072	116899	117217	+	319	4	0	50	0	2
lncRNA_275	Porites_evermani_scaffold_1072	156220	156757	+	538	295	343	49	99	275
lncRNA_276	Porites_evermani_scaffold_1073	50808	51049	+	242	0	0	46	0	0
lncRNA_277	Porites_evermani_scaffold_1074	52502	53257	+	756	193	89	444	78	249
lncRNA_278	Porites_evermani_scaffold_1074	58226	62478	+	4253	2320.11	801.43	1621.52	1512.03	4293.66
lncRNA_279	Porites_evermani_scaffold_1074	62200	64341	+	2142	796.48	473.30	440.97	195.66	575.41
lncRNA_280	Porites_evermani_scaffold_1075	32391	35274	+	2884	575.91	12.50	102.67	123.91	1031.27
lncRNA_281	Porites_evermani_scaffold_1075	32945	35565	+	2621	585.24	11	74.17	133.58	1071.10
lncRNA_282	Porites_evermani_scaffold_1075	44870	48457	+	3588	187	30.50	23.50	71	733.50
lncRNA_283	Porites_evermani_scaffold_1076	66625	66894	+	270	0	21.50	0	2	35.67
lncRNA_284	Porites_evermani_scaffold_1077	5655	5881	+	227	67.17	0	1	8	0
lncRNA_285	Porites_evermani_scaffold_1079	124631	133134	+	8504	135.79	32.50	99.83	51.50	130.17
lncRNA_286	Porites_evermani_scaffold_1079	124712	133134	+	8423	135.79	32.50	99.83	51.50	130.17
lncRNA_287	Porites_evermani_scaffold_1079	128305	133134	+	4830	118.33	27.50	91.33	48.00	105.50
lncRNA_288	Porites_evermani_scaffold_1079	128442	132890	+	4449	89.67	22.50	63.00	31	70.17
lncRNA_289	Porites_evermani_scaffold_1079	89666	91962	+	2297	281.04	920.53	8.43	106.33	772.06
lncRNA_290	Porites_evermani_scaffold_1079	89691	91962	+	2272	258.04	815.03	8.10	95.80	711.26
lncRNA_291	Porites_evermani_scaffold_108	445359	446572	+	1214	241	75	384	130	100
lncRNA_292	Porites_evermani_scaffold_108	64616	65120	+	505	0	2	79	2	46
lncRNA_293	Porites_evermani_scaffold_108	167687	168147	+	461	2	15	94	0	4.70
lncRNA_294	Porites_evermani_scaffold_108	201236	201493	+	258	0	0	32	0	2
lncRNA_295	Porites_evermani_scaffold_1080	15081	15404	+	324	11	7	40	10	1
lncRNA_296	Porites_evermani_scaffold_1080	62843	69366	+	6524	21.90	1.20	69.87	5.13	26.73
lncRNA_297	Porites_evermani_scaffold_1080	110739	112263	+	1525	8.00	3	48	8.00	66.33
lncRNA_298	Porites_evermani_scaffold_1080	92593	92844	+	252	3	7	24	1	12
lncRNA_299	Porites_evermani_scaffold_1080	93184	93464	+	281	2	7	74	2	0
lncRNA_300	Porites_evermani_scaffold_1080	107000	107248	+	249	0	5	34.50	0	19.50
lncRNA_301	Porites_evermani_scaffold_1081	631	4387	+	3757	1303.50	479	1342.50	612	1379.50
lncRNA_302	Porites_evermani_scaffold_1081	631	4387	+	3757	1303.50	479	1342.50	612	1379.50
lncRNA_303	Porites_evermani_scaffold_1081	71108	76859	+	5752	6.50	12	37.50	4.50	16.50
lncRNA_304	Porites_evermani_scaffold_1081	35892	42909	+	7018	196	38	433	117	328
lncRNA_305	Porites_evermani_scaffold_1081	71505	84599	+	13095	47.50	57.00	217.50	15	86
lncRNA_306	Porites_evermani_scaffold_1081	112012	112589	+	578	32	21	75	18	17
lncRNA_307	Porites_evermani_scaffold_1083	69817	70285	+	469	153	101	122	124	211
lncRNA_308	Porites_evermani_scaffold_1083	147943	151929	+	3987	476	147	1458.50	1012	855.25
lncRNA_309	Porites_evermani_scaffold_1083	153459	154870	+	1412	543.50	106	454	639.50	540
lncRNA_310	Porites_evermani_scaffold_1083	44710	44914	+	205	19.60	16.10	3.37	31.63	40.37
lncRNA_311	Porites_evermani_scaffold_1084	35179	35442	+	264	2	1	28	6	10
lncRNA_312	Porites_evermani_scaffold_1085	90971	91243	+	273	0	0	36	0	0
lncRNA_313	Porites_evermani_scaffold_1085	116489	116756	+	268	0	0	24	0	2
lncRNA_314	Porites_evermani_scaffold_1086	129829	130462	+	634	2	0	0	0	64
lncRNA_315	Porites_evermani_scaffold_1087	86388	93387	+	7000	241.00	112	117.50	151.50	391
lncRNA_316	Porites_evermani_scaffold_1087	86388	93387	+	7000	241.00	112	117.50	151.50	391
lncRNA_317	Porites_evermani_scaffold_1087	131516	131976	+	461	34.20	0	55.60	0.20	67.50
lncRNA_318	Porites_evermani_scaffold_1088	46698	46998	+	301	1.00	2.33	42	8	9
lncRNA_319	Porites_evermani_scaffold_1088	79302	79654	+	353	0	0	79	0	0
lncRNA_320	Porites_evermani_scaffold_1088	81525	81914	+	390	14	6	102	16	56
lncRNA_321	Porites_evermani_scaffold_1088	83587	84265	+	679	19.50	13	79	9	64
lncRNA_322	Porites_evermani_scaffold_1088	99007	99215	+	209	0	0	34	0	6
lncRNA_323	Porites_evermani_scaffold_1088	109612	109877	+	266	0	0	28	0	0
lncRNA_324	Porites_evermani_scaffold_1088	136867	137074	+	208	0	0	28	0	0
lncRNA_325	Porites_evermani_scaffold_109	169068	186430	+	17363	4346.33	1796.83	5089	3163.50	5035.50
lncRNA_326	Porites_evermani_scaffold_109	339838	341346	+	1509	836.20	72	718.20	196	446.25
lncRNA_327	Porites_evermani_scaffold_109	394733	396440	+	1708	0	0	37	0	0
lncRNA_328	Porites_evermani_scaffold_109	9895	16224	+	6330	169	231	354	116	199
lncRNA_329	Porites_evermani_scaffold_109	185558	186365	+	808	732	277.50	955	458.50	737
lncRNA_330	Porites_evermani_scaffold_109	363906	364638	+	733	9.40	1.67	0	4.40	43.77
lncRNA_331	Porites_evermani_scaffold_109	401408	401630	+	223	0	2	29	0	0
lncRNA_332	Porites_evermani_scaffold_109	500875	502125	+	1251	4	0	294	157	52
lncRNA_333	Porites_evermani_scaffold_1090	85094	85296	+	203	0	0	37	0	0
lncRNA_334	Porites_evermani_scaffold_1091	18420	19374	+	955	307	37	392	152	572
lncRNA_335	Porites_evermani_scaffold_1091	16833	18133	+	1301	538	112	350	202	972
lncRNA_336	Porites_evermani_scaffold_1091	124380	124645	+	266	0	0	31	0	0
lncRNA_337	Porites_evermani_scaffold_1092	34857	36164	+	1308	0	0	34	9	0
lncRNA_338	Porites_evermani_scaffold_1092	67369	68026	+	658	80.90	44.17	60	46	161.70
lncRNA_339	Porites_evermani_scaffold_1093	5797	7511	+	1715	8.50	0	20.50	34.83	11
lncRNA_340	Porites_evermani_scaffold_1093	135388	138703	+	3316	0.50	0	10	0	32.50
lncRNA_341	Porites_evermani_scaffold_1093	40608	40816	+	209	0	0	34	16	0
lncRNA_342	Porites_evermani_scaffold_1094	13	3253	+	3241	154	576	187	73	236
lncRNA_343	Porites_evermani_scaffold_1094	102692	102946	+	255	0	0	36	8	0
lncRNA_344	Porites_evermani_scaffold_1094	154148	154415	+	268	0	0	38	9	0
lncRNA_345	Porites_evermani_scaffold_1095	137456	138918	+	1463	336.00	120.00	273.67	271.67	352.00
lncRNA_346	Porites_evermani_scaffold_1095	90328	92800	+	2473	105	54	291	101	55
lncRNA_347	Porites_evermani_scaffold_1095	15695	15907	+	213	0	4	34	0	3
lncRNA_348	Porites_evermani_scaffold_1096	71469	81146	+	9678	147.50	40.60	250.00	87	149.25
lncRNA_349	Porites_evermani_scaffold_1096	71479	81146	+	9668	147.50	40.60	250.00	87	149.25
lncRNA_350	Porites_evermani_scaffold_1096	8532	8859	+	328	0	0	38	0	0
lncRNA_351	Porites_evermani_scaffold_1096	94411	94625	+	215	16.25	8.50	6.65	13	16.17
lncRNA_352	Porites_evermani_scaffold_1098	25984	27276	+	1293	92.83	20	89	55	75
lncRNA_353	Porites_evermani_scaffold_1098	128542	130896	+	2355	740.50	365.00	955	311	1803
lncRNA_354	Porites_evermani_scaffold_1099	9849	10424	+	576	351.20	124.33	385	156.50	324.17
lncRNA_355	Porites_evermani_scaffold_1099	40947	41275	+	329	0	0	70	0	0
lncRNA_356	Porites_evermani_scaffold_1099	56691	56972	+	282	0	0	24	0	0
lncRNA_357	Porites_evermani_scaffold_1099	105530	105811	+	282	0.40	0	28	0	0
lncRNA_358	Porites_evermani_scaffold_11	306266	308167	+	1902	322	441	843	168	776
lncRNA_359	Porites_evermani_scaffold_11	382800	384094	+	1295	18	11	0	3	77
lncRNA_360	Porites_evermani_scaffold_11	221833	225040	+	3208	357	18	99.33	37.50	120
lncRNA_361	Porites_evermani_scaffold_11	302937	303260	+	324	2	0	34	0	0
lncRNA_362	Porites_evermani_scaffold_11	567500	567798	+	299	2	4	30	6	2
lncRNA_363	Porites_evermani_scaffold_11	584001	584690	+	690	8	5	97	2	13
lncRNA_364	Porites_evermani_scaffold_11	599547	599872	+	326	0	0	28	0	0
lncRNA_365	Porites_evermani_scaffold_11	606353	606604	+	252	8	0	36	0	24
lncRNA_366	Porites_evermani_scaffold_11	788870	789071	+	202	0	0	30	0	0
lncRNA_367	Porites_evermani_scaffold_11	859204	859490	+	287	10	2	34	0	4
lncRNA_368	Porites_evermani_scaffold_11	880535	880854	+	320	0	0	38	2	1
lncRNA_369	Porites_evermani_scaffold_11	1044333	1044605	+	273	0	0	28	0	0
lncRNA_370	Porites_evermani_scaffold_11	1055356	1055608	+	253	0	0	32	0	0
lncRNA_371	Porites_evermani_scaffold_110	129874	135432	+	5559	377.92	215.50	2	11.33	63.08
lncRNA_372	Porites_evermani_scaffold_110	305001	305288	+	288	3	0	88	0	27
lncRNA_373	Porites_evermani_scaffold_110	359358	359569	+	212	3	1	84	0	6
lncRNA_374	Porites_evermani_scaffold_110	364455	365227	+	773	1111.50	296.50	112.50	640	884.50
lncRNA_375	Porites_evermani_scaffold_110	451619	452010	+	392	1	0	51	0	4
lncRNA_376	Porites_evermani_scaffold_1100	97334	101702	+	4369	43.50	55.07	661.86	102.00	260.33
lncRNA_377	Porites_evermani_scaffold_1100	144332	145143	+	812	187	96	289	90	206
lncRNA_378	Porites_evermani_scaffold_1100	146151	146413	+	263	12	3	26	0	8
lncRNA_379	Porites_evermani_scaffold_1101	11728	14210	+	2483	969.75	1558.25	511	326.75	1542.50
lncRNA_380	Porites_evermani_scaffold_1101	12737	13837	+	1101	615.25	1025.75	346	200.25	1169.50
lncRNA_381	Porites_evermani_scaffold_1101	115936	116786	+	851	96.50	81.67	119.33	71.67	104.67
lncRNA_382	Porites_evermani_scaffold_1102	84153	86417	+	2265	1074	6.50	712	2	1305.50
lncRNA_383	Porites_evermani_scaffold_1102	115561	116695	+	1135	116.67	88.50	156.83	97.00	166.17
lncRNA_384	Porites_evermani_scaffold_1103	78681	86064	+	7384	199.00	35.50	166.05	30.45	65.50
lncRNA_385	Porites_evermani_scaffold_1103	78522	78883	+	362	0	8.50	81.75	12	24.50
lncRNA_386	Porites_evermani_scaffold_1104	46122	47446	+	1325	32	9	40	22	2
lncRNA_387	Porites_evermani_scaffold_1104	14277	14624	+	348	0	0	38	0	0
lncRNA_388	Porites_evermani_scaffold_1104	29653	29892	+	240	7	2	28	0	7
lncRNA_389	Porites_evermani_scaffold_1105	60088	64335	+	4248	90.39	4.26	569.42	64.23	162.29
lncRNA_390	Porites_evermani_scaffold_1105	60088	64335	+	4248	90.39	4.26	569.42	64.23	162.29
lncRNA_391	Porites_evermani_scaffold_1105	138287	141843	+	3557	8919.33	889.50	3415	2742.50	11107
lncRNA_392	Porites_evermani_scaffold_1105	60038	64335	+	4298	90.39	4.26	569.42	64.23	162.29
lncRNA_393	Porites_evermani_scaffold_1105	66271	66771	+	501	8	0	92	10	14
lncRNA_394	Porites_evermani_scaffold_1106	149851	152009	+	2159	19.50	2	57	6	349
lncRNA_395	Porites_evermani_scaffold_1107	51727	51993	+	267	0	2	88	0	0
lncRNA_396	Porites_evermani_scaffold_1107	55926	56212	+	287	0	2	28	0	0
lncRNA_397	Porites_evermani_scaffold_1107	60528	60878	+	351	0	7	50	0	1
lncRNA_398	Porites_evermani_scaffold_1108	24532	32380	+	7849	2712.36	723.40	263.40	933.87	1790.80
lncRNA_399	Porites_evermani_scaffold_1108	139079	139293	+	215	5	5	38	5	2
lncRNA_400	Porites_evermani_scaffold_1108	151019	151615	+	597	9	0	97	2	6
lncRNA_401	Porites_evermani_scaffold_1109	108894	110824	+	1931	2.60	0	34.40	2.20	10.00
lncRNA_402	Porites_evermani_scaffold_1109	69852	70713	+	862	121.00	2	32	0	133
lncRNA_403	Porites_evermani_scaffold_111	73253	73642	+	390	0	0	55	4	0
lncRNA_404	Porites_evermani_scaffold_1110	104902	110452	+	5551	410	436	191.00	53	1178.00
lncRNA_405	Porites_evermani_scaffold_1110	146004	146366	+	363	17	0	114	4	41
lncRNA_406	Porites_evermani_scaffold_1111	36245	38588	+	2344	512.75	241.96	204.33	153.17	477.90
lncRNA_407	Porites_evermani_scaffold_1111	36245	38588	+	2344	512.75	241.96	204.33	153.17	477.90
lncRNA_408	Porites_evermani_scaffold_1111	36245	38588	+	2344	512.75	241.96	204.33	153.17	477.90
lncRNA_409	Porites_evermani_scaffold_1111	36245	37687	+	1443	358.75	199.12	107	68.50	235
lncRNA_410	Porites_evermani_scaffold_1112	145212	147006	+	1795	2652.95	3773.26	9279.47	153.33	3928.59
lncRNA_411	Porites_evermani_scaffold_1112	145212	147006	+	1795	2652.95	3773.26	9279.47	153.33	3928.59
lncRNA_412	Porites_evermani_scaffold_1112	145212	147006	+	1795	2652.95	3773.26	9279.47	153.33	3928.59
lncRNA_413	Porites_evermani_scaffold_1112	148050	149931	+	1882	145.17	105.83	57	71	210.67
lncRNA_414	Porites_evermani_scaffold_1112	23274	23557	+	284	9	0	30	2	0
lncRNA_415	Porites_evermani_scaffold_1112	79776	80219	+	444	16	2	142	45	15
lncRNA_416	Porites_evermani_scaffold_1112	83669	84167	+	499	12	0	90	12	20
lncRNA_417	Porites_evermani_scaffold_1115	1	836	+	836	35	124	223	24	359.50
lncRNA_418	Porites_evermani_scaffold_1115	19401	20138	+	738	50	56	107	11	11
lncRNA_419	Porites_evermani_scaffold_1115	24566	24955	+	390	5	22	62	10	16
lncRNA_420	Porites_evermani_scaffold_1115	68546	68872	+	327	12	6	57	0	35
lncRNA_421	Porites_evermani_scaffold_1115	85948	86183	+	236	22	18	24	2	8
lncRNA_422	Porites_evermani_scaffold_1115	96867	97135	+	269	14	3	69	2	0
lncRNA_423	Porites_evermani_scaffold_1115	123575	124253	+	679	9	339.50	20.50	851.50	2404
lncRNA_424	Porites_evermani_scaffold_1116	122	1921	+	1800	52	12	103	37.50	4
lncRNA_425	Porites_evermani_scaffold_1116	100443	100742	+	300	6	0	60	0	2
lncRNA_426	Porites_evermani_scaffold_1119	18390	19893	+	1504	891.50	13	4.50	1	722.50
lncRNA_427	Porites_evermani_scaffold_1119	18390	19893	+	1504	891.50	13	4.50	1	722.50
lncRNA_428	Porites_evermani_scaffold_1119	1192	1458	+	267	3	1	30	2	7
lncRNA_429	Porites_evermani_scaffold_1119	9022	10129	+	1108	207.58	1	0	0	150
lncRNA_430	Porites_evermani_scaffold_112	52390	54262	+	1873	104.50	64	100	56	102.50
lncRNA_431	Porites_evermani_scaffold_112	52473	54262	+	1790	104.50	64	100	56	102.50
lncRNA_432	Porites_evermani_scaffold_112	434142	436337	+	2196	294.33	27.33	232.33	151.50	456.49
lncRNA_433	Porites_evermani_scaffold_112	434147	439197	+	5051	1125.33	123.33	778.33	397.50	1585.49
lncRNA_434	Porites_evermani_scaffold_112	434179	436337	+	2159	284.33	25.33	228.33	147.00	450.99
lncRNA_435	Porites_evermani_scaffold_112	22414	24668	+	2255	410	14	384.50	80.50	222
lncRNA_436	Porites_evermani_scaffold_112	30374	30638	+	265	0	12	48	0	0
lncRNA_437	Porites_evermani_scaffold_112	34136	34378	+	243	0	4	38	0	0
lncRNA_438	Porites_evermani_scaffold_112	362401	362717	+	317	18	2	50	0	9
lncRNA_439	Porites_evermani_scaffold_112	363377	363610	+	234	4	0	24	1	0
lncRNA_440	Porites_evermani_scaffold_112	461565	461809	+	245	0	0	38	0	0
lncRNA_441	Porites_evermani_scaffold_112	484923	485392	+	470	93	33	71	35	52
lncRNA_442	Porites_evermani_scaffold_112	486756	487201	+	446	160	64	133	39	83
lncRNA_443	Porites_evermani_scaffold_1120	95641	97482	+	1842	103	21	30	22	136
lncRNA_444	Porites_evermani_scaffold_1120	135366	136297	+	932	74	2	56	20	44
lncRNA_445	Porites_evermani_scaffold_1120	42780	46974	+	4195	10.00	10.20	46	0	21.00
lncRNA_446	Porites_evermani_scaffold_1120	100737	101320	+	584	21.00	9	24	19.33	37.33
lncRNA_447	Porites_evermani_scaffold_1120	70693	71303	+	611	121	61	120	8.50	159
lncRNA_448	Porites_evermani_scaffold_1121	15177	16347	+	1171	8.50	4.33	15.50	0	58.17
lncRNA_449	Porites_evermani_scaffold_1121	17649	18118	+	470	13.82	51.65	60.35	1.25	117.42
lncRNA_450	Porites_evermani_scaffold_1121	18062	21685	+	3624	119.44	161.33	605.50	139.22	404.35
lncRNA_451	Porites_evermani_scaffold_1121	105222	105576	+	355	22.97	1.20	0.50	0	3.70
lncRNA_452	Porites_evermani_scaffold_1122	1	10971	+	10971	4108.67	1076.67	2066.83	2041.20	7103.37
lncRNA_453	Porites_evermani_scaffold_1122	150245	151532	+	1288	231	140.00	190.50	42	279
lncRNA_454	Porites_evermani_scaffold_1123	1398	2532	+	1135	0	0.50	57	29.88	92.75
lncRNA_455	Porites_evermani_scaffold_1123	1398	6427	+	5030	0	0.50	57	42.87	100.08
lncRNA_456	Porites_evermani_scaffold_1123	1398	6427	+	5030	0	0.50	57	42.87	100.08
lncRNA_457	Porites_evermani_scaffold_1123	1398	6427	+	5030	0	0.50	57	42.87	100.08
lncRNA_458	Porites_evermani_scaffold_1123	11569	11860	+	292	0	0	40	3	0
lncRNA_459	Porites_evermani_scaffold_1123	137102	137725	+	624	189	130	726	87	232
lncRNA_460	Porites_evermani_scaffold_1125	38227	39322	+	1096	11.42	15.33	18.75	35.42	20.33
lncRNA_461	Porites_evermani_scaffold_1125	38232	39218	+	987	11.42	12.33	18.75	33.42	17.08
lncRNA_462	Porites_evermani_scaffold_1125	125704	125994	+	291	0	0	39	0	0
lncRNA_463	Porites_evermani_scaffold_1126	146953	150113	+	3161	343	300.50	401	181	550.50
lncRNA_464	Porites_evermani_scaffold_1127	117185	117509	+	325	24	2	76	18	22
lncRNA_465	Porites_evermani_scaffold_1127	117998	118628	+	631	50	13	121.50	0	49
lncRNA_466	Porites_evermani_scaffold_1129	2533	4908	+	2376	598	266	656.50	380.50	1011.50
lncRNA_467	Porites_evermani_scaffold_1129	120125	123333	+	3209	240	18	2	8	423
lncRNA_468	Porites_evermani_scaffold_113	11982	12489	+	508	309	75	163	132	584
lncRNA_469	Porites_evermani_scaffold_113	13227	15972	+	2746	457.50	99	177.50	69	593.50
lncRNA_470	Porites_evermani_scaffold_113	14936	15972	+	1037	58.50	24	38.50	7.50	91.50
lncRNA_471	Porites_evermani_scaffold_113	3535	3872	+	338	20.00	12	21	13	158.00
lncRNA_472	Porites_evermani_scaffold_113	46386	46608	+	223	4.12	1.33	32.50	14	4.70
lncRNA_473	Porites_evermani_scaffold_113	129749	129997	+	249	4	4	34	0	2
lncRNA_474	Porites_evermani_scaffold_113	131297	131635	+	339	2	15	30	8	14
lncRNA_475	Porites_evermani_scaffold_113	132071	132458	+	388	17	3	70	0	26
lncRNA_476	Porites_evermani_scaffold_113	413087	413375	+	289	3.20	0	28	0	0
lncRNA_477	Porites_evermani_scaffold_1130	52056	54518	+	2463	71	47	383	49	62.33
lncRNA_478	Porites_evermani_scaffold_1131	3268	7974	+	4707	85.32	161.78	66.83	52.03	227.48
lncRNA_479	Porites_evermani_scaffold_1131	114473	114765	+	293	1	0	0	32	35
lncRNA_480	Porites_evermani_scaffold_1131	118682	119648	+	967	2	5	22	14	310
lncRNA_481	Porites_evermani_scaffold_1132	77684	87254	+	9571	33.30	15.88	144.70	12.83	0.10
lncRNA_482	Porites_evermani_scaffold_1132	77684	87254	+	9571	33.30	15.88	144.70	12.83	0.10
lncRNA_483	Porites_evermani_scaffold_1132	89455	92127	+	2673	50	34	109	27	45.83
lncRNA_484	Porites_evermani_scaffold_1132	98095	100905	+	2811	15	4	72	9	4
lncRNA_485	Porites_evermani_scaffold_1132	102118	103141	+	1024	3	0	45	14	40
lncRNA_486	Porites_evermani_scaffold_1132	111851	113796	+	1946	3	0	44	13	13.50
lncRNA_487	Porites_evermani_scaffold_1132	140478	147203	+	6726	33.50	344.69	12.72	16.70	23.70
lncRNA_488	Porites_evermani_scaffold_1132	140546	147259	+	6714	31.10	342.49	8.22	16.70	23.50
lncRNA_489	Porites_evermani_scaffold_1132	73670	73970	+	301	0	0	28	6.33	0
lncRNA_490	Porites_evermani_scaffold_1132	126144	126942	+	799	9	15	152	61	29
lncRNA_491	Porites_evermani_scaffold_1133	35070	39121	+	4052	952.67	197.01	315.20	235.31	1187.25
lncRNA_492	Porites_evermani_scaffold_1133	35070	39121	+	4052	952.67	197.01	315.20	235.31	1187.25
lncRNA_493	Porites_evermani_scaffold_1133	35070	39121	+	4052	952.67	197.01	315.20	235.31	1187.25
lncRNA_494	Porites_evermani_scaffold_1133	37344	39121	+	1778	334.70	100.07	138.71	212.06	501.13
lncRNA_495	Porites_evermani_scaffold_1133	81729	84515	+	2787	1562.20	379.20	2388	838	1790.00
lncRNA_496	Porites_evermani_scaffold_1133	142908	147911	+	5004	9	2	43	20	13
lncRNA_497	Porites_evermani_scaffold_1133	35066	39121	+	4056	952.67	197.01	315.20	235.31	1187.25
lncRNA_498	Porites_evermani_scaffold_1133	35066	39121	+	4056	952.67	197.01	315.20	235.31	1187.25
lncRNA_499	Porites_evermani_scaffold_1133	35092	39121	+	4030	952.67	196.81	315.20	235.31	1187.25
lncRNA_500	Porites_evermani_scaffold_1133	50087	52753	+	2667	732.50	424.00	901.00	497.00	1033.08
lncRNA_501	Porites_evermani_scaffold_1135	140747	142119	+	1373	6.10	0	42	2.08	1.50
lncRNA_502	Porites_evermani_scaffold_1136	14371	15747	+	1377	84	30	60	15	45
lncRNA_503	Porites_evermani_scaffold_1137	124531	127186	+	2656	43.67	78.00	0	0	0
lncRNA_504	Porites_evermani_scaffold_1137	7439	7662	+	224	2	0	24	0	8
lncRNA_505	Porites_evermani_scaffold_1137	39967	40278	+	312	10	5	60	5	7
lncRNA_506	Porites_evermani_scaffold_1138	23549	27303	+	3755	16	2	165	6	90
lncRNA_507	Porites_evermani_scaffold_1138	22757	23292	+	536	20	10	108	25	124
lncRNA_508	Porites_evermani_scaffold_1138	38726	38994	+	269	10	6	24	0	15
lncRNA_509	Porites_evermani_scaffold_1138	62261	62562	+	302	0	0	36	3.33	0
lncRNA_510	Porites_evermani_scaffold_1138	106209	106442	+	234	0	0	36	0	0
lncRNA_511	Porites_evermani_scaffold_1139	134853	135603	+	751	10.00	30.45	39.30	9.67	88.72
lncRNA_512	Porites_evermani_scaffold_114	109100	114566	+	5467	166	41	232	133	69
lncRNA_513	Porites_evermani_scaffold_114	381356	381865	+	510	0	0	57	0	9
lncRNA_514	Porites_evermani_scaffold_114	211882	214372	+	2491	97	65	354.50	61.50	139
