# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "../output/01.6-Ptuh-lncRNA-pipeline/Ptuh_lncRNA_for_fc.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Ptuh-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-47-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-48-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-50-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-53-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-57-S1-TP2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-47-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-48-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-50-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-53-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-57-S1-TP2.sorted.bam
lncRNA_207	Pocillopora_meandrina_HIv1___Sc0000000	18927455	18932799	+	5345	29	247	64.33	281.83	91
lncRNA_208	Pocillopora_meandrina_HIv1___Sc0000000	18946014	18946268	+	255	29	2	3	26.00	10
lncRNA_209	Pocillopora_meandrina_HIv1___Sc0000000	19038917	19040534	+	1618	132.91	56.72	60.28	144.71	92.23
lncRNA_210	Pocillopora_meandrina_HIv1___Sc0000000	19039000	19040534	+	1535	132.91	56.72	58.68	144.61	92.23
lncRNA_211	Pocillopora_meandrina_HIv1___Sc0000000	19054460	19055325	+	866	7	9	7	18	49
lncRNA_212	Pocillopora_meandrina_HIv1___Sc0000000	19189137	19203043	+	13907	64.57	21.78	21.73	72.48	183.58
lncRNA_213	Pocillopora_meandrina_HIv1___Sc0000000	19213803	19214765	+	963	10	0	0	4	51.40
lncRNA_214	Pocillopora_meandrina_HIv1___Sc0000000	19409985	19420418	+	10434	106.83	30.96	10.50	50.33	29.92
lncRNA_215	Pocillopora_meandrina_HIv1___Sc0000000	19439498	19502560	+	63063	139.98	82.09	41.56	22.96	112.77
lncRNA_216	Pocillopora_meandrina_HIv1___Sc0000000	19449789	19502560	+	52772	117.43	75.50	40.56	20.51	99.23
lncRNA_217	Pocillopora_meandrina_HIv1___Sc0000000	19469599	19512370	+	42772	207.06	110.09	27.86	30.39	114.75
lncRNA_218	Pocillopora_meandrina_HIv1___Sc0000000	19552156	19553134	+	979	51.51	38.37	70.23	42.33	24.33
lncRNA_219	Pocillopora_meandrina_HIv1___Sc0000000	19553189	19554409	+	1221	49.86	13.38	21.73	16.53	15.11
lncRNA_220	Pocillopora_meandrina_HIv1___Sc0000000	19553189	19554409	+	1221	49.86	13.38	21.73	16.53	15.11
lncRNA_221	Pocillopora_meandrina_HIv1___Sc0000000	19553189	19555483	+	2295	55.97	23.29	30.40	38.68	27.44
lncRNA_222	Pocillopora_meandrina_HIv1___Sc0000000	19553242	19554409	+	1168	49.86	13.38	21.73	16.53	15.11
lncRNA_223	Pocillopora_meandrina_HIv1___Sc0000000	19607565	19626741	+	19177	131.80	172.31	82.12	8.38	59.67
lncRNA_224	Pocillopora_meandrina_HIv1___Sc0000000	19624834	19634928	+	10095	52.80	65.55	17.45	22	44.57
lncRNA_225	Pocillopora_meandrina_HIv1___Sc0000000	19667167	19672593	+	5427	26.04	9.17	57.72	39.33	17.51
lncRNA_226	Pocillopora_meandrina_HIv1___Sc0000000	19739186	19740734	+	1549	7	909.17	189	777.50	1170.50
lncRNA_227	Pocillopora_meandrina_HIv1___Sc0000000	19743092	19744144	+	1053	17.78	52.15	53.49	41.97	74.44
lncRNA_228	Pocillopora_meandrina_HIv1___Sc0000000	19935269	19935947	+	679	83	91	47	148	175
lncRNA_229	Pocillopora_meandrina_HIv1___Sc0000000	20528053	20528848	+	796	118	94	108	166	42
lncRNA_230	Pocillopora_meandrina_HIv1___Sc0000000	21027690	21038871	+	11182	6726.15	1967.29	10046.33	3819.02	6475.36
lncRNA_231	Pocillopora_meandrina_HIv1___Sc0000000	21549932	21550518	+	587	99	40	135	98	6
lncRNA_232	Pocillopora_meandrina_HIv1___Sc0000000	21549989	21550518	+	530	91	26	116	89	6
lncRNA_233	Pocillopora_meandrina_HIv1___Sc0000000	52403	53056	+	654	2	2	11	15	26
lncRNA_234	Pocillopora_meandrina_HIv1___Sc0000000	106860	107459	+	600	55	36	9	65	14
lncRNA_235	Pocillopora_meandrina_HIv1___Sc0000000	479478	480976	+	1499	267	99	266	177	304
lncRNA_236	Pocillopora_meandrina_HIv1___Sc0000000	531381	542855	+	11475	1327.50	1506.13	2028.97	1328.93	3558.30
lncRNA_237	Pocillopora_meandrina_HIv1___Sc0000000	604275	605213	+	939	15	59	74	31.33	7
lncRNA_238	Pocillopora_meandrina_HIv1___Sc0000000	671182	674663	+	3482	923	1255	1421	1241	1067
lncRNA_239	Pocillopora_meandrina_HIv1___Sc0000000	691808	692212	+	405	0	22	0	0	0
lncRNA_240	Pocillopora_meandrina_HIv1___Sc0000000	849628	852046	+	2419	177.59	37.34	90.45	135.30	50.44
lncRNA_241	Pocillopora_meandrina_HIv1___Sc0000000	850060	852046	+	1987	177.59	37.34	90.45	134.30	43.44
lncRNA_242	Pocillopora_meandrina_HIv1___Sc0000000	850210	852046	+	1837	175.09	37.09	87.95	132.30	41.94
lncRNA_243	Pocillopora_meandrina_HIv1___Sc0000000	852550	853724	+	1175	167.33	40.25	32.90	76.67	16
lncRNA_244	Pocillopora_meandrina_HIv1___Sc0000000	852550	853724	+	1175	167.33	40.25	32.90	76.67	16
lncRNA_245	Pocillopora_meandrina_HIv1___Sc0000000	852550	857001	+	4452	386.83	95.75	108.65	227.67	57
lncRNA_246	Pocillopora_meandrina_HIv1___Sc0000000	852550	857001	+	4452	386.83	95.75	108.65	227.67	57
lncRNA_247	Pocillopora_meandrina_HIv1___Sc0000000	952547	956991	+	4445	1415.50	1151.17	866.00	1071.00	1649.00
lncRNA_248	Pocillopora_meandrina_HIv1___Sc0000000	1081098	1082004	+	907	1274	251	1295	540.50	519.50
lncRNA_249	Pocillopora_meandrina_HIv1___Sc0000000	1255016	1262184	+	7169	263.86	130.79	53.86	137.20	112.86
lncRNA_250	Pocillopora_meandrina_HIv1___Sc0000000	1618979	1619215	+	237	1.33	0	0	8.33	2.00
lncRNA_251	Pocillopora_meandrina_HIv1___Sc0000000	1837649	1849267	+	11619	1581.62	797.68	402.22	1308.60	1175.82
lncRNA_252	Pocillopora_meandrina_HIv1___Sc0000000	1982389	1988059	+	5671	771.50	447.50	446.00	672	410.50
lncRNA_253	Pocillopora_meandrina_HIv1___Sc0000000	1982389	1988059	+	5671	771.50	447.50	446.00	672	410.50
lncRNA_254	Pocillopora_meandrina_HIv1___Sc0000000	2294580	2296164	+	1585	843	176	1013	207	405
lncRNA_255	Pocillopora_meandrina_HIv1___Sc0000000	2340486	2343196	+	2711	3	0	30	17	68
lncRNA_256	Pocillopora_meandrina_HIv1___Sc0000000	2776540	2787183	+	10644	23.18	310.39	0.27	235.78	13.45
lncRNA_257	Pocillopora_meandrina_HIv1___Sc0000000	2776830	2787183	+	10354	22.85	130.23	0.27	171.78	12.78
lncRNA_258	Pocillopora_meandrina_HIv1___Sc0000000	2779029	2787183	+	8155	22.18	46.94	0.27	135.70	12.62
lncRNA_259	Pocillopora_meandrina_HIv1___Sc0000000	2934264	2950876	+	16613	332.59	626.63	339.98	189.38	52.20
lncRNA_260	Pocillopora_meandrina_HIv1___Sc0000000	3047929	3049275	+	1347	55	0	29	14	24
lncRNA_261	Pocillopora_meandrina_HIv1___Sc0000000	3557580	3557919	+	340	240.20	455.53	132.27	419.67	179.67
lncRNA_262	Pocillopora_meandrina_HIv1___Sc0000000	3579675	3582309	+	2635	530	220	674	283	90.50
lncRNA_263	Pocillopora_meandrina_HIv1___Sc0000000	3579688	3582309	+	2622	530	220	674	283	90.50
lncRNA_264	Pocillopora_meandrina_HIv1___Sc0000000	3588458	3591643	+	3186	244	367.50	407	635.50	194
lncRNA_265	Pocillopora_meandrina_HIv1___Sc0000000	3602186	3602801	+	616	5.75	36.17	52.50	0.50	42
lncRNA_266	Pocillopora_meandrina_HIv1___Sc0000000	4457404	4458501	+	1098	7524	1901	8354	3133	4134.50
lncRNA_267	Pocillopora_meandrina_HIv1___Sc0000000	4631057	4632119	+	1063	7	46	39	59.50	12
lncRNA_268	Pocillopora_meandrina_HIv1___Sc0000000	4756051	4756944	+	894	11	23	63	7	0
lncRNA_269	Pocillopora_meandrina_HIv1___Sc0000000	5004332	5004549	+	218	4	103	5	7	51.17
lncRNA_270	Pocillopora_meandrina_HIv1___Sc0000000	5011519	5013760	+	2242	200.74	125.06	125.57	52.67	150.45
lncRNA_271	Pocillopora_meandrina_HIv1___Sc0000000	5040248	5040524	+	277	0	5.00	0	1.33	15.73
lncRNA_272	Pocillopora_meandrina_HIv1___Sc0000000	5636739	5644318	+	7580	49.58	81.77	102.44	228.18	81.76
lncRNA_273	Pocillopora_meandrina_HIv1___Sc0000000	5636739	5652788	+	16050	53.79	101.44	125.26	267.18	94.18
lncRNA_274	Pocillopora_meandrina_HIv1___Sc0000000	5636840	5721131	+	84292	181.14	329.24	388.26	729.82	197.46
lncRNA_275	Pocillopora_meandrina_HIv1___Sc0000000	5643310	5659336	+	16027	27.98	40.37	63.59	193.41	27.22
lncRNA_276	Pocillopora_meandrina_HIv1___Sc0000000	5650709	5659336	+	8628	22.68	25.13	39.18	111.00	22.29
lncRNA_277	Pocillopora_meandrina_HIv1___Sc0000000	5665701	5697281	+	31581	44.78	85.11	110.38	277.39	59.93
lncRNA_278	Pocillopora_meandrina_HIv1___Sc0000000	5688309	5697281	+	8973	8.10	28.81	43.84	101.85	21.58
lncRNA_279	Pocillopora_meandrina_HIv1___Sc0000000	5688661	5690078	+	1418	1.24	6.92	8.42	28.39	6.96
lncRNA_280	Pocillopora_meandrina_HIv1___Sc0000000	5665828	5709376	+	43549	73.14	115.34	165.87	370.58	78.92
lncRNA_281	Pocillopora_meandrina_HIv1___Sc0000000	5702194	5709376	+	7183	33.22	37.31	59.93	106.46	20.12
lncRNA_282	Pocillopora_meandrina_HIv1___Sc0000000	5680815	5703740	+	22926	41.56	68.72	111.46	243.37	50.71
lncRNA_283	Pocillopora_meandrina_HIv1___Sc0000000	5713281	5721055	+	7775	32.98	99.45	70.19	58.89	13.68
lncRNA_284	Pocillopora_meandrina_HIv1___Sc0000000	5714211	5714904	+	694	4.24	21.53	13.78	11.50	1.60
lncRNA_285	Pocillopora_meandrina_HIv1___Sc0000000	5744005	5749212	+	5208	203	941	482	991	678
lncRNA_286	Pocillopora_meandrina_HIv1___Sc0000000	5890658	5891269	+	612	150	41	71	90	0
lncRNA_287	Pocillopora_meandrina_HIv1___Sc0000000	5944985	5952107	+	7123	340.99	504.41	405.49	381.38	309.33
lncRNA_288	Pocillopora_meandrina_HIv1___Sc0000000	6123306	6123933	+	628	201	55	344	69	8
lncRNA_289	Pocillopora_meandrina_HIv1___Sc0000000	6170996	6176973	+	5978	168	44	194.50	186.50	187
lncRNA_290	Pocillopora_meandrina_HIv1___Sc0000000	6171037	6176973	+	5937	168	44	194.50	186.50	186
lncRNA_291	Pocillopora_meandrina_HIv1___Sc0000000	6184555	6184873	+	319	6	42	2	28	23
lncRNA_292	Pocillopora_meandrina_HIv1___Sc0000000	6644581	6648458	+	3878	289.50	28	362.50	181	121
lncRNA_293	Pocillopora_meandrina_HIv1___Sc0000000	6667917	6668416	+	500	3	4	6	25	0
lncRNA_294	Pocillopora_meandrina_HIv1___Sc0000000	6904314	6906915	+	2602	88.50	100	84.17	239.50	215.00
lncRNA_295	Pocillopora_meandrina_HIv1___Sc0000000	6937031	6947890	+	10860	592.33	848.33	1099.50	1124.50	818.50
lncRNA_296	Pocillopora_meandrina_HIv1___Sc0000000	6937600	6938478	+	879	19.33	91.33	8.00	73.50	3.00
lncRNA_297	Pocillopora_meandrina_HIv1___Sc0000000	7007762	7008671	+	910	36	91	49	5	147
lncRNA_298	Pocillopora_meandrina_HIv1___Sc0000000	7037685	7041274	+	3590	484.16	681.32	1371.65	639.33	3108.46
lncRNA_299	Pocillopora_meandrina_HIv1___Sc0000000	7037734	7041274	+	3541	484.16	676.32	1371.65	629.33	3108.46
lncRNA_300	Pocillopora_meandrina_HIv1___Sc0000000	7037837	7038729	+	893	454.66	589.32	967.65	529.33	2672.96
lncRNA_301	Pocillopora_meandrina_HIv1___Sc0000000	7154792	7155403	+	612	0	24	21	0	9
lncRNA_302	Pocillopora_meandrina_HIv1___Sc0000000	7239635	7241120	+	1486	155.00	125.00	117.50	119.00	143.50
lncRNA_303	Pocillopora_meandrina_HIv1___Sc0000000	7239660	7241120	+	1461	155.00	125.00	117.50	119.00	143.50
lncRNA_304	Pocillopora_meandrina_HIv1___Sc0000000	7277240	7279543	+	2304	332	235	262	288	127
lncRNA_305	Pocillopora_meandrina_HIv1___Sc0000000	7405480	7407644	+	2165	23.92	16.50	57	115.42	7.97
lncRNA_306	Pocillopora_meandrina_HIv1___Sc0000000	7407923	7410176	+	2254	15.25	6	24.50	63.50	24.50
lncRNA_307	Pocillopora_meandrina_HIv1___Sc0000000	7409607	7416699	+	7093	6.83	23.00	12.33	32.67	244.66
lncRNA_308	Pocillopora_meandrina_HIv1___Sc0000000	7454072	7454565	+	494	39.38	25.30	13.40	24.97	1.75
lncRNA_309	Pocillopora_meandrina_HIv1___Sc0000000	7509495	7510185	+	691	17.75	21.43	3.00	4.00	0.25
lncRNA_310	Pocillopora_meandrina_HIv1___Sc0000000	7516521	7518570	+	2050	29.15	21.51	15.25	4.73	32.88
lncRNA_311	Pocillopora_meandrina_HIv1___Sc0000000	7530229	7530894	+	666	45	26.21	4	1	25
lncRNA_312	Pocillopora_meandrina_HIv1___Sc0000000	7557871	7565032	+	7162	35.08	43.42	15.67	92.12	377.45
lncRNA_313	Pocillopora_meandrina_HIv1___Sc0000000	7558258	7559696	+	1439	9.08	13.75	0.50	22.46	9.61
lncRNA_314	Pocillopora_meandrina_HIv1___Sc0000000	7559857	7560531	+	675	0	7	3.50	18.50	6.08
lncRNA_315	Pocillopora_meandrina_HIv1___Sc0000000	7754443	7756486	+	2044	53.10	33.82	42.14	24.23	68.40
lncRNA_316	Pocillopora_meandrina_HIv1___Sc0000000	7766416	7766712	+	297	62.67	27	0	2	0
lncRNA_317	Pocillopora_meandrina_HIv1___Sc0000000	7806766	7814975	+	8210	54.50	47.70	34.50	6.50	50.50
lncRNA_318	Pocillopora_meandrina_HIv1___Sc0000000	7842244	7843171	+	928	298.10	238.33	286.00	213.17	181.52
lncRNA_319	Pocillopora_meandrina_HIv1___Sc0000000	8032100	8034498	+	2399	195	84	382	210	117
lncRNA_320	Pocillopora_meandrina_HIv1___Sc0000000	8311160	8314859	+	3700	688.41	780.04	1662.45	991.50	3.88
lncRNA_321	Pocillopora_meandrina_HIv1___Sc0000000	8395575	8396715	+	1141	155	251	369	215	98
lncRNA_322	Pocillopora_meandrina_HIv1___Sc0000000	8563167	8585601	+	22435	2817.95	2056.16	2209.10	1675.24	5538.73
lncRNA_323	Pocillopora_meandrina_HIv1___Sc0000000	8566549	8589420	+	22872	11533.15	8026.04	8033.93	11110.03	18715.03
lncRNA_324	Pocillopora_meandrina_HIv1___Sc0000000	8634505	8635137	+	633	0	0	0	28	0
lncRNA_325	Pocillopora_meandrina_HIv1___Sc0000000	8789186	8790765	+	1580	114.73	78.91	50.83	122.91	80.61
lncRNA_326	Pocillopora_meandrina_HIv1___Sc0000000	8927553	8945136	+	17584	128.11	188.33	85.31	138.64	150.77
lncRNA_327	Pocillopora_meandrina_HIv1___Sc0000000	9180195	9184336	+	4142	89	107	232	164	282
lncRNA_328	Pocillopora_meandrina_HIv1___Sc0000000	9180350	9184152	+	3803	88	101	194	151	255
lncRNA_329	Pocillopora_meandrina_HIv1___Sc0000000	9213943	9219492	+	5550	110.33	73.28	220.37	46.33	114.83
lncRNA_330	Pocillopora_meandrina_HIv1___Sc0000000	9213943	9219492	+	5550	110.33	73.28	220.37	46.33	114.83
lncRNA_331	Pocillopora_meandrina_HIv1___Sc0000000	9216320	9216859	+	540	24.33	10.80	32.54	10.50	8.00
lncRNA_332	Pocillopora_meandrina_HIv1___Sc0000000	9243645	9244514	+	870	11	0	53	7	0
lncRNA_333	Pocillopora_meandrina_HIv1___Sc0000000	9400106	9401115	+	1010	1388	2278	1232	1313.75	737
lncRNA_334	Pocillopora_meandrina_HIv1___Sc0000000	9407221	9409874	+	2654	564.33	431.83	464.66	883.06	695.66
lncRNA_335	Pocillopora_meandrina_HIv1___Sc0000000	9407221	9409874	+	2654	564.33	431.83	464.66	883.06	695.66
lncRNA_336	Pocillopora_meandrina_HIv1___Sc0000000	9697259	9699645	+	2387	634.67	2601.67	987.67	1962.17	1944.50
lncRNA_337	Pocillopora_meandrina_HIv1___Sc0000000	9697557	9698922	+	1366	70.67	527.67	127.33	259.83	272.50
lncRNA_338	Pocillopora_meandrina_HIv1___Sc0000000	9698437	9698922	+	486	4.67	5.67	7.33	11.33	4.00
lncRNA_339	Pocillopora_meandrina_HIv1___Sc0000000	10915247	10915592	+	346	33.10	22.50	79.08	16.95	171.41
lncRNA_340	Pocillopora_meandrina_HIv1___Sc0000000	11067463	11069343	+	1881	9	15	0.25	226.20	1.67
lncRNA_341	Pocillopora_meandrina_HIv1___Sc0000000	11713934	11716195	+	2262	28.50	66.00	49.00	18.25	3.33
lncRNA_342	Pocillopora_meandrina_HIv1___Sc0000000	11745154	11746602	+	1449	23.50	18.50	35.00	61.75	4.67
lncRNA_343	Pocillopora_meandrina_HIv1___Sc0000000	11957147	11957537	+	391	14	8	8	0	26
lncRNA_344	Pocillopora_meandrina_HIv1___Sc0000000	11960344	11966366	+	6023	230	368.75	225	177	268.50
lncRNA_345	Pocillopora_meandrina_HIv1___Sc0000000	11960360	11966366	+	6007	230	368.75	225	177	268.50
lncRNA_346	Pocillopora_meandrina_HIv1___Sc0000000	11968894	11971033	+	2140	104.50	179.75	99.50	177	167.50
lncRNA_347	Pocillopora_meandrina_HIv1___Sc0000000	11968904	11971033	+	2130	104.50	179.75	99.50	177	167.50
lncRNA_348	Pocillopora_meandrina_HIv1___Sc0000000	12060766	12061683	+	918	30	73	107	124	10
lncRNA_349	Pocillopora_meandrina_HIv1___Sc0000000	12449392	12472781	+	23390	587.47	135.27	154.03	301.71	75.83
lncRNA_350	Pocillopora_meandrina_HIv1___Sc0000000	12568753	12569535	+	783	93	163	0	0	0
lncRNA_351	Pocillopora_meandrina_HIv1___Sc0000000	12630809	12632077	+	1269	6625	3383	5070	2841	1909.50
lncRNA_352	Pocillopora_meandrina_HIv1___Sc0000000	12707610	12708432	+	823	80.10	33	5.50	0.17	3.58
lncRNA_353	Pocillopora_meandrina_HIv1___Sc0000000	13106879	13108190	+	1312	54	67	52	73	54
lncRNA_354	Pocillopora_meandrina_HIv1___Sc0000000	13188129	13189086	+	958	7.23	2.70	11.83	17.70	15.67
lncRNA_355	Pocillopora_meandrina_HIv1___Sc0000000	13201107	13203977	+	2871	154	69	121	133	51
lncRNA_356	Pocillopora_meandrina_HIv1___Sc0000000	13213150	13215966	+	2817	45	0.83	6	397.20	5
lncRNA_357	Pocillopora_meandrina_HIv1___Sc0000000	13213969	13215966	+	1998	40	0.50	0	240.20	0
lncRNA_358	Pocillopora_meandrina_HIv1___Sc0000000	13216978	13220314	+	3337	8	0	0.50	112	0
lncRNA_359	Pocillopora_meandrina_HIv1___Sc0000000	13324220	13325969	+	1750	35	16	22	76.50	44
lncRNA_360	Pocillopora_meandrina_HIv1___Sc0000000	13367937	13374294	+	6358	81	261.62	113.75	140.00	154
lncRNA_361	Pocillopora_meandrina_HIv1___Sc0000000	13559616	13560162	+	547	100.60	11.33	0.33	80.33	2
lncRNA_362	Pocillopora_meandrina_HIv1___Sc0000000	13884198	13885852	+	1655	36.44	24.37	22.71	43.13	16.15
lncRNA_363	Pocillopora_meandrina_HIv1___Sc0000000	13884244	13885852	+	1609	36.44	24.37	22.71	43.13	15.65
lncRNA_364	Pocillopora_meandrina_HIv1___Sc0000000	13899391	13899832	+	442	15.97	29.15	10.33	8.86	20.52
lncRNA_365	Pocillopora_meandrina_HIv1___Sc0000000	13960904	13962243	+	1340	28.33	20	6.10	19.90	19.65
lncRNA_366	Pocillopora_meandrina_HIv1___Sc0000000	14091280	14091594	+	315	1.50	25.38	0.50	60.56	0.33
lncRNA_367	Pocillopora_meandrina_HIv1___Sc0000000	14112237	14114541	+	2305	13.03	23.94	23.07	17.15	35.56
lncRNA_368	Pocillopora_meandrina_HIv1___Sc0000000	14112237	14114541	+	2305	13.03	23.94	23.07	17.15	35.56
lncRNA_369	Pocillopora_meandrina_HIv1___Sc0000000	14114612	14116839	+	2228	14.80	27.10	44.41	37.16	45.89
lncRNA_370	Pocillopora_meandrina_HIv1___Sc0000000	14128461	14128668	+	208	1.40	19.37	3.17	3	5.10
lncRNA_371	Pocillopora_meandrina_HIv1___Sc0000000	14193412	14197058	+	3647	21.90	13.50	35.07	20.01	40.79
lncRNA_372	Pocillopora_meandrina_HIv1___Sc0000000	14194180	14198066	+	3887	46.88	40.04	57.80	51.49	53.86
lncRNA_373	Pocillopora_meandrina_HIv1___Sc0000000	14262659	14265025	+	2367	5.96	6.67	17.56	49.95	34.57
lncRNA_374	Pocillopora_meandrina_HIv1___Sc0000000	14263260	14266718	+	3459	20.99	24.17	44.52	93.20	61.47
lncRNA_375	Pocillopora_meandrina_HIv1___Sc0000000	14265380	14266718	+	1339	16.21	17.80	19.14	45.68	42.29
lncRNA_376	Pocillopora_meandrina_HIv1___Sc0000000	14265415	14269760	+	4346	47.45	63.04	62.84	84.31	109.41
lncRNA_377	Pocillopora_meandrina_HIv1___Sc0000000	14265439	14266718	+	1280	16.21	17.80	19.14	34.28	42.29
lncRNA_378	Pocillopora_meandrina_HIv1___Sc0000000	14264104	14264497	+	394	0.84	3.73	10.00	16.60	1.14
lncRNA_379	Pocillopora_meandrina_HIv1___Sc0000000	14266079	14270147	+	4069	45.52	58.71	63.33	86.74	106.18
lncRNA_380	Pocillopora_meandrina_HIv1___Sc0000000	14505983	14506365	+	383	2	2	13	16	0
lncRNA_381	Pocillopora_meandrina_HIv1___Sc0000000	14559008	14563155	+	4148	98.54	56.78	65.95	92.21	91.96
lncRNA_382	Pocillopora_meandrina_HIv1___Sc0000000	14564312	14566284	+	1973	12.62	11.19	22.35	29.15	26.32
lncRNA_383	Pocillopora_meandrina_HIv1___Sc0000000	15104367	15112956	+	8590	65.50	61.00	125.39	129.30	58.21
lncRNA_384	Pocillopora_meandrina_HIv1___Sc0000000	15250057	15251038	+	982	577	486	493	557	644
lncRNA_385	Pocillopora_meandrina_HIv1___Sc0000000	15414465	15415251	+	787	22.73	4.08	15.32	18.52	8.13
lncRNA_386	Pocillopora_meandrina_HIv1___Sc0000000	15414504	15416995	+	2492	54.27	24.25	46.98	43.67	29.36
lncRNA_387	Pocillopora_meandrina_HIv1___Sc0000000	15414711	15416995	+	2285	49.27	24.25	44.32	41.00	29.36
lncRNA_388	Pocillopora_meandrina_HIv1___Sc0000000	15513604	15514020	+	417	8.00	10	0	41.20	19
lncRNA_389	Pocillopora_meandrina_HIv1___Sc0000000	15516045	15527834	+	11790	56.25	124.67	47.25	148.02	31.04
lncRNA_390	Pocillopora_meandrina_HIv1___Sc0000000	15523771	15526580	+	2810	20.25	49.67	13.25	74.02	22.04
lncRNA_391	Pocillopora_meandrina_HIv1___Sc0000000	15555834	15556770	+	937	8.50	22	1.50	54.77	5
lncRNA_392	Pocillopora_meandrina_HIv1___Sc0000000	15581756	15585400	+	3645	140	110	24	39.33	78.25
lncRNA_393	Pocillopora_meandrina_HIv1___Sc0000000	15585645	15586414	+	770	20	6	0	3	0
lncRNA_394	Pocillopora_meandrina_HIv1___Sc0000000	15952660	15986501	+	33842	342.14	842.16	103.05	486.20	371.91
lncRNA_395	Pocillopora_meandrina_HIv1___Sc0000000	15971581	16012480	+	40900	404.85	599.64	136.58	220.62	286.22
lncRNA_396	Pocillopora_meandrina_HIv1___Sc0000000	15993426	16012480	+	19055	76.67	96.00	75.50	128.17	56.08
lncRNA_397	Pocillopora_meandrina_HIv1___Sc0000000	15974073	15975586	+	1514	35.50	58.17	10.50	2.00	30.17
lncRNA_398	Pocillopora_meandrina_HIv1___Sc0000000	15976016	15977527	+	1512	13.67	22.00	11.33	1.33	4.33
lncRNA_399	Pocillopora_meandrina_HIv1___Sc0000000	16015551	16016701	+	1151	0	11.67	0	56	12
lncRNA_400	Pocillopora_meandrina_HIv1___Sc0000000	16033525	16033963	+	439	39.67	27.83	1.33	22	24.50
lncRNA_401	Pocillopora_meandrina_HIv1___Sc0000000	16092787	16094249	+	1463	5691.00	3324.00	6051.00	4423.00	4273.00
lncRNA_402	Pocillopora_meandrina_HIv1___Sc0000000	16339860	16350465	+	10606	152.02	30.22	70.26	57.15	77.54
lncRNA_403	Pocillopora_meandrina_HIv1___Sc0000000	16435933	16436657	+	725	50	48	45	53	9
lncRNA_404	Pocillopora_meandrina_HIv1___Sc0000000	16880837	16882349	+	1513	68	240	111	101	38
lncRNA_405	Pocillopora_meandrina_HIv1___Sc0000000	16937821	16942077	+	4257	33.50	1096.50	1049	989.50	855.50
lncRNA_406	Pocillopora_meandrina_HIv1___Sc0000000	16937939	16938845	+	907	5.50	105.50	176	128.50	135.50
lncRNA_407	Pocillopora_meandrina_HIv1___Sc0000000	17034099	17037302	+	3204	11	70	171	47	6
lncRNA_408	Pocillopora_meandrina_HIv1___Sc0000000	17131949	17132594	+	646	2716	2163	1823	2534	2340
lncRNA_409	Pocillopora_meandrina_HIv1___Sc0000000	17406977	17412028	+	5052	208.15	63.45	431.90	99.08	51.75
lncRNA_410	Pocillopora_meandrina_HIv1___Sc0000000	17408288	17412028	+	3741	150.15	36.45	276.90	61.75	29.08
lncRNA_411	Pocillopora_meandrina_HIv1___Sc0000000	17408506	17409392	+	887	25.40	10.20	70.40	12.00	12.33
lncRNA_412	Pocillopora_meandrina_HIv1___Sc0000000	17551951	17552747	+	797	50	125	102	193	108
lncRNA_413	Pocillopora_meandrina_HIv1___Sc0000000	17566989	17572287	+	5299	92.28	45.33	245.59	491.63	250.66
lncRNA_414	Pocillopora_meandrina_HIv1___Sc0000000	17566989	17572287	+	5299	92.28	45.33	245.59	491.63	250.66
lncRNA_415	Pocillopora_meandrina_HIv1___Sc0000000	18599573	18603134	+	3562	102.44	61.50	321.31	75.12	230.92
lncRNA_416	Pocillopora_meandrina_HIv1___Sc0000000	18599573	18603134	+	3562	102.44	61.50	321.31	75.12	230.92
lncRNA_417	Pocillopora_meandrina_HIv1___Sc0000000	18599573	18603134	+	3562	102.44	61.50	321.31	75.12	230.92
lncRNA_418	Pocillopora_meandrina_HIv1___Sc0000000	18599616	18603134	+	3519	101.94	61.50	321.31	75.12	230.75
lncRNA_419	Pocillopora_meandrina_HIv1___Sc0000000	18601467	18603134	+	1668	101.94	25.25	302.31	26.62	158.25
lncRNA_420	Pocillopora_meandrina_HIv1___Sc0000000	18601467	18603134	+	1668	101.94	25.25	302.31	26.62	158.25
